Resource,onshore_wind,solar_pv_sat,hydro,battery,pumped_hydro
t217,0.0,0.0,-0.0,-0.0,8953.719481802133
t218,0.0,0.0,0.0,-0.0,8880.520942377132
t219,0.0,0.0,-0.0,-0.0,8807.107522539633
t220,0.0,0.0,-0.0,-0.0,8733.264945527133
t221,0.0,0.0,0.0,-0.0,8658.994441852134
t222,0.0,0.0,-0.0,-0.0,8584.281138839633
t223,0.0,0.0,0.0,-0.0,8509.073808389632
t224,0.0,0.0,-0.0,-0.0,8433.896512614632
t225,0.0,0.0,0.0,-0.0,8358.740988927133
t226,0.0,0.0,-0.0,-0.0,8283.739438889634
t227,0.0,0.0,0.0,-0.0,8208.808655527133
t228,0.0,0.0,-0.0,-0.0,8134.114441664632
t229,0.0,0.0,-0.0,-0.0,8059.791753089632
t230,0.0,0.0,0.0,-0.0,7985.904264752132
t231,0.0,0.0,-0.0,-0.0,7912.249267514632
t232,0.0,0.0,0.0,-0.0,7838.846040802132
t233,0.0,0.0,-0.0,-0.0,7765.647797977132
t234,0.0,0.0,0.0,-0.0,7692.682631914631
t235,0.0,0.0,-0.0,-0.0,7619.909229589632
t236,0.0,0.0,0.0,-0.0,7547.489120439632
t237,0.0,0.0,-0.0,-0.0,7475.230612114632
t238,0.0,0.0,-0.0,-0.0,7403.241669277132
t239,0.0,0.0,0.0,-0.0,7331.510908689632
t240,0.0,0.0,-0.0,-0.0,7259.9810429896315
t241,0.0,0.0,0.0,-0.0,7188.7484691771315
t242,0.0,0.0,-0.0,-0.0,7117.767735689631
t243,0.0,0.0,0.0,-0.0,7046.994224502131
t244,0.0,0.0,-0.0,-0.0,6976.386622577131
t245,0.0,0.0,0.0,-0.0,6906.009807527131
t246,0.0,0.0,-0.0,-0.0,6835.9491595646305
t247,0.0,0.0,-0.0,-0.0,6766.12425602713
t248,0.0,0.0,0.0,-0.0,6696.6178353021305
t249,0.0,0.0,-0.0,-0.0,6627.45523603963
t250,0.0,0.0,0.0,-0.0,6558.5923910396305
t251,0.0,0.0,-0.0,-0.0,6490.079417439631
t252,0.0,0.0,0.0,-0.0,6421.89373077713
t253,0.0,0.0,-0.0,-0.0,6354.0716865146305
t254,0.0,0.0,0.0,-0.0,6286.59184837713
t255,0.0,0.0,-0.0,-0.0,6219.617815839631
t256,0.0,0.0,-0.0,-0.0,6153.037217552131
t257,0.0,0.0,0.0,-0.0,6087.0002758521305
t258,0.0,0.0,-0.0,-0.0,6021.4656777646305
t259,0.0,0.0,0.0,-0.0,5956.39761865213
t260,0.0,0.0,-0.0,-0.0,5891.79539540213
t261,0.0,0.0,0.0,-0.0,5827.681592477131
t262,0.0,0.0,-0.0,-0.0,5764.024261127131
t263,0.0,0.0,0.0,-0.0,5700.9800750146305
t264,0.0,0.0,-0.0,-0.0,5638.537466477131
t265,0.0,0.0,-0.0,-0.0,5576.74105355213
t266,0.0,0.0,0.0,-0.0,5515.56274837713
t267,0.0,0.0,-0.0,-0.0,5454.91331483963
t268,0.0,0.0,0.0,-0.0,5394.78614286463
t269,0.0,0.0,-0.0,-0.0,5335.16542031463
t270,0.0,0.0,0.0,-0.0,5276.05830810213
t271,0.0,0.0,-0.0,-0.0,5217.454891089629
t272,0.0,0.0,0.0,-0.0,5159.310255789629
t273,0.0,0.0,-0.0,-0.0,5101.860712552129
t274,0.0,0.0,-0.0,-0.0,5044.82973970213
t275,0.0,0.0,0.0,-0.0,4988.326127227129
t276,0.0,0.0,-0.0,-0.0,4932.367501977129
t277,0.0,0.0,0.0,-0.0,4877.200640302129
t278,0.0,0.0,-0.0,-0.0,4822.445938352129
t279,0.0,0.0,0.0,-0.0,4768.1601326396285
t280,0.0,0.0,-0.0,-0.0,4714.1873354521285
t281,0.0,0.0,0.0,-0.0,4660.502003602129
t282,0.0,0.0,-0.0,-0.0,4607.228076077129
t283,0.0,0.0,-0.0,-0.0,4554.150725277129
t284,0.0,0.0,0.0,-0.0,4501.368679752129
t285,0.0,0.0,-0.0,-0.0,4448.959607952129
t286,0.0,0.0,0.0,-0.0,4396.802875914629
t287,0.0,0.0,-0.0,-0.0,4344.896831139629
t288,0.0,0.0,0.0,-0.0,4293.351641602129
t289,0.0,0.0,-0.0,-0.0,4242.233718039629
t290,0.0,0.0,0.0,-0.0,4191.495506639629
t291,0.0,0.0,-0.0,-0.0,4141.014720927129
t292,0.0,0.0,-0.0,-0.0,4090.750047889629
t293,0.0,0.0,0.0,-0.0,4040.752165939629
t294,0.0,0.0,-0.0,-0.0,3991.0122616146286
t295,0.0,0.0,0.0,-0.0,3941.5402500521286
t296,0.0,0.0,-0.0,-0.0,3892.1771597396287
t297,0.0,0.0,0.0,-0.0,3842.9340074896286
t298,0.0,0.0,-0.0,-0.0,3793.843292852129
t299,0.0,0.0,0.0,-0.0,3744.9181172146286
t300,0.0,0.0,-0.0,-0.0,3696.056575189629
t301,0.0,0.0,-0.0,-0.0,3647.367733102129
t302,0.0,0.0,0.0,-0.0,3598.916677352129
t303,0.0,0.0,-0.0,-0.0,3550.530444189629
t304,0.0,0.0,0.0,-0.0,3502.291108789629
t305,0.0,0.0,-0.0,-0.0,3454.0673808021293
t306,0.0,0.0,0.0,-0.0,3405.8757854271294
t307,0.0,0.0,-0.0,-0.0,3357.7504747771295
t308,0.0,0.0,0.0,-0.0,3309.6543392646295
t309,0.0,0.0,-0.0,-0.0,3261.6457679646296
t310,0.0,0.0,-0.0,-0.0,3213.7704806021297
t311,0.0,0.0,0.0,-0.0,3165.83879770213
t312,0.0,0.0,-0.0,-0.0,3117.97355658963
t313,0.0,0.0,0.0,-0.0,3070.09653800213
t314,0.0,0.0,-0.0,-0.0,3022.2807640521296
t315,0.0,0.0,0.0,-0.0,2974.5234805396294
t316,0.0,0.0,-0.0,-0.0,2926.9287962271296
t317,0.0,0.0,0.0,-0.0,2879.3276034146297
t318,0.0,0.0,-0.0,-0.0,2831.8399852271295
t319,0.0,0.0,-0.0,-0.0,2784.3480619021298
t320,0.0,0.0,0.0,-0.0,2736.9324548771297
t321,0.0,0.0,-0.0,-0.0,2689.5435885396296
t322,0.0,0.0,0.0,-0.0,2642.1561242521298
t323,0.0,0.0,-0.0,-0.0,2594.76961610213
t324,0.0,0.0,0.0,-0.0,2547.46228338963
t325,0.0,0.0,-0.0,-0.0,2500.05234891463
t326,0.0,0.0,0.0,-0.0,2452.6472296521297
t327,0.0,0.0,-0.0,-0.0,2405.24196805213
t328,0.0,0.0,-0.0,-0.0,2357.85749602713
t329,0.0,0.0,0.0,-0.0,2310.4226245146297
t330,0.0,0.0,-0.0,-0.0,2263.0348522021295
t331,0.0,0.0,0.0,-0.0,2215.5955787396297
t332,0.0,0.0,-0.0,-0.0,2168.1422622521295
t333,0.0,0.0,0.0,-0.0,2120.6313863646296
t334,0.0,0.0,-0.0,-0.0,2073.0761712646295
t335,0.0,0.0,0.0,-0.0,2025.4746253271294
t336,0.0,0.0,-0.0,-0.0,1977.7121738271294
t337,0.0,0.0,-0.0,-0.0,1929.7475037646293
t338,0.0,0.0,0.0,-0.0,1881.5312524146293
t339,0.0,0.0,-0.0,-0.0,1833.1620201771293
t340,0.0,0.0,0.0,-0.0,1784.6866284271293
t341,0.0,0.0,-0.0,-0.0,1736.0948006771293
t342,0.0,0.0,0.0,-0.0,1687.2631487896294
t343,0.0,0.0,-0.0,-0.0,1638.1861643646293
t344,0.0,0.0,0.0,-0.0,1588.9401177771294
t345,0.0,0.0,-0.0,-0.0,1539.5751354646295
t346,0.0,0.0,-0.0,-0.0,1490.0526586271296
t347,0.0,0.0,0.0,-0.0,1440.2675118896295
t348,0.0,0.0,-0.0,-0.0,1390.1794839396296
t349,0.0,0.0,0.0,-0.0,1339.5902723396296
t350,0.0,0.0,-0.0,-0.0,1288.4981937896296
t351,0.0,0.0,0.0,-0.0,1236.9754082771296
t352,0.0,0.0,-0.0,-0.0,1184.9855603896297
t353,0.0,0.0,0.0,-0.0,1132.5944302146297
t354,0.0,0.0,-0.0,-0.0,1079.7342644396297
t355,0.0,0.0,-0.0,-0.0,1026.2403618646297
t356,0.0,0.0,0.0,-0.0,972.0700605521296
t357,0.0,0.0,-0.0,-0.0,917.3445453271296
t358,0.0,0.0,0.0,-0.0,861.8247515771296
t359,0.0,0.0,-0.0,-0.0,805.6056314521296
t360,0.0,0.0,0.0,-0.0,748.5759152646297
t361,0.0,0.0,-0.0,-0.0,690.3918788396296
t362,0.0,0.0,0.0,-0.0,631.1984827521296
t363,0.0,0.0,-0.0,-0.0,571.2166138521296
t364,0.0,0.0,-0.0,-0.0,510.5514825771296
t365,0.0,0.0,0.0,-0.0,449.3564701021296
t366,0.0,0.0,-0.0,-0.0,387.7891166646296
t367,0.0,0.0,0.0,-0.0,325.5497652771296
t368,0.0,0.0,-0.0,-0.0,266.1555875535218
t369,0.0,0.0,0.0,-0.0,209.80324212167847
t370,0.0,0.0,-0.0,-0.0,156.39136562872736
t371,0.0,0.0,0.0,-0.0,106.12400777466843
t372,0.0,0.0,-0.0,-0.0,58.94444077487398
t373,0.0,0.0,-0.0,-0.0,14.287494038971733
t374,0.0,0.0,0.0,-0.0,-0.0
t375,0.0,0.0,-0.0,-0.0,0.0
t376,0.0,0.0,0.0,-0.0,-0.0
t377,0.0,0.0,-0.0,-0.0,0.0
t378,0.0,0.0,0.0,-0.0,-0.0
t379,0.0,0.0,-0.0,-0.0,-0.0
t380,0.0,0.0,0.0,-0.0,0.0
t381,0.0,0.0,-0.0,-0.0,-0.0
t382,0.0,0.0,-0.0,-0.0,0.0
t383,0.0,0.0,0.0,-0.0,-0.0
t384,0.0,0.0,-0.0,-0.0,0.0
t385,0.0,0.0,0.0,-0.0,-0.0
t386,0.0,0.0,-0.0,-0.0,-0.0
t387,0.0,0.0,0.0,-0.0,0.0
t388,0.0,0.0,-0.0,-0.0,-0.0
t389,0.0,0.0,0.0,-0.0,0.0
t390,0.0,0.0,-0.0,-0.0,-0.0
t391,0.0,0.0,-0.0,-0.0,0.0
t392,0.0,0.0,0.0,-0.0,-0.0
t393,0.0,0.0,-0.0,-0.0,-0.0
t394,0.0,0.0,0.0,-0.0,0.0
t395,0.0,0.0,-0.0,-0.0,-0.0
t396,0.0,0.0,0.0,-0.0,0.0
t397,0.0,0.0,-0.0,-0.0,-0.0
t398,0.0,0.0,0.0,-0.0,0.0
t399,0.0,0.0,-0.0,-0.0,-0.0
t400,0.0,0.0,-0.0,-0.0,-0.0
t401,0.0,0.0,0.0,-0.0,0.0
t402,0.0,0.0,-0.0,-0.0,-0.0
t403,0.0,0.0,0.0,-0.0,0.0
t404,0.0,0.0,-0.0,-0.0,-0.0
t405,0.0,0.0,0.0,-0.0,0.0
t406,0.0,0.0,-0.0,-0.0,-0.0
t407,0.0,0.0,0.0,-0.0,-0.0
t408,0.0,0.0,-0.0,-0.0,0.0
t409,0.0,0.0,-0.0,-0.0,-0.0
t410,0.0,0.0,0.0,-0.0,0.0
t411,0.0,0.0,-0.0,-0.0,-0.0
t412,0.0,0.0,0.0,-0.0,0.0
t413,0.0,0.0,-0.0,-0.0,-0.0
t414,0.0,0.0,0.0,-0.0,-0.0
t415,0.0,0.0,-0.0,-0.0,0.0
t416,0.0,0.0,0.0,-0.0,-0.0
t417,0.0,0.0,-0.0,-0.0,0.0
t418,0.0,0.0,-0.0,-0.0,-0.0
t419,0.0,0.0,0.0,-0.0,0.0
t420,0.0,0.0,-0.0,-0.0,-0.0
t421,0.0,0.0,0.0,-0.0,-0.0
t422,0.0,0.0,-0.0,-0.0,0.0
t423,0.0,0.0,0.0,-0.0,-0.0
t424,0.0,0.0,-0.0,-0.0,0.0
t425,0.0,0.0,0.0,-0.0,-0.0
t426,0.0,0.0,-0.0,-0.0,-0.0
t427,0.0,0.0,-0.0,-0.0,0.0
t428,0.0,0.0,0.0,-0.0,-0.0
t429,0.0,0.0,-0.0,-0.0,0.0
t430,0.0,0.0,0.0,-0.0,-0.0
t431,0.0,0.0,-0.0,-0.0,0.0
t432,0.0,0.0,0.0,-0.0,-0.0
t433,0.0,0.0,-0.0,-0.0,-0.0
t434,0.0,0.0,0.0,-0.0,0.0
t435,0.0,0.0,-0.0,-0.0,-0.0
t436,0.0,0.0,-0.0,-0.0,0.0
t437,0.0,0.0,0.0,-0.0,-0.0
t438,0.0,0.0,-0.0,-0.0,-0.0
t439,0.0,0.0,0.0,-0.0,-0.0
t440,0.0,0.0,-0.0,-0.0,-0.0
t441,0.0,0.0,0.0,-0.0,0.0
t442,0.0,0.0,-0.0,-0.0,-0.0
t443,0.0,0.0,0.0,-0.0,181.11272016133861
t444,0.0,0.0,-0.0,-0.0,379.5292616669233
t445,0.0,0.0,-0.0,-0.0,580.7318653693142
t446,0.0,0.0,0.0,-0.0,781.063097376036
t447,0.0,0.0,-0.0,-0.0,980.5396211410033
t448,0.0,0.0,0.0,-0.0,1179.1962351014236
t449,0.0,0.0,-0.0,-0.0,1377.031058625943
t450,0.0,0.0,0.0,-0.0,1574.0793802516714
t451,0.0,0.0,-0.0,-0.0,1770.3441402571086
t452,0.0,0.0,0.0,-0.0,1963.77156655572
t453,0.0,0.0,-0.0,-0.0,2154.369010414103
t454,0.0,0.0,-0.0,-0.0,2342.0374693814647
t455,0.0,0.0,0.0,-0.0,2526.951922725123
t456,0.0,0.0,-0.0,-0.0,2709.022189172943
t457,0.0,0.0,0.0,-0.0,2888.2497394790103
t458,0.0,0.0,-0.0,-0.0,3068.034453622786
t459,0.0,0.0,0.0,-0.0,3248.430244460404
t460,0.0,0.0,-0.0,-0.0,3429.3680056161206
t461,0.0,0.0,0.0,-0.0,3610.8136505004722
t462,0.0,0.0,-0.0,-0.0,3792.8995101227642
t463,0.0,0.0,-0.0,-0.0,3975.4540444360323
t464,0.0,0.0,0.0,-0.0,4155.85164679792
t465,0.0,0.0,-0.0,-0.0,4334.154071087902
t466,0.0,0.0,0.0,-0.0,4510.22359586182
t467,0.0,0.0,-0.0,-0.0,4684.117620108553
t468,0.0,0.0,0.0,-0.0,4846.046797774409
t469,0.0,0.0,-0.0,-0.0,4982.528183166062
t470,0.0,0.0,0.0,-0.0,5153.6939245344065
t471,0.0,0.0,-0.0,-0.0,5329.0286829214665
t472,0.0,0.0,-0.0,-0.0,5507.144132946175
t473,0.0,0.0,0.0,-0.0,5688.101012330934
t474,0.0,0.0,-0.0,-0.0,5871.935099336231
t475,0.0,0.0,0.0,-0.0,6058.700796519335
t476,0.0,0.0,-0.0,-0.0,6252.49959435641
t477,0.0,0.0,0.0,-0.0,6453.35942926482
t478,0.0,0.0,-0.0,-0.0,6661.2102150677865
t479,0.0,0.0,0.0,-0.0,6876.063952341175
t480,0.0,0.0,-0.0,-0.0,7097.955439522191
t481,0.0,0.0,-0.0,-0.0,7326.816550889276
t482,0.0,0.0,0.0,-0.0,7554.56397833321
t483,0.0,0.0,-0.0,-0.0,7781.31436880053
t484,0.0,0.0,0.0,-0.0,8006.86285536981
t485,0.0,0.0,-0.0,-0.0,8231.20803486394
t486,0.0,0.0,0.0,-0.0,8454.374903056381
t487,0.0,0.0,-0.0,-0.0,8676.239461312989
t488,0.0,0.0,0.0,-0.0,8886.593214616036
t489,0.0,0.0,-0.0,-0.0,9085.347452458593
t490,0.0,0.0,-0.0,-0.0,9272.456594337442
t491,0.0,0.0,0.0,-0.0,9447.989703454534
t492,0.0,0.0,-0.0,-0.0,9581.61306710466
t493,0.0,0.0,0.0,-0.0,9569.357039537124
t494,0.0,0.0,-0.0,-0.0,9547.227309500553
