Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,0.0
SD,solar_pv_sat,1,1,0.0
SD,hydro,1,1,0.0
SD,battery,1,1,-1.7230163242299994e11
SD,pumped_hydro,1,1,-1.0033540508224322e8
