Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro
Zone,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,9.08048272044269e-15,279.18760836897076,6984.222539121535,3.3481612997509176e-11
t2,0.0,0.0,0.0,0.0,9.093463851243045e-15,276.96084848172296,6941.7212752153,3.346103698508987e-11
t3,0.0,0.0,0.0,0.0,9.105218111204967e-15,274.7362092989521,6899.344024811112,3.349665539388135e-11
t4,0.0,0.0,0.0,0.0,9.688918520523237e-15,272.5274261593179,6857.157523102917,3.361831860400791e-11
t5,0.0,0.0,0.0,0.0,9.701539958621026e-15,270.35998839072784,6815.033298578027,3.381710292144817e-11
t6,0.0,0.0,0.0,0.0,9.712928800035917e-15,268.1317988191254,6773.22912059528,3.363503976382501e-11
t7,0.0,0.0,0.0,0.0,8.62885719520651e-15,265.8742808971747,6731.614893506349,3.35841480054986e-11
t8,0.0,0.0,0.0,0.0,8.641103874206301e-15,263.68854878096914,6690.071493883422,3.3586632051229174e-11
t9,0.0,0.0,0.0,0.0,8.652145225130081e-15,261.48542912821824,6648.736952177474,3.366386973163223e-11
t10,0.0,0.0,0.0,0.0,8.93710623205152e-15,259.2695561567179,6607.586995518537,3.384517053383717e-11
t11,0.0,0.0,0.0,0.0,8.948976171630344e-15,257.0411910290532,6566.5791082440255,3.366128984087318e-11
t12,0.0,0.0,0.0,0.0,8.959655892876181e-15,254.79377486531018,6525.771101288189,3.3556947917488496e-11
t13,0.0,0.0,0.0,0.0,8.692107439903707e-15,252.53351247265047,6485.207542941716,3.3559243726044297e-11
t14,0.0,0.0,0.0,0.0,8.70363930878251e-15,250.30664545704207,6444.833166663844,3.363675285033669e-11
t15,0.0,0.0,0.0,0.0,8.714051311854809e-15,248.04980142061018,6404.694580167665,3.379418054124056e-11
t16,0.0,0.0,0.0,0.0,7.999244829853536e-15,245.72283073467932,6364.722244070985,3.361550598844256e-11
t17,0.0,0.0,0.0,0.0,8.010515016204236e-15,243.43096635122447,6324.921885824002,3.3514815002614824e-11
t18,0.0,0.0,0.0,0.0,8.020684263795106e-15,241.1164906498427,6285.227164297121,3.3491689195734706e-11
t19,0.0,0.0,0.0,0.0,7.524935319421907e-15,238.78598630218139,6245.658320362171,3.35849913502897e-11
t20,0.0,0.0,0.0,0.0,7.535936557219144e-15,236.48006486773508,6206.122355622702,3.3755985210011125e-11
t21,0.0,0.0,0.0,0.0,7.545859406311144e-15,234.10364537501235,6166.722014919771,3.355245324882989e-11
t22,0.0,0.0,0.0,0.0,8.57487692581013e-15,231.71727501874332,6127.365137634738,3.346885932987379e-11
t23,0.0,0.0,0.0,0.0,8.585612579445648e-15,229.3564140208095,6088.027593697887,3.346164526853429e-11
t24,0.0,0.0,0.0,0.0,8.595302293608607e-15,226.96731251176337,6048.777023739539,3.353525509670222e-11
t25,0.0,0.0,0.0,0.0,8.884804378337683e-15,224.56815454662248,6009.518126106851,3.3727357236199604e-11
t26,0.0,0.0,0.0,0.0,8.895375346460892e-15,222.164780616138,5970.334423309072,3.353431822361305e-11
t27,0.0,0.0,0.0,0.0,8.905019331170825e-15,219.73442767928992,5931.25682127854,3.342666624108075e-11
t28,0.0,0.0,0.0,0.0,8.451852181456847e-15,217.2935144601013,5892.30147266077,3.3435794879509465e-11
t29,0.0,0.0,0.0,0.0,8.46244971859496e-15,214.88548100346125,5853.319080497842,3.351698698022652e-11
t30,0.0,0.0,0.0,0.0,8.472160365992162e-15,212.44782433587463,5814.3343074806435,3.3681747364796926e-11
t31,0.0,0.0,0.0,0.0,8.15235730932399e-15,209.94470424556778,5775.496035733991,3.350654722598914e-11
t32,0.0,0.0,0.0,0.0,8.162992380000436e-15,207.4851238318864,5736.728485430283,3.340960246147632e-11
t33,0.0,0.0,0.0,0.0,8.172755532710279e-15,205.00248597298307,5698.03263188701,3.339529798428887e-11
t34,0.0,0.0,0.0,0.0,9.574414857989423e-15,202.5022343358869,5659.349384415408,3.349312157250481e-11
t35,0.0,0.0,0.0,0.0,9.585070398441657e-15,200.05135419835955,5620.694714476846,3.3672298876594696e-11
t36,0.0,0.0,0.0,0.0,9.594885300956551e-15,197.51994215332155,5582.150147369707,3.347523984204588e-11
t37,0.0,0.0,0.0,0.0,8.46192834822509e-15,194.9336598635387,5543.57171056166,3.3407319765916994e-11
t38,0.0,0.0,0.0,0.0,8.472676612006783e-15,192.4431810117495,5504.903094446056,3.3403982188913564e-11
t39,0.0,0.0,0.0,0.0,8.48266315477487e-15,189.92702749075784,5466.286373749654,3.348287273672501e-11
t40,0.0,0.0,0.0,0.0,7.945888812913168e-15,187.38552792731753,5427.639791313091,3.3663440055460895e-11
t41,0.0,0.0,0.0,0.0,7.956838045750676e-15,184.8535111580002,5389.041925593276,3.3472232305665225e-11
t42,0.0,0.0,0.0,0.0,7.967037189589087e-15,182.29845440648404,5350.464467475227,3.336598114777222e-11
t43,0.0,0.0,0.0,0.0,7.547725077316664e-15,179.6664211992038,5311.883756834679,3.337462816211834e-11
t44,0.0,0.0,0.0,0.0,7.558853380609376e-15,177.1472086589774,5273.1511906901205,3.345733526034797e-11
t45,0.0,0.0,0.0,0.0,7.569277292268943e-15,174.5934828681587,5234.433262600502,3.3624703634502554e-11
t46,0.0,0.0,0.0,0.0,7.76368664135391e-15,171.89744593069375,5195.817173853182,3.343338687702464e-11
t47,0.0,0.0,0.0,0.0,7.775016731379155e-15,169.3182120095836,5157.114885111244,3.3328405972752736e-11
t48,0.0,0.0,0.0,0.0,7.785650416244094e-15,166.70658833905918,5118.356799303505,3.330566475362784e-11
t49,0.0,0.0,0.0,0.0,8.219937885212669e-15,163.9927854580204,5079.605042021498,3.338978094997578e-11
t50,0.0,0.0,0.0,0.0,8.23160509440705e-15,161.39701567647978,5040.6256953465145,3.356061437902061e-11
t51,0.0,0.0,0.0,0.0,8.242764314791458e-15,158.7097511997284,5001.633076964568,3.334751723894255e-11
t52,0.0,0.0,0.0,0.0,8.15745709313795e-15,155.91128368638536,4962.657912032257,3.324303918160843e-11
t53,0.0,0.0,0.0,0.0,8.169805304223219e-15,153.23162750056775,4923.46747701155,3.322446136674204e-11
t54,0.0,0.0,0.0,0.0,8.181663220835522e-15,150.5006216563398,4884.19792449708,3.328842540071647e-11
t55,0.0,0.0,0.0,0.0,9.01348933911063e-15,147.64602871254132,4844.920533930006,3.3466825827537655e-11
t56,0.0,0.0,0.0,0.0,9.026518799952967e-15,144.87849248071146,4805.401412227051,3.326110730284796e-11
t57,0.0,0.0,0.0,0.0,9.039061256789284e-15,142.05287260595827,4765.792405601805,3.314278849237405e-11
t58,0.0,0.0,0.0,0.0,8.066229282147582e-15,139.09785659845102,4726.126986228875,3.3131421336755204e-11
t59,0.0,0.0,0.0,0.0,8.079916323661417e-15,136.26361122934136,4686.115261554503,3.320375567592903e-11
t60,0.0,0.0,0.0,0.0,8.093156777031477e-15,133.36770819809246,4645.875954042272,3.336161232456148e-11
t61,0.0,0.0,0.0,0.0,7.970386267355083e-15,130.27059325878224,4605.479164188101,3.315723847733869e-11
t62,0.0,0.0,0.0,0.0,7.984949957952893e-15,127.28240533268011,4564.658314483768,3.3042190804086144e-11
t63,0.0,0.0,0.0,0.0,7.999260335991938e-15,124.2251666473405,4523.634970897366,3.300723628778615e-11
t64,0.0,0.0,0.0,0.0,7.299057149620874e-15,121.02745139980514,4482.450382764464,3.3082000940732026e-11
t65,0.0,0.0,0.0,0.0,7.314855915079167e-15,117.92972626713818,4440.803930647128,3.323199069984843e-11
t66,0.0,0.0,0.0,0.0,7.330426382022501e-15,114.67528167858778,4398.912567800894,3.299740636854579e-11
t67,0.0,0.0,0.0,0.0,7.398434575399781e-15,111.27367775061387,4356.702549294083,3.287314264126441e-11
t68,0.0,0.0,0.0,0.0,7.415500229251219e-15,107.95412707845496,4313.96025420537,3.281414180475359e-11
t69,0.0,0.0,0.0,0.0,7.43234392242758e-15,104.54430876047753,4270.859440425519,3.282322208563724e-11
t70,0.0,0.0,0.0,0.0,7.87820718447051e-15,101.03513312960825,4227.336390936821,3.2915449827084224e-11
t71,0.0,0.0,0.0,0.0,7.896537736734827e-15,97.43306149705744,4183.4068585585,3.2613797722796596e-11
t72,0.0,0.0,0.0,0.0,7.914644383361932e-15,93.72567979611999,4139.016198585523,3.237025792797721e-11
t73,0.0,0.0,0.0,0.0,9.844817813381628e-15,89.90261677578872,4094.059345388461,3.2193326713160255e-11
t74,0.0,0.0,0.0,0.0,9.864152252783679e-15,86.07861387594546,4048.4910891904765,3.206214910284091e-11
t75,0.0,0.0,0.0,0.0,9.88308198826876e-15,82.1204064182072,4002.5232492569085,3.196402568152114e-11
t76,0.0,0.0,0.0,0.0,9.441218072032166e-15,77.84606410603108,3956.4052936560397,3.141815991103279e-11
t77,0.0,0.0,0.0,0.0,9.461119119902691e-15,73.54161362842875,3909.9769067749435,3.088184979620219e-11
t78,0.0,0.0,0.0,0.0,9.480636487337407e-15,69.06061184827446,3863.293523413792,3.032038785498203e-11
t79,0.0,0.0,0.0,0.0,8.54029615466157e-15,64.37082342575218,3816.3792360319653,2.972582117712356e-11
t80,0.0,0.0,0.0,0.0,8.560715743335724e-15,59.60190547288995,3769.133787169609,2.9050858710278314e-11
t81,0.0,0.0,0.0,0.0,8.580830468233446e-15,54.20837259071834,3722.220015084389,2.7670350770943535e-11
t82,0.0,0.0,0.0,0.0,8.756158449998821e-15,48.30830369281971,3675.4345804062013,2.61343466165408e-11
t83,0.0,0.0,0.0,0.0,8.777126812778677e-15,42.22329603856872,3628.579673343061,2.42746538673848e-11
t84,0.0,0.0,0.0,0.0,8.797817177279248e-15,35.52456527160945,3582.02228838176,2.2041495246181894e-11
t85,0.0,0.0,0.0,0.0,8.00717594324004e-15,27.921485584925836,3535.8906732640967,1.9245375423885484e-11
t86,0.0,0.0,0.0,0.0,8.02761292549249e-15,27.92148558492783,3518.73020049908,1.4356980271128927e-11
t87,0.0,0.0,0.0,0.0,8.047605630709408e-15,29.654137027781665,3519.322195903461,1.8461354186979036e-11
t88,0.0,0.0,0.0,0.0,7.864920008831017e-15,39.27781322034101,3527.274516713284,2.2379347547361298e-11
t89,0.0,0.0,0.0,0.0,7.884425593241468e-15,49.826413051675786,3544.228843618273,2.5204052706996453e-11
t90,0.0,0.0,0.0,0.0,7.90297706291547e-15,59.33553542150528,3570.662768124948,2.7505876232008977e-11
t91,0.0,0.0,0.0,0.0,7.959803956487051e-15,66.49979178956463,3607.514555623934,2.8830687110901896e-11
t92,0.0,0.0,0.0,0.0,7.977931743632097e-15,73.67827422330836,3653.714127054746,2.9838530937903625e-11
t93,0.0,0.0,0.0,0.0,7.99506634395754e-15,80.38041436592822,3705.867964342232,3.0663171507425574e-11
t94,0.0,0.0,0.0,0.0,8.628647420379967e-15,86.3510730085829,3763.5460524234877,3.141448754180586e-11
t95,0.0,0.0,0.0,0.0,8.645360256952465e-15,92.47176069538094,3833.863760080843,3.213596720510797e-11
t96,0.0,0.0,0.0,0.0,8.661087683020204e-15,98.07361827687444,3908.9572714259707,3.215076183844032e-11
t97,0.0,0.0,0.0,0.0,9.161110391168437e-15,103.14447391608303,3982.6222980772486,3.223831549065045e-11
t98,0.0,0.0,0.0,0.0,9.176563356498069e-15,108.47277177636539,4066.0843878912656,3.2395496668888646e-11
t99,0.0,0.0,0.0,0.0,9.191168914448462e-15,113.67831391677927,4152.220840982318,3.2631771942604164e-11
t100,0.0,0.0,0.0,0.0,8.623554321551353e-15,118.39761685122123,4232.716418933449,3.302523845655225e-11
t101,0.0,0.0,0.0,0.0,8.638013575827869e-15,123.2666545142194,4321.367784980552,3.28140096315408e-11
t102,0.0,0.0,0.0,0.0,8.651616466966671e-15,128.042433685833,4412.338061131954,3.2725795888910674e-11
t103,0.0,0.0,0.0,0.0,8.385752668275882e-15,132.42705269408543,4497.026886268848,3.281573840392211e-11
t104,0.0,0.0,0.0,0.0,8.399192060218222e-15,137.0923381774788,4591.129927330953,3.301012689896055e-11
t105,0.0,0.0,0.0,0.0,8.411805156573834e-15,141.68576076132334,4686.613124755504,3.333459133996342e-11
t106,0.0,0.0,0.0,0.0,7.731798155292605e-15,145.80013871510224,4772.376736128906,3.314250143038301e-11
t107,0.0,0.0,0.0,0.0,7.744249832867668e-15,150.16387471824075,4867.47900515132,3.305977736091655e-11
t108,0.0,0.0,0.0,0.0,7.755853546692922e-15,154.4411455078194,4963.738538194694,3.309790072521982e-11
t109,0.0,0.0,0.0,0.0,7.522972066229255e-15,158.69689631658082,5055.766402546122,3.330780917664366e-11
t110,0.0,0.0,0.0,0.0,7.534560938489675e-15,162.915227792052,5153.859315414888,3.3641604525250766e-11
t111,0.0,0.0,0.0,0.0,7.545464959182085e-15,166.9946739523362,5250.545206398242,3.337544081974221e-11
t112,0.0,0.0,0.0,0.0,7.535528029059696e-15,170.77834918053497,5339.359208584783,3.330846810185336e-11
t113,0.0,0.0,0.0,0.0,7.54658181583733e-15,174.82342849630524,5437.662338418746,3.334243143114108e-11
t114,0.0,0.0,0.0,0.0,7.556952848994686e-15,178.8278708801704,5537.025227377403,3.349886206170622e-11
t115,0.0,0.0,0.0,0.0,9.17970408434436e-15,182.49856700430067,5627.859291217316,3.3838422342625076e-11
t116,0.0,0.0,0.0,0.0,9.190230834875912e-15,186.3788672726385,5725.623095842406,3.357044769135849e-11
t117,0.0,0.0,0.0,0.0,9.200050757372593e-15,190.25479377402417,5818.718663224476,3.346627866300492e-11
