Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,Total
Zone,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,3.7907418926453767e6,3.80562399958182e6,4.817941932727993e-7,7.596365892227679e6
t1,0.0,0.0,0.0,0.0,0.0,2.292969370289108e-12,2.207006763940666e-12,3.67175929227402e-12,8.171735426503794e-12
t2,0.0,0.0,0.0,0.0,0.0,2.2986300156661597e-12,2.397697619524747e-12,3.715864332354144e-12,8.41219196754505e-12
t3,0.0,0.0,0.0,0.0,0.0,2.2869662095639003e-12,2.395456424874058e-12,3.754322849849304e-12,8.436745484287262e-12
t4,0.0,0.0,0.0,0.0,0.0,2.2912992250285463e-12,2.212844452650342e-12,3.812652304583324e-12,8.316795982262212e-12
t5,0.0,0.0,0.0,0.0,0.0,2.3052394349294087e-12,2.4038554852061773e-12,3.8636850191924526e-12,8.572779939328039e-12
t6,0.0,0.0,0.0,0.0,0.0,2.2808243935686337e-12,2.393665892620648e-12,3.648996629869496e-12,8.323486916058778e-12
t7,0.0,0.0,0.0,0.0,0.0,2.2648178960267345e-12,2.233496229540969e-12,3.7268903806688775e-12,8.225204506236581e-12
t8,0.0,0.0,0.0,0.0,0.0,2.2996230964693993e-12,2.4058084328508497e-12,3.759211093716809e-12,8.464642623037058e-12
t9,0.0,0.0,0.0,0.0,0.0,2.2972162167743924e-12,2.40585154862781e-12,3.8042679783893224e-12,8.507335743791525e-12
t10,0.0,0.0,0.0,0.0,0.0,2.302237751017027e-12,2.2277907778150735e-12,3.871524844444114e-12,8.401553373276214e-12
t11,0.0,0.0,0.0,0.0,0.0,2.302308969547232e-12,2.4115330028515186e-12,3.662726850350097e-12,8.376568822748848e-12
t12,0.0,0.0,0.0,0.0,0.0,2.3031175359754946e-12,2.4093203535287895e-12,3.706393986043193e-12,8.418831875547478e-12
t13,0.0,0.0,0.0,0.0,0.0,2.309414831220977e-12,2.2335758813429553e-12,3.7711397219171704e-12,8.314130434481103e-12
t14,0.0,0.0,0.0,0.0,0.0,2.3317770106246873e-12,2.4158280445585897e-12,3.814544625315401e-12,8.562149680498678e-12
t15,0.0,0.0,0.0,0.0,0.0,2.3298074715104024e-12,2.414496047238429e-12,3.863380851778676e-12,8.607684370527507e-12
t16,0.0,0.0,0.0,0.0,0.0,2.3120502980033934e-12,2.238268380131515e-12,3.676754211259144e-12,8.227072889394052e-12
t17,0.0,0.0,0.0,0.0,0.0,2.3335591116180194e-12,2.418571097548439e-12,3.7179578625864675e-12,8.470088071752926e-12
t18,0.0,0.0,0.0,0.0,0.0,2.3334260273895336e-12,2.417129754733414e-12,3.761689599576627e-12,8.512245381699574e-12
t19,0.0,0.0,0.0,0.0,0.0,2.3387206670772196e-12,2.2443702010309572e-12,3.835081585619479e-12,8.418172453727656e-12
t20,0.0,0.0,0.0,0.0,0.0,2.3564386514402536e-12,2.4292045075521214e-12,3.882751064008459e-12,8.668394223000834e-12
t21,0.0,0.0,0.0,0.0,0.0,2.336668684975629e-12,2.419646148059325e-12,3.667716780734678e-12,8.424031613769632e-12
