Constraint,CapRes_1
t376,2.099374782612111e-10
t377,2.1157997750034195e-10
t378,2.158526917899838e-10
t379,2.201757156787867e-10
t380,2.3206847549419532e-10
t381,2.2973138495978228e-10
t382,2.3209177412638482e-10
t383,2.3447952001391145e-10
t384,2.349438627313033e-10
t385,2.3897017777691465e-10
t386,2.3400748326384004e-10
t387,2.3327017082656467e-10
t388,2.361476666712846e-10
t389,2.3743396425174266e-10
t390,2.364932538775843e-10
t391,2.2893922496583007e-10
t392,2.367912539075726e-10
t393,2.4439604558687375e-10
t394,2.4728052242339646e-10
t395,2.532948890849173e-10
t396,2.5742289153046976e-10
t397,2.673674760446627e-10
t398,2.565432454668707e-10
t399,2.4898206693108493e-10
t400,2.438076628577044e-10
t401,2.350652442076639e-10
t402,2.3014853335635838e-10
t403,2.241052845757791e-10
t404,2.2870765926951352e-10
t405,2.337116703679305e-10
t406,2.2320017625919168e-10
t407,2.2562456000754323e-10
t408,2.2665681438826305e-10
t409,2.2834414841689678e-10
t410,2.3198598344639022e-10
t411,2.2853849228234738e-10
t412,2.3114278130345137e-10
t413,2.329849579446907e-10
t414,2.3370490213769634e-10
t415,2.3616765893878046e-10
t416,2.2944750515827178e-10
t417,2.285046371253701e-10
t418,2.2722989746732237e-10
t419,2.2681612795616022e-10
t420,2.268443516832614e-10
t421,2.2126029481807064e-10
t422,2.206765647593352e-10
t423,2.1887094373607145e-10
t424,2.1745707354386321e-10
t425,2.1682740122248267e-10
t426,2.1064118545269764e-10
t427,2.0891390822123567e-10
t428,2.0989110112251855e-10
t429,2.1066522415467318e-10
t430,2.11885102822438e-10
t431,2.0970285246649027e-10
t432,2.1114829106875473e-10
t433,2.1279062683839618e-10
t434,2.126809914920192e-10
t435,2.1298155586776196e-10
t436,2.105433724812361e-10
t437,2.1105152284579822e-10
t438,2.111657965532712e-10
t439,2.1141762188946832e-10
t440,2.1199171160014892e-10
t441,2.0923475120866977e-10
t442,2.089937833339775e-10
t443,2.0853655123420858e-10
t444,2.081451082428528e-10
t445,2.0894475446365414e-10
t446,2.064258363896631e-10
t447,2.0651970436865037e-10
t448,2.064137636390938e-10
t449,2.0643900761253124e-10
t450,2.0651470041212634e-10
t451,2.0440366580727144e-10
t452,2.041706354169767e-10
t453,2.0421792346103665e-10
t454,2.0437813115194657e-10
t455,2.0460442375483462e-10
t456,2.0237206435664727e-10
t457,2.0133190712162674e-10
t458,2.0371390128862067e-10
t459,2.0477964497398448e-10
t460,2.063958374063681e-10
t461,2.0593580057293437e-10
t462,2.0699752986743946e-10
t463,2.0943869804224738e-10
t464,2.0997105529139776e-10
t465,2.1096715520722595e-10
t466,2.0689103415401225e-10
t467,2.0954863398111075e-10
t468,2.101424500155936e-10
t469,2.1077878885699227e-10
t470,2.1360253485767077e-10
t471,2.100875491563624e-10
t472,2.1167818517664066e-10
t473,2.1264002185566128e-10
t474,2.1331606929141262e-10
t475,2.1464791178145675e-10
t476,2.1139043318187783e-10
t477,2.1058970526602532e-10
t478,2.0905811579943755e-10
t479,2.0748467848119122e-10
t480,2.0644224451327445e-10
t481,2.0265554199894211e-10
t482,2.0518570237706514e-10
t483,2.070030222801261e-10
t484,2.095982003778393e-10
t485,2.129497407533445e-10
t486,2.121040338596454e-10
t487,2.1573092854133127e-10
t488,2.2061634213880647e-10
t489,2.2710233136540931e-10
t490,2.352049806577573e-10
t491,2.32881642066248e-10
t492,2.352129232218353e-10
t493,2.2609954834770436e-10
t494,2.2913705416638634e-10
t495,2.2865094059675553e-10
t496,2.2505944548830592e-10
t497,2.334965200263784e-10
t498,2.3002199736492976e-10
t499,2.432164235335049e-10
t500,2.4834248833004696e-10
t501,2.3358791457127946e-10
t502,2.371429785398904e-10
t503,2.3988195667162193e-10
t504,2.418710521649696e-10
t505,2.4419941197581824e-10
t506,2.4268126229070353e-10
t507,2.455304820806222e-10
t508,2.48389715356916e-10
t509,2.512368291300892e-10
t510,2.5305478825956206e-10
t511,2.501128999367776e-10
t512,2.5109140573369577e-10
t513,2.517134802415486e-10
t514,2.5190745004469115e-10
t515,2.5194417477894435e-10
t516,2.471833128601159e-10
t517,2.4651009335871957e-10
t518,2.459921721746097e-10
t519,2.45709466165553e-10
t520,2.4571760055709613e-10
t521,2.4112297120680687e-10
t522,2.40711123881838e-10
t523,2.4047417809889205e-10
t524,2.398719141286562e-10
t525,2.3985775864674367e-10
t526,2.347389476913636e-10
t527,2.342765939372392e-10
t528,2.337749181202006e-10
t529,2.3367765901224314e-10
t530,2.3298208349133934e-10
t531,2.280067531564134e-10
t532,2.278525514785376e-10
t533,2.2762611628527136e-10
t534,2.2711851437219296e-10
t535,2.2717178874754424e-10
t536,2.2232455118748515e-10
t537,2.2210596729812714e-10
t538,2.2155805109628628e-10
t539,2.2132587189443321e-10
t540,2.2108994515283865e-10
t541,2.166375873275951e-10
t542,2.1610216145397994e-10
t543,2.1585959592921825e-10
t544,2.1560127636074424e-10
t545,2.1538967180986342e-10
t546,2.107476710468056e-10
t547,2.1026802820576964e-10
t548,2.099648989938622e-10
t549,2.0991103440203283e-10
t550,2.096843503223857e-10
t551,2.0585131286994148e-10
t552,2.054792180982879e-10
t553,2.0491630032771824e-10
t554,2.0439383270460513e-10
t555,2.0430688023796663e-10
t556,2.0097240538984678e-10
t557,2.0081684823409403e-10
t558,2.0057018296334413e-10
t559,2.0040278103685893e-10
t560,2.0050982932048256e-10
t561,1.9758213606731515e-10
t562,1.973515318040233e-10
t563,1.9720461079567063e-10
t564,1.9698417636251556e-10
t565,1.9651911221038668e-10
t566,1.9298658865059153e-10
t567,1.92750508268194e-10
t568,1.9462662181093653e-10
t569,2.0011989658213112e-10
t570,2.1097733894064273e-10
t571,2.0791197939037667e-10
t572,2.07733190947395e-10
t573,2.0937814468835292e-10
t574,2.112165933289177e-10
t575,2.1227963281532464e-10
t576,2.1046048783334708e-10
t577,2.1118413527172974e-10
t578,2.1075302605343046e-10
t579,2.1071902041303361e-10
t580,2.1080385388846806e-10
t581,1.886565570107513e-10
t582,2.0934074214723843e-10
t583,2.089559456714127e-10
t584,2.089914485974961e-10
t585,1.8610197856290106e-10
t586,2.0752465971305216e-10
t587,2.0779028576615305e-10
t588,2.078517871889598e-10
t589,1.858768583063044e-10
t590,2.0857419145781865e-10
t591,2.0700988391687905e-10
t592,2.078319477334263e-10
t593,1.8529063211702436e-10
t594,2.0872886773631339e-10
t595,2.0875922891786003e-10
t596,2.0780235839302455e-10
t597,1.8635053439341234e-10
t598,2.0850185656876423e-10
t599,2.087017394076637e-10
t600,2.088457812617538e-10
t601,1.8685719141431805e-10
t602,2.0783956854994106e-10
t603,2.0846732266518153e-10
t604,2.093272603455351e-10
t605,1.8751937515390186e-10
t606,2.089226848363625e-10
t607,2.09349660334779e-10
t608,2.099305547455279e-10
t609,1.8790159352540253e-10
t610,2.111600311677372e-10
t611,2.098613644246043e-10
t612,2.108065658021406e-10
t613,1.875374057919919e-10
t614,2.106168620424898e-10
t615,2.0973112391642592e-10
t616,2.041747660648894e-10
t617,1.853041847981795e-10
t618,2.0279362374287088e-10
t619,2.0221793696134975e-10
t620,2.0214124901935693e-10
t621,1.8443029866469022e-10
t622,1.9959636418486655e-10
t623,2.0028969326020203e-10
t624,2.01900805018075e-10
t625,1.8621964512575782e-10
t626,2.0339827274663576e-10
t627,2.0607740071105885e-10
t628,2.1201105578547719e-10
t629,1.903443905199336e-10
t630,2.1664402753562986e-10
t631,2.1681406059810363e-10
t632,2.1873447374624194e-10
t633,2.1976783833659436e-10
t634,2.2014794496450121e-10
t635,2.2103251757014456e-10
t636,2.192947909876682e-10
t637,2.203269357679035e-10
t638,2.2081976704583343e-10
t639,2.2156617783393387e-10
t640,2.226797807272203e-10
t641,2.211111434730841e-10
t642,2.218140026592765e-10
t643,2.2295286516543078e-10
t644,2.242134635238712e-10
t645,2.2544339337288031e-10
t646,2.220856798501208e-10
t647,2.22934147666496e-10
t648,2.2364933642417773e-10
t649,2.2441485922202486e-10
t650,2.2403392102338459e-10
t651,2.1744401135643703e-10
t652,2.1275829735842567e-10
t653,2.1860492050565344e-10
t654,2.2009788197565483e-10
t655,2.2444938318896517e-10
t656,2.1441903562699695e-10
t657,2.0719877904854867e-10
t658,2.0898135252232427e-10
t659,2.1498317488161235e-10
t660,2.2059602823924064e-10
t661,2.2592908676407585e-10
t662,2.3578975163453137e-10
t663,2.6408547210419264e-10
t664,2.6745730194966444e-10
t665,2.682716864111052e-10
t666,2.676395133325252e-10
t667,2.721040413374672e-10
t668,2.742644139935705e-10
t669,2.740917360226315e-10
t670,2.74537506492073e-10
t671,2.6366218402936e-10
t672,2.6331685070864734e-10
t673,2.6301198752632763e-10
t674,2.6279684671266967e-10
t675,2.6294940516995485e-10
t676,2.5072145735951053e-10
t677,2.4754766997027346e-10
t678,2.4429904724161946e-10
t679,2.4421325708304277e-10
t680,2.4354638009711194e-10
t681,2.334204446564953e-10
t682,2.3023330691103408e-10
t683,2.276135079192462e-10
t684,2.2642945557778123e-10
t685,2.050856612391078e-10
t686,2.2503122730526898e-10
t687,2.2762790387107726e-10
t688,2.282310284337831e-10
t689,2.277699485681783e-10
t690,2.2534915914308396e-10
t691,2.1547674236749136e-10
t692,2.1357485865663488e-10
t693,2.1159295356232543e-10
t694,2.1264405824407464e-10
t695,2.1683484043269026e-10
t696,2.1275853702544133e-10
t697,2.1535588163288218e-10
t698,2.182625881205104e-10
t699,2.2118758487686417e-10
t700,2.244491884205875e-10
t701,2.2160036451511946e-10
t702,2.2310052370996817e-10
t703,2.2041035654553788e-10
t704,2.1525469655151637e-10
t705,2.0876680828112843e-10
t706,2.09955370508221e-10
t707,2.0978197077566648e-10
t708,2.0963355882633805e-10
t709,2.0948199391380986e-10
t710,2.0860493533368993e-10
t711,2.0712903047573394e-10
t712,2.0657382446098602e-10
t713,2.0562569646078945e-10
t714,2.049092480436341e-10
t715,2.0471674603725538e-10
t716,2.057196408757696e-10
t717,2.06991932331937e-10
t718,2.0825021237604796e-10
t719,2.0944622169487733e-10
t720,2.1057617132094657e-10
t721,2.1144958310711302e-10
t722,2.107332538630961e-10
t723,2.0935530796130107e-10
t724,2.0896371981976437e-10
t725,2.0747421169710997e-10
t726,2.0560500352541635e-10
t727,2.041992642166034e-10
t728,2.0339689747910803e-10
t729,2.026246265264611e-10
t730,2.0222476858642764e-10
t731,2.0133954214244622e-10
t732,2.00828292378406e-10
t733,2.0036216421374947e-10
t734,1.9883665291456973e-10
t735,1.9755879338204452e-10
t736,1.955182893897002e-10
t737,1.942134282469096e-10
t738,1.9257276806153216e-10
t739,1.9107355917465646e-10
t740,1.8874789126225086e-10
t741,1.8732505712017127e-10
t742,1.8659453486584352e-10
t743,1.8570792353461766e-10
t744,1.8474518291344325e-10
t745,1.83688419773787e-10
t746,1.8264476561622255e-10
t747,1.8159030432698009e-10
t748,1.8065845418676885e-10
t749,1.7990525326127748e-10
t750,1.789837299166171e-10
t751,1.7846141290234379e-10
t752,1.7879975745883463e-10
t753,1.7890123696120963e-10
t754,1.7914097700737982e-10
t755,1.796321866189901e-10
t756,1.7992004355196678e-10
t757,1.805911595214385e-10
t758,1.8147625754267472e-10
t759,1.8234028590758574e-10
t760,1.8328854816003736e-10
t761,1.8388086775789142e-10
t762,1.847137915199052e-10
t763,1.8541326741635517e-10
t764,1.8402678748928467e-10
t765,1.8291230705709657e-10
t766,1.8150475265373353e-10
t767,1.8058761220428382e-10
t768,1.7933855517011352e-10
t769,1.7814451268149204e-10
t770,1.8092832806509685e-10
t771,1.8260047926370432e-10
t772,1.853781820251676e-10
t773,1.8828234749626007e-10
t774,1.9103455573976518e-10
t775,1.9481806061227014e-10
t776,1.9565498024598898e-10
t777,1.9969093503314038e-10
t778,2.0578413429780273e-10
t779,2.13268122232862e-10
t780,2.2219391430472657e-10
t781,2.039210604859898e-10
t782,2.1030849246019796e-10
t783,2.1163384049043543e-10
t784,2.122743217885954e-10
t785,2.1072036257075536e-10
t786,2.0887886084737007e-10
t787,2.204629202829957e-10
t788,2.2187707578711944e-10
t789,2.2468089095036577e-10
t790,2.2786387451034245e-10
t791,2.2278659792253394e-10
t792,2.2706247580420738e-10
t793,2.3175618903077089e-10
t794,2.350407933229454e-10
t795,2.3797580688420485e-10
t796,2.372062981688502e-10
t797,2.4044910057130744e-10
t798,2.434406190140162e-10
t799,2.4617900494857044e-10
t800,2.4735500910562737e-10
t801,2.440077098528088e-10
t802,2.436719600113963e-10
t803,2.4318187211538924e-10
t804,2.4309094526654035e-10
t805,2.55361126836272e-10
t806,2.3891668087034753e-10
t807,2.394488846961948e-10
t808,2.3989199254934217e-10
t809,2.4006738298898296e-10
t810,2.395464666940624e-10
t811,2.346678616419869e-10
t812,2.3426087068723693e-10
t813,2.3354167724735906e-10
t814,2.3295804717467806e-10
t815,2.326107177091027e-10
t816,2.2753827772019713e-10
t817,2.274608572176434e-10
t818,2.2673145983346907e-10
t819,2.2635498368435181e-10
t820,2.2611482087363575e-10
t821,2.2132890060380706e-10
t822,2.2091299511715462e-10
t823,2.20534489308214e-10
t824,2.2014437730452767e-10
t825,2.2000952743152941e-10
t826,2.150654593898789e-10
t827,2.1442258361595562e-10
t828,2.1393776074061687e-10
t829,2.1372853070857094e-10
t830,2.1335049181423834e-10
t831,2.0907731473689683e-10
t832,2.086634077264736e-10
t833,2.084441601822231e-10
t834,2.0797659178515293e-10
t835,2.0769958229821474e-10
t836,2.0389951568882713e-10
t837,2.0344500349712138e-10
t838,2.025100948958192e-10
t839,2.0212787208824127e-10
t840,2.016896975845033e-10
t841,1.9809941895159897e-10
t842,1.9754719806294591e-10
t843,1.9681508760600918e-10
t844,1.962227344146372e-10
t845,1.9593688334533057e-10
t846,1.928016810603423e-10
t847,1.9207172745946984e-10
t848,1.9140052792102746e-10
t849,1.9083614099296945e-10
t850,1.9040912854244502e-10
t851,1.8785636518630072e-10
t852,1.871684023304891e-10
t853,1.861485811834546e-10
t854,1.8536644607987993e-10
t855,1.8487910357750474e-10
t856,1.829949959508558e-10
t857,1.826282281805311e-10
t858,1.8209130441396486e-10
t859,1.8178848640256597e-10
t860,1.8147884431482712e-10
t861,1.8006229599304233e-10
t862,1.7953295098856488e-10
t863,1.7921640392110348e-10
t864,1.789896270952343e-10
t865,1.7882436296118494e-10
t866,1.772877508725786e-10
t867,1.769049754838443e-10
t868,1.76707506562397e-10
t869,1.7665327507965795e-10
t870,1.7646917490302174e-10
t871,1.7530772943989257e-10
t872,1.7509096396451964e-10
t873,1.749930851069054e-10
t874,1.7483104163547787e-10
t875,1.749686173355948e-10
t876,1.73891345173776e-10
t877,1.7378914539247558e-10
t878,1.7369008831184962e-10
t879,1.7351041508609783e-10
t880,1.7364963861683272e-10
t881,1.7275579835056206e-10
t882,1.7258105702118918e-10
t883,1.7254468975594288e-10
t884,1.7250220305758786e-10
t885,1.7280634955397405e-10
t886,1.7189075809108693e-10
t887,1.719218814964444e-10
t888,1.7186279740883181e-10
t889,1.7214825656873875e-10
t890,1.7225752055875195e-10
t891,1.7137541448244803e-10
t892,1.714177458199056e-10
t893,1.715581311245024e-10
t894,1.7168839679138702e-10
t895,1.7184042542816117e-10
t896,1.7120095892369055e-10
t897,1.71335693652226e-10
t898,1.7128599905140047e-10
t899,1.7134170760340978e-10
t900,1.7166900526180962e-10
t901,1.7106779108021078e-10
t902,1.7109625218641584e-10
t903,1.7110588685004376e-10
t904,1.7133536558886588e-10
t905,1.7158321211930634e-10
t906,1.7085645516362206e-10
t907,1.7100469433784738e-10
t908,1.7109857634866497e-10
t909,1.7131945854932038e-10
t910,1.7166131287291428e-10
t911,1.7078517163866072e-10
t912,1.707861635362852e-10
t913,1.7093880765671326e-10
t914,1.7115769578902083e-10
t915,1.7138840659310635e-10
t916,1.7076827188065278e-10
t917,1.7093990465224251e-10
t918,1.7110460713356846e-10
t919,1.711021304544712e-10
t920,1.7144669180587117e-10
t921,1.70914204335759e-10
t922,1.7109768494854643e-10
t923,1.7124408754381235e-10
t924,1.7133694009653352e-10
t925,1.7168090886498678e-10
t926,1.7127621882190734e-10
t927,1.7142926991896435e-10
t928,1.7164586478278817e-10
t929,1.7185932131870755e-10
t930,1.7203379852139756e-10
t931,1.7172669812632227e-10
t932,1.7192182180090855e-10
t933,1.7221939023196574e-10
t934,1.7237993757655607e-10
t935,1.7259414987188273e-10
t936,1.7212064274240697e-10
t937,1.7253294643676215e-10
t938,1.737523139092494e-10
t939,1.7479053128381906e-10
t940,1.7613548955973895e-10
t941,1.7488498452494759e-10
t942,1.7729555239170757e-10
t943,1.7905049412759641e-10
t944,1.7210224549455723e-10
t945,1.7722475885068136e-10
t946,1.7757965943422033e-10
t947,1.7769868875551734e-10
t948,1.7628345593951155e-10
t949,1.708978516896302e-10
t950,1.7378186969913957e-10
t951,1.6669495582954523e-10
