Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,geothermal
t8698,0.0,0.0,0.0,0.0,2560.8567940406424,1.0684044703107898,78.20507526279233,39.626405144003996,0.0
t8699,0.0,0.0,0.0,0.0,2560.2847026248373,1.0701584673166693,78.31213530442638,39.68106774913171,0.0
t8700,0.0,0.0,0.0,0.0,2559.7278827084087,1.0719744941363927,78.4178322179929,39.37086548336872,0.0
t8701,0.0,0.0,0.0,0.0,2559.2808756725603,1.0737329785450138,78.5274164673345,38.89787937229792,0.0
t8702,0.0,0.0,0.0,0.0,2558.7613162396124,1.0754994754362752,78.63645009178042,39.819243222778994,0.0
t8703,0.0,0.0,0.0,0.0,2558.27010369105,1.0772651130237567,78.73918663427659,41.05865995400976,0.0
t8704,0.0,0.0,0.0,0.0,2557.814544400578,1.0790001534966176,78.84375259332644,42.23277826495289,0.0
t8705,0.0,0.0,0.0,0.0,2557.4852877029407,1.0807671440261604,78.94720300726894,42.95954451483628,0.0
t8706,0.0,0.0,0.0,0.0,2557.083482630136,1.0825538316772638,79.05222162304167,43.57587608439362,0.0
t8707,0.0,0.0,0.0,0.0,2556.709269218429,1.084346067327325,79.1562629381544,43.904629802893815,0.0
t8708,0.0,0.0,0.0,0.0,2556.370002991707,1.0861142753602269,79.2591004814649,44.238181174289764,0.0
t8709,0.0,0.0,0.0,0.0,2556.1563179792997,1.0878845933533308,79.3609626143608,44.52061188605702,0.0
t8710,0.0,0.0,0.0,0.0,2555.8702712240743,1.0896294889496776,79.46467243856463,44.703007949497426,0.0
t8711,0.0,0.0,0.0,0.0,2555.6118783084194,1.0913593064120164,79.56753404352655,44.92155965151426,0.0
t8712,0.0,0.0,0.0,0.0,2555.3888781921055,1.0930646256639789,79.67243629108627,45.50673423662213,0.0
t8713,0.0,0.0,0.0,0.0,2555.291227194845,1.0947597031025516,79.7769650472615,45.75933521519713,0.0
t8714,0.0,0.0,0.0,0.0,2555.0920218245874,1.0964151987666186,79.8833878703514,46.10947486082836,0.0
t8715,0.0,0.0,0.0,0.0,2554.8901345055256,1.0980423733116205,79.9896271548499,46.32381067409049,0.0
t8716,0.0,0.0,0.0,0.0,2554.693683191169,1.0996039913959281,80.09657969978493,46.62541456822587,0.0
t8717,0.0,0.0,0.0,0.0,2554.591751973608,1.1011333651319772,80.20318385158336,46.653961326733935,0.0
t8718,0.0,0.0,0.0,0.0,2554.3892114607092,1.102671366001149,80.3099951317552,46.87496108666621,0.0
t8719,0.0,0.0,0.0,0.0,2554.1848981790486,1.104159214843323,80.4171770143057,47.052618153692826,0.0
t8720,0.0,0.0,0.0,0.0,2553.987002738865,1.105644976999208,80.52404596202133,47.18599978885868,0.0
t8721,0.0,0.0,0.0,0.0,2553.8830972186893,1.1071388659616341,80.6374002476789,47.375940167599445,0.0
