Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
SD,onshore_wind,1,1,819958.1648221641,819958.1648221641
SD,solar_pv_sat,1,1,1.657733242250904e7,1.657733242250904e7
SD,solar_btm,1,1,971936.9738209407,971936.9738209407
SD,solar_btm_curt,1,1,245784.12418019428,245784.12418019428
SD,hydro,1,1,3.328894961231419e6,3.328894961231419e6
SD,battery4,1,1,699.5333886199977,699.5333886199977
SD,battery8,1,1,5.526231825002924e6,5.526231825002924e6
SD,pumped_hydro,1,1,801059.8557096056,801059.8557096056
SD,geothermal,1,1,1.8287167107066745e8,1.8287167107066745e8
