Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,0.0
SD,solar_pv_sat,1,1,0.0
SD,solar_btm,1,1,0.0
SD,solar_btm_curt,1,1,0.0
SD,hydro,1,1,0.0
SD,battery4,1,1,-291475.48878802796
SD,battery8,1,1,-1.0930263595625624e7
SD,pumped_hydro,1,1,-1.820011292322606e7
SD,geothermal,1,1,0.0
