Resource,Zone,AnnualSum,Capacity,CapacityFactor
onshore_wind,1,163249.24292497942,14.221274274842912,0.10920117497095931
solar_pv_sat,1,153496.73508241074,272.81642798396723,0.005352334801409354
solar_btm,1,779721.2754186686,32.11,0.2310009291389269
solar_btm_curt,1,18270.920596770604,8.12,0.02140518810869541
hydro,1,14430.319090465466,5.999999999913135,0.022879120831226837
battery4,1,3453.1830996700123,2.100012398227305,0.0
battery8,1,145347.76390150064,73.78491366092881,0.0
pumped_hydro,1,2.6996129324205923e6,108.36276596957507,0.0
geothermal,1,5.765907921311835e6,107.55608806572384,0.5099731983667244
