Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,762030.6025538816
SD,solar_pv_sat,1,1,434135.94243646355
SD,solar_btm,1,1,-6.370580634096442e6
SD,solar_btm_curt,1,1,2237.4887554003353
SD,hydro,1,1,4.167673341051997e6
SD,battery4,1,1,-174519.575349459
SD,battery8,1,1,-3.3568776991126994e6
SD,pumped_hydro,1,1,-1.0889926384646315e7
SD,geothermal,1,1,2.5930886156480614e7
