Resource,onshore_wind,solar_pv_sat,hydro,battery,pumped_hydro,Total
Zone,1,1,1,1,1,0
AnnualSum,59406.739196377894,4.743439738526653e6,0.0,2.445219523803165e6,-7.124947762429576e-15,7.248066001526196e6
t1,0.0,-0.0,-0.0,40.55590275,0.0,40.55590275
t2,0.0,-0.0,-0.0,40.35260624,0.0,40.35260624
t3,0.0,-0.0,-0.0,40.1070052,-0.0,40.1070052
t4,0.0,-0.0,-0.0,39.95482665,-0.0,39.95482665
t5,0.0,-0.0,-0.0,39.81278265,-0.0,39.81278265
t6,0.0,-0.0,-0.0,39.61389196,-0.0,39.61389196
t7,0.0,-0.0,-0.0,39.49079686,-0.0,39.49079686
t8,0.0,-0.0,-0.0,39.39132105,0.0,39.39132105
t9,0.0,-0.0,-0.0,39.2072362,-0.0,39.2072362
t10,0.0,-0.0,-0.0,39.17342051,0.0,39.17342051
t11,0.0,-0.0,-0.0,39.06214156,0.0,39.06214156
t12,0.0,-0.0,-0.0,38.94601522,-0.0,38.94601522
t13,0.0,-0.0,-0.0,38.76599143,-0.0,38.76599143
t14,0.0,-0.0,-0.0,38.64186316,0.0,38.64186316
t15,0.0,-0.0,-0.0,38.64597043,-0.0,38.64597043
t16,0.0,-0.0,-0.0,38.55180784,0.0,38.55180784
t17,0.0,-0.0,-0.0,38.43576399,-0.0,38.43576399
t18,0.0,-0.0,-0.0,38.40873587,-0.0,38.40873587
t19,0.0,-0.0,-0.0,38.3715723,0.0,38.3715723
t20,0.0,-0.0,-0.0,38.35880831,-0.0,38.35880831
t21,0.0,-0.0,-0.0,38.30594314,0.0,38.30594314
t22,0.0,-0.0,-0.0,38.28304369,-0.0,38.28304369
t23,0.0,-0.0,-0.0,38.20653464,-0.0,38.20653464
t24,0.0,-0.0,-0.0,38.12473752,-0.0,38.12473752
t25,0.0,-0.0,-0.0,38.05263519,0.0,38.05263519
t26,0.0,-0.0,-0.0,38.05431676,-0.0,38.05431676
t27,0.0,-0.0,-0.0,37.99077887,-0.0,37.99077887
t28,0.0,-0.0,-0.0,37.98540969,0.0,37.98540969
t29,0.0,-0.0,-0.0,37.98797245,-0.0,37.98797245
t30,0.0,-0.0,-0.0,37.95087475,0.0,37.95087475
t31,0.0,-0.0,-0.0,37.95740356,-0.0,37.95740356
t32,0.0,-0.0,-0.0,37.95495991,-0.0,37.95495991
t33,0.0,-0.0,-0.0,37.9216692,0.0,37.9216692
t34,0.0,-0.0,-0.0,37.9654961,0.0,37.9654961
t35,0.0,-0.0,-0.0,37.8858509,0.0,37.8858509
t36,0.0,-0.0,-0.0,37.88905202,-0.0,37.88905202
t37,0.0,-0.0,-0.0,37.94072707,0.0,37.94072707
t38,0.0,-0.0,-0.0,37.92453607,-0.0,37.92453607
t39,0.0,-0.0,-0.0,37.89512493,-0.0,37.89512493
t40,0.0,-0.0,-0.0,37.90317089,-0.0,37.90317089
t41,0.0,-0.0,-0.0,37.90294866,-0.0,37.90294866
t42,0.0,-0.0,-0.0,37.93181077,0.0,37.93181077
t43,0.0,-0.0,-0.0,37.95185944,-0.0,37.95185944
t44,0.0,-0.0,-0.0,38.00583904,0.0,38.00583904
t45,0.0,-0.0,-0.0,38.07127612,0.0,38.07127612
t46,0.0,-0.0,-0.0,38.11159489,0.0,38.11159489
t47,0.0,-0.0,-0.0,38.19272677,0.0,38.19272677
t48,0.0,-0.0,-0.0,38.302943,0.0,38.302943
t49,0.0,-0.0,-0.0,38.51054773,0.0,38.51054773
t50,0.0,-0.0,-0.0,38.64879664,-0.0,38.64879664
t51,0.0,-0.0,-0.0,38.71565669,0.0,38.71565669
t52,0.0,-0.0,-0.0,38.85787167,-0.0,38.85787167
t53,0.0,-0.0,-0.0,38.97525741,0.0,38.97525741
t54,0.0,-0.0,-0.0,39.06267747,0.0,39.06267747
t55,0.0,-0.0,-0.0,39.20077481,0.0,39.20077481
t56,0.0,-0.0,-0.0,39.40212533,0.0,39.40212533
t57,0.0,-0.0,-0.0,39.49330787,0.0,39.49330787
t58,0.0,-0.0,-0.0,39.67306548,0.0,39.67306548
t59,0.0,-0.0,-0.0,39.92109919,0.0,39.92109919
t60,0.0,-0.0,-0.0,40.16825155,0.0,40.16825155
t61,0.0,-0.0,-0.0,40.55509694,0.0,40.55509694
t62,0.0,-0.0,-0.0,40.9798648,0.0,40.9798648
t63,0.0,-0.0,-0.0,41.24246536,0.0,41.24246536
t64,0.0,-0.0,-0.0,41.56720068,0.0,41.56720068
t65,0.0,-0.0,-0.0,41.92171757,0.0,41.92171757
t66,0.0,-0.0,-0.0,42.3026748,0.0,42.3026748
t67,0.0,-0.0,-0.0,42.75810561,0.0,42.75810561
t68,0.0,-0.0,-0.0,43.21946297,0.0,43.21946297
t69,0.0,-0.0,-0.0,43.6794983,0.0,43.6794983
t70,0.0,-0.0,-0.0,44.2206173,0.0,44.2206173
t71,0.0,-0.0,-0.0,44.76553622,0.0,44.76553622
t72,0.0,-0.0,-0.0,45.38008134,0.0,45.38008134
t73,0.0,-0.0,-0.0,46.2220132,0.0,46.2220132
t74,0.0,-0.0,-0.0,47.0647547,0.0,47.0647547
t75,0.0,-0.0,-0.0,47.55628059,0.0,47.55628059
t76,0.0,-0.0,-0.0,48.06807742,0.0,48.06807742
t77,38.46007975797694,-0.0,-0.0,9.994886162023061,0.0,48.45496592000001
t78,0.0,-0.0,-0.0,48.71053418,0.0,48.71053418
t79,0.0,-0.0,-0.0,49.22081086,0.0,49.22081086
t80,0.0,1.6040083500401296,-0.0,47.78012839995987,0.0,49.38413675
t81,0.0,3.2080167000802593,-0.0,46.34120861991974,0.0,49.54922532
t82,0.0,4.8120254528459405,-0.0,44.886424267154055,0.0,49.69844972
t83,0.0,6.41603380288607,-0.0,43.28558679711393,0.0,49.7016206
t84,0.0,8.0200421529262,-0.0,41.8927464870738,0.0,49.91278864
t85,40.80264786703367,9.62405050296633,-0.0,0.0,0.0,50.42669837
t86,19.63381670803432,30.63668304196568,-0.0,-0.0,0.0,50.27049975
t87,0.0,49.86972818,0.0,0.0,0.0,49.86972818
t88,0.0,49.28255236,0.0,0.0,0.0,49.28255236
t89,0.0,48.48681512,-0.0,0.0,0.0,48.48681512
t90,0.0,47.78273765,0.0,0.0,0.0,47.78273765
t91,0.0,47.25404766,0.0,0.0,0.0,47.25404766
t92,0.0,46.75929075,0.0,0.0,0.0,46.75929075
t93,0.0,46.11250199,0.0,0.0,0.0,46.11250199
t94,0.0,45.59615217,0.0,0.0,0.0,45.59615217
t95,0.0,44.99891557,0.0,0.0,0.0,44.99891557
t96,0.0,44.27829081,0.0,0.0,0.0,44.27829081
t97,0.0,43.67400346,0.0,0.0,0.0,43.67400346
t98,0.0,42.97944006,0.0,0.0,0.0,42.97944006
t99,0.0,42.11786197,0.0,0.0,0.0,42.11786197
t100,0.0,41.25892794,0.0,0.0,0.0,41.25892794
t101,0.0,40.28338474,0.0,0.0,0.0,40.28338474
t102,0.0,39.20075824,0.0,0.0,0.0,39.20075824
t103,0.0,38.29836659,0.0,0.0,0.0,38.29836659
t104,0.0,37.60343047,0.0,0.0,0.0,37.60343047
t105,0.0,36.77673342,0.0,0.0,0.0,36.77673342
t106,0.0,36.0438995,0.0,0.0,0.0,36.0438995
t107,0.0,35.39865164,0.0,0.0,0.0,35.39865164
t108,0.0,34.90235091,0.0,0.0,0.0,34.90235091
t109,0.0,34.58011562,0.0,0.0,0.0,34.58011562
t110,0.0,34.16861792,0.0,0.0,0.0,34.16861792
t111,0.0,33.59319022,0.0,0.0,0.0,33.59319022
t112,0.0,33.18918394,0.0,0.0,0.0,33.18918394
t113,0.0,32.54879707,0.0,0.0,0.0,32.54879707
t114,0.0,32.00403601,0.0,0.0,0.0,32.00403601
t115,0.0,31.47513913,0.0,0.0,0.0,31.47513913
t116,0.0,31.05788424,0.0,0.0,0.0,31.05788424
t117,0.0,30.6163924,0.0,0.0,0.0,30.6163924
t118,0.0,30.12686729,0.0,0.0,0.0,30.12686729
t119,0.0,29.65680311,0.0,0.0,0.0,29.65680311
t120,0.0,29.18982362,0.0,0.0,0.0,29.18982362
t121,0.0,28.82728337,0.0,0.0,0.0,28.82728337
t122,0.0,28.42652181,0.0,0.0,0.0,28.42652181
t123,0.0,28.06277669,0.0,0.0,0.0,28.06277669
t124,0.0,27.61442256,0.0,0.0,0.0,27.61442256
t125,0.0,27.19919248,0.0,0.0,0.0,27.19919248
t126,0.0,26.75047137,0.0,0.0,0.0,26.75047137
t127,0.0,26.40883353,0.0,0.0,0.0,26.40883353
