Resource,onshore_wind,solar_pv_sat,hydro,battery,pumped_hydro,Total
Zone,1,1,1,1,1,0
AnnualSum,1.1529118204608193e7,9.545096307631409e6,0.0,0.0,0.0,2.10742145122396e7
t1,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t2,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t3,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t4,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t5,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t6,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t7,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t8,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t9,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t10,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t11,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t12,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t13,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t14,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t15,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t16,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t17,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t18,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t19,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t20,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t21,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t22,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t23,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t24,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t25,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t26,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t27,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t28,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t29,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t30,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t31,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t32,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t33,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t34,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t35,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t36,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t37,321.44647817867894,0.0,0.0,0.0,0.0,321.44647817867894
t38,315.4458422953983,0.0,0.0,0.0,0.0,315.4458422953983
t39,309.44520641211756,0.0,0.0,0.0,0.0,309.44520641211756
t40,303.44457052883683,0.0,0.0,0.0,0.0,303.44457052883683
t41,297.44393464555617,0.0,0.0,0.0,0.0,297.44393464555617
t42,291.44329876227545,0.0,0.0,0.0,0.0,291.44329876227545
t43,285.4426628789948,0.0,0.0,0.0,0.0,285.4426628789948
t44,279.44202699571406,0.0,0.0,0.0,0.0,279.44202699571406
t45,273.44139111243334,0.0,0.0,0.0,0.0,273.44139111243334
t46,267.44075522915267,0.0,0.0,0.0,0.0,267.44075522915267
t47,261.44011934587195,0.0,0.0,0.0,0.0,261.44011934587195
t48,255.43948346259128,0.0,0.0,0.0,0.0,255.43948346259128
t49,249.43884757931056,0.0,0.0,0.0,0.0,249.43884757931056
t50,246.3158037831502,0.0,0.0,0.0,0.0,246.3158037831502
