Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,4.1754958210437946e7
SD,solar_pv_sat,1,1,2.5111951764263224e7
SD,hydro,1,1,0.0
SD,battery,1,1,3.193884573131665e8
SD,pumped_hydro,1,1,-2.970485544121883e-10
