Resource,Zone,AnnualSum,Capacity,CapacityFactor
onshore_wind,1,59406.739196377894,321.44647817867894,0.0017580923763958727
solar_pv_sat,1,4.743439738526653e6,402.72555150770967,0.11204664330317392
hydro,1,0.0,0.0,0.0
battery,1,2.445219523803165e6,780.9336603293409,0.0
pumped_hydro,1,-7.124947762429576e-15,0.0,0.0
