Resource,onshore_wind,solar_pv_sat,hydro,battery,pumped_hydro
Zone,1,1,1,1,1
t1,0.0,0.0,-0.0,3600.205433568745,-0.0
t2,0.0,0.0,-0.0,3556.3439050470056,-0.0
t3,0.0,0.0,-0.0,3512.7493341774402,-0.0
t4,0.0,0.0,-0.0,3469.3201747752664,-0.0
t5,0.0,0.0,-0.0,3426.0454110252663,-0.0
t6,0.0,0.0,-0.0,3382.986832807875,-0.0
t7,0.0,0.0,-0.0,3340.062053612223,-0.0
t8,0.0,0.0,-0.0,3297.2454002970053,-0.0
t9,0.0,0.0,-0.0,3254.6288392100487,-0.0
t10,0.0,0.0,-0.0,3212.049034307875,-0.0
t11,0.0,0.0,-0.0,3169.590184786136,-0.0
t12,0.0,0.0,-0.0,3127.2575595470057,-0.0
t13,0.0,0.0,-0.0,3085.120612340484,-0.0
t14,0.0,0.0,-0.0,3043.118587166571,-0.0
t15,0.0,0.0,-0.0,3001.112097568745,-0.0
t16,0.0,0.0,-0.0,2959.207958612223,-0.0
t17,0.0,0.0,-0.0,2917.4299542752665,-0.0
t18,0.0,0.0,-0.0,2875.681328329614,-0.0
t19,0.0,0.0,-0.0,2833.973097568745,-0.0
t20,0.0,0.0,-0.0,2792.278740710049,-0.0
t21,0.0,0.0,-0.0,2750.6418459926576,-0.0
t22,0.0,0.0,-0.0,2709.029841981788,-0.0
t23,0.0,0.0,-0.0,2667.500999981788,-0.0
t24,0.0,0.0,-0.0,2626.0610678948315,-0.0
t25,0.0,0.0,-0.0,2584.699507905701,-0.0
t26,0.0,0.0,-0.0,2543.3361201230923,-0.0
t27,0.0,0.0,-0.0,2502.0417952643966,-0.0
t28,0.0,0.0,-0.0,2460.7533064709182,-0.0
t29,0.0,0.0,-0.0,2419.4620320687445,-0.0
t30,0.0,0.0,-0.0,2378.211081253527,-0.0
t31,0.0,0.0,-0.0,2336.953033905701,-0.0
t32,0.0,0.0,-0.0,2295.697642699179,-0.0
t33,0.0,0.0,-0.0,2254.478437047005,-0.0
t34,0.0,0.0,-0.0,2213.211593460049,0.0
t35,0.0,0.0,-0.0,2172.0313207426575,-0.0
t36,0.0,0.0,-0.0,2130.8475685470053,-0.0
t37,0.0,0.0,-0.0,2089.607647818744,-0.0
t38,0.0,0.0,-0.0,2048.3853260035266,-0.0
t39,0.0,0.0,-0.0,2007.194972818744,-0.0
t40,0.0,0.0,-0.0,1965.9958740252657,-0.0
