Year,Month,Day,Hour,Minute,Total PV Output (kW),,Month,Modeled Monthly Generation (MWh),Actual Monthly Generation (MWh),% Error,MSE
2012,6,22,13,0,1769.230769,,,,,,
2012,6,22,13,30,1769.230769,,,,,,
2012,6,22,14,0,1769.230769,,,,,,
2012,6,22,14,30,1769.230769,,,,,,
2012,6,22,15,0,1769.230769,,,,,,
2012,6,22,15,30,1769.230769,,,,,,
2012,6,22,16,0,1766.59652,,,,,,
2012,6,22,16,30,1675.44119,,,,,,
2012,6,22,17,0,1517.43517,,,,,,
2012,6,22,17,30,1287.421617,,,,,,
2012,6,22,18,0,814.6754707,,,,,,
2012,6,22,18,30,277.6649948,,,,,,
2012,6,22,19,0,0,,,,,,
2012,6,22,19,30,0,,,,,,
2012,6,22,20,0,0,,,,,,
2012,6,22,20,30,0,,,,,,
2012,6,22,21,0,0,,,,,,
2012,6,22,21,30,0,,,,,,
2012,6,22,22,0,0,,,,,,
2012,6,22,22,30,0,,,,,,
2012,6,22,23,0,0,,,,,,
2012,6,22,23,30,0,,,,,,
2012,6,23,0,0,0,,,,,,
2012,6,23,0,30,0,,,,,,
2012,6,23,1,0,0,,,,,,
2012,6,23,1,30,0,,,,,,
2012,6,23,2,0,0,,,,,,
2012,6,23,2,30,0,,,,,,
2012,6,23,3,0,0,,,,,,
2012,6,23,3,30,0,,,,,,
2012,6,23,4,0,0,,,,,,
2012,6,23,4,30,0,,,,,,
2012,6,23,5,0,81.06902274,,,,,,
2012,6,23,5,30,545.9103613,,,,,,
2012,6,23,6,0,1108.629994,,,,,,
2012,6,23,6,30,795.4531231,,,,,,
2012,6,23,7,0,1133.569269,,,,,,
2012,6,23,7,30,1677.319907,,,,,,
2012,6,23,8,0,1750.447534,,,,,,
2012,6,23,8,30,1769.230769,,,,,,
2012,6,23,9,0,1769.230769,,,,,,
2012,6,23,9,30,1769.230769,,,,,,
2012,6,23,10,0,1769.230769,,,,,,
2012,6,23,10,30,1769.230769,,,,,,
2012,6,23,11,0,1769.230769,,,,,,
2012,6,23,11,30,1769.230769,,,,,,
2012,6,23,12,0,1769.230769,,,,,,
2012,6,23,12,30,1769.230769,,,,,,
2012,6,23,13,0,1769.230769,,,,,,
2012,6,23,13,30,1769.230769,,,,,,
2012,6,23,14,0,1769.230769,,,,,,
2012,6,23,14,30,1769.230769,,,,,,
2012,6,23,15,0,1769.230769,,,,,,
2012,6,23,15,30,1769.230769,,,,,,
2012,6,23,16,0,1761.573989,,,,,,
2012,6,23,16,30,1671.117021,,,,,,
2012,6,23,17,0,1507.194746,,,,,,
2012,6,23,17,30,1277.063757,,,,,,
2012,6,23,18,0,807.8560623,,,,,,
2012,6,23,18,30,275.6792172,,,,,,
2012,6,23,19,0,0,,,,,,
2012,6,23,19,30,0,,,,,,
2012,6,23,20,0,0,,,,,,
2012,6,23,20,30,0,,,,,,
2012,6,23,21,0,0,,,,,,
2012,6,23,21,30,0,,,,,,
2012,6,23,22,0,0,,,,,,
2012,6,23,22,30,0,,,,,,
2012,6,23,23,0,0,,,,,,
2012,6,23,23,30,0,,,,,,
2012,6,24,0,0,0,,,,,,
2012,6,24,0,30,0,,,,,,
2012,6,24,1,0,0,,,,,,
2012,6,24,1,30,0,,,,,,
2012,6,24,2,0,0,,,,,,
2012,6,24,2,30,0,,,,,,
2012,6,24,3,0,0,,,,,,
2012,6,24,3,30,0,,,,,,
2012,6,24,4,0,0,,,,,,
2012,6,24,4,30,0,,,,,,
2012,6,24,5,0,76.75335066,,,,,,
2012,6,24,5,30,529.6653966,,,,,,
2012,6,24,6,0,1075.413309,,,,,,
2012,6,24,6,30,815.3247773,,,,,,
2012,6,24,7,0,1516.511668,,,,,,
2012,6,24,7,30,1644.702074,,,,,,
2012,6,24,8,0,1727.889276,,,,,,
2012,6,24,8,30,1768.675958,,,,,,
2012,6,24,9,0,1769.230769,,,,,,
2012,6,24,9,30,1769.230769,,,,,,
2012,6,24,10,0,1769.230769,,,,,,
2012,6,24,10,30,1769.230769,,,,,,
2012,6,24,11,0,1769.230769,,,,,,
2012,6,24,11,30,1769.230769,,,,,,
2012,6,24,12,0,1769.230769,,,,,,
2012,6,24,12,30,1769.230769,,,,,,
2012,6,24,13,0,1769.230769,,,,,,
2012,6,24,13,30,1769.230769,,,,,,
2012,6,24,14,0,1769.230769,,,,,,
2012,6,24,14,30,1769.230769,,,,,,
2012,6,24,15,0,1769.230769,,,,,,
2012,6,24,15,30,1769.230769,,,,,,
2012,6,24,16,0,1747.13869,,,,,,
2012,6,24,16,30,1657.996959,,,,,,
2012,6,24,17,0,1497.689706,,,,,,
2012,6,24,17,30,1274.14209,,,,,,
2012,6,24,18,0,815.5372521,,,,,,
2012,6,24,18,30,283.3842426,,,,,,
2012,6,24,19,0,0,,,,,,
2012,6,24,19,30,0,,,,,,
2012,6,24,20,0,0,,,,,,
2012,6,24,20,30,0,,,,,,
2012,6,24,21,0,0,,,,,,
2012,6,24,21,30,0,,,,,,
2012,6,24,22,0,0,,,,,,
2012,6,24,22,30,0,,,,,,
2012,6,24,23,0,0,,,,,,
2012,6,24,23,30,0,,,,,,
2012,6,25,0,0,0,,,,,,
2012,6,25,0,30,0,,,,,,
2012,6,25,1,0,0,,,,,,
2012,6,25,1,30,0,,,,,,
2012,6,25,2,0,0,,,,,,
2012,6,25,2,30,0,,,,,,
2012,6,25,3,0,0,,,,,,
2012,6,25,3,30,0,,,,,,
2012,6,25,4,0,0,,,,,,
2012,6,25,4,30,0,,,,,,
2012,6,25,5,0,83.03758541,,,,,,
2012,6,25,5,30,550.6755124,,,,,,
2012,6,25,6,0,1123.440633,,,,,,
2012,6,25,6,30,1383.8389,,,,,,
2012,6,25,7,0,1221.588582,,,,,,
2012,6,25,7,30,1699.669383,,,,,,
2012,6,25,8,0,1768.863222,,,,,,
2012,6,25,8,30,1769.230769,,,,,,
2012,6,25,9,0,1769.230769,,,,,,
2012,6,25,9,30,1769.230769,,,,,,
2012,6,25,10,0,1769.230769,,,,,,
2012,6,25,10,30,1769.230769,,,,,,
2012,6,25,11,0,1769.230769,,,,,,
2012,6,25,11,30,1769.230769,,,,,,
2012,6,25,12,0,1769.230769,,,,,,
2012,6,25,12,30,1769.230769,,,,,,
2012,6,25,13,0,1769.230769,,,,,,
2012,6,25,13,30,1769.230769,,,,,,
2012,6,25,14,0,1769.230769,,,,,,
2012,6,25,14,30,1769.230769,,,,,,
2012,6,25,15,0,1769.230769,,,,,,
2012,6,25,15,30,1769.230769,,,,,,
2012,6,25,16,0,1769.230769,,,,,,
2012,6,25,16,30,1674.910258,,,,,,
2012,6,25,17,0,1532.334714,,,,,,
2012,6,25,17,30,1308.784109,,,,,,
2012,6,25,18,0,833.14758,,,,,,
2012,6,25,18,30,299.5572756,,,,,,
2012,6,25,19,0,0,,,,,,
2012,6,25,19,30,0,,,,,,
2012,6,25,20,0,0,,,,,,
2012,6,25,20,30,0,,,,,,
2012,6,25,21,0,0,,,,,,
2012,6,25,21,30,0,,,,,,
2012,6,25,22,0,0,,,,,,
2012,6,25,22,30,0,,,,,,
2012,6,25,23,0,0,,,,,,
2012,6,25,23,30,0,,,,,,
2012,6,26,0,0,0,,,,,,
2012,6,26,0,30,0,,,,,,
2012,6,26,1,0,0,,,,,,
2012,6,26,1,30,0,,,,,,
2012,6,26,2,0,0,,,,,,
2012,6,26,2,30,0,,,,,,
2012,6,26,3,0,0,,,,,,
2012,6,26,3,30,0,,,,,,
2012,6,26,4,0,0,,,,,,
2012,6,26,4,30,0,,,,,,
2012,6,26,5,0,87.11930779,,,,,,
2012,6,26,5,30,571.950933,,,,,,
2012,6,26,6,0,1121.487232,,,,,,
2012,6,26,6,30,1381.348161,,,,,,
2012,6,26,7,0,1550.572084,,,,,,
2012,6,26,7,30,1667.91832,,,,,,
2012,6,26,8,0,1741.884758,,,,,,
2012,6,26,8,30,1769.230769,,,,,,
2012,6,26,9,0,1769.230769,,,,,,
2012,6,26,9,30,1769.230769,,,,,,
2012,6,26,10,0,1769.230769,,,,,,
2012,6,26,10,30,1769.230769,,,,,,
2012,6,26,11,0,1769.230769,,,,,,
2012,6,26,11,30,1769.230769,,,,,,
2012,6,26,12,0,1769.230769,,,,,,
2012,6,26,12,30,1769.230769,,,,,,
2012,6,26,13,0,1769.230769,,,,,,
2012,6,26,13,30,1769.230769,,,,,,
2012,6,26,14,0,1769.230769,,,,,,
2012,6,26,14,30,1769.230769,,,,,,
2012,6,26,15,0,1769.230769,,,,,,
2012,6,26,15,30,1769.230769,,,,,,
2012,6,26,16,0,1744.775342,,,,,,
2012,6,26,16,30,1657.93511,,,,,,
2012,6,26,17,0,1499.208841,,,,,,
2012,6,26,17,30,1278.159406,,,,,,
2012,6,26,18,0,817.7648713,,,,,,
2012,6,26,18,30,287.3370516,,,,,,
2012,6,26,19,0,0,,,,,,
2012,6,26,19,30,0,,,,,,
2012,6,26,20,0,0,,,,,,
2012,6,26,20,30,0,,,,,,
2012,6,26,21,0,0,,,,,,
2012,6,26,21,30,0,,,,,,
2012,6,26,22,0,0,,,,,,
2012,6,26,22,30,0,,,,,,
2012,6,26,23,0,0,,,,,,
2012,6,26,23,30,0,,,,,,
2012,6,27,0,0,0,,,,,,
2012,6,27,0,30,0,,,,,,
2012,6,27,1,0,0,,,,,,
2012,6,27,1,30,0,,,,,,
2012,6,27,2,0,0,,,,,,
2012,6,27,2,30,0,,,,,,
2012,6,27,3,0,0,,,,,,
2012,6,27,3,30,0,,,,,,
2012,6,27,4,0,0,,,,,,
2012,6,27,4,30,0,,,,,,
2012,6,27,5,0,79.21184582,,,,,,
2012,6,27,5,30,538.1049621,,,,,,
2012,6,27,6,0,1087.826817,,,,,,
2012,6,27,6,30,1346.506399,,,,,,
2012,6,27,7,0,1520.978177,,,,,,
2012,6,27,7,30,1642.351359,,,,,,
2012,6,27,8,0,1704.518419,,,,,,
2012,6,27,8,30,1760.499078,,,,,,
2012,6,27,9,0,1769.230769,,,,,,
2012,6,27,9,30,1769.230769,,,,,,
2012,6,27,10,0,1769.230769,,,,,,
2012,6,27,10,30,1769.230769,,,,,,
2012,6,27,11,0,1769.230769,,,,,,
2012,6,27,11,30,1769.230769,,,,,,
2012,6,27,12,0,1769.230769,,,,,,
2012,6,27,12,30,1769.230769,,,,,,
2012,6,27,13,0,1769.230769,,,,,,
2012,6,27,13,30,1769.230769,,,,,,
2012,6,27,14,0,1769.230769,,,,,,
2012,6,27,14,30,1769.230769,,,,,,
2012,6,27,15,0,1767.539162,,,,,,
2012,6,27,15,30,1739.518729,,,,,,
2012,6,27,16,0,1661.213197,,,,,,
2012,6,27,16,30,1545.499366,,,,,,
2012,6,27,17,0,1384.955619,,,,,,
2012,6,27,17,30,1154.180112,,,,,,
2012,6,27,18,0,717.2830083,,,,,,
2012,6,27,18,30,246.6330977,,,,,,
2012,6,27,19,0,0,,,,,,
2012,6,27,19,30,0,,,,,,
2012,6,27,20,0,0,,,,,,
2012,6,27,20,30,0,,,,,,
2012,6,27,21,0,0,,,,,,
2012,6,27,21,30,0,,,,,,
2012,6,27,22,0,0,,,,,,
2012,6,27,22,30,0,,,,,,
2012,6,27,23,0,0,,,,,,
2012,6,27,23,30,0,,,,,,
2012,6,28,0,0,0,,,,,,
2012,6,28,0,30,0,,,,,,
2012,6,28,1,0,0,,,,,,
2012,6,28,1,30,0,,,,,,
2012,6,28,2,0,0,,,,,,
2012,6,28,2,30,0,,,,,,
2012,6,28,3,0,0,,,,,,
2012,6,28,3,30,0,,,,,,
2012,6,28,4,0,0,,,,,,
2012,6,28,4,30,0,,,,,,
2012,6,28,5,0,75.13023888,,,,,,
2012,6,28,5,30,515.6025404,,,,,,
2012,6,28,6,0,583.4279776,,,,,,
2012,6,28,6,30,756.3482179,,,,,,
2012,6,28,7,0,669.383593,,,,,,
2012,6,28,7,30,1600.670865,,,,,,
2012,6,28,8,0,1669.835711,,,,,,
2012,6,28,8,30,1728.585331,,,,,,
2012,6,28,9,0,1761.956822,,,,,,
2012,6,28,9,30,1769.230769,,,,,,
2012,6,28,10,0,1769.230769,,,,,,
2012,6,28,10,30,1769.230769,,,,,,
2012,6,28,11,0,1769.230769,,,,,,
2012,6,28,11,30,1769.230769,,,,,,
2012,6,28,12,0,1769.230769,,,,,,
2012,6,28,12,30,1769.230769,,,,,,
2012,6,28,13,0,1769.230769,,,,,,
2012,6,28,13,30,1769.230769,,,,,,
2012,6,28,14,0,1769.230769,,,,,,
2012,6,28,14,30,1769.230769,,,,,,
2012,6,28,15,0,1769.230769,,,,,,
2012,6,28,15,30,1736.432401,,,,,,
2012,6,28,16,0,1675.960977,,,,,,
2012,6,28,16,30,1566.485807,,,,,,
2012,6,28,17,0,1408.235176,,,,,,
2012,6,28,17,30,1194.917384,,,,,,
2012,6,28,18,0,758.0808101,,,,,,
2012,6,28,18,30,265.3829282,,,,,,
2012,6,28,19,0,0,,,,,,
2012,6,28,19,30,0,,,,,,
2012,6,28,20,0,0,,,,,,
2012,6,28,20,30,0,,,,,,
2012,6,28,21,0,0,,,,,,
2012,6,28,21,30,0,,,,,,
2012,6,28,22,0,0,,,,,,
2012,6,28,22,30,0,,,,,,
2012,6,28,23,0,0,,,,,,
2012,6,28,23,30,0,,,,,,
2012,6,29,0,0,0,,,,,,
2012,6,29,0,30,0,,,,,,
2012,6,29,1,0,0,,,,,,
2012,6,29,1,30,0,,,,,,
2012,6,29,2,0,0,,,,,,
2012,6,29,2,30,0,,,,,,
2012,6,29,3,0,0,,,,,,
2012,6,29,3,30,0,,,,,,
2012,6,29,4,0,0,,,,,,
2012,6,29,4,30,0,,,,,,
2012,6,29,5,0,58.51052182,,,,,,
2012,6,29,5,30,527.9581015,,,,,,
2012,6,29,6,0,575.8248679,,,,,,
2012,6,29,6,30,751.2944522,,,,,,
2012,6,29,7,0,442.2564602,,,,,,
2012,6,29,7,30,1615.048065,,,,,,
2012,6,29,8,0,1681.025778,,,,,,
2012,6,29,8,30,1746.268907,,,,,,
2012,6,29,9,0,1769.230769,,,,,,
2012,6,29,9,30,1769.230769,,,,,,
2012,6,29,10,0,1769.230769,,,,,,
2012,6,29,10,30,1769.230769,,,,,,
2012,6,29,11,0,1769.230769,,,,,,
2012,6,29,11,30,1769.230769,,,,,,
2012,6,29,12,0,1769.230769,,,,,,
2012,6,29,12,30,1769.230769,,,,,,
2012,6,29,13,0,1769.230769,,,,,,
2012,6,29,13,30,1769.230769,,,,,,
2012,6,29,14,0,1769.230769,,,,,,
2012,6,29,14,30,1769.230769,,,,,,
2012,6,29,15,0,1769.230769,,,,,,
2012,6,29,15,30,1769.230769,,,,,,
2012,6,29,16,0,1720.836863,,,,,,
2012,6,29,16,30,1632.665219,,,,,,
2012,6,29,17,0,1469.676654,,,,,,
2012,6,29,17,30,1248.657108,,,,,,
2012,6,29,18,0,800.5984697,,,,,,
2012,6,29,18,30,281.6689821,,,,,,
2012,6,29,19,0,0,,,,,,
2012,6,29,19,30,0,,,,,,
2012,6,29,20,0,0,,,,,,
2012,6,29,20,30,0,,,,,,
2012,6,29,21,0,0,,,,,,
2012,6,29,21,30,0,,,,,,
2012,6,29,22,0,0,,,,,,
2012,6,29,22,30,0,,,,,,
2012,6,29,23,0,0,,,,,,
2012,6,29,23,30,0,,,,,,
2012,6,30,0,0,0,,,,,,
2012,6,30,0,30,0,,,,,,
2012,6,30,1,0,0,,,,,,
2012,6,30,1,30,0,,,,,,
2012,6,30,2,0,0,,,,,,
2012,6,30,2,30,0,,,,,,
2012,6,30,3,0,0,,,,,,
2012,6,30,3,30,0,,,,,,
2012,6,30,4,0,0,,,,,,
2012,6,30,4,30,0,,,,,,
2012,6,30,5,0,37.29451359,,,,,,
2012,6,30,5,30,508.1838984,,,,,,
2012,6,30,6,0,1041.249233,,,,,,
2012,6,30,6,30,1318.367286,,,,,,
2012,6,30,7,0,1489.817432,,,,,,
2012,6,30,7,30,1613.421539,,,,,,
2012,6,30,8,0,1682.651484,,,,,,
2012,6,30,8,30,1736.210597,,,,,,
2012,6,30,9,0,1757.23206,,,,,,
2012,6,30,9,30,1769.230769,,,,,,
2012,6,30,10,0,1769.230769,,,,,,
2012,6,30,10,30,1769.230769,,,,,,
2012,6,30,11,0,1769.230769,,,,,,
2012,6,30,11,30,1769.230769,,,,,,
2012,6,30,12,0,1769.230769,,,,,,
2012,6,30,12,30,1769.230769,,,,,,
2012,6,30,13,0,1769.230769,,,,,,
2012,6,30,13,30,1769.230769,,,,,,
2012,6,30,14,0,1769.230769,,,,,,
2012,6,30,14,30,1769.230769,,,,,,
2012,6,30,15,0,1769.230769,,,,,,
2012,6,30,15,30,1769.230769,,,,,,
2012,6,30,16,0,1707.65756,,,,,,
2012,6,30,16,30,1619.684602,,,,,,
2012,6,30,17,0,1461.26892,,,,,,
2012,6,30,17,30,1243.231105,,,,,,
2012,6,30,18,0,794.3345093,,,,,,
2012,6,30,18,30,280.0132071,,,,,,
2012,6,30,19,0,0,,,,,,
2012,6,30,19,30,0,,,,,,
2012,6,30,20,0,0,,,,,,
2012,6,30,20,30,0,,,,,,
2012,6,30,21,0,0,,,,,,
2012,6,30,21,30,0,,,,,,
2012,6,30,22,0,0,,,,,,
2012,6,30,22,30,0,,,,,,
2012,6,30,23,0,0,,,,,,
2012,6,30,23,30,0,,,,,,
2012,7,1,0,0,0,,,,,,
2012,7,1,0,30,0,,,,,,
2012,7,1,1,0,0,,,,,,
2012,7,1,1,30,0,,,,,,
2012,7,1,2,0,0,,,,,,
2012,7,1,2,30,0,,,,,,
2012,7,1,3,0,0,,,,,,
2012,7,1,3,30,0,,,,,,
2012,7,1,4,0,0,,,,,,
2012,7,1,4,30,0,,,,,,
2012,7,1,5,0,33.79326262,,,,,,
2012,7,1,5,30,494.2565816,,,,,,
2012,7,1,6,0,1029.932919,,,,,,
2012,7,1,6,30,837.2221011,,,,,,
2012,7,1,7,0,1044.161787,,,,,,
2012,7,1,7,30,1618.3287,,,,,,
2012,7,1,8,0,1701.192481,,,,,,
2012,7,1,8,30,1742.251774,,,,,,
2012,7,1,9,0,1763.754655,,,,,,
2012,7,1,9,30,1769.230769,,,,,,
2012,7,1,10,0,1769.230769,,,,,,
2012,7,1,10,30,1769.230769,,,,,,
2012,7,1,11,0,1769.230769,,,,,,
2012,7,1,11,30,1769.230769,,,,,,
2012,7,1,12,0,1769.230769,,,,,,
2012,7,1,12,30,1769.230769,,,,,,
2012,7,1,13,0,1769.230769,,,,,,
2012,7,1,13,30,1769.230769,,,,,,
2012,7,1,14,0,1769.230769,,,,,,
2012,7,1,14,30,1769.230769,,,,,,
2012,7,1,15,0,1192.281646,,,,,,
2012,7,1,15,30,1140.923731,,,,,,
2012,7,1,16,0,1030.631339,,,,,,
2012,7,1,16,30,1000.49323,,,,,,
2012,7,1,17,0,802.125848,,,,,,
2012,7,1,17,30,670.8004847,,,,,,
2012,7,1,18,0,774.0420367,,,,,,
2012,7,1,18,30,268.6695046,,,,,,
2012,7,1,19,0,0,,,,,,
2012,7,1,19,30,0,,,,,,
2012,7,1,20,0,0,,,,,,
2012,7,1,20,30,0,,,,,,
2012,7,1,21,0,0,,,,,,
2012,7,1,21,30,0,,,,,,
2012,7,1,22,0,0,,,,,,
2012,7,1,22,30,0,,,,,,
2012,7,1,23,0,0,,,,,,
2012,7,1,23,30,0,,,,,,
2012,7,2,0,0,0,,,,,,
2012,7,2,0,30,0,,,,,,
2012,7,2,1,0,0,,,,,,
2012,7,2,1,30,0,,,,,,
2012,7,2,2,0,0,,,,,,
2012,7,2,2,30,0,,,,,,
2012,7,2,3,0,0,,,,,,
2012,7,2,3,30,0,,,,,,
2012,7,2,4,0,0,,,,,,
2012,7,2,4,30,0,,,,,,
2012,7,2,5,0,32.42066293,,,,,,
2012,7,2,5,30,484.6574309,,,,,,
2012,7,2,6,0,1018.054021,,,,,,
2012,7,2,6,30,1306.850836,,,,,,
2012,7,2,7,0,63.7165385,,,,,,
2012,7,2,7,30,98.26271299,,,,,,
2012,7,2,8,0,171.788828,,,,,,
2012,7,2,8,30,293.4464054,,,,,,
2012,7,2,9,0,469.5711276,,,,,,
2012,7,2,9,30,1058.507706,,,,,,
2012,7,2,10,0,1542.661085,,,,,,
2012,7,2,10,30,1769.230769,,,,,,
2012,7,2,11,0,1769.230769,,,,,,
2012,7,2,11,30,1769.230769,,,,,,
2012,7,2,12,0,1769.230769,,,,,,
2012,7,2,12,30,1769.230769,,,,,,
2012,7,2,13,0,1769.230769,,,,,,
2012,7,2,13,30,1769.230769,,,,,,
2012,7,2,14,0,1769.230769,,,,,,
2012,7,2,14,30,1769.230769,,,,,,
2012,7,2,15,0,1769.230769,,,,,,
2012,7,2,15,30,1740.739294,,,,,,
2012,7,2,16,0,1672.599487,,,,,,
2012,7,2,16,30,1557.410009,,,,,,
2012,7,2,17,0,1386.1629,,,,,,
2012,7,2,17,30,1156.688043,,,,,,
2012,7,2,18,0,706.9093511,,,,,,
2012,7,2,18,30,242.6316634,,,,,,
2012,7,2,19,0,0,,,,,,
2012,7,2,19,30,0,,,,,,
2012,7,2,20,0,0,,,,,,
2012,7,2,20,30,0,,,,,,
2012,7,2,21,0,0,,,,,,
2012,7,2,21,30,0,,,,,,
2012,7,2,22,0,0,,,,,,
2012,7,2,22,30,0,,,,,,
2012,7,2,23,0,0,,,,,,
2012,7,2,23,30,0,,,,,,
2012,7,3,0,0,0,,,,,,
2012,7,3,0,30,0,,,,,,
2012,7,3,1,0,0,,,,,,
2012,7,3,1,30,0,,,,,,
2012,7,3,2,0,0,,,,,,
2012,7,3,2,30,0,,,,,,
2012,7,3,3,0,0,,,,,,
2012,7,3,3,30,0,,,,,,
2012,7,3,4,0,0,,,,,,
2012,7,3,4,30,0,,,,,,
2012,7,3,5,0,28.21841607,,,,,,
2012,7,3,5,30,463.2465529,,,,,,
2012,7,3,6,0,994.4067012,,,,,,
2012,7,3,6,30,1288.157182,,,,,,
2012,7,3,7,0,150.9707739,,,,,,
2012,7,3,7,30,241.6661349,,,,,,
2012,7,3,8,0,335.6271452,,,,,,
2012,7,3,8,30,614.5130691,,,,,,
2012,7,3,9,0,730.7349277,,,,,,
2012,7,3,9,30,943.1364107,,,,,,
2012,7,3,10,0,1275.825393,,,,,,
2012,7,3,10,30,1769.230769,,,,,,
2012,7,3,11,0,1769.230769,,,,,,
2012,7,3,11,30,1769.230769,,,,,,
2012,7,3,12,0,1769.230769,,,,,,
2012,7,3,12,30,1769.230769,,,,,,
2012,7,3,13,0,1769.230769,,,,,,
2012,7,3,13,30,1769.230769,,,,,,
2012,7,3,14,0,1769.230769,,,,,,
2012,7,3,14,30,1769.230769,,,,,,
2012,7,3,15,0,1769.230769,,,,,,
2012,7,3,15,30,1300.269024,,,,,,
2012,7,3,16,0,1062.109654,,,,,,
2012,7,3,16,30,1560.709787,,,,,,
2012,7,3,17,0,1389.733961,,,,,,
2012,7,3,17,30,1156.494229,,,,,,
2012,7,3,18,0,702.1741594,,,,,,
2012,7,3,18,30,232.3380648,,,,,,
2012,7,3,19,0,0,,,,,,
2012,7,3,19,30,0,,,,,,
2012,7,3,20,0,0,,,,,,
2012,7,3,20,30,0,,,,,,
2012,7,3,21,0,0,,,,,,
2012,7,3,21,30,0,,,,,,
2012,7,3,22,0,0,,,,,,
2012,7,3,22,30,0,,,,,,
2012,7,3,23,0,0,,,,,,
2012,7,3,23,30,0,,,,,,
2012,7,4,0,0,0,,,,,,
2012,7,4,0,30,0,,,,,,
2012,7,4,1,0,0,,,,,,
2012,7,4,1,30,0,,,,,,
2012,7,4,2,0,0,,,,,,
2012,7,4,2,30,0,,,,,,
2012,7,4,3,0,0,,,,,,
2012,7,4,3,30,0,,,,,,
2012,7,4,4,0,0,,,,,,
2012,7,4,4,30,0,,,,,,
2012,7,4,5,0,15.61308517,,,,,,
2012,7,4,5,30,360.1004669,,,,,,
2012,7,4,6,0,819.3546168,,,,,,
2012,7,4,6,30,1140.470945,,,,,,
2012,7,4,7,0,88.2075577,,,,,,
2012,7,4,7,30,115.0262754,,,,,,
2012,7,4,8,0,116.0168875,,,,,,
2012,7,4,8,30,156.5435138,,,,,,
2012,7,4,9,0,163.6071373,,,,,,
2012,7,4,9,30,211.0502455,,,,,,
2012,7,4,10,0,302.5711864,,,,,,
2012,7,4,10,30,330.9467174,,,,,,
2012,7,4,11,0,383.1469962,,,,,,
2012,7,4,11,30,486.9590976,,,,,,
2012,7,4,12,0,350.312117,,,,,,
2012,7,4,12,30,420.191055,,,,,,
2012,7,4,13,0,550.5930355,,,,,,
2012,7,4,13,30,702.6069387,,,,,,
2012,7,4,14,0,816.4283469,,,,,,
2012,7,4,14,30,883.8450772,,,,,,
2012,7,4,15,0,906.8550068,,,,,,
2012,7,4,15,30,815.4312534,,,,,,
2012,7,4,16,0,581.5327189,,,,,,
2012,7,4,16,30,451.7794404,,,,,,
2012,7,4,17,0,295.8778663,,,,,,
2012,7,4,17,30,825.8708048,,,,,,
2012,7,4,18,0,714.7475778,,,,,,
2012,7,4,18,30,235.2437428,,,,,,
2012,7,4,19,0,0,,,,,,
2012,7,4,19,30,0,,,,,,
2012,7,4,20,0,0,,,,,,
2012,7,4,20,30,0,,,,,,
2012,7,4,21,0,0,,,,,,
2012,7,4,21,30,0,,,,,,
2012,7,4,22,0,0,,,,,,
2012,7,4,22,30,0,,,,,,
2012,7,4,23,0,0,,,,,,
2012,7,4,23,30,0,,,,,,
2012,7,5,0,0,0,,,,,,
2012,7,5,0,30,0,,,,,,
2012,7,5,1,0,0,,,,,,
2012,7,5,1,30,0,,,,,,
2012,7,5,2,0,0,,,,,,
2012,7,5,2,30,0,,,,,,
2012,7,5,3,0,0,,,,,,
2012,7,5,3,30,0,,,,,,
2012,7,5,4,0,0,,,,,,
2012,7,5,4,30,0,,,,,,
2012,7,5,5,0,17.52666385,,,,,,
2012,7,5,5,30,395.4073757,,,,,,
2012,7,5,6,0,896.0910714,,,,,,
2012,7,5,6,30,1212.574171,,,,,,
2012,7,5,7,0,54.44174224,,,,,,
2012,7,5,7,30,91.51029715,,,,,,
2012,7,5,8,0,145.8685941,,,,,,
2012,7,5,8,30,222.5758289,,,,,,
2012,7,5,9,0,314.1589818,,,,,,
2012,7,5,9,30,610.7702955,,,,,,
2012,7,5,10,0,865.793425,,,,,,
2012,7,5,10,30,1253.208204,,,,,,
2012,7,5,11,0,1275.191281,,,,,,
2012,7,5,11,30,1359.744937,,,,,,
2012,7,5,12,0,1360.006948,,,,,,
2012,7,5,12,30,1769.230769,,,,,,
2012,7,5,13,0,1769.230769,,,,,,
2012,7,5,13,30,1402.8021,,,,,,
2012,7,5,14,0,1328.922388,,,,,,
2012,7,5,14,30,1285.712903,,,,,,
2012,7,5,15,0,1213.809268,,,,,,
2012,7,5,15,30,1162.639446,,,,,,
2012,7,5,16,0,1072.353262,,,,,,
2012,7,5,16,30,1020.922912,,,,,,
2012,7,5,17,0,1409.147015,,,,,,
2012,7,5,17,30,1177.757461,,,,,,
2012,7,5,18,0,723.6330302,,,,,,
2012,7,5,18,30,241.3481413,,,,,,
2012,7,5,19,0,0,,,,,,
2012,7,5,19,30,0,,,,,,
2012,7,5,20,0,0,,,,,,
2012,7,5,20,30,0,,,,,,
2012,7,5,21,0,0,,,,,,
2012,7,5,21,30,0,,,,,,
2012,7,5,22,0,0,,,,,,
2012,7,5,22,30,0,,,,,,
2012,7,5,23,0,0,,,,,,
2012,7,5,23,30,0,,,,,,
2012,7,6,0,0,0,,,,,,
2012,7,6,0,30,0,,,,,,
2012,7,6,1,0,0,,,,,,
2012,7,6,1,30,0,,,,,,
2012,7,6,2,0,0,,,,,,
2012,7,6,2,30,0,,,,,,
2012,7,6,3,0,0,,,,,,
2012,7,6,3,30,0,,,,,,
