Year,Month,Day,Hour,Minute,Total PV Output (kW),,Month,Modeled Monthly Generation (MWh),Actual Monthly Generation (MWh),% Error,MSE
2012,1,1,0,0,0,,1,278,10.281,2605%,16933
2012,1,1,0,30,0,,2,288,102.102,182%,
2012,1,1,1,0,0,,3,402,250.336,61%,
2012,1,1,1,30,0,,4,428,362.209,18%,
2012,1,1,2,0,0,,5,506,497.878,2%,
2012,1,1,2,30,0,,6,522,538.131,-3%,
2012,1,1,3,0,0,,7,514,465.329,11%,
2012,1,1,3,30,0,,8,482,366.706,31%,
2012,1,1,4,0,0,,9,427,343.355,24%,
2012,1,1,4,30,0,,10,373,269.848,38%,
2012,1,1,5,0,0,,11,281,137.995,103%,
2012,1,1,5,30,0,,12,226,100.83,124%,
2012,1,1,6,0,0,,,,,,
2012,1,1,6,30,0,,,,,,
2012,1,1,7,0,0,,,,,,
2012,1,1,7,30,439.4734609,,,,,,
2012,1,1,8,0,949.1532485,,,,,,
2012,1,1,8,30,1170.543123,,,,,,
2012,1,1,9,0,1253.419763,,,,,,
2012,1,1,9,30,1277.084493,,,,,,
2012,1,1,10,0,1270.751235,,,,,,
2012,1,1,10,30,1237.694134,,,,,,
2012,1,1,11,0,1203.412773,,,,,,
2012,1,1,11,30,1179.433792,,,,,,
2012,1,1,12,0,1167.598538,,,,,,
2012,1,1,12,30,1184.356082,,,,,,
2012,1,1,13,0,1205.59502,,,,,,
2012,1,1,13,30,1233.694435,,,,,,
2012,1,1,14,0,1258.098543,,,,,,
2012,1,1,14,30,1264.538196,,,,,,
2012,1,1,15,0,1208.072312,,,,,,
2012,1,1,15,30,1088.468483,,,,,,
2012,1,1,16,0,689.3314375,,,,,,
2012,1,1,16,30,142.8940049,,,,,,
2012,1,1,17,0,0,,,,,,
2012,1,1,17,30,0,,,,,,
2012,1,1,18,0,0,,,,,,
2012,1,1,18,30,0,,,,,,
2012,1,1,19,0,0,,,,,,
2012,1,1,19,30,0,,,,,,
2012,1,1,20,0,0,,,,,,
2012,1,1,20,30,0,,,,,,
2012,1,1,21,0,0,,,,,,
2012,1,1,21,30,0,,,,,,
2012,1,1,22,0,0,,,,,,
2012,1,1,22,30,0,,,,,,
2012,1,1,23,0,0,,,,,,
2012,1,1,23,30,0,,,,,,
2012,1,2,0,0,0,,,,,,
2012,1,2,0,30,0,,,,,,
2012,1,2,1,0,0,,,,,,
2012,1,2,1,30,0,,,,,,
2012,1,2,2,0,0,,,,,,
2012,1,2,2,30,0,,,,,,
2012,1,2,3,0,0,,,,,,
2012,1,2,3,30,0,,,,,,
2012,1,2,4,0,0,,,,,,
2012,1,2,4,30,0,,,,,,
2012,1,2,5,0,0,,,,,,
2012,1,2,5,30,0,,,,,,
2012,1,2,6,0,0,,,,,,
2012,1,2,6,30,0,,,,,,
2012,1,2,7,0,0,,,,,,
2012,1,2,7,30,445.8592103,,,,,,
2012,1,2,8,0,962.7240931,,,,,,
2012,1,2,8,30,1186.689616,,,,,,
2012,1,2,9,0,1272.0522,,,,,,
2012,1,2,9,30,1291.618518,,,,,,
2012,1,2,10,0,1264.066502,,,,,,
2012,1,2,10,30,1224.186911,,,,,,
2012,1,2,11,0,1188.962916,,,,,,
2012,1,2,11,30,1161.354127,,,,,,
2012,1,2,12,0,1147.860417,,,,,,
2012,1,2,12,30,1162.1379,,,,,,
2012,1,2,13,0,1189.618057,,,,,,
2012,1,2,13,30,1221.304735,,,,,,
2012,1,2,14,0,1254.016142,,,,,,
2012,1,2,14,30,1253.430035,,,,,,
2012,1,2,15,0,1198.489981,,,,,,
2012,1,2,15,30,1076.818892,,,,,,
2012,1,2,16,0,690.035652,,,,,,
2012,1,2,16,30,151.3968002,,,,,,
2012,1,2,17,0,0,,,,,,
2012,1,2,17,30,0,,,,,,
2012,1,2,18,0,0,,,,,,
2012,1,2,18,30,0,,,,,,
2012,1,2,19,0,0,,,,,,
2012,1,2,19,30,0,,,,,,
2012,1,2,20,0,0,,,,,,
2012,1,2,20,30,0,,,,,,
2012,1,2,21,0,0,,,,,,
2012,1,2,21,30,0,,,,,,
2012,1,2,22,0,0,,,,,,
2012,1,2,22,30,0,,,,,,
2012,1,2,23,0,0,,,,,,
2012,1,2,23,30,0,,,,,,
2012,1,3,0,0,0,,,,,,
2012,1,3,0,30,0,,,,,,
2012,1,3,1,0,0,,,,,,
2012,1,3,1,30,0,,,,,,
2012,1,3,2,0,0,,,,,,
2012,1,3,2,30,0,,,,,,
2012,1,3,3,0,0,,,,,,
2012,1,3,3,30,0,,,,,,
2012,1,3,4,0,0,,,,,,
2012,1,3,4,30,0,,,,,,
2012,1,3,5,0,0,,,,,,
2012,1,3,5,30,0,,,,,,
2012,1,3,6,0,0,,,,,,
2012,1,3,6,30,0,,,,,,
2012,1,3,7,0,0,,,,,,
2012,1,3,7,30,425.9520542,,,,,,
2012,1,3,8,0,415.4769136,,,,,,
2012,1,3,8,30,1144.064919,,,,,,
2012,1,3,9,0,1228.356043,,,,,,
2012,1,3,9,30,1250.025463,,,,,,
2012,1,3,10,0,1223.381726,,,,,,
2012,1,3,10,30,1184.888516,,,,,,
2012,1,3,11,0,1150.712852,,,,,,
2012,1,3,11,30,1128.174254,,,,,,
2012,1,3,12,0,1114.109875,,,,,,
2012,1,3,12,30,1132.295883,,,,,,
2012,1,3,13,0,1157.626202,,,,,,
2012,1,3,13,30,1185.644535,,,,,,
2012,1,3,14,0,1220.220429,,,,,,
2012,1,3,14,30,1224.385292,,,,,,
2012,1,3,15,0,1178.919792,,,,,,
2012,1,3,15,30,1062.589323,,,,,,
2012,1,3,16,0,695.6516157,,,,,,
2012,1,3,16,30,156.2515146,,,,,,
2012,1,3,17,0,0,,,,,,
2012,1,3,17,30,0,,,,,,
2012,1,3,18,0,0,,,,,,
2012,1,3,18,30,0,,,,,,
2012,1,3,19,0,0,,,,,,
2012,1,3,19,30,0,,,,,,
2012,1,3,20,0,0,,,,,,
2012,1,3,20,30,0,,,,,,
2012,1,3,21,0,0,,,,,,
2012,1,3,21,30,0,,,,,,
2012,1,3,22,0,0,,,,,,
2012,1,3,22,30,0,,,,,,
2012,1,3,23,0,0,,,,,,
2012,1,3,23,30,0,,,,,,
2012,1,4,0,0,0,,,,,,
2012,1,4,0,30,0,,,,,,
2012,1,4,1,0,0,,,,,,
2012,1,4,1,30,0,,,,,,
2012,1,4,2,0,0,,,,,,
2012,1,4,2,30,0,,,,,,
2012,1,4,3,0,0,,,,,,
2012,1,4,3,30,0,,,,,,
2012,1,4,4,0,0,,,,,,
2012,1,4,4,30,0,,,,,,
2012,1,4,5,0,0,,,,,,
2012,1,4,5,30,0,,,,,,
2012,1,4,6,0,0,,,,,,
2012,1,4,6,30,0,,,,,,
2012,1,4,7,0,0,,,,,,
2012,1,4,7,30,443.4519819,,,,,,
2012,1,4,8,0,972.6735992,,,,,,
2012,1,4,8,30,1192.12486,,,,,,
2012,1,4,9,0,1272.721708,,,,,,
2012,1,4,9,30,1285.563871,,,,,,
2012,1,4,10,0,1264.842565,,,,,,
2012,1,4,10,30,1233.918016,,,,,,
2012,1,4,11,0,1202.653081,,,,,,
2012,1,4,11,30,1179.11272,,,,,,
2012,1,4,12,0,1163.169321,,,,,,
2012,1,4,12,30,1176.916848,,,,,,
2012,1,4,13,0,1202.436882,,,,,,
2012,1,4,13,30,1227.282382,,,,,,
2012,1,4,14,0,1246.250282,,,,,,
2012,1,4,14,30,1255.192514,,,,,,
2012,1,4,15,0,1198.917499,,,,,,
2012,1,4,15,30,1089.599108,,,,,,
2012,1,4,16,0,716.5237838,,,,,,
2012,1,4,16,30,172.9899974,,,,,,
2012,1,4,17,0,0,,,,,,
2012,1,4,17,30,0,,,,,,
2012,1,4,18,0,0,,,,,,
2012,1,4,18,30,0,,,,,,
2012,1,4,19,0,0,,,,,,
2012,1,4,19,30,0,,,,,,
2012,1,4,20,0,0,,,,,,
2012,1,4,20,30,0,,,,,,
2012,1,4,21,0,0,,,,,,
2012,1,4,21,30,0,,,,,,
2012,1,4,22,0,0,,,,,,
2012,1,4,22,30,0,,,,,,
2012,1,4,23,0,0,,,,,,
2012,1,4,23,30,0,,,,,,
2012,1,5,0,0,0,,,,,,
2012,1,5,0,30,0,,,,,,
2012,1,5,1,0,0,,,,,,
2012,1,5,1,30,0,,,,,,
2012,1,5,2,0,0,,,,,,
2012,1,5,2,30,0,,,,,,
2012,1,5,3,0,0,,,,,,
2012,1,5,3,30,0,,,,,,
2012,1,5,4,0,0,,,,,,
2012,1,5,4,30,0,,,,,,
2012,1,5,5,0,0,,,,,,
2012,1,5,5,30,0,,,,,,
2012,1,5,6,0,0,,,,,,
2012,1,5,6,30,0,,,,,,
2012,1,5,7,0,0,,,,,,
2012,1,5,7,30,126.7854458,,,,,,
2012,1,5,8,0,282.6467953,,,,,,
2012,1,5,8,30,1174.019711,,,,,,
2012,1,5,9,0,1262.619457,,,,,,
2012,1,5,9,30,1290.480805,,,,,,
2012,1,5,10,0,1275.316369,,,,,,
2012,1,5,10,30,1237.476862,,,,,,
2012,1,5,11,0,1200.815504,,,,,,
2012,1,5,11,30,1176.568183,,,,,,
2012,1,5,12,0,1156.852422,,,,,,
2012,1,5,12,30,1055.901629,,,,,,
2012,1,5,13,0,1190.616653,,,,,,
2012,1,5,13,30,1217.583375,,,,,,
2012,1,5,14,0,1237.331773,,,,,,
2012,1,5,14,30,1232.043154,,,,,,
2012,1,5,15,0,1172.839372,,,,,,
2012,1,5,15,30,1058.508709,,,,,,
2012,1,5,16,0,721.8007761,,,,,,
2012,1,5,16,30,188.8543548,,,,,,
2012,1,5,17,0,0,,,,,,
2012,1,5,17,30,0,,,,,,
2012,1,5,18,0,0,,,,,,
2012,1,5,18,30,0,,,,,,
2012,1,5,19,0,0,,,,,,
2012,1,5,19,30,0,,,,,,
2012,1,5,20,0,0,,,,,,
2012,1,5,20,30,0,,,,,,
2012,1,5,21,0,0,,,,,,
2012,1,5,21,30,0,,,,,,
2012,1,5,22,0,0,,,,,,
2012,1,5,22,30,0,,,,,,
2012,1,5,23,0,0,,,,,,
2012,1,5,23,30,0,,,,,,
2012,1,6,0,0,0,,,,,,
2012,1,6,0,30,0,,,,,,
2012,1,6,1,0,0,,,,,,
2012,1,6,1,30,0,,,,,,
2012,1,6,2,0,0,,,,,,
2012,1,6,2,30,0,,,,,,
2012,1,6,3,0,0,,,,,,
2012,1,6,3,30,0,,,,,,
2012,1,6,4,0,0,,,,,,
2012,1,6,4,30,0,,,,,,
2012,1,6,5,0,0,,,,,,
2012,1,6,5,30,0,,,,,,
2012,1,6,6,0,0,,,,,,
2012,1,6,6,30,0,,,,,,
2012,1,6,7,0,0,,,,,,
2012,1,6,7,30,420.2688505,,,,,,
2012,1,6,8,0,911.5657598,,,,,,
2012,1,6,8,30,1136.625312,,,,,,
2012,1,6,9,0,1224.843816,,,,,,
2012,1,6,9,30,1246.541378,,,,,,
2012,1,6,10,0,1227.190516,,,,,,
2012,1,6,10,30,1197.137344,,,,,,
2012,1,6,11,0,1164.331149,,,,,,
2012,1,6,11,30,1145.720713,,,,,,
2012,1,6,12,0,1139.273806,,,,,,
2012,1,6,12,30,1158.974869,,,,,,
2012,1,6,13,0,1184.969951,,,,,,
2012,1,6,13,30,1224.0336,,,,,,
2012,1,6,14,0,1251.655189,,,,,,
2012,1,6,14,30,1252.679716,,,,,,
2012,1,6,15,0,1199.384759,,,,,,
2012,1,6,15,30,1081.458497,,,,,,
2012,1,6,16,0,714.8220971,,,,,,
2012,1,6,16,30,198.6869904,,,,,,
2012,1,6,17,0,0,,,,,,
2012,1,6,17,30,0,,,,,,
2012,1,6,18,0,0,,,,,,
2012,1,6,18,30,0,,,,,,
2012,1,6,19,0,0,,,,,,
2012,1,6,19,30,0,,,,,,
2012,1,6,20,0,0,,,,,,
2012,1,6,20,30,0,,,,,,
2012,1,6,21,0,0,,,,,,
2012,1,6,21,30,0,,,,,,
2012,1,6,22,0,0,,,,,,
2012,1,6,22,30,0,,,,,,
2012,1,6,23,0,0,,,,,,
2012,1,6,23,30,0,,,,,,
2012,1,7,0,0,0,,,,,,
2012,1,7,0,30,0,,,,,,
2012,1,7,1,0,0,,,,,,
2012,1,7,1,30,0,,,,,,
2012,1,7,2,0,0,,,,,,
2012,1,7,2,30,0,,,,,,
2012,1,7,3,0,0,,,,,,
2012,1,7,3,30,0,,,,,,
2012,1,7,4,0,0,,,,,,
2012,1,7,4,30,0,,,,,,
2012,1,7,5,0,0,,,,,,
2012,1,7,5,30,0,,,,,,
2012,1,7,6,0,0,,,,,,
2012,1,7,6,30,0,,,,,,
2012,1,7,7,0,0,,,,,,
2012,1,7,7,30,377.8586901,,,,,,
2012,1,7,8,0,530.4187873,,,,,,
2012,1,7,8,30,348.0559084,,,,,,
2012,1,7,9,0,581.983206,,,,,,
2012,1,7,9,30,1256.023946,,,,,,
2012,1,7,10,0,1256.377777,,,,,,
2012,1,7,10,30,1230.574792,,,,,,
2012,1,7,11,0,1199.839285,,,,,,
2012,1,7,11,30,1179.70947,,,,,,
2012,1,7,12,0,1168.483185,,,,,,
2012,1,7,12,30,1186.62658,,,,,,
2012,1,7,13,0,1211.239804,,,,,,
2012,1,7,13,30,1237.98728,,,,,,
2012,1,7,14,0,1255.19851,,,,,,
2012,1,7,14,30,1252.029678,,,,,,
2012,1,7,15,0,1190.482805,,,,,,
2012,1,7,15,30,1067.116307,,,,,,
2012,1,7,16,0,664.3408111,,,,,,
2012,1,7,16,30,193.83583,,,,,,
2012,1,7,17,0,0,,,,,,
2012,1,7,17,30,0,,,,,,
2012,1,7,18,0,0,,,,,,
2012,1,7,18,30,0,,,,,,
2012,1,7,19,0,0,,,,,,
2012,1,7,19,30,0,,,,,,
2012,1,7,20,0,0,,,,,,
2012,1,7,20,30,0,,,,,,
2012,1,7,21,0,0,,,,,,
2012,1,7,21,30,0,,,,,,
2012,1,7,22,0,0,,,,,,
2012,1,7,22,30,0,,,,,,
2012,1,7,23,0,0,,,,,,
2012,1,7,23,30,0,,,,,,
2012,1,8,0,0,0,,,,,,
2012,1,8,0,30,0,,,,,,
2012,1,8,1,0,0,,,,,,
2012,1,8,1,30,0,,,,,,
2012,1,8,2,0,0,,,,,,
2012,1,8,2,30,0,,,,,,
2012,1,8,3,0,0,,,,,,
2012,1,8,3,30,0,,,,,,
2012,1,8,4,0,0,,,,,,
2012,1,8,4,30,0,,,,,,
2012,1,8,5,0,0,,,,,,
2012,1,8,5,30,0,,,,,,
2012,1,8,6,0,0,,,,,,
2012,1,8,6,30,0,,,,,,
2012,1,8,7,0,0,,,,,,
2012,1,8,7,30,469.7876144,,,,,,
2012,1,8,8,0,1039.879144,,,,,,
2012,1,8,8,30,1273.101337,,,,,,
2012,1,8,9,0,1348.743118,,,,,,
2012,1,8,9,30,1370.821628,,,,,,
2012,1,8,10,0,1340.030065,,,,,,
2012,1,8,10,30,1303.877635,,,,,,
2012,1,8,11,0,1263.061682,,,,,,
2012,1,8,11,30,1236.308131,,,,,,
2012,1,8,12,0,1218.324608,,,,,,
2012,1,8,12,30,1232.470381,,,,,,
2012,1,8,13,0,1250.593135,,,,,,
2012,1,8,13,30,1280.552009,,,,,,
2012,1,8,14,0,1308.514269,,,,,,
2012,1,8,14,30,1322.299213,,,,,,
2012,1,8,15,0,1272.264881,,,,,,
2012,1,8,15,30,1161.728485,,,,,,
2012,1,8,16,0,799.3985259,,,,,,
2012,1,8,16,30,263.0236263,,,,,,
2012,1,8,17,0,0,,,,,,
2012,1,8,17,30,0,,,,,,
2012,1,8,18,0,0,,,,,,
2012,1,8,18,30,0,,,,,,
2012,1,8,19,0,0,,,,,,
2012,1,8,19,30,0,,,,,,
2012,1,8,20,0,0,,,,,,
2012,1,8,20,30,0,,,,,,
2012,1,8,21,0,0,,,,,,
2012,1,8,21,30,0,,,,,,
2012,1,8,22,0,0,,,,,,
2012,1,8,22,30,0,,,,,,
2012,1,8,23,0,0,,,,,,
2012,1,8,23,30,0,,,,,,
2012,1,9,0,0,0,,,,,,
2012,1,9,0,30,0,,,,,,
2012,1,9,1,0,0,,,,,,
2012,1,9,1,30,0,,,,,,
2012,1,9,2,0,0,,,,,,
2012,1,9,2,30,0,,,,,,
2012,1,9,3,0,0,,,,,,
2012,1,9,3,30,0,,,,,,
2012,1,9,4,0,0,,,,,,
2012,1,9,4,30,0,,,,,,
2012,1,9,5,0,0,,,,,,
2012,1,9,5,30,0,,,,,,
2012,1,9,6,0,0,,,,,,
2012,1,9,6,30,0,,,,,,
2012,1,9,7,0,0,,,,,,
2012,1,9,7,30,435.5039076,,,,,,
2012,1,9,8,0,963.5315572,,,,,,
2012,1,9,8,30,1191.32606,,,,,,
2012,1,9,9,0,1274.397136,,,,,,
2012,1,9,9,30,1298.949433,,,,,,
2012,1,9,10,0,1272.168598,,,,,,
2012,1,9,10,30,1240.236036,,,,,,
2012,1,9,11,0,1203.737777,,,,,,
2012,1,9,11,30,1185.471524,,,,,,
2012,1,9,12,0,1172.595364,,,,,,
2012,1,9,12,30,1189.401719,,,,,,
2012,1,9,13,0,1213.172095,,,,,,
2012,1,9,13,30,1239.808198,,,,,,
2012,1,9,14,0,1263.826459,,,,,,
2012,1,9,14,30,1280.246487,,,,,,
2012,1,9,15,0,1230.828643,,,,,,
2012,1,9,15,30,1121.505059,,,,,,
2012,1,9,16,0,788.9698122,,,,,,
2012,1,9,16,30,276.9800918,,,,,,
2012,1,9,17,0,0,,,,,,
2012,1,9,17,30,0,,,,,,
2012,1,9,18,0,0,,,,,,
2012,1,9,18,30,0,,,,,,
2012,1,9,19,0,0,,,,,,
2012,1,9,19,30,0,,,,,,
2012,1,9,20,0,0,,,,,,
2012,1,9,20,30,0,,,,,,
2012,1,9,21,0,0,,,,,,
2012,1,9,21,30,0,,,,,,
2012,1,9,22,0,0,,,,,,
2012,1,9,22,30,0,,,,,,
2012,1,9,23,0,0,,,,,,
2012,1,9,23,30,0,,,,,,
2012,1,10,0,0,0,,,,,,
2012,1,10,0,30,0,,,,,,
2012,1,10,1,0,0,,,,,,
2012,1,10,1,30,0,,,,,,
2012,1,10,2,0,0,,,,,,
2012,1,10,2,30,0,,,,,,
2012,1,10,3,0,0,,,,,,
2012,1,10,3,30,0,,,,,,
2012,1,10,4,0,0,,,,,,
2012,1,10,4,30,0,,,,,,
2012,1,10,5,0,0,,,,,,
2012,1,10,5,30,0,,,,,,
2012,1,10,6,0,0,,,,,,
2012,1,10,6,30,0,,,,,,
2012,1,10,7,0,0,,,,,,
2012,1,10,7,30,429.2395925,,,,,,
2012,1,10,8,0,964.587884,,,,,,
2012,1,10,8,30,1187.131064,,,,,,
2012,1,10,9,0,1263.903305,,,,,,
2012,1,10,9,30,1283.003553,,,,,,
2012,1,10,10,0,1251.032779,,,,,,
2012,1,10,10,30,1225.917639,,,,,,
2012,1,10,11,0,1191.819788,,,,,,
2012,1,10,11,30,1172.785822,,,,,,
2012,1,10,12,0,1163.736523,,,,,,
2012,1,10,12,30,1181.04194,,,,,,
2012,1,10,13,0,1204.969331,,,,,,
2012,1,10,13,30,1233.497501,,,,,,
2012,1,10,14,0,1264.461877,,,,,,
2012,1,10,14,30,1272.216917,,,,,,
2012,1,10,15,0,795.0520377,,,,,,
2012,1,10,15,30,648.067412,,,,,,
2012,1,10,16,0,606.6171098,,,,,,
2012,1,10,16,30,226.0467701,,,,,,
2012,1,10,17,0,0,,,,,,
2012,1,10,17,30,0,,,,,,
2012,1,10,18,0,0,,,,,,
2012,1,10,18,30,0,,,,,,
2012,1,10,19,0,0,,,,,,
2012,1,10,19,30,0,,,,,,
2012,1,10,20,0,0,,,,,,
2012,1,10,20,30,0,,,,,,
2012,1,10,21,0,0,,,,,,
2012,1,10,21,30,0,,,,,,
2012,1,10,22,0,0,,,,,,
2012,1,10,22,30,0,,,,,,
2012,1,10,23,0,0,,,,,,
2012,1,10,23,30,0,,,,,,
2012,1,11,0,0,0,,,,,,
2012,1,11,0,30,0,,,,,,
2012,1,11,1,0,0,,,,,,
2012,1,11,1,30,0,,,,,,
2012,1,11,2,0,0,,,,,,
2012,1,11,2,30,0,,,,,,
2012,1,11,3,0,0,,,,,,
2012,1,11,3,30,0,,,,,,
2012,1,11,4,0,0,,,,,,
2012,1,11,4,30,0,,,,,,
2012,1,11,5,0,0,,,,,,
2012,1,11,5,30,0,,,,,,
2012,1,11,6,0,0,,,,,,
2012,1,11,6,30,0,,,,,,
2012,1,11,7,0,0,,,,,,
2012,1,11,7,30,275.4704202,,,,,,
2012,1,11,8,0,626.8093125,,,,,,
2012,1,11,8,30,395.8388864,,,,,,
2012,1,11,9,0,699.1794612,,,,,,
2012,1,11,9,30,576.2195009,,,,,,
2012,1,11,10,0,766.3280238,,,,,,
2012,1,11,10,30,958.4409987,,,,,,
2012,1,11,11,0,549.7522559,,,,,,
2012,1,11,11,30,799.4894047,,,,,,
2012,1,11,12,0,690.2973973,,,,,,
2012,1,11,12,30,815.7142384,,,,,,
2012,1,11,13,0,810.1569206,,,,,,
2012,1,11,13,30,783.0400764,,,,,,
2012,1,11,14,0,777.3656318,,,,,,
2012,1,11,14,30,949.5574537,,,,,,
2012,1,11,15,0,463.04044,,,,,,
2012,1,11,15,30,443.2497169,,,,,,
2012,1,11,16,0,276.6296952,,,,,,
2012,1,11,16,30,75.37770482,,,,,,
2012,1,11,17,0,0,,,,,,
2012,1,11,17,30,0,,,,,,
2012,1,11,18,0,0,,,,,,
2012,1,11,18,30,0,,,,,,
2012,1,11,19,0,0,,,,,,
2012,1,11,19,30,0,,,,,,
2012,1,11,20,0,0,,,,,,
2012,1,11,20,30,0,,,,,,
2012,1,11,21,0,0,,,,,,
2012,1,11,21,30,0,,,,,,
2012,1,11,22,0,0,,,,,,
2012,1,11,22,30,0,,,,,,
2012,1,11,23,0,0,,,,,,
2012,1,11,23,30,0,,,,,,
2012,1,12,0,0,0,,,,,,
2012,1,12,0,30,0,,,,,,
2012,1,12,1,0,0,,,,,,
2012,1,12,1,30,0,,,,,,
2012,1,12,2,0,0,,,,,,
2012,1,12,2,30,0,,,,,,
2012,1,12,3,0,0,,,,,,
2012,1,12,3,30,0,,,,,,
2012,1,12,4,0,0,,,,,,
2012,1,12,4,30,0,,,,,,
2012,1,12,5,0,0,,,,,,
2012,1,12,5,30,0,,,,,,
2012,1,12,6,0,0,,,,,,
2012,1,12,6,30,0,,,,,,
2012,1,12,7,0,0,,,,,,
2012,1,12,7,30,88.57041857,,,,,,
2012,1,12,8,0,271.6217119,,,,,,
2012,1,12,8,30,99.12936058,,,,,,
2012,1,12,9,0,134.9497598,,,,,,
2012,1,12,9,30,143.4894186,,,,,,
2012,1,12,10,0,160.1138976,,,,,,
2012,1,12,10,30,504.8049985,,,,,,
2012,1,12,11,0,537.4914231,,,,,,
2012,1,12,11,30,776.2604921,,,,,,
2012,1,12,12,0,778.5976007,,,,,,
2012,1,12,12,30,1106.100375,,,,,,
2012,1,12,13,0,1225.25669,,,,,,
2012,1,12,13,30,1247.747815,,,,,,
2012,1,12,14,0,1279.298997,,,,,,
2012,1,12,14,30,1290.557122,,,,,,
2012,1,12,15,0,1249.665832,,,,,,
2012,1,12,15,30,1150.320279,,,,,,
2012,1,12,16,0,846.9668399,,,,,,
2012,1,12,16,30,328.8892078,,,,,,
2012,1,12,17,0,0,,,,,,
2012,1,12,17,30,0,,,,,,
2012,1,12,18,0,0,,,,,,
2012,1,12,18,30,0,,,,,,
2012,1,12,19,0,0,,,,,,
2012,1,12,19,30,0,,,,,,
2012,1,12,20,0,0,,,,,,
2012,1,12,20,30,0,,,,,,
2012,1,12,21,0,0,,,,,,
2012,1,12,21,30,0,,,,,,
2012,1,12,22,0,0,,,,,,
2012,1,12,22,30,0,,,,,,
2012,1,12,23,0,0,,,,,,
2012,1,12,23,30,0,,,,,,
2012,1,13,0,0,0,,,,,,
2012,1,13,0,30,0,,,,,,
2012,1,13,1,0,0,,,,,,
2012,1,13,1,30,0,,,,,,
2012,1,13,2,0,0,,,,,,
2012,1,13,2,30,0,,,,,,
2012,1,13,3,0,0,,,,,,
2012,1,13,3,30,0,,,,,,
2012,1,13,4,0,0,,,,,,
2012,1,13,4,30,0,,,,,,
2012,1,13,5,0,0,,,,,,
2012,1,13,5,30,0,,,,,,
2012,1,13,6,0,0,,,,,,
2012,1,13,6,30,0,,,,,,
2012,1,13,7,0,0,,,,,,
2012,1,13,7,30,488.5027934,,,,,,
2012,1,13,8,0,1077.05832,,,,,,
2012,1,13,8,30,1313.644595,,,,,,
2012,1,13,9,0,1400.085467,,,,,,
2012,1,13,9,30,1416.840813,,,,,,
2012,1,13,10,0,1393.741547,,,,,,
2012,1,13,10,30,1360.342192,,,,,,
2012,1,13,11,0,1322.026785,,,,,,
2012,1,13,11,30,1296.441233,,,,,,
2012,1,13,12,0,1277.02664,,,,,,
2012,1,13,12,30,1291.630834,,,,,,
2012,1,13,13,0,1313.213453,,,,,,
2012,1,13,13,30,1340.39267,,,,,,
2012,1,13,14,0,1363.316337,,,,,,
2012,1,13,14,30,1168.016971,,,,,,
2012,1,13,15,0,1330.385796,,,,,,
2012,1,13,15,30,1051.106485,,,,,,
2012,1,13,16,0,750.4909564,,,,,,
2012,1,13,16,30,311.3785365,,,,,,
2012,1,13,17,0,0,,,,,,
2012,1,13,17,30,0,,,,,,
2012,1,13,18,0,0,,,,,,
2012,1,13,18,30,0,,,,,,
2012,1,13,19,0,0,,,,,,
2012,1,13,19,30,0,,,,,,
2012,1,13,20,0,0,,,,,,
2012,1,13,20,30,0,,,,,,
2012,1,13,21,0,0,,,,,,
2012,1,13,21,30,0,,,,,,
2012,1,13,22,0,0,,,,,,
2012,1,13,22,30,0,,,,,,
2012,1,13,23,0,0,,,,,,
2012,1,13,23,30,0,,,,,,
2012,1,14,0,0,0,,,,,,
2012,1,14,0,30,0,,,,,,
2012,1,14,1,0,0,,,,,,
2012,1,14,1,30,0,,,,,,
2012,1,14,2,0,0,,,,,,
2012,1,14,2,30,0,,,,,,
2012,1,14,3,0,0,,,,,,
2012,1,14,3,30,0,,,,,,
2012,1,14,4,0,0,,,,,,
2012,1,14,4,30,0,,,,,,
2012,1,14,5,0,0,,,,,,
2012,1,14,5,30,0,,,,,,
2012,1,14,6,0,0,,,,,,
2012,1,14,6,30,0,,,,,,
2012,1,14,7,0,0,,,,,,
2012,1,14,7,30,109.7596042,,,,,,
2012,1,14,8,0,239.0721225,,,,,,
2012,1,14,8,30,453.6434939,,,,,,
2012,1,14,9,0,529.6054141,,,,,,
2012,1,14,9,30,442.6920542,,,,,,
2012,1,14,10,0,668.1448039,,,,,,
2012,1,14,10,30,376.7272802,,,,,,
2012,1,14,11,0,219.6272401,,,,,,
2012,1,14,11,30,199.8169004,,,,,,
2012,1,14,12,0,535.8885896,,,,,,
2012,1,14,12,30,708.8245997,,,,,,
2012,1,14,13,0,761.5053735,,,,,,
2012,1,14,13,30,732.4762711,,,,,,
2012,1,14,14,0,509.8982832,,,,,,
2012,1,14,14,30,690.8151671,,,,,,
2012,1,14,15,0,346.797598,,,,,,
2012,1,14,15,30,735.1770826,,,,,,
2012,1,14,16,0,601.2954822,,,,,,
2012,1,14,16,30,244.1581727,,,,,,
2012,1,14,17,0,0,,,,,,
2012,1,14,17,30,0,,,,,,
2012,1,14,18,0,0,,,,,,
2012,1,14,18,30,0,,,,,,
2012,1,14,19,0,0,,,,,,
2012,1,14,19,30,0,,,,,,
2012,1,14,20,0,0,,,,,,
2012,1,14,20,30,0,,,,,,
2012,1,14,21,0,0,,,,,,
2012,1,14,21,30,0,,,,,,
2012,1,14,22,0,0,,,,,,
2012,1,14,22,30,0,,,,,,
2012,1,14,23,0,0,,,,,,
2012,1,14,23,30,0,,,,,,
