Year,Month,Day,Hour,Minute,Total Wind Output (kW)
2012,4,3,19,0,10407.85
2012,4,3,20,0,33874.5
2012,4,3,21,0,48038.3
2012,4,3,22,0,42093.9
2012,4,3,23,0,62653.5
2012,4,4,0,0,60078.7
2012,4,4,1,0,99728.4
2012,4,4,2,0,44129.6
2012,4,4,3,0,84341.3
2012,4,4,4,0,84809
2012,4,4,5,0,62356.2
2012,4,4,6,0,65280.2
2012,4,4,7,0,35145.3
2012,4,4,8,0,19057.03
2012,4,4,9,0,14922.7
2012,4,4,10,0,19856.75
2012,4,4,11,0,46443.6
2012,4,4,12,0,70379.1
2012,4,4,13,0,107461.1
2012,4,4,14,0,130690.3
2012,4,4,15,0,115992.6
2012,4,4,16,0,114157.7
2012,4,4,17,0,94193.5
2012,4,4,18,0,53861.2
2012,4,4,19,0,44536.4
2012,4,4,20,0,130472.5
2012,4,4,21,0,145997.1
2012,4,4,22,0,149504.3
2012,4,4,23,0,153180.8
2012,4,5,0,0,160042.7
2012,4,5,1,0,161278.5
2012,4,5,2,0,161278.5
2012,4,5,3,0,161278.5
2012,4,5,4,0,161278.5
2012,4,5,5,0,161278.5
2012,4,5,6,0,161278.5
2012,4,5,7,0,161278.5
2012,4,5,8,0,156353.5
2012,4,5,9,0,161278.5
2012,4,5,10,0,161278.5
2012,4,5,11,0,161278.5
2012,4,5,12,0,161278.5
2012,4,5,13,0,161278.5
2012,4,5,14,0,161278.5
2012,4,5,15,0,161278.5
2012,4,5,16,0,161278.5
2012,4,5,17,0,161278.5
2012,4,5,18,0,156149.2
2012,4,5,19,0,155548.8
2012,4,5,20,0,161278.5
2012,4,5,21,0,161278.5
2012,4,5,22,0,156847.3
2012,4,5,23,0,156981.8
2012,4,6,0,0,159392.5
2012,4,6,1,0,70208.3
2012,4,6,2,0,61627.8
2012,4,6,3,0,24857.02
2012,4,6,4,0,8628.19
2012,4,6,5,0,988.604
2012,4,6,6,0,1439.247
2012,4,6,7,0,3972.483
2012,4,6,8,0,41778.56
2012,4,6,9,0,59433.5
2012,4,6,10,0,37219.58
2012,4,6,11,0,49982.7
2012,4,6,12,0,63240.5
2012,4,6,13,0,75289.8
2012,4,6,14,0,79340.2
2012,4,6,15,0,87470.3
2012,4,6,16,0,80001.2
2012,4,6,17,0,77494.8
2012,4,6,18,0,67532.3
2012,4,6,19,0,53728.8
2012,4,6,20,0,65948.8
2012,4,6,21,0,60831.6
2012,4,6,22,0,40516.5
2012,4,6,23,0,31018.76
2012,4,7,0,0,38013.9
2012,4,7,1,0,37931.9
2012,4,7,2,0,49534
2012,4,7,3,0,56131.9
2012,4,7,4,0,67713
2012,4,7,5,0,67940.2
2012,4,7,6,0,67705.5
2012,4,7,7,0,57972.5
2012,4,7,8,0,53294.2
2012,4,7,9,0,65087.4
2012,4,7,10,0,52392.1
2012,4,7,11,0,47476.1
2012,4,7,12,0,43004.4
2012,4,7,13,0,46235
2012,4,7,14,0,31865.76
2012,4,7,15,0,19029.82
2012,4,7,16,0,17060.16
2012,4,7,17,0,10073.73
2012,4,7,18,0,3220.914
2012,4,7,19,0,0
2012,4,7,20,0,0
2012,4,7,21,0,0
2012,4,7,22,0,0
2012,4,7,23,0,0
2012,4,8,0,0,0
2012,4,8,1,0,2881.81
2012,4,8,2,0,0
2012,4,8,3,0,0
2012,4,8,4,0,0
2012,4,8,5,0,0
2012,4,8,6,0,0
2012,4,8,7,0,0
2012,4,8,8,0,0
2012,4,8,9,0,10344.97
2012,4,8,10,0,6101.452
2012,4,8,11,0,7827.54
2012,4,8,12,0,5288.81
2012,4,8,13,0,1153.55
2012,4,8,14,0,884.875
2012,4,8,15,0,4456.53
2012,4,8,16,0,23535.65
2012,4,8,17,0,55983.8
2012,4,8,18,0,40537.58
2012,4,8,19,0,58030.38
2012,4,8,20,0,77424.77
2012,4,8,21,0,75565.87
2012,4,8,22,0,62631.84
2012,4,8,23,0,56417.85
2012,4,9,0,0,63187.29
2012,4,9,1,0,60214.9
2012,4,9,2,0,57904.9
2012,4,9,3,0,44583.45
2012,4,9,4,0,39538.97
2012,4,9,5,0,33712.37
2012,4,9,6,0,27388.28
2012,4,9,7,0,30881.79
2012,4,9,8,0,14012.49
2012,4,9,9,0,11393.95
2012,4,9,10,0,5288.21
2012,4,9,11,0,1197.64
2012,4,9,12,0,3557.8
2012,4,9,13,0,5817.64
2012,4,9,14,0,24103.57
2012,4,9,15,0,36848.4
2012,4,9,16,0,75922.8
2012,4,9,17,0,93123
2012,4,9,18,0,91286.3
2012,4,9,19,0,91352.8
2012,4,9,20,0,101939.1
2012,4,9,21,0,140464.4
2012,4,9,22,0,126595.8
2012,4,9,23,0,86066
2012,4,10,0,0,79504.4
2012,4,10,1,0,72567.9
2012,4,10,2,0,61388.02
2012,4,10,3,0,60193.24
2012,4,10,4,0,69611.55
2012,4,10,5,0,76922.2
2012,4,10,6,0,86421
2012,4,10,7,0,76981.1
2012,4,10,8,0,64459.9
2012,4,10,9,0,73333.9
2012,4,10,10,0,80879
2012,4,10,11,0,115545.4
2012,4,10,12,0,128517.2
2012,4,10,13,0,125923.2
2012,4,10,14,0,161278.5
2012,4,10,15,0,161278.5
2012,4,10,16,0,161278.5
2012,4,10,17,0,161278.5
2012,4,10,18,0,161278.5
2012,4,10,19,0,150582
2012,4,10,20,0,150764.7
2012,4,10,21,0,160472.7
2012,4,10,22,0,161278.5
2012,4,10,23,0,161278.5
2012,4,11,0,0,161278.5
2012,4,11,1,0,161278.5
2012,4,11,2,0,161278.5
2012,4,11,3,0,161278.5
2012,4,11,4,0,161278.5
2012,4,11,5,0,161278.5
2012,4,11,6,0,161278.5
2012,4,11,7,0,161278.5
2012,4,11,8,0,161278.5
2012,4,11,9,0,161278.5
2012,4,11,10,0,161278.5
2012,4,11,11,0,161278.5
2012,4,11,12,0,161278.5
2012,4,11,13,0,161278.5
2012,4,11,14,0,161278.5
2012,4,11,15,0,161278.5
2012,4,11,16,0,161278.5
2012,4,11,17,0,161278.5
2012,4,11,18,0,161278.5
2012,4,11,19,0,161278.5
2012,4,11,20,0,161278.5
2012,4,11,21,0,161278.5
2012,4,11,22,0,161278.5
2012,4,11,23,0,161278.5
2012,4,12,0,0,161278.5
2012,4,12,1,0,161278.5
2012,4,12,2,0,161278.5
2012,4,12,3,0,161278.5
2012,4,12,4,0,126187.1
2012,4,12,5,0,118021
2012,4,12,6,0,96856.1
2012,4,12,7,0,89336.9
2012,4,12,8,0,83825.1
2012,4,12,9,0,79772.8
2012,4,12,10,0,75078.1
2012,4,12,11,0,79820.8
2012,4,12,12,0,59359.9
2012,4,12,13,0,43926.4
2012,4,12,14,0,40751.7
2012,4,12,15,0,70171.8
2012,4,12,16,0,117198
2012,4,12,17,0,86914.1
2012,4,12,18,0,78869.2
2012,4,12,19,0,77504.4
2012,4,12,20,0,114245.9
2012,4,12,21,0,148285.5
2012,4,12,22,0,143464.8
2012,4,12,23,0,141307.3
2012,4,13,0,0,144143.1
2012,4,13,1,0,148576.3
2012,4,13,2,0,154816.8
2012,4,13,3,0,161278.5
2012,4,13,4,0,161278.5
2012,4,13,5,0,159644.6
2012,4,13,6,0,159247.4
2012,4,13,7,0,154572.2
2012,4,13,8,0,161278.5
2012,4,13,9,0,161278.5
2012,4,13,10,0,161278.5
2012,4,13,11,0,161278.5
2012,4,13,12,0,161278.5
2012,4,13,13,0,161278.5
2012,4,13,14,0,161278.5
2012,4,13,15,0,161278.5
2012,4,13,16,0,161278.5
2012,4,13,17,0,161278.5
2012,4,13,18,0,161278.5
2012,4,13,19,0,161278.5
2012,4,13,20,0,161278.5
2012,4,13,21,0,161278.5
2012,4,13,22,0,161278.5
2012,4,13,23,0,161278.5
2012,4,14,0,0,161278.5
2012,4,14,1,0,161278.5
2012,4,14,2,0,161278.5
2012,4,14,3,0,161278.5
2012,4,14,4,0,161278.5
2012,4,14,5,0,161278.5
2012,4,14,6,0,161278.5
2012,4,14,7,0,161278.5
2012,4,14,8,0,161278.5
2012,4,14,9,0,161278.5
2012,4,14,10,0,161278.5
2012,4,14,11,0,161278.5
2012,4,14,12,0,161278.5
2012,4,14,13,0,161278.5
2012,4,14,14,0,152818.5
2012,4,14,15,0,150921.5
2012,4,14,16,0,128501.5
2012,4,14,17,0,126064.7
2012,4,14,18,0,160750.8
2012,4,14,19,0,103197.6
2012,4,14,20,0,97075
2012,4,14,21,0,59998.5
2012,4,14,22,0,54702.7
2012,4,14,23,0,90485
2012,4,15,0,0,55723.4
2012,4,15,1,0,34035.33
2012,4,15,2,0,11988.2
2012,4,15,3,0,916.272
2012,4,15,4,0,0
2012,4,15,5,0,0
2012,4,15,6,0,0
2012,4,15,7,0,630.954
2012,4,15,8,0,0
2012,4,15,9,0,7872.15
2012,4,15,10,0,4666.623
2012,4,15,11,0,8339.362
2012,4,15,12,0,7164.948
2012,4,15,13,0,2732
2012,4,15,14,0,0
2012,4,15,15,0,0
2012,4,15,16,0,0
2012,4,15,17,0,0
2012,4,15,18,0,0
2012,4,15,19,0,0
2012,4,15,20,0,0
2012,4,15,21,0,915.618
2012,4,15,22,0,3145.275
2012,4,15,23,0,0
2012,4,16,0,0,0
2012,4,16,1,0,0
2012,4,16,2,0,0
2012,4,16,3,0,0
2012,4,16,4,0,9399.89
2012,4,16,5,0,19049.5
2012,4,16,6,0,25074.9
2012,4,16,7,0,25173.14
2012,4,16,8,0,25462.95
2012,4,16,9,0,39333.1
2012,4,16,10,0,38021.3
2012,4,16,11,0,47451.7
2012,4,16,12,0,43360.9
2012,4,16,13,0,23723.12
2012,4,16,14,0,9714.27
2012,4,16,15,0,5207.45
2012,4,16,16,0,888.468
2012,4,16,17,0,0
2012,4,16,18,0,902.045
2012,4,16,19,0,0
2012,4,16,20,0,0
2012,4,16,21,0,0
2012,4,16,22,0,0
2012,4,16,23,0,0
2012,4,17,0,0,0
2012,4,17,1,0,0
2012,4,17,2,0,0
2012,4,17,3,0,0
2012,4,17,4,0,0
2012,4,17,5,0,0
2012,4,17,6,0,0
2012,4,17,7,0,0
2012,4,17,8,0,0
2012,4,17,9,0,3146.32
2012,4,17,10,0,2599.47
2012,4,17,11,0,3203.04
2012,4,17,12,0,0
2012,4,17,13,0,0
2012,4,17,14,0,0
2012,4,17,15,0,0
2012,4,17,16,0,0
2012,4,17,17,0,0
2012,4,17,18,0,0
2012,4,17,19,0,0
2012,4,17,20,0,5270.99
2012,4,17,21,0,11129.49
2012,4,17,22,0,19095.65
2012,4,17,23,0,25560.6
2012,4,18,0,0,25992.5
2012,4,18,1,0,23016.9
2012,4,18,2,0,22657.9
2012,4,18,3,0,24167.5
2012,4,18,4,0,50867.3
2012,4,18,5,0,57665.5
2012,4,18,6,0,52708.3
2012,4,18,7,0,41130.35
2012,4,18,8,0,34646.25
2012,4,18,9,0,49503.31
2012,4,18,10,0,47588.99
2012,4,18,11,0,54199.3
2012,4,18,12,0,67131.2
2012,4,18,13,0,83980.6
2012,4,18,14,0,96845.8
2012,4,18,15,0,126109.7
2012,4,18,16,0,147414.3
2012,4,18,17,0,149509.2
2012,4,18,18,0,113659.7
2012,4,18,19,0,90219.1
2012,4,18,20,0,144702
2012,4,18,21,0,140419
2012,4,18,22,0,63666
2012,4,18,23,0,59923.9
2012,4,19,0,0,50868.3
2012,4,19,1,0,54152.4
2012,4,19,2,0,62313.7
2012,4,19,3,0,58695.2
2012,4,19,4,0,53028.3
2012,4,19,5,0,92695.8
2012,4,19,6,0,29678.8
2012,4,19,7,0,7771.9
2012,4,19,8,0,2197.27
2012,4,19,9,0,20610.65
2012,4,19,10,0,19262.63
2012,4,19,11,0,29057.22
2012,4,19,12,0,46748.8
2012,4,19,13,0,47803.1
2012,4,19,14,0,53001.7
2012,4,19,15,0,47454.8
2012,4,19,16,0,35359.5
2012,4,19,17,0,27127.68
2012,4,19,18,0,17352.03
2012,4,19,19,0,8412.69
2012,4,19,20,0,16365.94
2012,4,19,21,0,17847.17
2012,4,19,22,0,16566.63
2012,4,19,23,0,20295.8
2012,4,20,0,0,27664.9
2012,4,20,1,0,57820
2012,4,20,2,0,67316.7
2012,4,20,3,0,88604.5
2012,4,20,4,0,125026.9
2012,4,20,5,0,112889
2012,4,20,6,0,122706.9
2012,4,20,7,0,123675.5
2012,4,20,8,0,110606.8
2012,4,20,9,0,150461.5
2012,4,20,10,0,154556.5
2012,4,20,11,0,160389.2
2012,4,20,12,0,110683.3
2012,4,20,13,0,80038
2012,4,20,14,0,54332.7
2012,4,20,15,0,28120.26
2012,4,20,16,0,16913.49
2012,4,20,17,0,5382.44
2012,4,20,18,0,0
2012,4,20,19,0,0
2012,4,20,20,0,0
2012,4,20,21,0,0
2012,4,20,22,0,0
2012,4,20,23,0,0
2012,4,21,0,0,0
2012,4,21,1,0,0
2012,4,21,2,0,0
2012,4,21,3,0,0
2012,4,21,4,0,0
2012,4,21,5,0,0
2012,4,21,6,0,0
2012,4,21,7,0,0
2012,4,21,8,0,0
2012,4,21,9,0,883.837
2012,4,21,10,0,6485.25
2012,4,21,11,0,8138.05
2012,4,21,12,0,11026.23
2012,4,21,13,0,5640.169
2012,4,21,14,0,3903.08
2012,4,21,15,0,1259.11
2012,4,21,16,0,22787.72
2012,4,21,17,0,59904.2
2012,4,21,18,0,20245.17
2012,4,21,19,0,26225.4
2012,4,21,20,0,29674.4
2012,4,21,21,0,31898
2012,4,21,22,0,37661.7
2012,4,21,23,0,46273.5
2012,4,22,0,0,17041.35
2012,4,22,1,0,17971.73
2012,4,22,2,0,17946.35
2012,4,22,3,0,13641.21
2012,4,22,4,0,9939.24
2012,4,22,5,0,6265.93
2012,4,22,6,0,3741.105
2012,4,22,7,0,5005.31
2012,4,22,8,0,2470.74
2012,4,22,9,0,1085.5
2012,4,22,10,0,1767.68
2012,4,22,11,0,7344.364
2012,4,22,12,0,12390.59
2012,4,22,13,0,9136.2283
2012,4,22,14,0,13885.92
2012,4,22,15,0,67673.3
2012,4,22,16,0,80635.3
2012,4,22,17,0,88501.9
2012,4,22,18,0,59364.55
2012,4,22,19,0,58556.1
2012,4,22,20,0,65005.7
2012,4,22,21,0,129077.4
2012,4,22,22,0,140303.3
2012,4,22,23,0,146631.9
2012,4,23,0,0,151762
2012,4,23,1,0,153627.3
2012,4,23,2,0,134032.8
2012,4,23,3,0,125635.3
2012,4,23,4,0,115533.5
2012,4,23,5,0,105917.5
2012,4,23,6,0,109793.4
2012,4,23,7,0,85575.6
2012,4,23,8,0,79678.6
2012,4,23,9,0,88486.9
2012,4,23,10,0,104120.3
2012,4,23,11,0,121127.5
2012,4,23,12,0,137999.1
2012,4,23,13,0,159592.5
2012,4,23,14,0,156259.9
2012,4,23,15,0,157969.8
2012,4,23,16,0,147983.2
2012,4,23,17,0,135810.3
2012,4,23,18,0,144742.7
2012,4,23,19,0,153133
2012,4,23,20,0,161278.5
2012,4,23,21,0,154105.7
2012,4,23,22,0,155797.4
2012,4,23,23,0,158971.3
2012,4,24,0,0,161278.5
2012,4,24,1,0,150986.2
2012,4,24,2,0,145251.3
2012,4,24,3,0,134834.7
2012,4,24,4,0,108588.2
2012,4,24,5,0,54987.2
2012,4,24,6,0,57760.7
2012,4,24,7,0,43681.3
2012,4,24,8,0,16292.75
2012,4,24,9,0,2377.51
2012,4,24,10,0,806.816
2012,4,24,11,0,0
2012,4,24,12,0,3155.84
2012,4,24,13,0,36586.4
2012,4,24,14,0,40271.6
2012,4,24,15,0,47639.2
2012,4,24,16,0,160877.8
2012,4,24,17,0,40355.7
2012,4,24,18,0,30890.3
2012,4,24,19,0,49691.4
2012,4,24,20,0,35719.4
2012,4,24,21,0,90091
2012,4,24,22,0,131050.3
2012,4,24,23,0,141291.7
2012,4,25,0,0,115793.9
2012,4,25,1,0,34486.71
2012,4,25,2,0,97039.7
2012,4,25,3,0,23032.73
2012,4,25,4,0,14266.04
2012,4,25,5,0,93395.42
2012,4,25,6,0,15582.15
2012,4,25,7,0,0
2012,4,25,8,0,0
2012,4,25,9,0,2912.262
2012,4,25,10,0,19751.38
2012,4,25,11,0,14721.05
2012,4,25,12,0,11327.36
2012,4,25,13,0,90756.7
2012,4,25,14,0,161278.5
2012,4,25,15,0,155676
2012,4,25,16,0,161278.5
2012,4,25,17,0,161278.5
2012,4,25,18,0,161278.5
2012,4,25,19,0,161278.5
2012,4,25,20,0,161278.5
2012,4,25,21,0,160054.5
2012,4,25,22,0,161278.5
2012,4,25,23,0,161278.5
2012,4,26,0,0,161278.5
2012,4,26,1,0,149313.1
2012,4,26,2,0,161278.5
2012,4,26,3,0,161278.5
2012,4,26,4,0,161278.5
2012,4,26,5,0,161278.5
2012,4,26,6,0,161278.5
2012,4,26,7,0,161278.5
2012,4,26,8,0,161278.5
2012,4,26,9,0,161278.5
2012,4,26,10,0,161278.5
2012,4,26,11,0,161278.5
2012,4,26,12,0,161278.5
2012,4,26,13,0,161278.5
2012,4,26,14,0,161278.5
2012,4,26,15,0,161278.5
2012,4,26,16,0,161278.5
2012,4,26,17,0,161278.5
2012,4,26,18,0,161278.5
2012,4,26,19,0,125520.6
2012,4,26,20,0,129365.8
2012,4,26,21,0,161278.5
2012,4,26,22,0,161278.5
2012,4,26,23,0,126824
2012,4,27,0,0,133857.5
2012,4,27,1,0,161278.5
2012,4,27,2,0,94038.3
2012,4,27,3,0,76669
2012,4,27,4,0,80480.6
2012,4,27,5,0,28082.5
2012,4,27,6,0,38865.14
2012,4,27,7,0,0
2012,4,27,8,0,0
2012,4,27,9,0,3096.06
2012,4,27,10,0,10664.84
2012,4,27,11,0,12550.18
2012,4,27,12,0,19619.58
2012,4,27,13,0,15651.62
2012,4,27,14,0,12805.79
2012,4,27,15,0,14266.41
2012,4,27,16,0,10495.32
2012,4,27,17,0,4694.454
2012,4,27,18,0,0
2012,4,27,19,0,0
2012,4,27,20,0,0
2012,4,27,21,0,0
2012,4,27,22,0,0
2012,4,27,23,0,0
2012,4,28,0,0,0
2012,4,28,1,0,0
2012,4,28,2,0,193.559
2012,4,28,3,0,1788.52
2012,4,28,4,0,5637.95
2012,4,28,5,0,10215.66
2012,4,28,6,0,16159.93
2012,4,28,7,0,20714.62
2012,4,28,8,0,30241.94
2012,4,28,9,0,39807.6
2012,4,28,10,0,41909.1
2012,4,28,11,0,32269.2
2012,4,28,12,0,26690.26
2012,4,28,13,0,17783.16
2012,4,28,14,0,8505.05
2012,4,28,15,0,3986.4
2012,4,28,16,0,0
2012,4,28,17,0,11428.94
2012,4,28,18,0,9152.58
2012,4,28,19,0,3849.43
2012,4,28,20,0,12477.8
2012,4,28,21,0,22337.06
2012,4,28,22,0,18183.353
2012,4,28,23,0,15134.02
2012,4,29,0,0,9965.24
2012,4,29,1,0,4024.02
2012,4,29,2,0,0
2012,4,29,3,0,0
2012,4,29,4,0,207.493
2012,4,29,5,0,0
2012,4,29,6,0,0
2012,4,29,7,0,18065.27
2012,4,29,8,0,30782.9
2012,4,29,9,0,34164.7
2012,4,29,10,0,49799.9
2012,4,29,11,0,53662.1
2012,4,29,12,0,61177.6
2012,4,29,13,0,32205
2012,4,29,14,0,15512.01
2012,4,29,15,0,11455.42
2012,4,29,16,0,9786.19
2012,4,29,17,0,14927.27
2012,4,29,18,0,17210.05
2012,4,29,19,0,13614.21
2012,4,29,20,0,2917.9
2012,4,29,21,0,0
2012,4,29,22,0,0
2012,4,29,23,0,0
2012,4,30,0,0,0
2012,4,30,1,0,3234.6658
2012,4,30,2,0,2347.97
2012,4,30,3,0,6400.32
2012,4,30,4,0,11617.76
2012,4,30,5,0,17402.28
2012,4,30,6,0,19718.98
2012,4,30,7,0,17653.38
2012,4,30,8,0,11782.89
2012,4,30,9,0,17245.43
2012,4,30,10,0,20798.06
2012,4,30,11,0,24387.18
2012,4,30,12,0,18392.07
2012,4,30,13,0,5945.46
2012,4,30,14,0,4842.74
2012,4,30,15,0,54441.1
2012,4,30,16,0,103639
2012,4,30,17,0,101243.8
2012,4,30,18,0,31445.2
2012,4,30,19,0,56759.5
2012,4,30,20,0,95313.5
2012,4,30,21,0,54704
2012,4,30,22,0,54238.1
2012,4,30,23,0,49197.8
2012,5,1,0,0,44217.6
2012,5,1,1,0,47068
2012,5,1,2,0,56782.5
2012,5,1,3,0,51001.1
2012,5,1,4,0,62009.6
2012,5,1,5,0,64201.1
2012,5,1,6,0,121048.8
2012,5,1,7,0,102524.4
2012,5,1,8,0,124725.8
2012,5,1,9,0,159862.5
2012,5,1,10,0,161278.5
2012,5,1,11,0,161278.5
2012,5,1,12,0,161278.5
2012,5,1,13,0,161278.5
2012,5,1,14,0,161278.5
2012,5,1,15,0,161278.5
2012,5,1,16,0,161278.5
2012,5,1,17,0,161278.5
2012,5,1,18,0,161032.7
2012,5,1,19,0,161278.5
2012,5,1,20,0,161278.5
2012,5,1,21,0,161278.5
2012,5,1,22,0,161278.5
2012,5,1,23,0,161278.5
2012,5,2,0,0,161278.5
2012,5,2,1,0,161278.5
2012,5,2,2,0,161278.5
2012,5,2,3,0,161278.5
2012,5,2,4,0,161278.5
2012,5,2,5,0,161278.5
2012,5,2,6,0,161021.4
2012,5,2,7,0,154479.4
2012,5,2,8,0,131369.8
2012,5,2,9,0,129167.9
2012,5,2,10,0,138703.4
2012,5,2,11,0,149150
2012,5,2,12,0,157833.4
2012,5,2,13,0,161278.5
2012,5,2,14,0,161278.5
2012,5,2,15,0,161278.5
2012,5,2,16,0,158531.5
2012,5,2,17,0,148731.1
2012,5,2,18,0,123458.7
2012,5,2,19,0,154230.9
2012,5,2,20,0,160235.7
2012,5,2,21,0,154688.2
2012,5,2,22,0,161128.7
2012,5,2,23,0,161278.5
2012,5,3,0,0,161278.5
2012,5,3,1,0,161278.5
2012,5,3,2,0,161278.5
2012,5,3,3,0,161074.5
2012,5,3,4,0,155295.6
2012,5,3,5,0,134250.9
2012,5,3,6,0,112246.2
2012,5,3,7,0,85084.4
2012,5,3,8,0,70971.2
2012,5,3,9,0,83312.8
2012,5,3,10,0,75993
2012,5,3,11,0,94198.3
2012,5,3,12,0,136805.8
2012,5,3,13,0,160984.5
2012,5,3,14,0,161278.5
2012,5,3,15,0,161278.5
2012,5,3,16,0,158868.2
2012,5,3,17,0,156154.3
2012,5,3,18,0,144998
2012,5,3,19,0,141877.5
2012,5,3,20,0,148232.2
2012,5,3,21,0,144359.1
2012,5,3,22,0,144451.4
2012,5,3,23,0,141847.9
2012,5,4,0,0,145188.8
2012,5,4,1,0,144638.2
2012,5,4,2,0,143712.9
2012,5,4,3,0,144569.9
2012,5,4,4,0,140581.3
2012,5,4,5,0,104607.4
2012,5,4,6,0,70853.9
2012,5,4,7,0,48017.5
2012,5,4,8,0,49839.4
2012,5,4,9,0,82052.2
2012,5,4,10,0,97670.2
2012,5,4,11,0,141431.8
2012,5,4,12,0,157008
2012,5,4,13,0,158110.5
2012,5,4,14,0,156066.7
2012,5,4,15,0,155407.3
2012,5,4,16,0,153554.2
2012,5,4,17,0,156039.7
2012,5,4,18,0,152437.4
2012,5,4,19,0,127371.6
2012,5,4,20,0,145885.4
2012,5,4,21,0,158852.5
2012,5,4,22,0,161278.5
2012,5,4,23,0,146272.3
2012,5,5,0,0,143785.6
2012,5,5,1,0,136895.7
2012,5,5,2,0,129465.2
2012,5,5,3,0,139058.7
2012,5,5,4,0,62229.4
2012,5,5,5,0,103588
2012,5,5,6,0,120168.7
2012,5,5,7,0,71687
2012,5,5,8,0,10666.44
2012,5,5,9,0,10657.24
2012,5,5,10,0,2357.49
2012,5,5,11,0,1122.17
2012,5,5,12,0,2643.477
2012,5,5,13,0,2296.648
2012,5,5,14,0,4054.4
2012,5,5,15,0,8782.55
2012,5,5,16,0,51750.18
2012,5,5,17,0,61144.7
2012,5,5,18,0,47284.2
2012,5,5,19,0,20719.32
2012,5,5,20,0,28520.56
2012,5,5,21,0,34876
2012,5,5,22,0,30538.31
2012,5,5,23,0,23247.245
2012,5,6,0,0,14068.1
2012,5,6,1,0,6997.9
2012,5,6,2,0,0
2012,5,6,3,0,59.0924
2012,5,6,4,0,2563.52
2012,5,6,5,0,2486.87
2012,5,6,6,0,514.551
2012,5,6,7,0,0
2012,5,6,8,0,0
2012,5,6,9,0,24044.93
2012,5,6,10,0,25881.55
2012,5,6,11,0,27735.8
2012,5,6,12,0,27726.46
2012,5,6,13,0,32732.8
2012,5,6,14,0,22305.03
2012,5,6,15,0,17536.45
2012,5,6,16,0,11028.15
2012,5,6,17,0,3167.36
2012,5,6,18,0,0
2012,5,6,19,0,1061.51
2012,5,6,20,0,322.398
2012,5,6,21,0,3139.26
2012,5,6,22,0,4649.11
2012,5,6,23,0,16527.08
2012,5,7,0,0,29742.4
2012,5,7,1,0,18099.45
2012,5,7,2,0,14835.49
2012,5,7,3,0,15652.11
2012,5,7,4,0,9917.24
2012,5,7,5,0,21456.01
2012,5,7,6,0,20327.75
2012,5,7,7,0,24414.1
2012,5,7,8,0,49047.3
2012,5,7,9,0,45990.99
2012,5,7,10,0,52035.8
2012,5,7,11,0,43700.3
2012,5,7,12,0,21025.63
2012,5,7,13,0,9807.37
2012,5,7,14,0,4604.29
2012,5,7,15,0,0
2012,5,7,16,0,12606.3
2012,5,7,17,0,84603.7
2012,5,7,18,0,39978.9
2012,5,7,19,0,68480.8
2012,5,7,20,0,145221.5
2012,5,7,21,0,135948.9
2012,5,7,22,0,44206.1
2012,5,7,23,0,86992.2
2012,5,8,0,0,74333.5
2012,5,8,1,0,83191.4
2012,5,8,2,0,123266.6
2012,5,8,3,0,113300.8
2012,5,8,4,0,143504.2
2012,5,8,5,0,81044.1
2012,5,8,6,0,109308.2
2012,5,8,7,0,75329.3
2012,5,8,8,0,161278.5
2012,5,8,9,0,150065.1
2012,5,8,10,0,161278.5
2012,5,8,11,0,161278.5
2012,5,8,12,0,161278.5
2012,5,8,13,0,161278.5
2012,5,8,14,0,161278.5
2012,5,8,15,0,161278.5
2012,5,8,16,0,115097.7
2012,5,8,17,0,90055.6
2012,5,8,18,0,30231.85
2012,5,8,19,0,7011.76
2012,5,8,20,0,1157.038
2012,5,8,21,0,14193.6
2012,5,8,22,0,14065.92
2012,5,8,23,0,0
2012,5,9,0,0,0
2012,5,9,1,0,0
2012,5,9,2,0,2617.74
2012,5,9,3,0,8741.39
2012,5,9,4,0,9409.66
2012,5,9,5,0,12791.61
2012,5,9,6,0,16904.51
2012,5,9,7,0,2706.99
2012,5,9,8,0,21438.54
2012,5,9,9,0,29073.76
2012,5,9,10,0,25085.47
2012,5,9,11,0,20295.89
2012,5,9,12,0,29616.68
2012,5,9,13,0,36137.5
2012,5,9,14,0,30654.61
2012,5,9,15,0,21865.31
2012,5,9,16,0,11051.7
2012,5,9,17,0,4737.9527
2012,5,9,18,0,4784.53
2012,5,9,19,0,28897.6
2012,5,9,20,0,122414.4
2012,5,9,21,0,109468.5
2012,5,9,22,0,101260.6
2012,5,9,23,0,129213.5
2012,5,10,0,0,115357.3
2012,5,10,1,0,116910.1
2012,5,10,2,0,113375.9
2012,5,10,3,0,77147.8
2012,5,10,4,0,99301.4
2012,5,10,5,0,106021.6
2012,5,10,6,0,126115.5
2012,5,10,7,0,41065
2012,5,10,8,0,29174.5
2012,5,10,9,0,84384
2012,5,10,10,0,128540.4
2012,5,10,11,0,160241
2012,5,10,12,0,161278.5
2012,5,10,13,0,161278.5
2012,5,10,14,0,161278.5
2012,5,10,15,0,161278.5
2012,5,10,16,0,161278.5
2012,5,10,17,0,161278.5
2012,5,10,18,0,161278.5
2012,5,10,19,0,161278.3
2012,5,10,20,0,161278.5
2012,5,10,21,0,161278.5
2012,5,10,22,0,161278.5
2012,5,10,23,0,161278.5
2012,5,11,0,0,158155
2012,5,11,1,0,149370.1
2012,5,11,2,0,153174
2012,5,11,3,0,161278.5
