325158,city??,CA,country??,2012,32.7200508118,-116.26385498,Not Available,1,8760
WIND Toolkit data from NREL downloaded on 2022-10-10,,,,,,,,,
Temperature,Pressure,Speed,Direction,,,,,,
C,atm,m/s,Degrees,,,,,,
10.2,0.86,6.940,276.7,,,,,,
10.8,0.86,6.560,272.9,,,,,,
11.5,0.86,6.810,266.6,,,,,,
12.8,0.86,7.230,262.3,,,,,,
13.7,0.86,7.250,262.7,,,,,,
14.3,0.86,8.150,261.9,,,,,,
14.8,0.86,6.580,274.2,,,,,,
14.9,0.86,5.460,280.7,,,,,,
13.9,0.86,8.980,268.7,,,,,,
12.6,0.86,9.530,266.8,,,,,,
11.8,0.86,10.260,273.3,,,,,,
11.9,0.86,9.140,275.7,,,,,,
11.6,0.86,9.480,276.3,,,,,,
11.1,0.86,9.620,275.9,,,,,,
11.8,0.86,11.550,280.0,,,,,,
12.2,0.86,12.010,288.4,,,,,,
13.3,0.86,10.690,295.8,,,,,,
13.3,0.86,9.060,297.4,,,,,,
12.8,0.86,8.700,287.1,,,,,,
13.8,0.86,6.640,304.1,,,,,,
14.1,0.86,5.630,299.8,,,,,,
13.5,0.86,6.500,301.3,,,,,,
13.0,0.86,6.680,302.8,,,,,,
13.1,0.86,6.390,314.9,,,,,,
12.8,0.86,0.350,271.9,,,,,,
13.9,0.86,3.110,284.0,,,,,,
14.5,0.86,3.030,9.2,,,,,,
15.4,0.86,1.040,6.1,,,,,,
16.1,0.86,2.060,235.3,,,,,,
15.6,0.86,6.130,246.1,,,,,,
15.3,0.86,7.950,246.2,,,,,,
15.1,0.86,8.240,251.2,,,,,,
14.4,0.86,8.830,253.2,,,,,,
13.2,0.86,9.240,258.8,,,,,,
12.3,0.86,9.410,264.3,,,,,,
11.9,0.86,9.180,266.3,,,,,,
11.7,0.86,9.420,264.6,,,,,,
11.9,0.86,8.810,263.4,,,,,,
12.1,0.86,8.230,261.8,,,,,,
12.1,0.86,7.910,262.5,,,,,,
13.0,0.86,7.350,271.2,,,,,,
13.4,0.86,6.600,274.3,,,,,,
14.1,0.86,5.280,281.4,,,,,,
15.3,0.86,2.770,287.7,,,,,,
16.0,0.86,1.150,303.4,,,,,,
15.6,0.86,0.620,346.6,,,,,,
15.5,0.86,1.000,351.0,,,,,,
15.2,0.86,0.900,58.0,,,,,,
15.0,0.86,0.650,55.1,,,,,,
15.8,0.86,1.010,77.4,,,,,,
16.6,0.86,1.590,90.3,,,,,,
17.6,0.86,2.300,119.8,,,,,,
18.3,0.86,1.480,134.7,,,,,,
18.6,0.86,3.040,240.1,,,,,,
18.3,0.86,5.310,247.1,,,,,,
17.6,0.86,7.260,250.2,,,,,,
16.9,0.86,8.370,254.1,,,,,,
15.9,0.86,8.240,260.7,,,,,,
14.8,0.86,8.480,264.1,,,,,,
15.2,0.86,8.380,264.1,,,,,,
15.2,0.86,9.110,262.6,,,,,,
14.9,0.86,10.030,261.2,,,,,,
14.5,0.86,10.520,257.3,,,,,,
13.8,0.86,11.160,253.2,,,,,,
13.1,0.86,11.780,250.8,,,,,,
12.5,0.86,11.320,251.2,,,,,,
11.8,0.86,10.980,249.6,,,,,,
11.2,0.86,11.030,250.6,,,,,,
11.1,0.86,10.930,250.7,,,,,,
10.8,0.86,10.690,248.9,,,,,,
10.6,0.86,10.320,248.4,,,,,,
10.2,0.86,10.330,248.4,,,,,,
10.7,0.86,10.120,245.5,,,,,,
11.6,0.86,10.670,245.2,,,,,,
12.4,0.86,11.780,245.8,,,,,,
12.8,0.86,13.040,245.4,,,,,,
12.5,0.86,13.910,246.0,,,,,,
12.0,0.86,14.780,247.4,,,,,,
11.3,0.86,15.750,245.9,,,,,,
10.4,0.86,15.710,244.5,,,,,,
9.3,0.86,16.340,243.9,,,,,,
7.8,0.86,16.890,244.6,,,,,,
5.9,0.86,17.260,246.0,,,,,,
4.5,0.86,15.330,245.6,,,,,,
3.7,0.86,14.810,244.9,,,,,,
3.6,0.86,14.130,236.6,,,,,,
3.9,0.86,16.440,242.2,,,,,,
4.3,0.86,15.590,246.1,,,,,,
4.4,0.86,17.920,249.7,,,,,,
4.7,0.86,19.870,253.8,,,,,,
3.1,0.86,17.150,271.2,,,,,,
2.7,0.86,16.560,273.3,,,,,,
1.8,0.86,13.100,275.6,,,,,,
1.7,0.86,12.230,262.8,,,,,,
1.2,0.86,7.860,239.5,,,,,,
1.4,0.86,11.360,254.3,,,,,,
1.5,0.86,9.780,244.6,,,,,,
2.0,0.86,13.370,253.3,,,,,,
2.8,0.86,13.580,250.2,,,,,,
4.3,0.86,14.810,259.7,,,,,,
5.4,0.86,12.870,271.2,,,,,,
6.7,0.86,10.840,277.4,,,,,,
7.9,0.86,10.160,285.0,,,,,,
8.7,0.86,8.000,295.3,,,,,,
9.0,0.86,6.320,312.7,,,,,,
8.6,0.86,5.600,313.5,,,,,,
7.2,0.86,7.120,296.1,,,,,,
9.0,0.86,6.360,343.5,,,,,,
10.0,0.86,9.230,7.5,,,,,,
10.0,0.86,11.660,11.0,,,,,,
9.5,0.86,12.560,12.9,,,,,,
8.9,0.86,13.950,21.3,,,,,,
8.2,0.86,18.450,20.2,,,,,,
8.2,0.86,16.260,21.3,,,,,,
8.1,0.86,14.670,33.6,,,,,,
7.8,0.86,11.790,53.6,,,,,,
7.2,0.86,13.710,61.1,,,,,,
7.6,0.86,11.500,53.4,,,,,,
6.8,0.86,10.400,60.7,,,,,,
6.9,0.86,8.670,56.9,,,,,,
6.9,0.86,10.040,60.1,,,,,,
7.0,0.86,9.040,58.9,,,,,,
7.8,0.86,7.940,63.2,,,,,,
8.2,0.86,6.250,63.1,,,,,,
9.0,0.86,5.430,55.2,,,,,,
9.9,0.86,7.680,43.4,,,,,,
10.6,0.86,8.130,35.6,,,,,,
11.3,0.86,8.890,35.7,,,,,,
11.7,0.86,7.500,38.6,,,,,,
11.9,0.86,6.250,36.6,,,,,,
12.1,0.86,5.520,42.5,,,,,,
11.9,0.86,6.690,39.1,,,,,,
11.7,0.86,10.320,28.7,,,,,,
11.8,0.86,10.880,27.7,,,,,,
11.5,0.86,10.170,36.6,,,,,,
11.3,0.86,10.360,32.5,,,,,,
11.2,0.86,9.840,40.1,,,,,,
10.4,0.86,8.410,41.5,,,,,,
9.9,0.86,7.870,36.4,,,,,,
10.0,0.86,7.570,49.3,,,,,,
10.3,0.86,6.990,55.7,,,,,,
10.6,0.86,6.900,39.8,,,,,,
10.6,0.86,6.490,39.7,,,,,,
10.9,0.86,7.210,29.0,,,,,,
11.1,0.86,7.330,30.6,,,,,,
11.3,0.86,7.430,35.8,,,,,,
11.8,0.86,6.650,42.4,,,,,,
12.6,0.86,6.520,46.3,,,,,,
13.6,0.86,4.620,46.8,,,,,,
14.6,0.86,2.740,59.8,,,,,,
15.3,0.86,2.810,68.9,,,,,,
16.3,0.86,0.850,121.8,,,,,,
16.0,0.86,7.910,255.5,,,,,,
15.4,0.86,5.530,283.3,,,,,,
14.0,0.86,8.950,276.7,,,,,,
15.1,0.86,6.340,274.0,,,,,,
14.1,0.86,10.270,269.6,,,,,,
13.3,0.86,11.230,269.7,,,,,,
13.1,0.86,10.600,271.6,,,,,,
13.4,0.86,10.520,273.8,,,,,,
13.8,0.86,10.000,276.3,,,,,,
14.6,0.86,8.920,285.4,,,,,,
14.3,0.86,8.380,279.8,,,,,,
15.3,0.86,8.560,286.7,,,,,,
15.3,0.86,8.730,286.5,,,,,,
15.4,0.86,7.510,286.7,,,,,,
15.3,0.86,7.700,287.7,,,,,,
14.6,0.86,7.870,279.4,,,,,,
14.6,0.86,6.390,272.7,,,,,,
15.7,0.86,6.180,278.1,,,,,,
16.0,0.86,6.090,265.4,,,,,,
16.6,0.86,6.620,253.8,,,,,,
17.3,0.86,7.820,253.8,,,,,,
17.4,0.86,9.250,254.7,,,,,,
17.3,0.86,10.040,252.5,,,,,,
17.3,0.86,9.740,254.1,,,,,,
16.7,0.86,9.640,256.6,,,,,,
15.5,0.86,8.960,256.7,,,,,,
13.9,0.86,9.440,262.8,,,,,,
13.6,0.86,9.570,262.2,,,,,,
13.2,0.86,10.290,257.8,,,,,,
12.6,0.86,10.780,254.1,,,,,,
12.0,0.86,10.840,255.2,,,,,,
11.7,0.86,10.950,253.1,,,,,,
11.1,0.86,11.690,248.4,,,,,,
10.4,0.86,12.020,244.7,,,,,,
9.8,0.86,12.500,244.2,,,,,,
9.3,0.86,13.370,242.9,,,,,,
8.9,0.86,13.770,244.6,,,,,,
8.7,0.86,13.360,247.5,,,,,,
8.4,0.86,12.830,249.0,,,,,,
8.3,0.86,11.580,251.2,,,,,,
9.2,0.86,10.370,250.9,,,,,,
10.2,0.86,10.860,250.5,,,,,,
11.1,0.86,12.090,249.2,,,,,,
11.7,0.86,13.960,249.4,,,,,,
12.1,0.86,15.140,249.4,,,,,,
12.4,0.86,15.880,252.2,,,,,,
12.1,0.86,15.270,251.5,,,,,,
11.7,0.86,14.090,250.3,,,,,,
10.9,0.86,12.430,246.6,,,,,,
9.6,0.86,11.830,244.4,,,,,,
8.0,0.86,11.130,247.8,,,,,,
7.3,0.86,11.360,251.2,,,,,,
7.5,0.86,12.390,250.0,,,,,,
7.0,0.86,12.770,253.7,,,,,,
6.5,0.86,12.460,257.4,,,,,,
6.0,0.86,11.200,256.6,,,,,,
6.5,0.86,10.730,257.6,,,,,,
7.6,0.86,10.710,268.6,,,,,,
8.5,0.86,9.180,280.9,,,,,,
6.5,0.86,4.350,261.7,,,,,,
7.4,0.86,3.520,246.4,,,,,,
9.0,0.86,1.130,332.2,,,,,,
9.9,0.86,2.970,38.7,,,,,,
8.0,0.86,3.360,25.1,,,,,,
7.1,0.86,6.790,36.3,,,,,,
6.7,0.86,7.580,50.5,,,,,,
7.4,0.86,6.420,50.0,,,,,,
8.6,0.86,6.990,56.8,,,,,,
9.4,0.86,7.680,61.1,,,,,,
9.9,0.86,8.070,56.8,,,,,,
10.7,0.86,8.260,48.4,,,,,,
11.3,0.86,8.600,42.6,,,,,,
11.7,0.86,8.300,42.0,,,,,,
11.6,0.86,8.010,47.8,,,,,,
11.3,0.86,7.780,52.3,,,,,,
11.3,0.86,6.990,43.7,,,,,,
11.8,0.86,7.710,49.1,,,,,,
11.8,0.86,7.620,55.4,,,,,,
11.5,0.86,6.520,52.6,,,,,,
11.3,0.86,6.260,55.6,,,,,,
11.3,0.86,6.530,55.5,,,,,,
11.2,0.86,6.640,47.7,,,,,,
10.6,0.86,7.100,43.2,,,,,,
10.7,0.86,7.410,39.1,,,,,,
11.0,0.86,8.060,40.8,,,,,,
10.8,0.86,7.960,42.7,,,,,,
10.9,0.86,7.870,41.5,,,,,,
11.2,0.86,7.670,39.9,,,,,,
11.7,0.87,7.240,42.0,,,,,,
12.1,0.87,7.830,45.1,,,,,,
12.8,0.87,7.210,41.1,,,,,,
13.5,0.87,6.940,41.6,,,,,,
14.2,0.87,6.740,44.6,,,,,,
14.9,0.87,6.990,42.8,,,,,,
15.5,0.86,6.280,42.9,,,,,,
16.1,0.86,5.330,42.7,,,,,,
16.3,0.86,5.140,47.4,,,,,,
16.2,0.86,4.430,41.5,,,,,,
16.2,0.86,3.560,34.6,,,,,,
16.6,0.86,2.470,36.1,,,,,,
16.7,0.86,2.270,44.3,,,,,,
16.6,0.86,0.950,54.1,,,,,,
16.8,0.86,0.170,257.3,,,,,,
16.8,0.86,1.230,206.9,,,,,,
16.3,0.86,3.260,234.2,,,,,,
16.0,0.86,3.720,224.8,,,,,,
15.9,0.86,2.770,217.2,,,,,,
16.0,0.86,2.370,210.6,,,,,,
16.1,0.86,2.020,188.0,,,,,,
15.9,0.86,1.950,184.9,,,,,,
16.3,0.86,2.910,131.9,,,,,,
16.4,0.86,2.670,101.2,,,,,,
16.7,0.87,3.070,98.3,,,,,,
16.2,0.87,4.620,73.2,,,,,,
16.7,0.87,4.070,64.6,,,,,,
17.3,0.87,4.390,61.0,,,,,,
17.9,0.87,3.970,67.8,,,,,,
18.5,0.87,3.380,81.3,,,,,,
19.2,0.86,3.670,95.8,,,,,,
19.7,0.86,2.390,100.9,,,,,,
19.3,0.86,5.310,235.1,,,,,,
18.2,0.86,7.600,249.3,,,,,,
17.1,0.86,8.410,261.4,,,,,,
16.8,0.86,8.500,257.0,,,,,,
16.5,0.86,8.950,241.9,,,,,,
16.0,0.86,8.820,240.9,,,,,,
15.8,0.86,8.300,237.1,,,,,,
15.6,0.86,8.020,231.0,,,,,,
15.6,0.86,8.230,232.9,,,,,,
15.6,0.86,8.080,230.3,,,,,,
15.5,0.86,7.940,228.3,,,,,,
15.5,0.86,7.410,223.5,,,,,,
15.5,0.86,7.180,225.0,,,,,,
15.6,0.86,6.870,223.0,,,,,,
15.7,0.86,6.460,221.6,,,,,,
15.9,0.86,6.620,221.3,,,,,,
16.4,0.86,5.120,227.3,,,,,,
17.7,0.86,4.580,213.6,,,,,,
18.6,0.86,3.720,208.4,,,,,,
19.4,0.86,1.740,148.3,,,,,,
19.7,0.86,2.020,96.0,,,,,,
20.3,0.86,1.670,198.3,,,,,,
20.0,0.86,5.890,235.5,,,,,,
19.6,0.86,6.240,242.6,,,,,,
18.4,0.86,8.120,246.7,,,,,,
17.0,0.86,8.880,250.0,,,,,,
15.4,0.86,9.050,256.4,,,,,,
15.1,0.86,9.210,251.5,,,,,,
14.6,0.86,9.630,248.8,,,,,,
14.4,0.86,10.880,243.5,,,,,,
14.2,0.86,10.250,236.7,,,,,,
14.0,0.86,9.150,230.3,,,,,,
14.2,0.86,8.970,226.8,,,,,,
14.3,0.86,8.700,222.8,,,,,,
14.2,0.86,8.290,218.9,,,,,,
14.2,0.86,8.270,222.6,,,,,,
14.1,0.86,8.640,226.0,,,,,,
13.8,0.86,8.940,228.1,,,,,,
13.8,0.86,9.160,229.1,,,,,,
13.6,0.86,8.860,232.5,,,,,,
13.8,0.86,8.210,236.7,,,,,,
14.6,0.86,8.540,233.0,,,,,,
15.0,0.86,8.720,238.1,,,,,,
15.2,0.86,9.640,242.9,,,,,,
15.0,0.86,9.530,236.6,,,,,,
14.4,0.86,9.410,240.5,,,,,,
13.7,0.86,11.500,240.8,,,,,,
12.6,0.86,13.050,239.0,,,,,,
11.7,0.86,12.660,243.6,,,,,,
10.5,0.86,15.020,245.5,,,,,,
8.8,0.86,17.300,240.6,,,,,,
6.3,0.86,14.590,246.6,,,,,,
4.0,0.86,14.220,240.5,,,,,,
3.6,0.86,14.120,233.4,,,,,,
3.3,0.86,14.810,227.6,,,,,,
3.4,0.86,16.080,228.3,,,,,,
3.0,0.86,17.520,222.7,,,,,,
3.4,0.86,18.340,227.2,,,,,,
3.6,0.86,19.420,234.7,,,,,,
3.7,0.86,17.040,232.0,,,,,,
4.1,0.86,18.270,232.3,,,,,,
4.3,0.86,17.130,230.2,,,,,,
4.2,0.86,19.870,225.8,,,,,,
4.5,0.86,20.370,231.3,,,,,,
4.6,0.86,19.600,251.6,,,,,,
5.4,0.86,18.680,248.7,,,,,,
5.7,0.86,16.910,249.0,,,,,,
5.7,0.86,15.000,243.8,,,,,,
6.2,0.86,12.200,241.2,,,,,,
6.7,0.86,12.250,243.0,,,,,,
7.1,0.86,12.060,242.7,,,,,,
6.8,0.86,12.090,244.0,,,,,,
6.1,0.86,12.300,251.8,,,,,,
5.4,0.86,13.090,251.6,,,,,,
4.5,0.86,14.130,254.1,,,,,,
3.7,0.86,14.160,252.3,,,,,,
3.5,0.86,15.660,245.7,,,,,,
3.5,0.86,15.080,242.8,,,,,,
3.4,0.86,15.040,246.0,,,,,,
2.8,0.86,14.950,247.0,,,,,,
2.5,0.86,14.610,245.0,,,,,,
2.4,0.86,14.960,247.7,,,,,,
3.0,0.86,15.670,257.6,,,,,,
3.0,0.86,15.860,258.9,,,,,,
2.2,0.86,16.080,267.0,,,,,,
2.0,0.86,15.520,269.5,,,,,,
2.0,0.86,13.920,268.7,,,,,,
2.4,0.86,13.100,269.4,,,,,,
3.3,0.86,12.500,269.8,,,,,,
4.9,0.86,12.100,271.3,,,,,,
6.4,0.86,11.520,275.1,,,,,,
7.8,0.86,10.870,276.9,,,,,,
8.7,0.86,10.760,275.4,,,,,,
9.1,0.86,11.030,270.5,,,,,,
9.2,0.86,10.910,267.5,,,,,,
9.2,0.86,11.380,262.7,,,,,,
8.7,0.86,12.700,261.8,,,,,,
7.8,0.86,13.070,264.0,,,,,,
6.4,0.86,13.320,266.1,,,,,,
5.7,0.86,13.690,267.9,,,,,,
6.0,0.86,13.780,260.8,,,,,,
5.3,0.86,12.930,259.9,,,,,,
4.8,0.86,12.410,258.2,,,,,,
4.3,0.86,11.730,257.1,,,,,,
3.8,0.86,11.010,253.1,,,,,,
3.0,0.86,10.480,246.0,,,,,,
2.6,0.86,10.540,243.8,,,,,,
2.0,0.86,10.870,241.7,,,,,,
1.8,0.86,11.440,239.4,,,,,,
1.9,0.86,11.520,239.6,,,,,,
2.2,0.86,11.430,239.6,,,,,,
2.8,0.86,11.070,239.6,,,,,,
4.0,0.86,12.710,239.2,,,,,,
5.1,0.86,14.350,239.3,,,,,,
5.7,0.86,16.010,238.5,,,,,,
6.5,0.86,17.780,233.6,,,,,,
5.7,0.86,17.010,235.2,,,,,,
5.8,0.86,17.970,228.8,,,,,,
5.6,0.85,22.230,233.8,,,,,,
5.5,0.85,21.230,219.6,,,,,,
5.3,0.85,20.510,232.4,,,,,,
3.8,0.85,18.170,239.1,,,,,,
2.5,0.85,18.310,257.7,,,,,,
2.0,0.85,19.610,258.9,,,,,,
1.8,0.85,20.200,246.8,,,,,,
1.4,0.85,22.970,257.8,,,,,,
0.7,0.85,24.340,255.8,,,,,,
0.8,0.85,23.830,254.5,,,,,,
0.2,0.85,19.750,259.3,,,,,,
0.3,0.85,21.500,256.5,,,,,,
-0.2,0.85,20.770,258.3,,,,,,
-0.0,0.85,21.030,258.3,,,,,,
-0.1,0.85,21.590,259.4,,,,,,
-0.1,0.85,21.530,260.9,,,,,,
-0.0,0.85,20.700,264.6,,,,,,
0.0,0.85,21.640,263.7,,,,,,
0.2,0.86,23.020,257.1,,,,,,
1.0,0.86,23.810,261.4,,,,,,
1.4,0.86,21.890,263.2,,,,,,
2.3,0.86,20.650,265.5,,,,,,
2.8,0.86,19.100,261.6,,,,,,
3.0,0.86,19.460,262.7,,,,,,
3.3,0.86,17.520,265.8,,,,,,
3.4,0.86,16.890,265.1,,,,,,
3.2,0.86,15.880,265.8,,,,,,
2.6,0.86,15.690,265.5,,,,,,
1.9,0.86,14.240,261.8,,,,,,
1.3,0.86,13.320,264.5,,,,,,
1.1,0.86,12.320,263.4,,,,,,
1.0,0.86,11.730,265.4,,,,,,
0.9,0.86,11.150,267.6,,,,,,
1.3,0.86,10.680,263.9,,,,,,
4.6,0.86,8.810,282.7,,,,,,
7.6,0.86,5.910,302.6,,,,,,
8.0,0.86,4.470,311.8,,,,,,
8.6,0.86,2.740,349.1,,,,,,
8.3,0.86,2.180,4.1,,,,,,
8.3,0.86,1.140,350.7,,,,,,
8.1,0.86,1.000,22.4,,,,,,
8.0,0.86,1.920,45.0,,,,,,
8.4,0.86,2.120,52.6,,,,,,
9.0,0.86,4.180,57.9,,,,,,
9.6,0.87,3.690,53.4,,,,,,
10.2,0.87,4.340,53.7,,,,,,
10.9,0.87,4.300,55.7,,,,,,
11.6,0.87,3.420,52.4,,,,,,
12.3,0.87,3.020,48.4,,,,,,
12.8,0.86,2.240,58.7,,,,,,
13.1,0.86,1.870,58.1,,,,,,
13.1,0.86,2.080,53.2,,,,,,
12.9,0.86,1.470,43.6,,,,,,
12.7,0.86,0.440,349.0,,,,,,
12.6,0.87,2.060,275.1,,,,,,
12.3,0.87,3.600,262.6,,,,,,
12.3,0.87,4.040,270.9,,,,,,
12.6,0.87,2.850,283.1,,,,,,
12.7,0.87,1.340,273.1,,,,,,
12.3,0.87,1.140,242.7,,,,,,
12.3,0.87,0.250,173.6,,,,,,
12.8,0.87,2.560,57.0,,,,,,
12.7,0.87,4.250,63.0,,,,,,
12.6,0.87,5.220,53.5,,,,,,
12.3,0.87,5.600,54.6,,,,,,
12.3,0.87,5.650,52.0,,,,,,
12.6,0.87,5.540,51.3,,,,,,
12.8,0.87,6.240,52.6,,,,,,
13.1,0.87,6.070,54.1,,,,,,
13.9,0.87,6.790,60.7,,,,,,
14.7,0.87,6.700,67.4,,,,,,
15.4,0.87,5.590,68.0,,,,,,
15.9,0.87,4.290,64.9,,,,,,
16.4,0.87,3.720,67.8,,,,,,
16.6,0.87,3.050,63.8,,,,,,
16.6,0.87,2.660,54.2,,,,,,
16.5,0.87,2.070,60.0,,,,,,
16.4,0.87,1.460,68.3,,,,,,
16.4,0.87,0.710,67.9,,,,,,
16.3,0.87,0.370,289.1,,,,,,
16.1,0.87,1.360,287.9,,,,,,
16.2,0.87,1.240,282.7,,,,,,
16.2,0.87,1.470,288.8,,,,,,
16.2,0.87,0.970,287.6,,,,,,
16.2,0.87,0.850,293.7,,,,,,
16.2,0.86,0.510,278.6,,,,,,
16.1,0.86,0.390,250.2,,,,,,
16.2,0.86,0.220,21.0,,,,,,
16.3,0.86,0.810,66.2,,,,,,
16.5,0.87,1.860,85.8,,,,,,
16.7,0.87,2.680,75.2,,,,,,
17.1,0.87,3.270,74.8,,,,,,
17.7,0.87,3.390,72.0,,,,,,
18.3,0.87,3.560,64.9,,,,,,
19.1,0.87,2.850,56.6,,,,,,
19.7,0.86,2.910,54.4,,,,,,
20.2,0.86,2.780,56.1,,,,,,
20.6,0.86,2.020,49.6,,,,,,
20.8,0.86,2.110,67.3,,,,,,
20.7,0.86,2.510,65.5,,,,,,
20.4,0.86,2.670,57.0,,,,,,
19.8,0.86,1.500,246.6,,,,,,
19.3,0.86,5.680,267.6,,,,,,
18.6,0.86,6.770,269.6,,,,,,
18.4,0.86,7.940,269.7,,,,,,
18.5,0.86,8.530,272.7,,,,,,
18.5,0.86,8.600,269.9,,,,,,
17.8,0.86,8.670,265.8,,,,,,
17.5,0.86,8.580,266.6,,,,,,
17.1,0.86,8.340,265.7,,,,,,
16.6,0.86,8.220,262.6,,,,,,
16.1,0.86,7.900,260.7,,,,,,
16.2,0.86,7.770,261.1,,,,,,
16.1,0.86,7.310,259.3,,,,,,
16.8,0.86,6.780,254.9,,,,,,
17.7,0.86,7.450,254.6,,,,,,
18.3,0.86,7.250,246.5,,,,,,
19.0,0.86,7.310,244.3,,,,,,
19.6,0.86,7.920,242.6,,,,,,
19.9,0.86,8.570,244.9,,,,,,
19.9,0.86,9.120,248.2,,,,,,
19.5,0.86,10.060,249.4,,,,,,
18.9,0.86,10.640,250.5,,,,,,
18.0,0.86,10.490,252.0,,,,,,
16.6,0.86,10.100,255.8,,,,,,
16.3,0.86,10.130,259.9,,,,,,
16.3,0.86,10.800,258.4,,,,,,
16.0,0.86,11.230,259.6,,,,,,
16.1,0.86,11.710,265.0,,,,,,
16.6,0.86,12.330,268.8,,,,,,
16.4,0.86,11.400,270.0,,,,,,
16.2,0.86,10.890,272.3,,,,,,
16.5,0.86,10.920,278.2,,,,,,
16.6,0.86,9.150,278.5,,,,,,
16.3,0.86,8.490,278.7,,,,,,
17.4,0.86,8.280,291.1,,,,,,
17.6,0.86,5.960,319.4,,,,,,
17.3,0.86,3.700,328.5,,,,,,
17.7,0.86,2.410,19.3,,,,,,
18.3,0.86,5.560,51.1,,,,,,
18.9,0.86,5.290,52.7,,,,,,
19.6,0.86,6.000,48.2,,,,,,
20.2,0.86,6.990,49.2,,,,,,
20.9,0.86,6.940,47.7,,,,,,
21.4,0.86,7.240,42.4,,,,,,
21.9,0.86,6.970,46.2,,,,,,
22.2,0.86,6.340,48.3,,,,,,
22.1,0.86,5.800,48.1,,,,,,
21.9,0.86,5.060,51.5,,,,,,
21.9,0.86,4.070,46.6,,,,,,
22.1,0.86,5.040,39.2,,,,,,
21.9,0.86,5.020,47.0,,,,,,
21.8,0.86,5.220,51.9,,,,,,
21.6,0.86,5.450,47.5,,,,,,
21.7,0.86,5.470,33.7,,,,,,
21.7,0.86,7.060,31.8,,,,,,
21.2,0.86,7.300,32.9,,,,,,
21.0,0.86,8.310,29.4,,,,,,
21.1,0.86,9.580,26.8,,,,,,
20.8,0.86,8.990,29.1,,,,,,
20.2,0.86,9.400,33.1,,,,,,
20.5,0.86,9.540,39.8,,,,,,
20.6,0.86,8.940,38.4,,,,,,
20.9,0.87,10.240,40.5,,,,,,
21.3,0.87,10.340,37.9,,,,,,
21.9,0.87,10.780,46.4,,,,,,
22.4,0.87,9.280,50.3,,,,,,
23.1,0.86,8.420,51.8,,,,,,
23.6,0.86,7.370,53.9,,,,,,
23.9,0.86,5.940,53.4,,,,,,
24.1,0.86,5.160,47.4,,,,,,
24.2,0.86,3.780,48.0,,,,,,
24.2,0.86,3.110,42.7,,,,,,
24.2,0.86,1.910,62.4,,,,,,
24.3,0.86,1.000,93.0,,,,,,
23.9,0.86,1.730,245.8,,,,,,
23.8,0.86,2.320,267.8,,,,,,
23.6,0.86,2.460,267.4,,,,,,
23.5,0.86,2.160,258.9,,,,,,
23.4,0.86,1.850,239.4,,,,,,
23.3,0.86,1.810,242.6,,,,,,
23.1,0.86,2.280,245.5,,,,,,
23.0,0.86,2.090,245.2,,,,,,
23.0,0.86,1.650,248.7,,,,,,
23.1,0.86,0.910,253.7,,,,,,
23.3,0.86,0.530,7.2,,,,,,
23.5,0.86,2.600,54.0,,,,,,
23.8,0.86,3.100,56.0,,,,,,
24.2,0.86,3.870,65.5,,,,,,
24.6,0.86,4.270,53.8,,,,,,
25.2,0.86,4.630,68.0,,,,,,
25.7,0.86,4.010,73.2,,,,,,
26.1,0.86,3.770,69.6,,,,,,
26.4,0.86,3.240,70.7,,,,,,
25.5,0.86,5.420,255.9,,,,,,
24.1,0.86,8.430,260.9,,,,,,
22.4,0.86,8.620,271.7,,,,,,
22.3,0.86,8.660,272.5,,,,,,
22.8,0.86,8.820,275.7,,,,,,
23.4,0.86,7.840,277.2,,,,,,
23.5,0.86,7.420,277.8,,,,,,
23.5,0.86,6.650,281.6,,,,,,
22.4,0.86,7.010,276.2,,,,,,
21.4,0.86,7.300,271.5,,,,,,
21.2,0.86,7.170,268.3,,,,,,
21.8,0.86,6.740,271.3,,,,,,
22.0,0.86,6.510,269.3,,,,,,
22.6,0.86,5.560,270.1,,,,,,
22.5,0.86,4.750,262.1,,,,,,
22.7,0.86,3.850,236.6,,,,,,
22.9,0.86,3.510,219.4,,,,,,
23.8,0.86,2.880,189.1,,,,,,
24.3,0.86,3.220,66.6,,,,,,
24.5,0.86,4.280,73.5,,,,,,
24.9,0.86,4.980,76.0,,,,,,
25.5,0.86,6.030,82.6,,,,,,
25.8,0.86,5.090,100.6,,,,,,
22.9,0.86,7.920,254.3,,,,,,
21.7,0.86,8.440,254.9,,,,,,
20.9,0.86,8.930,256.1,,,,,,
20.4,0.86,9.640,262.1,,,,,,
19.8,0.86,9.860,261.4,,,,,,
19.8,0.86,10.500,260.6,,,,,,
19.8,0.86,10.450,255.8,,,,,,
19.3,0.86,10.670,254.7,,,,,,
18.6,0.86,11.020,250.9,,,,,,
17.7,0.86,11.600,248.8,,,,,,
16.8,0.86,11.120,247.9,,,,,,
16.0,0.86,10.340,247.6,,,,,,
15.6,0.86,10.100,243.8,,,,,,
15.3,0.86,9.790,241.6,,,,,,
15.0,0.86,9.490,241.7,,,,,,
14.6,0.86,9.630,242.9,,,,,,
14.3,0.86,8.730,245.7,,,,,,
14.8,0.86,8.410,246.4,,,,,,
15.4,0.86,8.720,245.6,,,,,,
15.7,0.86,9.270,249.4,,,,,,
15.7,0.86,9.800,250.0,,,,,,
15.9,0.86,10.040,248.0,,,,,,
15.8,0.86,11.420,249.2,,,,,,
