325158,city??,CA,country??,2012,32.7200508118,-116.26385498,Not Available,1,8760
WIND Toolkit data from NREL downloaded on 2022-10-10,,,,,,,,,
Temperature,Pressure,Speed,Direction,,,,,,
C,atm,m/s,Degrees,,,,,,
20.5,0.86,12.520,244.8,,,,,,
20.0,0.86,12.580,248.7,,,,,,
19.1,0.86,11.390,251.3,,,,,,
18.4,0.86,10.460,252.2,,,,,,
18.7,0.86,10.740,244.9,,,,,,
18.6,0.86,10.730,245.4,,,,,,
18.6,0.86,11.040,247.7,,,,,,
18.5,0.86,10.630,246.0,,,,,,
18.3,0.86,10.170,242.0,,,,,,
18.6,0.86,10.900,241.7,,,,,,
18.7,0.86,10.320,245.3,,,,,,
18.9,0.86,9.670,247.7,,,,,,
19.0,0.86,9.200,247.9,,,,,,
19.1,0.86,7.550,241.3,,,,,,
19.7,0.86,6.660,247.2,,,,,,
20.6,0.86,6.290,252.6,,,,,,
21.9,0.86,6.490,251.5,,,,,,
23.0,0.86,5.890,243.4,,,,,,
23.9,0.86,5.610,240.2,,,,,,
24.7,0.86,5.340,245.5,,,,,,
25.5,0.86,4.960,247.2,,,,,,
25.9,0.86,5.370,247.7,,,,,,
26.2,0.86,5.400,242.1,,,,,,
26.1,0.86,6.640,246.8,,,,,,
26.0,0.86,7.040,260.9,,,,,,
25.8,0.86,6.000,265.3,,,,,,
25.1,0.86,5.950,255.9,,,,,,
25.3,0.86,3.960,234.1,,,,,,
24.9,0.86,3.630,237.9,,,,,,
24.5,0.86,4.740,242.6,,,,,,
24.4,0.86,5.460,247.9,,,,,,
24.5,0.86,5.490,230.2,,,,,,
24.7,0.86,5.050,218.5,,,,,,
24.3,0.86,4.680,216.4,,,,,,
24.2,0.86,5.070,210.2,,,,,,
23.4,0.86,6.780,217.1,,,,,,
22.7,0.86,7.810,238.9,,,,,,
21.9,0.86,7.430,243.5,,,,,,
22.1,0.86,6.760,239.1,,,,,,
22.6,0.86,5.590,241.8,,,,,,
23.6,0.86,6.060,233.2,,,,,,
24.5,0.86,6.640,228.9,,,,,,
25.4,0.86,7.080,227.3,,,,,,
26.4,0.86,6.640,226.2,,,,,,
27.1,0.86,6.660,223.7,,,,,,
27.4,0.86,6.620,226.2,,,,,,
27.3,0.86,6.920,234.7,,,,,,
27.1,0.86,7.140,238.8,,,,,,
26.4,0.86,8.230,245.5,,,,,,
25.8,0.86,8.580,248.9,,,,,,
25.2,0.86,8.460,256.8,,,,,,
24.4,0.86,8.260,266.0,,,,,,
24.1,0.86,8.390,267.2,,,,,,
23.8,0.86,8.690,260.4,,,,,,
23.7,0.86,8.550,261.1,,,,,,
23.8,0.86,8.290,259.1,,,,,,
23.8,0.86,7.800,253.9,,,,,,
23.8,0.86,7.860,253.6,,,,,,
23.6,0.86,7.410,257.7,,,,,,
23.5,0.86,6.870,254.3,,,,,,
23.5,0.86,6.180,250.6,,,,,,
23.3,0.86,5.660,245.8,,,,,,
23.5,0.86,5.510,240.4,,,,,,
24.0,0.86,4.500,243.9,,,,,,
24.9,0.87,2.970,222.7,,,,,,
25.8,0.87,1.930,204.3,,,,,,
26.8,0.87,1.520,179.5,,,,,,
27.4,0.87,2.770,89.8,,,,,,
27.8,0.87,2.740,84.9,,,,,,
28.4,0.86,0.750,183.5,,,,,,
28.0,0.86,6.610,248.4,,,,,,
27.8,0.86,7.910,242.1,,,,,,
27.3,0.86,9.020,243.2,,,,,,
27.0,0.86,9.030,254.5,,,,,,
26.3,0.86,7.800,256.9,,,,,,
25.4,0.86,6.850,266.1,,,,,,
26.3,0.86,6.710,278.3,,,,,,
26.8,0.86,6.070,276.8,,,,,,
26.9,0.86,4.630,275.7,,,,,,
26.5,0.86,4.430,262.2,,,,,,
26.2,0.86,4.030,240.0,,,,,,
25.9,0.86,3.950,236.4,,,,,,
25.8,0.86,3.980,244.9,,,,,,
25.6,0.86,3.590,234.6,,,,,,
25.3,0.86,2.870,228.7,,,,,,
25.1,0.86,2.710,229.9,,,,,,
25.2,0.86,1.970,225.3,,,,,,
25.3,0.86,0.820,174.8,,,,,,
25.9,0.86,1.910,69.4,,,,,,
26.2,0.87,4.030,74.3,,,,,,
26.6,0.87,5.220,66.3,,,,,,
27.2,0.86,5.250,74.2,,,,,,
27.9,0.86,5.930,73.6,,,,,,
28.4,0.86,6.100,78.6,,,,,,
29.0,0.86,5.980,80.3,,,,,,
29.4,0.86,5.680,82.7,,,,,,
29.5,0.86,0.810,144.3,,,,,,
28.4,0.86,7.660,263.3,,,,,,
27.2,0.86,8.110,260.3,,,,,,
26.2,0.86,4.880,267.6,,,,,,
27.1,0.86,2.930,283.6,,,,,,
27.8,0.86,0.680,349.5,,,,,,
27.3,0.86,1.380,252.8,,,,,,
26.9,0.86,1.870,221.8,,,,,,
25.9,0.86,2.210,203.6,,,,,,
25.7,0.86,2.720,206.3,,,,,,
25.5,0.86,2.940,207.9,,,,,,
25.4,0.86,1.350,195.7,,,,,,
25.1,0.86,0.180,292.4,,,,,,
24.8,0.86,2.070,37.3,,,,,,
24.5,0.86,2.880,45.5,,,,,,
24.7,0.86,2.830,48.3,,,,,,
24.9,0.86,3.030,65.7,,,,,,
24.8,0.86,5.090,59.0,,,,,,
25.4,0.86,5.160,56.0,,,,,,
26.3,0.86,5.660,64.8,,,,,,
27.1,0.86,5.030,71.0,,,,,,
27.9,0.86,4.830,72.1,,,,,,
28.5,0.86,5.050,82.0,,,,,,
29.0,0.86,4.830,98.3,,,,,,
27.8,0.86,8.160,256.6,,,,,,
26.8,0.86,9.990,250.9,,,,,,
25.2,0.86,8.460,258.4,,,,,,
25.7,0.86,8.460,281.5,,,,,,
25.8,0.86,9.190,279.9,,,,,,
25.9,0.86,7.680,284.1,,,,,,
26.6,0.86,4.980,300.3,,,,,,
25.9,0.86,3.870,306.4,,,,,,
26.0,0.86,4.480,358.9,,,,,,
25.0,0.86,2.380,42.1,,,,,,
24.9,0.86,1.810,17.1,,,,,,
24.5,0.86,1.520,45.7,,,,,,
24.2,0.86,0.860,317.7,,,,,,
24.0,0.86,2.380,56.6,,,,,,
23.8,0.86,2.260,24.9,,,,,,
23.3,0.86,3.790,53.3,,,,,,
23.6,0.86,2.990,54.8,,,,,,
24.5,0.86,3.030,55.4,,,,,,
24.9,0.86,3.650,59.6,,,,,,
25.7,0.86,4.130,59.1,,,,,,
26.6,0.86,3.950,59.8,,,,,,
27.6,0.86,3.280,66.4,,,,,,
27.8,0.86,4.290,241.6,,,,,,
26.6,0.86,9.880,243.0,,,,,,
26.0,0.86,10.930,253.7,,,,,,
25.2,0.86,10.850,259.4,,,,,,
24.1,0.86,10.480,261.1,,,,,,
23.4,0.86,10.510,267.8,,,,,,
24.5,0.86,10.610,275.2,,,,,,
23.6,0.86,10.560,271.8,,,,,,
22.5,0.86,10.350,268.7,,,,,,
21.9,0.86,9.570,264.3,,,,,,
22.3,0.86,9.490,263.7,,,,,,
21.8,0.86,9.970,259.6,,,,,,
21.6,0.86,9.870,258.0,,,,,,
20.9,0.86,10.270,252.8,,,,,,
20.6,0.86,9.840,253.0,,,,,,
20.3,0.86,9.570,250.7,,,,,,
20.1,0.86,9.270,249.9,,,,,,
20.8,0.86,8.320,250.4,,,,,,
22.4,0.86,7.980,246.7,,,,,,
23.6,0.86,8.490,245.5,,,,,,
24.5,0.86,9.050,246.7,,,,,,
25.2,0.86,9.420,247.5,,,,,,
25.9,0.86,9.970,249.4,,,,,,
26.0,0.86,10.850,248.9,,,,,,
25.9,0.86,11.670,248.7,,,,,,
25.6,0.86,12.300,251.6,,,,,,
25.4,0.86,12.230,252.6,,,,,,
24.5,0.86,12.970,250.5,,,,,,
23.1,0.86,12.550,255.0,,,,,,
22.4,0.86,11.970,255.4,,,,,,
22.3,0.86,11.880,256.4,,,,,,
21.9,0.86,11.680,254.3,,,,,,
21.8,0.86,11.540,253.1,,,,,,
21.7,0.86,11.220,252.5,,,,,,
21.2,0.86,11.250,248.5,,,,,,
20.9,0.86,11.320,249.0,,,,,,
20.6,0.86,11.240,249.4,,,,,,
20.3,0.86,11.270,248.4,,,,,,
20.1,0.86,11.110,249.1,,,,,,
20.2,0.86,10.860,249.4,,,,,,
20.1,0.86,10.910,250.0,,,,,,
20.6,0.86,10.040,249.7,,,,,,
22.0,0.86,9.360,252.6,,,,,,
23.0,0.86,9.250,247.6,,,,,,
23.9,0.86,9.350,248.9,,,,,,
24.9,0.86,8.990,247.8,,,,,,
25.6,0.86,9.070,247.9,,,,,,
25.9,0.86,9.460,247.2,,,,,,
25.8,0.86,10.410,246.8,,,,,,
25.6,0.86,10.760,249.3,,,,,,
25.2,0.86,11.460,251.9,,,,,,
24.3,0.86,11.930,255.1,,,,,,
22.9,0.86,11.590,256.4,,,,,,
22.1,0.86,11.630,259.2,,,,,,
21.8,0.86,11.890,257.6,,,,,,
21.7,0.86,11.920,257.9,,,,,,
21.2,0.86,11.630,256.7,,,,,,
21.1,0.86,11.330,257.3,,,,,,
20.9,0.86,11.130,255.0,,,,,,
20.4,0.86,11.350,251.0,,,,,,
19.9,0.86,10.990,249.9,,,,,,
19.7,0.86,10.660,252.7,,,,,,
19.6,0.86,10.470,252.7,,,,,,
19.5,0.86,10.630,251.3,,,,,,
19.8,0.86,10.190,254.4,,,,,,
20.5,0.86,8.370,254.6,,,,,,
21.8,0.86,8.100,253.2,,,,,,
23.1,0.86,8.010,251.7,,,,,,
24.4,0.86,7.080,249.0,,,,,,
25.2,0.86,7.660,248.9,,,,,,
25.8,0.86,8.380,248.7,,,,,,
26.2,0.86,9.360,247.7,,,,,,
26.4,0.86,9.870,249.7,,,,,,
26.2,0.86,9.660,254.3,,,,,,
25.6,0.86,10.110,255.1,,,,,,
24.8,0.86,10.680,256.5,,,,,,
23.6,0.86,10.830,259.9,,,,,,
23.2,0.86,11.560,264.2,,,,,,
23.6,0.86,11.870,263.5,,,,,,
23.4,0.86,11.620,264.5,,,,,,
23.3,0.86,11.490,265.8,,,,,,
22.9,0.86,11.100,263.4,,,,,,
22.8,0.86,11.270,262.4,,,,,,
22.4,0.86,10.140,261.4,,,,,,
21.9,0.86,9.680,257.9,,,,,,
21.5,0.86,10.110,258.3,,,,,,
21.2,0.86,9.660,255.9,,,,,,
20.9,0.86,9.300,254.3,,,,,,
20.8,0.86,8.670,253.5,,,,,,
21.1,0.86,8.520,252.8,,,,,,
22.3,0.86,7.870,249.1,,,,,,
23.5,0.86,7.750,250.1,,,,,,
24.6,0.86,7.650,250.6,,,,,,
25.4,0.86,7.940,248.6,,,,,,
26.0,0.86,8.600,248.4,,,,,,
26.2,0.86,9.520,246.3,,,,,,
26.2,0.86,10.420,250.0,,,,,,
26.0,0.86,10.450,251.0,,,,,,
25.5,0.86,10.560,253.2,,,,,,
24.5,0.86,10.320,255.8,,,,,,
23.0,0.86,9.840,251.9,,,,,,
22.3,0.86,9.880,257.4,,,,,,
22.9,0.86,10.220,259.5,,,,,,
23.1,0.86,10.160,261.1,,,,,,
23.5,0.86,10.300,261.8,,,,,,
23.7,0.86,10.240,265.1,,,,,,
23.3,0.86,10.280,262.2,,,,,,
23.6,0.86,9.870,263.0,,,,,,
23.5,0.86,9.450,263.9,,,,,,
23.6,0.86,8.820,264.1,,,,,,
23.8,0.86,8.610,265.8,,,,,,
23.3,0.86,7.470,263.9,,,,,,
24.1,0.86,8.020,264.1,,,,,,
24.2,0.86,7.000,264.0,,,,,,
24.9,0.86,5.790,252.7,,,,,,
26.1,0.86,6.070,253.4,,,,,,
26.9,0.86,5.400,247.6,,,,,,
27.8,0.86,4.650,245.4,,,,,,
28.0,0.86,6.220,244.3,,,,,,
28.1,0.86,7.960,246.8,,,,,,
28.1,0.86,8.670,248.5,,,,,,
27.8,0.86,9.160,250.2,,,,,,
27.2,0.86,9.650,250.1,,,,,,
26.3,0.86,9.310,254.5,,,,,,
24.8,0.86,9.080,259.6,,,,,,
25.6,0.86,8.240,268.1,,,,,,
26.6,0.86,7.440,263.6,,,,,,
26.3,0.86,6.840,260.6,,,,,,
26.4,0.86,5.860,258.5,,,,,,
26.3,0.86,5.610,256.0,,,,,,
25.7,0.86,5.520,253.8,,,,,,
25.1,0.86,5.050,248.5,,,,,,
24.4,0.86,4.760,243.2,,,,,,
24.1,0.86,4.660,237.1,,,,,,
24.2,0.86,5.070,232.5,,,,,,
24.2,0.86,4.670,227.5,,,,,,
24.3,0.86,4.060,224.8,,,,,,
24.7,0.86,3.120,229.9,,,,,,
25.6,0.86,2.370,208.8,,,,,,
26.3,0.86,2.200,115.3,,,,,,
25.9,0.86,3.940,72.9,,,,,,
26.7,0.86,3.850,68.1,,,,,,
27.3,0.86,4.590,72.3,,,,,,
27.9,0.86,4.450,78.9,,,,,,
28.3,0.86,4.480,81.3,,,,,,
28.6,0.86,1.360,152.4,,,,,,
27.4,0.86,7.870,256.2,,,,,,
26.7,0.86,8.190,261.6,,,,,,
25.4,0.86,8.100,264.1,,,,,,
25.6,0.86,6.210,284.8,,,,,,
26.6,0.86,2.240,297.5,,,,,,
25.4,0.86,3.300,297.2,,,,,,
24.1,0.86,4.270,266.9,,,,,,
24.7,0.86,3.970,237.7,,,,,,
24.8,0.86,1.790,212.2,,,,,,
24.4,0.86,2.460,210.8,,,,,,
24.1,0.86,1.180,249.1,,,,,,
23.9,0.86,1.010,30.9,,,,,,
23.6,0.86,0.910,35.4,,,,,,
23.2,0.86,2.540,65.0,,,,,,
22.6,0.86,4.040,50.9,,,,,,
22.4,0.86,4.040,29.8,,,,,,
22.4,0.86,4.990,34.9,,,,,,
22.5,0.86,5.350,45.2,,,,,,
23.0,0.86,5.370,54.6,,,,,,
24.0,0.86,5.490,66.7,,,,,,
24.8,0.86,5.320,71.2,,,,,,
25.5,0.86,4.950,70.3,,,,,,
26.1,0.86,4.370,67.8,,,,,,
26.4,0.86,0.310,226.3,,,,,,
25.5,0.86,6.030,274.8,,,,,,
24.4,0.86,10.020,255.4,,,,,,
23.4,0.86,7.110,276.9,,,,,,
21.7,0.86,6.390,266.4,,,,,,
21.2,0.86,8.380,265.8,,,,,,
21.4,0.86,7.780,268.9,,,,,,
21.8,0.86,6.400,279.2,,,,,,
22.6,0.86,2.950,326.8,,,,,,
22.7,0.86,2.040,331.6,,,,,,
22.1,0.86,2.380,312.1,,,,,,
21.7,0.86,3.060,8.2,,,,,,
21.1,0.86,1.560,337.9,,,,,,
21.4,0.86,1.810,345.9,,,,,,
21.2,0.86,2.220,46.2,,,,,,
20.7,0.86,2.880,21.3,,,,,,
21.0,0.87,2.950,46.6,,,,,,
21.4,0.87,3.170,77.4,,,,,,
21.4,0.87,3.370,61.3,,,,,,
22.4,0.87,4.780,61.3,,,,,,
23.3,0.87,4.430,64.7,,,,,,
24.2,0.87,4.150,60.5,,,,,,
24.3,0.87,2.100,270.8,,,,,,
23.8,0.86,5.520,258.1,,,,,,
24.5,0.86,6.810,254.2,,,,,,
24.6,0.86,8.910,258.4,,,,,,
23.7,0.86,9.830,256.8,,,,,,
22.8,0.86,9.500,260.9,,,,,,
21.6,0.86,9.760,268.2,,,,,,
21.4,0.87,8.560,268.1,,,,,,
21.1,0.87,8.830,264.0,,,,,,
20.5,0.87,8.110,264.4,,,,,,
19.9,0.87,8.030,265.0,,,,,,
20.2,0.87,8.410,269.1,,,,,,
20.2,0.87,7.330,274.6,,,,,,
21.4,0.87,6.420,278.5,,,,,,
20.7,0.87,5.490,274.5,,,,,,
21.1,0.87,3.790,284.9,,,,,,
21.2,0.87,1.440,296.8,,,,,,
21.4,0.87,1.790,246.2,,,,,,
21.9,0.87,1.880,266.8,,,,,,
22.9,0.87,0.550,104.5,,,,,,
23.8,0.87,1.340,135.3,,,,,,
24.4,0.87,3.180,88.3,,,,,,
25.0,0.87,2.810,80.7,,,,,,
26.1,0.87,1.050,234.1,,,,,,
25.9,0.87,7.350,237.1,,,,,,
25.9,0.87,8.370,240.0,,,,,,
25.6,0.86,9.150,247.0,,,,,,
24.8,0.86,10.020,249.5,,,,,,
24.4,0.86,9.780,260.7,,,,,,
23.4,0.86,9.220,263.0,,,,,,
22.4,0.86,8.480,265.4,,,,,,
23.6,0.86,8.110,275.7,,,,,,
23.5,0.86,7.060,276.9,,,,,,
23.5,0.86,6.730,278.1,,,,,,
23.8,0.86,5.770,288.6,,,,,,
23.9,0.86,4.690,295.0,,,,,,
23.7,0.86,4.080,293.1,,,,,,
22.8,0.86,4.990,286.7,,,,,,
22.8,0.86,4.220,286.8,,,,,,
22.6,0.86,3.860,289.9,,,,,,
22.4,0.86,4.150,279.2,,,,,,
22.3,0.86,3.860,279.7,,,,,,
22.3,0.86,3.380,275.4,,,,,,
23.3,0.86,2.970,258.4,,,,,,
24.0,0.86,2.120,248.6,,,,,,
24.7,0.86,0.900,176.6,,,,,,
25.3,0.86,0.790,172.1,,,,,,
26.0,0.86,1.260,224.5,,,,,,
26.2,0.86,4.140,238.5,,,,,,
26.1,0.86,5.780,247.2,,,,,,
25.6,0.86,7.900,243.4,,,,,,
25.5,0.86,8.400,255.5,,,,,,
25.0,0.86,8.820,257.4,,,,,,
23.8,0.86,8.560,260.3,,,,,,
23.3,0.86,9.030,270.2,,,,,,
23.8,0.86,8.910,270.1,,,,,,
22.9,0.86,8.620,271.0,,,,,,
22.6,0.86,8.830,272.1,,,,,,
22.6,0.86,8.650,271.2,,,,,,
21.5,0.86,9.000,264.3,,,,,,
21.2,0.86,8.860,257.1,,,,,,
21.1,0.86,8.810,255.1,,,,,,
20.8,0.86,8.900,255.4,,,,,,
20.7,0.86,8.720,254.3,,,,,,
20.8,0.86,8.240,255.2,,,,,,
20.8,0.86,7.590,254.6,,,,,,
21.0,0.86,5.900,249.3,,,,,,
22.2,0.86,5.770,245.9,,,,,,
23.4,0.86,5.300,244.7,,,,,,
24.5,0.86,4.690,242.3,,,,,,
25.5,0.86,4.340,245.6,,,,,,
26.0,0.86,4.460,236.5,,,,,,
26.2,0.86,5.190,237.2,,,,,,
26.1,0.86,6.370,242.0,,,,,,
25.4,0.86,7.790,245.7,,,,,,
25.0,0.86,8.660,249.9,,,,,,
24.3,0.86,8.610,255.9,,,,,,
23.0,0.86,8.220,261.2,,,,,,
23.7,0.86,7.100,263.0,,,,,,
23.1,0.86,6.910,256.7,,,,,,
24.2,0.86,6.970,251.7,,,,,,
24.2,0.86,7.170,250.2,,,,,,
23.9,0.86,6.570,246.9,,,,,,
24.0,0.86,6.480,241.0,,,,,,
23.5,0.86,6.270,245.2,,,,,,
23.7,0.86,5.430,225.1,,,,,,
23.4,0.86,5.470,229.3,,,,,,
23.3,0.86,4.510,227.4,,,,,,
23.3,0.86,3.940,224.7,,,,,,
23.1,0.86,3.720,231.7,,,,,,
23.1,0.86,3.500,235.8,,,,,,
24.1,0.86,2.050,218.1,,,,,,
25.1,0.86,2.050,189.4,,,,,,
25.4,0.86,3.730,68.7,,,,,,
25.6,0.86,3.710,79.6,,,,,,
26.5,0.86,3.860,79.7,,,,,,
27.2,0.86,2.410,89.9,,,,,,
27.2,0.86,3.870,255.2,,,,,,
26.4,0.86,6.080,247.4,,,,,,
26.0,0.86,7.590,250.0,,,,,,
25.5,0.86,7.690,261.0,,,,,,
25.0,0.86,6.870,263.0,,,,,,
25.7,0.86,7.010,258.5,,,,,,
25.8,0.86,6.220,253.5,,,,,,
26.0,0.86,6.230,252.8,,,,,,
26.3,0.86,5.780,249.6,,,,,,
26.1,0.86,5.990,249.1,,,,,,
25.7,0.86,4.850,250.0,,,,,,
25.9,0.86,4.580,239.2,,,,,,
25.9,0.86,3.990,233.6,,,,,,
25.9,0.86,4.240,230.7,,,,,,
25.7,0.86,3.840,223.7,,,,,,
25.6,0.86,3.710,222.8,,,,,,
25.6,0.86,2.860,213.9,,,,,,
25.9,0.86,2.340,203.7,,,,,,
26.2,0.87,1.540,132.8,,,,,,
26.2,0.87,3.120,70.6,,,,,,
26.0,0.87,4.660,56.2,,,,,,
26.4,0.87,4.920,67.1,,,,,,
26.8,0.87,5.370,71.9,,,,,,
27.5,0.87,4.600,71.5,,,,,,
28.0,0.87,5.180,73.5,,,,,,
28.6,0.86,4.720,74.9,,,,,,
29.1,0.86,4.910,72.6,,,,,,
29.3,0.86,3.930,71.9,,,,,,
29.1,0.86,3.750,84.4,,,,,,
28.2,0.86,0.890,131.2,,,,,,
28.9,0.87,2.260,60.7,,,,,,
28.9,0.87,2.530,60.5,,,,,,
28.6,0.87,1.840,67.4,,,,,,
28.3,0.87,0.560,105.2,,,,,,
28.0,0.87,0.490,107.6,,,,,,
27.9,0.87,2.220,66.6,,,,,,
27.1,0.87,2.510,63.3,,,,,,
26.9,0.87,2.710,75.8,,,,,,
26.9,0.87,2.690,78.6,,,,,,
26.9,0.87,2.770,73.1,,,,,,
26.7,0.87,3.650,70.1,,,,,,
26.7,0.87,3.110,51.8,,,,,,
26.7,0.87,3.780,48.5,,,,,,
26.9,0.87,4.440,53.7,,,,,,
27.4,0.87,4.560,53.8,,,,,,
28.0,0.87,5.510,52.3,,,,,,
28.7,0.87,5.710,61.1,,,,,,
29.3,0.87,5.370,72.0,,,,,,
29.7,0.87,4.940,73.4,,,,,,
30.0,0.87,4.900,70.4,,,,,,
30.2,0.87,4.460,82.4,,,,,,
30.2,0.86,4.270,84.1,,,,,,
29.6,0.86,0.240,233.6,,,,,,
28.7,0.86,3.350,281.1,,,,,,
29.4,0.87,1.650,250.7,,,,,,
29.0,0.87,1.400,213.4,,,,,,
28.8,0.86,1.610,244.7,,,,,,
28.6,0.86,1.730,238.9,,,,,,
28.3,0.87,2.640,218.9,,,,,,
28.1,0.86,2.720,224.7,,,,,,
27.9,0.86,3.000,232.5,,,,,,
27.8,0.86,2.700,237.9,,,,,,
27.7,0.86,2.740,228.0,,,,,,
28.0,0.86,2.090,228.1,,,,,,
28.1,0.86,2.390,214.3,,,,,,
28.3,0.87,2.240,214.0,,,,,,
28.8,0.87,1.330,167.9,,,,,,
29.4,0.87,3.200,108.8,,,,,,
29.7,0.87,3.020,81.2,,,,,,
30.2,0.87,4.160,74.3,,,,,,
30.6,0.87,4.670,82.9,,,,,,
31.1,0.86,5.220,83.3,,,,,,
31.4,0.86,5.780,89.5,,,,,,
31.7,0.86,5.600,85.8,,,,,,
31.8,0.86,3.390,85.0,,,,,,
31.1,0.86,3.730,256.7,,,,,,
29.9,0.86,7.160,268.9,,,,,,
29.7,0.86,4.540,321.9,,,,,,
29.6,0.86,2.280,325.1,,,,,,
30.0,0.86,0.350,321.3,,,,,,
30.1,0.86,0.590,304.6,,,,,,
29.5,0.86,1.240,228.0,,,,,,
29.2,0.86,1.560,226.9,,,,,,
29.3,0.86,1.350,224.6,,,,,,
29.0,0.86,1.840,229.3,,,,,,
28.7,0.86,2.660,236.7,,,,,,
28.3,0.86,3.170,224.8,,,,,,
28.3,0.86,2.700,227.8,,,,,,
28.4,0.86,2.370,209.8,,,,,,
28.8,0.86,1.870,188.5,,,,,,
29.3,0.86,1.680,106.7,,,,,,
29.3,0.86,3.480,78.0,,,,,,
29.7,0.86,3.730,66.9,,,,,,
30.3,0.86,4.230,64.1,,,,,,
30.9,0.86,3.890,79.6,,,,,,
31.7,0.86,2.970,81.3,,,,,,
32.1,0.86,1.310,129.6,,,,,,
31.7,0.86,5.610,246.8,,,,,,
31.3,0.86,8.450,257.0,,,,,,
30.8,0.86,8.780,258.3,,,,,,
29.7,0.86,7.660,263.0,,,,,,
29.8,0.86,6.430,276.9,,,,,,
30.6,0.86,6.760,271.7,,,,,,
30.4,0.86,7.780,274.0,,,,,,
30.4,0.86,7.780,279.2,,,,,,
30.4,0.86,7.820,280.4,,,,,,
30.4,0.86,7.380,279.7,,,,,,
30.3,0.86,7.000,283.5,,,,,,
30.2,0.86,6.260,287.1,,,,,,
30.2,0.86,5.190,294.0,,,,,,
30.3,0.86,3.880,300.4,,,,,,
30.2,0.86,3.310,301.9,,,,,,
29.9,0.86,1.420,326.5,,,,,,
29.6,0.86,2.370,38.5,,,,,,
29.8,0.86,1.510,51.3,,,,,,
30.2,0.86,2.480,57.9,,,,,,
30.4,0.86,3.770,59.9,,,,,,
30.7,0.86,5.130,58.8,,,,,,
31.2,0.86,5.120,59.7,,,,,,
31.7,0.86,5.630,65.6,,,,,,
31.9,0.86,5.570,69.6,,,,,,
32.2,0.86,5.140,69.0,,,,,,
32.4,0.86,5.040,71.3,,,,,,
32.2,0.86,5.300,74.2,,,,,,
32.0,0.86,4.870,79.3,,,,,,
31.7,0.86,4.040,91.0,,,,,,
31.0,0.86,2.460,97.8,,,,,,
30.6,0.86,2.520,43.3,,,,,,
30.2,0.86,2.190,67.0,,,,,,
29.7,0.86,1.030,158.0,,,,,,
29.4,0.86,0.420,201.4,,,,,,
29.4,0.86,1.520,105.8,,,,,,
29.3,0.86,1.940,95.6,,,,,,
29.3,0.86,2.930,115.4,,,,,,
29.2,0.86,2.980,122.7,,,,,,
29.3,0.86,2.450,120.2,,,,,,
29.2,0.86,3.130,96.4,,,,,,
28.5,0.86,2.670,94.0,,,,,,
28.9,0.86,2.340,64.8,,,,,,
29.5,0.86,3.700,63.8,,,,,,
29.6,0.86,4.760,57.1,,,,,,
30.2,0.86,5.630,62.2,,,,,,
30.7,0.86,5.780,67.9,,,,,,
31.1,0.86,6.280,71.0,,,,,,
31.5,0.86,6.490,77.8,,,,,,
31.7,0.86,6.680,82.4,,,,,,
31.8,0.86,6.380,88.7,,,,,,
31.8,0.86,5.090,113.4,,,,,,
29.8,0.86,4.980,256.7,,,,,,
30.2,0.86,2.040,236.0,,,,,,
30.0,0.86,2.410,184.0,,,,,,
29.5,0.86,3.360,187.7,,,,,,
28.9,0.86,2.990,241.1,,,,,,
28.9,0.86,2.830,244.4,,,,,,
29.2,0.86,2.370,250.9,,,,,,
29.3,0.86,2.680,214.5,,,,,,
29.0,0.86,2.190,211.4,,,,,,
29.2,0.86,1.880,132.5,,,,,,
29.3,0.86,3.560,101.6,,,,,,
28.9,0.86,2.760,86.2,,,,,,
28.7,0.86,3.640,91.9,,,,,,
28.6,0.86,3.760,102.0,,,,,,
28.0,0.86,5.000,78.2,,,,,,
28.1,0.86,5.160,71.5,,,,,,
28.8,0.86,5.630,69.4,,,,,,
29.3,0.86,6.090,62.6,,,,,,
30.0,0.86,5.450,69.0,,,,,,
30.9,0.86,6.610,75.6,,,,,,
31.7,0.86,6.710,99.7,,,,,,
31.3,0.86,3.790,251.1,,,,,,
30.0,0.86,9.710,261.9,,,,,,
29.1,0.86,11.050,262.4,,,,,,
28.6,0.86,9.210,264.7,,,,,,
28.1,0.86,8.190,277.6,,,,,,
28.2,0.86,8.810,275.1,,,,,,
28.2,0.86,8.230,278.2,,,,,,
27.9,0.86,8.030,276.7,,,,,,
28.2,0.86,7.370,283.9,,,,,,
28.3,0.86,5.920,288.4,,,,,,
28.5,0.86,5.890,277.3,,,,,,
28.7,0.86,3.810,294.9,,,,,,
29.2,0.86,1.700,319.4,,,,,,
28.8,0.86,0.980,299.5,,,,,,
28.5,0.86,0.900,238.3,,,,,,
28.4,0.86,1.420,196.5,,,,,,
28.3,0.86,1.100,194.6,,,,,,
29.0,0.86,0.210,196.5,,,,,,
29.7,0.86,3.450,75.6,,,,,,
30.0,0.86,3.860,74.3,,,,,,
30.6,0.86,4.910,78.4,,,,,,
31.1,0.86,4.760,78.4,,,,,,
31.9,0.86,5.810,84.1,,,,,,
32.5,0.86,5.420,106.0,,,,,,
31.9,0.86,6.800,247.2,,,,,,
30.9,0.86,9.930,260.9,,,,,,
30.3,0.86,9.900,253.6,,,,,,
28.2,0.86,11.130,223.6,,,,,,
28.8,0.86,8.280,264.3,,,,,,
29.1,0.86,7.780,263.7,,,,,,
29.5,0.86,7.270,269.5,,,,,,
29.5,0.86,6.650,266.6,,,,,,
