,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
0,NSRDB,72872,-,-,-,32.85,-117.14,-8,130,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,,3.0.6
1,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,2012,3,27,16,30,284,92,586,3.8000000000000003,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,2012,3,27,17,0,172,73,445,3.6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,2012,3,27,17,30,71,44,235,3.3000000000000003,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,2012,3,27,18,0,0,0,0,3.1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,2012,3,27,18,30,0,0,0,2.9000000000000004,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,2012,3,27,19,0,0,0,0,2.7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,2012,3,27,19,30,0,0,0,2.3000000000000003,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4122,2012,3,27,20,0,0,0,0,1.9000000000000001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,2012,3,27,20,30,0,0,0,1.7000000000000002,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,2012,3,27,21,0,0,0,0,1.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,2012,3,27,21,30,0,0,0,1.6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,2012,3,27,22,0,0,0,0,1.7000000000000002,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,2012,3,27,22,30,0,0,0,1.7000000000000002,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4128,2012,3,27,23,0,0,0,0,1.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,2012,3,27,23,30,0,0,0,1.7000000000000002,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,2012,3,28,0,0,0,0,0,1.7000000000000002,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,2012,3,28,0,30,0,0,0,1.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,2012,3,28,1,0,0,0,0,1.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,2012,3,28,1,30,0,0,0,1.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4134,2012,3,28,2,0,0,0,0,1.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,2012,3,28,2,30,0,0,0,1.4000000000000001,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136,2012,3,28,3,0,0,0,0,1.4000000000000001,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,2012,3,28,3,30,0,0,0,1.4000000000000001,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,2012,3,28,4,0,0,0,0,1.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4139,2012,3,28,4,30,0,0,0,1.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,2012,3,28,5,0,0,0,0,1.7000000000000002,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,2012,3,28,5,30,0,0,0,2.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,2012,3,28,6,0,11,11,0,2.7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4143,2012,3,28,6,30,47,47,0,3.2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,2012,3,28,7,0,175,94,297,3.8000000000000003,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,2012,3,28,7,30,324,75,663,3.9000000000000004,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4146,2012,3,28,8,0,451,68,812,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,2012,3,28,8,30,561,120,786,3.8000000000000003,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,2012,3,28,9,0,659,128,829,3.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,2012,3,28,9,30,745,134,859,3.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,2012,3,28,10,0,822,130,898,3.8000000000000003,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,2012,3,28,10,30,878,133,912,4.1000000000000005,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,2012,3,28,11,0,917,135,921,4.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,2012,3,28,11,30,938,137,925,4.800000000000001,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4154,2012,3,28,12,0,836,308,606,5.1000000000000005,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155,2012,3,28,12,30,816,311,587,5.2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,2012,3,28,13,0,891,142,896,5.4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,2012,3,28,13,30,842,140,880,5.4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,2012,3,28,14,0,696,231,623,5.4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4159,2012,3,28,14,30,590,236,518,5.2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,2012,3,28,15,0,601,132,771,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,2012,3,28,15,30,499,122,720,4.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,2012,3,28,16,0,392,109,657,4.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4163,2012,3,28,16,30,271,77,587,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4164,2012,3,28,17,0,91,83,35,3.6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,2012,3,28,17,30,38,38,0,3.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,2012,3,28,18,0,0,0,0,3.4000000000000004,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167,2012,3,28,18,30,0,0,0,3.6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4168,2012,3,28,19,0,0,0,0,3.8000000000000003,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4169,2012,3,28,19,30,0,0,0,3.7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170,2012,3,28,20,0,0,0,0,3.7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,2012,3,28,20,30,0,0,0,3.4000000000000004,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,2012,3,28,21,0,0,0,0,3.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,2012,3,28,21,30,0,0,0,2.9000000000000004,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,2012,3,28,22,0,0,0,0,2.8000000000000003,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,2012,3,28,22,30,0,0,0,2.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176,2012,3,28,23,0,0,0,0,2.4000000000000004,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,2012,3,28,23,30,0,0,0,2.3000000000000003,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,2012,3,29,0,0,0,0,0,2.3000000000000003,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,2012,3,29,0,30,0,0,0,2.3000000000000003,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,2012,3,29,1,0,0,0,0,2.4000000000000004,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4181,2012,3,29,1,30,0,0,0,2.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,2012,3,29,2,0,0,0,0,1.9000000000000001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,2012,3,29,2,30,0,0,0,1.9000000000000001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4184,2012,3,29,3,0,0,0,0,1.9000000000000001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,2012,3,29,3,30,0,0,0,1.9000000000000001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4186,2012,3,29,4,0,0,0,0,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4187,2012,3,29,4,30,0,0,0,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4188,2012,3,29,5,0,0,0,0,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4189,2012,3,29,5,30,0,0,0,2.1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,2012,3,29,6,0,0,0,0,2.2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4191,2012,3,29,6,30,2,2,0,2.2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,2012,3,29,7,0,12,12,0,2.3000000000000003,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,2012,3,29,7,30,155,143,29,2.3000000000000003,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194,2012,3,29,8,0,231,199,67,2.4000000000000004,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4195,2012,3,29,8,30,171,170,2,2.3000000000000003,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196,2012,3,29,9,0,163,163,0,2.3000000000000003,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197,2012,3,29,9,30,302,282,28,2.2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4198,2012,3,29,10,0,804,138,860,2.2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4199,2012,3,29,10,30,860,142,877,2.2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,2012,3,29,11,0,900,144,888,2.3000000000000003,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,2012,3,29,11,30,923,145,894,2.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,2012,3,29,12,0,929,143,900,2.8000000000000003,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,2012,3,29,12,30,916,142,897,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,2012,3,29,13,0,892,126,912,3.4000000000000004,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,2012,3,29,13,30,845,124,900,3.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,2012,3,29,14,0,782,121,882,3.7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4207,2012,3,29,14,30,471,324,214,3.7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208,2012,3,29,15,0,446,267,293,3.8000000000000003,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,2012,3,29,15,30,305,234,134,3.7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4210,2012,3,29,16,0,210,179,71,3.6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,2012,3,29,16,30,79,79,0,3.3000000000000003,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4212,2012,3,29,17,0,48,48,0,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,2012,3,29,17,30,20,20,0,2.8000000000000003,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,2012,3,29,18,0,0,0,0,2.6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,2012,3,29,18,30,0,0,0,2.6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,2012,3,29,19,0,0,0,0,2.7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,2012,3,29,19,30,0,0,0,2.6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4218,2012,3,29,20,0,0,0,0,2.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,2012,3,29,20,30,0,0,0,2.3000000000000003,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,2012,3,29,21,0,0,0,0,2.2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,2012,3,29,21,30,0,0,0,1.7000000000000002,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,2012,3,29,22,0,0,0,0,1.3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,2012,3,29,22,30,0,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,2012,3,29,23,0,0,0,0,0.8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,2012,3,29,23,30,0,0,0,0.7000000000000001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,2012,3,30,0,0,0,0,0,0.7000000000000001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,2012,3,30,0,30,0,0,0,0.7000000000000001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,2012,3,30,1,0,0,0,0,0.8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,2012,3,30,1,30,0,0,0,0.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,2012,3,30,2,0,0,0,0,0.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4231,2012,3,30,2,30,0,0,0,0.7000000000000001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4232,2012,3,30,3,0,0,0,0,0.7000000000000001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4233,2012,3,30,3,30,0,0,0,0.6000000000000001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,2012,3,30,4,0,0,0,0,0.6000000000000001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,2012,3,30,4,30,0,0,0,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,2012,3,30,5,0,0,0,0,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,2012,3,30,5,30,0,0,0,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,2012,3,30,6,0,32,26,96,0.6000000000000001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239,2012,3,30,6,30,120,62,335,0.7000000000000001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,2012,3,30,7,0,74,74,0,0.9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,2012,3,30,7,30,175,153,57,0.9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,2012,3,30,8,0,450,116,695,0.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,2012,3,30,8,30,554,126,752,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,2012,3,30,9,0,651,132,799,1.1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,2012,3,30,9,30,735,138,829,1.4000000000000001,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,2012,3,30,10,0,818,118,899,1.7000000000000002,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,2012,3,30,10,30,873,121,914,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,2012,3,30,11,0,912,124,922,2.3000000000000003,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,2012,3,30,11,30,934,125,926,2.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,2012,3,30,12,0,797,351,508,2.9000000000000004,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,2012,3,30,12,30,925,124,924,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,2012,3,30,13,0,892,128,908,3.3000000000000003,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,2012,3,30,13,30,845,125,895,3.3000000000000003,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,2012,3,30,14,0,779,126,869,3.4000000000000004,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,2012,3,30,14,30,701,121,843,3.3000000000000003,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,2012,3,30,15,0,610,118,801,3.2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,2012,3,30,15,30,509,110,755,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,2012,3,30,16,0,394,114,643,2.8000000000000003,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,2012,3,30,16,30,217,125,271,2.4000000000000004,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,2012,3,30,17,0,144,78,286,2.1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,2012,3,30,17,30,62,47,120,1.8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,2012,3,30,18,0,0,0,0,1.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,2012,3,30,18,30,0,0,0,1.2000000000000002,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,2012,3,30,19,0,0,0,0,0.9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,2012,3,30,19,30,0,0,0,0.6000000000000001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,2012,3,30,20,0,0,0,0,0.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,2012,3,30,20,30,0,0,0,0.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,2012,3,30,21,0,0,0,0,0.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,2012,3,30,21,30,0,0,0,0.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,2012,3,30,22,0,0,0,0,0.7000000000000001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,2012,3,30,22,30,0,0,0,0.8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,2012,3,30,23,0,0,0,0,0.9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,2012,3,30,23,30,0,0,0,0.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,2012,3,31,0,0,0,0,0,0.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,2012,3,31,0,30,0,0,0,0.8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,2012,3,31,1,0,0,0,0,0.7000000000000001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,2012,3,31,1,30,0,0,0,0.6000000000000001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,2012,3,31,2,0,0,0,0,0.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,2012,3,31,2,30,0,0,0,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,2012,3,31,3,0,0,0,0,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,2012,3,31,3,30,0,0,0,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,2012,3,31,4,0,0,0,0,0.6000000000000001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,2012,3,31,4,30,0,0,0,0.6000000000000001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,2012,3,31,5,0,0,0,0,0.7000000000000001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,2012,3,31,5,30,0,0,0,1.1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,2012,3,31,6,0,37,29,114,1.6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,2012,3,31,6,30,127,65,348,1.8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,2012,3,31,7,0,12,12,0,2.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,2012,3,31,7,30,24,24,0,2.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,2012,3,31,8,0,34,34,0,2.9000000000000004,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,2012,3,31,8,30,48,48,0,3.3000000000000003,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,2012,3,31,9,0,82,82,0,3.8000000000000003,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,2012,3,31,9,30,110,110,0,4.2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,2012,3,31,10,0,119,119,0,4.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,2012,3,31,10,30,198,192,6,4.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,2012,3,31,11,0,116,116,0,5.1000000000000005,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,2012,3,31,11,30,110,110,0,5.1000000000000005,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,2012,3,31,12,0,98,98,0,5.1000000000000005,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,2012,3,31,12,30,258,247,12,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,2012,3,31,13,0,293,279,15,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,2012,3,31,13,30,220,213,8,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,2012,3,31,14,0,239,231,10,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,2012,3,31,14,30,403,326,112,5.2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,2012,3,31,15,0,438,274,266,5.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,2012,3,31,15,30,516,110,765,5.6000000000000005,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,2012,3,31,16,0,408,99,706,5.800000000000001,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,2012,3,31,16,30,296,86,620,5.4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,2012,3,31,17,0,183,70,483,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,2012,3,31,17,30,81,45,284,4.3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,2012,3,31,18,0,0,0,0,3.6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,2012,3,31,18,30,0,0,0,3.6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,2012,3,31,19,0,0,0,0,3.6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,2012,3,31,19,30,0,0,0,3.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,2012,3,31,20,0,0,0,0,3.4000000000000004,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,2012,3,31,20,30,0,0,0,3.8000000000000003,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,2012,3,31,21,0,0,0,0,4.3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,2012,3,31,21,30,0,0,0,4.800000000000001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,2012,3,31,22,0,0,0,0,5.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,2012,3,31,22,30,0,0,0,5.800000000000001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,2012,3,31,23,0,0,0,0,6.300000000000001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,2012,3,31,23,30,0,0,0,6.1000000000000005,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,2012,4,1,0,0,0,0,0,6.1000000000000005,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
