Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,Total
Zone,1,1,1,1,1,1,1,1,0
AnnualSum,1902.0153209030154,5.546891270291897e6,777809.9918735257,96538.41287922133,142438.69439902663,3.2877432337384704e6,3.1046634695734438e6,8.733163281350501e-5,1.295798708816382e7
t1,7.896552546045795e-11,0.0,0.0,0.0,5.999999999447336,2.045827151307854,33.29887849093364,6.823712517766011e-10,41.344705642450165
t2,7.699380207448557e-11,0.0,0.0,0.0,5.999999999446561,2.052937301230208,33.09684459102356,6.797666251482744e-10,41.149781892457085
t3,7.909110719757264e-11,0.0,0.0,0.0,5.9999999994472075,2.051293217655695,32.98244520462186,6.760342696734427e-10,41.03373842247989
t4,7.914520695601344e-11,0.0,0.0,0.0,5.999999999447977,2.054867400656106,32.788794661643145,6.698955100620203e-10,40.843662062496264
t5,7.915634918923855e-11,0.0,0.0,0.0,5.999999999448541,2.0597417298298946,32.68858758249433,6.62148611364152e-10,40.748329312514066
t6,7.871846875580323e-11,0.0,0.0,0.0,5.99999999944832,2.0803479052481157,32.42943024695867,7.090015721244208e-10,40.50977815244283
t7,7.67740064298705e-11,0.0,0.0,0.0,5.9999999994488755,2.089595799464384,32.27240961276687,6.976160569850224e-10,40.36200541245452
t8,7.869393860373033e-11,0.0,0.0,0.0,5.999999999449317,2.0883241578821123,32.142477044377934,6.880836484789177e-10,40.23080120247614
t9,7.870403223808243e-11,0.0,0.0,0.0,5.999999999449768,2.0913004523830065,31.96334799990398,6.779272930214936e-10,40.05464845249338
t10,7.869269088654411e-11,0.0,0.0,0.0,5.999999999450054,2.095225030235593,31.801338232079488,6.674832688289812e-10,39.89656326251131
t11,7.824673459899964e-11,0.0,0.0,0.0,5.999999999449642,2.115735977822047,31.66161623437827,7.125727678600336e-10,39.777352212440775
t12,7.650293198756728e-11,0.0,0.0,0.0,5.99999999945,2.1236299023089016,31.487359369921425,6.988559227771235e-10,39.61098927245569
t13,7.824351765529896e-11,0.0,0.0,0.0,5.999999999450224,2.12252898066332,31.275386101592,6.898379353748367e-10,39.397915082473624
t14,7.82804982196749e-11,0.0,0.0,0.0,5.999999999450406,2.1237411703199247,31.069402661963704,6.787406733934021e-10,39.19314383249105
t15,7.830292250749815e-11,0.0,0.0,0.0,5.999999999450443,2.126121860657334,30.877674231655956,6.676389892610025e-10,39.003796092509674
