BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,6.565580384764899e6,6.392406703399204e6,-7.552465386846983e6,0.0,0.0,0.0,1.8052327949895634e-9,0.0,0.0,-5.405521701316869e6
t1,5.999999999526302,35.34470564292386,-2.450159359342101e-9,0.0,0.0,0.0,0.0,0.0,0.0,-41.34470564
t2,5.9999999995235545,35.14978189293354,-2.457070793024455e-9,0.0,0.0,0.0,0.0,0.0,0.0,-41.14978189
t3,5.999999999526299,35.03373842295359,-2.4798811266340708e-9,0.0,0.0,0.0,0.0,0.0,0.0,-41.03373842
t4,5.999999999527122,34.843662062969145,-2.4962591211417103e-9,0.0,0.0,0.0,0.0,0.0,0.0,-40.84366206
t5,5.999999999527697,34.74832931298637,-2.5140546804740057e-9,0.0,0.0,0.0,0.0,0.0,0.0,-40.74832931
t6,5.999999999527039,34.509778152915786,-2.4428093241671714e-9,0.0,0.0,0.0,0.0,0.0,0.0,-40.50977815
t7,5.99999999952565,34.36200541292887,-2.454508660306089e-9,0.0,0.0,0.0,0.0,0.0,0.0,-40.36200541
t8,5.99999999952801,34.23080120294813,-2.4761267535455856e-9,0.0,0.0,0.0,0.0,0.0,0.0,-40.2308012
t9,5.999999999528472,34.05464845296492,-2.493379929985153e-9,0.0,0.0,0.0,0.0,0.0,0.0,-40.05464845
t10,5.999999999528747,33.89656326298257,-2.5113090095097954e-9,0.0,0.0,0.0,0.0,0.0,0.0,-39.89656326
t11,5.999999999527889,33.77735221291289,-2.4407738820893238e-9,0.0,0.0,0.0,0.0,0.0,0.0,-39.77735221
t12,5.999999999526503,33.61098927292918,-2.4556820131958106e-9,0.0,0.0,0.0,0.0,0.0,0.0,-39.61098927
t13,5.999999999528467,33.39791508294516,-2.473623021083029e-9,0.0,0.0,0.0,0.0,0.0,0.0,-39.39791508
t14,5.999999999528686,33.19314383296237,-2.491042065832763e-9,0.0,0.0,0.0,0.0,0.0,0.0,-39.19314383
t15,5.999999999528746,33.00379609298093,-2.509660121483872e-9,0.0,0.0,0.0,0.0,0.0,0.0,-39.00379609
t16,5.999999999527744,32.91536224291233,-2.4400707031592162e-9,0.0,0.0,0.0,0.0,0.0,0.0,-38.91536224
t17,5.9999999995278035,32.72484482292961,-2.45739693387422e-9,0.0,0.0,0.0,0.0,0.0,0.0,-38.72484482
t18,5.99999999952803,32.64846145294619,-2.474212282799182e-9,0.0,0.0,0.0,0.0,0.0,0.0,-38.64846145
t19,5.999999999528249,32.54740042296311,-2.4913531380112626e-9,0.0,0.0,0.0,0.0,0.0,0.0,-38.54740042
t20,5.999999999528276,32.4945352829814,-2.5096729972020043e-9,0.0,0.0,0.0,0.0,0.0,0.0,-38.49453528
