Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,Total
Zone,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,3.8843847279517446e6,3.6680806587587134e6,0.00013645560070101715,7.552465386846913e6
t1,0.0,0.0,0.0,0.0,0.0,7.218050610345262e-10,6.78031231705394e-10,1.0503230666021807e-9,2.450159359342101e-9
t2,0.0,0.0,0.0,0.0,0.0,7.13204643746959e-10,6.820158077313933e-10,1.0618503415461026e-9,2.457070793024455e-9
t3,0.0,0.0,0.0,0.0,0.0,7.253055647510875e-10,6.806678279435917e-10,1.0739077339393915e-9,2.4798811266340708e-9
t4,0.0,0.0,0.0,0.0,0.0,7.268521096674961e-10,6.816605905407199e-10,1.0877464209334943e-9,2.4962591211417103e-9
t5,0.0,0.0,0.0,0.0,0.0,7.283423696903106e-10,6.825615389386913e-10,1.1031507718450038e-9,2.5140546804740057e-9
t6,0.0,0.0,0.0,0.0,0.0,7.245773465981022e-10,6.779238911629004e-10,1.0403080864061687e-9,2.4428093241671714e-9
t7,0.0,0.0,0.0,0.0,0.0,7.188927009261695e-10,6.80836217874389e-10,1.0547797415055304e-9,2.454508660306089e-9
t8,0.0,0.0,0.0,0.0,0.0,7.268696390025604e-10,6.792786145372841e-10,1.069978500005741e-9,2.4761267535455856e-9
t9,0.0,0.0,0.0,0.0,0.0,7.280292244949431e-10,6.799312300087971e-10,1.085419475481413e-9,2.493379929985153e-9
t10,0.0,0.0,0.0,0.0,0.0,7.286793853300906e-10,6.806862189984135e-10,1.1019434051812913e-9,2.5113090095097954e-9
t11,0.0,0.0,0.0,0.0,0.0,7.251862665789913e-10,6.760232634305053e-10,1.0395643520798272e-9,2.4407738820893238e-9
t12,0.0,0.0,0.0,0.0,0.0,7.208599291980697e-10,6.791433461731192e-10,1.0556787378246217e-9,2.4556820131958106e-9
t13,0.0,0.0,0.0,0.0,0.0,7.265420446653808e-10,6.773358607493465e-10,1.0697451156683018e-9,2.473623021083029e-9
t14,0.0,0.0,0.0,0.0,0.0,7.27112352864145e-10,6.780949787218194e-10,1.0858347342467986e-9,2.491042065832763e-9
t15,0.0,0.0,0.0,0.0,0.0,7.276252995716988e-10,6.790028820330729e-10,1.1030319398791005e-9,2.509660121483872e-9
t16,0.0,0.0,0.0,0.0,0.0,7.246585899752081e-10,6.744594338314496e-10,1.0409526793525584e-9,2.4400707031592162e-9
t17,0.0,0.0,0.0,0.0,0.0,7.254495034294685e-10,6.75301539405673e-10,1.0566458910390784e-9,2.45739693387422e-9
t18,0.0,0.0,0.0,0.0,0.0,7.261428358671091e-10,6.759389100220087e-10,1.0721305369100644e-9,2.474212282799182e-9
t19,0.0,0.0,0.0,0.0,0.0,7.267515765440669e-10,6.765943201937102e-10,1.0880072412734855e-9,2.4913531380112626e-9
t20,0.0,0.0,0.0,0.0,0.0,7.272893729736669e-10,6.774462433467986e-10,1.1049373808815388e-9,2.5096729972020043e-9
t21,0.0,0.0,0.0,0.0,0.0,7.242769674649609e-10,6.726542448866328e-10,1.0425938818916063e-9,2.4395250942432e-9
t22,0.0,0.0,0.0,0.0,0.0,7.243871238658644e-10,6.733928976449539e-10,1.0572606943152339e-9,2.455040715826052e-9
t23,0.0,0.0,0.0,0.0,0.0,7.250517664390606e-10,6.740260661315001e-10,1.0724924279826229e-9,2.4715702605531835e-9
t24,0.0,0.0,0.0,0.0,0.0,7.255382626522323e-10,6.747634950956132e-10,1.0882058395303186e-9,2.488507597278164e-9
