Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro_long,pumped_hydro_short,geothermal,Total
t104,0.0,20.35702911457,11.69758440851,2.9580935969199995,0.0,0.0,0.0,0.0,0.0,16.0,51.01270712
t105,0.0,64.34209904722452,12.23472899766,3.09392710872,0.0,0.0,0.0,0.0,0.0,16.0,95.67075515360452
t106,0.0,19.160185402899998,12.7718735547,3.2297606124,0.0,0.0,0.0,0.0,0.0,16.0,51.16181957
t107,0.0,18.57840138195,13.30901814385,3.3655941242,0.0,0.0,0.0,0.0,0.0,16.0,51.25301365
t108,0.0,18.089158511230004,13.84616270089,3.5014276278799996,0.0,0.0,0.0,0.0,0.0,16.0,51.43674884
t109,0.0,17.63649139028,14.38330729004,3.6372611396799996,0.0,0.0,0.0,0.0,0.0,16.0,51.65705982
t110,0.0,61.71893734113452,14.85204666179,3.7557962906799998,0.0,0.0,0.0,0.0,0.0,16.0,96.32678029360451
t111,0.0,16.542739935010005,15.32078600143,3.8743314335599996,0.0,0.0,0.0,0.0,0.0,16.0,51.73785737
t112,0.0,16.009965702260004,15.78952537318,3.9928665845599993,0.0,0.0,0.0,0.0,0.0,16.0,51.79235766
t113,0.0,15.49419726951,16.25826474493,4.111401735559999,0.0,0.0,0.0,0.0,0.0,16.0,51.86386374999999
t114,0.0,14.88941312699,16.727004084569998,4.229936878439999,0.0,0.0,0.0,0.0,0.0,16.0,51.84635409
t115,0.0,58.95845851784453,17.19574345632,4.34847202944,0.0,0.0,0.0,0.0,0.0,16.0,96.50267400360453
t116,0.0,13.76522224659,17.621090337370003,4.45603405604,0.0,0.0,0.0,0.0,0.0,16.0,51.84234664
t117,0.0,13.19249418871,18.046437250529998,4.563596090759999,0.0,0.0,0.0,0.0,0.0,16.0,51.80252753
t118,0.0,12.66163003106,18.47178413158,4.671158117359999,0.0,0.0,0.0,0.0,0.0,16.0,51.80457228
t119,0.0,12.14890469318,18.89713104474,4.77872015208,0.0,0.0,0.0,0.0,0.0,16.0,51.82475589
t120,0.0,56.30075487913453,19.322477925789997,4.886282178679999,0.0,0.0,0.0,0.0,0.0,16.0,96.50951498360453
t121,0.0,11.234062757650001,19.74782483895,4.993844213399999,0.0,0.0,0.0,0.0,0.0,16.0,51.97573181
t122,0.0,10.861845051690004,20.057135716669997,5.072062971639999,0.0,0.0,0.0,0.0,0.0,16.0,51.99104374
t123,0.0,10.4213231355,20.3664466265,5.150281737999999,0.0,0.0,0.0,0.0,0.0,16.0,51.9380515
t124,0.0,10.004597519310003,20.675757536329996,5.2285005043599995,0.0,0.0,0.0,0.0,0.0,16.0,51.90885556
t125,0.0,54.16570863672453,20.98506844616,5.3067192707199995,0.0,0.0,0.0,0.0,0.0,16.0,96.45749635360454
t126,0.0,9.127667106929998,21.294379355990003,5.3849380370799995,0.0,0.0,0.0,0.0,0.0,16.0,51.8069845
t127,0.0,8.73789616074,21.60369026582,5.4631568034399995,0.0,0.0,0.0,0.0,0.0,16.0,51.80474323
t128,0.0,8.408009428710002,21.80834852053,5.514910930759999,0.0,0.0,0.0,0.0,0.0,16.0,51.73126888
t129,0.0,8.082088756680001,22.01300677524,5.56666505808,0.0,0.0,0.0,0.0,0.0,16.0,51.66176059
t130,0.0,52.303965458254524,22.21766502995,5.6184191854,0.0,0.0,0.0,0.0,0.0,16.0,96.14004967360452
t131,0.0,7.35719685262,22.42232328466,5.670173312719999,0.0,0.0,0.0,0.0,0.0,16.0,51.44969345
t132,0.0,7.091749230590004,22.62698153937,5.72192744004,0.0,0.0,0.0,0.0,0.0,16.0,51.44065821
t133,0.0,6.9113513085600005,22.831639794079997,5.773681567359999,0.0,0.0,0.0,0.0,0.0,16.0,51.51667267
