Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
SD,onshore_wind,1,1,2.027450858381314e8,2.027450858381314e8
SD,solar_pv_sat,1,1,3.3803429206687915e8,3.3803429206687915e8
SD,solar_btm,1,1,1.6538194001186334e6,1.6538194001186334e6
SD,solar_btm_curt,1,1,418219.04481355654,418219.04481355654
SD,hydro,1,1,2.665392645109481e-9,2.665392645109481e-9
SD,battery4,1,1,-1.3371770342100073e8,-1.3371770342100073e8
SD,battery8,1,1,1.0637059831047549e9,1.0637059831047549e9
SD,pumped_hydro,1,1,-3.5927056213578094e-5,-3.5927056213578094e-5
