Constraint,CapRes_1
t836,4.260692344045325
t837,4.260692344045316
t838,4.260692344045306
t839,4.260692344045296
t840,4.260692344045287
t841,4.260692344045282
t842,4.26069234404527
t843,4.2606923440452595
t844,4.260692344045249
t845,4.2606923440452364
t846,4.260692344045229
t847,4.260692344045217
t848,4.260692344045206
t849,4.260692344045194
t850,4.260692344045182
t851,4.260692344045174
t852,4.260692344045163
t853,4.260692344045152
t854,4.260692344045141
t855,4.260692344045132
t856,4.260692344045127
t857,4.2606923440451165
t858,4.260692344045107
t859,4.260692344045097
t860,4.260692344045086
t861,4.260692344045083
t862,4.260692344045071
t863,4.260692344045061
t864,4.260692344045049
t865,4.2606923440450375
t866,4.2606923440450295
t867,4.260692344045015
t868,4.260692344045001
t869,4.260692344044986
t870,4.260692344044969
t871,4.260692344044955
t872,4.260692344044936
t873,4.260692344044917
t874,4.260692344044895
t875,4.260692344044873
t876,4.260692344044852
t877,4.260692344044825
t878,4.260692344044795
t879,4.260692344044763
t880,4.260692344044728
t881,4.2606923440446955
t882,4.260692344044652
t883,4.260692344044607
t884,4.260692344044555
t885,4.2606923440444975
t886,4.260692344044437
t887,4.260692344044365
t888,4.260692344044282
t889,4.260692344044184
t890,4.2606923440440685
t891,4.260692344043933
t892,4.260692344043763
t893,4.260692344043551
t894,4.260692344043279
t895,4.260692344042921
t896,4.26069234404243
t897,4.260692344041707
t898,4.260692344040545
t899,4.260692344038377
t900,4.2606923440332265
t901,4.260692344009471
t902,0.4362948960533225
t903,0.4362948960369442
t904,0.4362948960333644
t905,0.436294896031767
t906,0.43629489603088484
t907,0.43629489603033283
t908,0.43629489602994775
t909,0.4362948960296616
t910,0.436294896029441
t911,0.4362948960292783
t912,0.4362948960291405
t913,0.4362948960290329
t914,0.436294896028941
t915,0.4362948960288617
t916,0.4362948960287977
t917,0.4362948960287384
t918,0.4362948960286855
t919,0.43629489602864135
t920,0.436294896028601
t921,0.43629489602856975
t922,0.43629489602853766
t923,0.43629489602850857
t924,0.43629489602848287
t925,0.43629489602846167
t926,0.43629489602845434
t927,0.43629489602844124
t928,0.4362948960284308
t929,0.4362948960284208
t930,0.43629489602841226
t931,0.4362948960284112
t932,0.43629489602840654
t933,0.4362948960284012
t934,0.43629489602839616
t935,0.4362948960283921
t936,0.4362948960283978
t937,0.43629489602840005
t938,0.436294896028405
t939,0.43629489602840765
t940,0.4362948960284127
t941,0.43629489602842797
t942,0.43629489602843324
t943,0.4362948960284411
t944,0.4362948960284483
t945,0.43629489602845706
t946,0.43629489602848126
t947,0.43629489602849153
t948,0.436294896028504
t949,0.43629489602852234
t950,0.4362948960302025
t951,7.834885446057807e-13
t952,1.4161476751365129e-13
t953,8.098955153364318e-14
t954,5.709098967761331e-14
t955,4.3836291430922235e-14
t956,3.394342778104995e-14
t957,2.752814577341913e-14
t958,2.2867157724131983e-14
t959,1.9398127880517146e-14
t960,1.6688971460362597e-14
t961,1.452477775451437e-14
t962,1.3740088585554152e-14
t963,1.300632008613395e-14
t964,1.2308435317869314e-14
t965,1.1690128867356263e-14
t966,1.1031106935683223e-14
t967,1.048689347730568e-14
t968,1.0272873156167282e-14
t969,1.0075839335741285e-14
t970,9.860864320934233e-15
t971,9.646987928733829e-15
t972,9.463310334922827e-15
t973,9.312978838610442e-15
t974,9.217943692530272e-15
t975,9.135743559292383e-15
t976,9.042450434784234e-15
t977,9.02622028745263e-15
t978,8.897117419946855e-15
t979,8.827461028139337e-15
t980,8.820945689446004e-15
t981,8.826782963340063e-15
t982,8.829377312598532e-15
t983,8.822815613500417e-15
t984,8.827988025770115e-15
t985,8.847842540393377e-15
t986,8.921916827352389e-15
t987,8.989797091698443e-15
t988,9.06969058508699e-15
t989,9.15772234510332e-15
t990,9.222975823199891e-15
t991,9.314327383904436e-15
t992,9.399392305048335e-15
t993,9.489218614756995e-15
t994,9.57120000889273e-15
t995,9.656247800388566e-15
t996,9.759165175762057e-15
t997,9.913621901694254e-15
t998,9.90139598538239e-15
t999,9.932750768332588e-15
t1000,9.98362377040068e-15
t1001,1.0012577416435453e-14
t1002,1.0042872823910162e-14
t1003,1.0080970744200516e-14
t1004,1.0102646939986607e-14
t1005,1.0117633113242582e-14
t1006,1.0135291015149192e-14
t1007,1.0145629641894297e-14
t1008,1.017698986556235e-14
t1009,1.020271263498566e-14
t1010,1.0182843289032093e-14
t1011,1.0166102213564255e-14
t1012,1.0154281513545703e-14
t1013,1.0140139208252195e-14
t1014,1.0117601048067218e-14
t1015,1.0097519760771485e-14
t1016,1.0078520398729744e-14
t1017,1.009323979889349e-14
t1018,1.0009314741025076e-14
t1019,9.979684156555201e-15
t1020,9.94663814274186e-15
t1021,9.971117400333205e-15
t1022,9.85982890447616e-15
t1023,9.78047046259578e-15
t1024,9.727746938863523e-15
t1025,9.706238862790276e-15
t1026,9.60104595956715e-15
t1027,9.545757217296166e-15
t1028,9.49995790948828e-15
t1029,9.500890026470431e-15
t1030,9.400555335889068e-15
t1031,9.378877921003605e-15
t1032,9.347763358075446e-15
t1033,9.35678708730174e-15
t1034,9.332162712781323e-15
t1035,9.367663471591527e-15
t1036,9.429292892638355e-15
t1037,9.509248125434237e-15
t1038,9.501398086016908e-15
t1039,9.561335443952225e-15
t1040,9.727978036392835e-15
