Region,Resource,Zone,Cluster,AnnualSum
NE,natural_gas_combined_cycle,1,1,3.197297856516971e9
NE,solar_pv,1,1,3.1218056813192835e9
NE,onshore_wind,1,1,3.9411105180254364e9
NE,battery,1,0,1.5958351157910955e9
