Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
50000,1,1,1,8,2016,22236.923076923078,1,40.96837175
,,,,,,26280.0,2,40.74216029
,,,,,,22236.923076923078,3,40.51066075
,,,,,,8086.153846153847,4,40.30472021
,,,,,,2021.5384615384617,5,40.16796428
,,,,,,20215.384615384617,6,39.99331056
,,,,,,2021.5384615384617,7,39.82526691
,,,,,,2021.5384615384617,8,39.7006728
,,,,,,,9,39.60604435
,,,,,,,10,39.47484016
,,,,,,,11,39.41071311
,,,,,,,12,39.29238342
,,,,,,,13,39.16259623
,,,,,,,14,39.11117883
,,,,,,,15,39.01040618
,,,,,,,16,39.02376756
,,,,,,,17,39.03595924
,,,,,,,18,39.01598188
,,,,,,,19,38.99556385
,,,,,,,20,38.91052964
,,,,,,,21,38.86603726
,,,,,,,22,38.77351163
,,,,,,,23,38.75561195
,,,,,,,24,38.74123765
,,,,,,,25,38.78150667
,,,,,,,26,38.79067968
,,,,,,,27,38.77737839
,,,,,,,28,38.7138405
,,,,,,,29,38.70935252
,,,,,,,30,38.67666153
,,,,,,,31,38.66644481
,,,,,,,32,38.66708586
,,,,,,,33,38.71003142
,,,,,,,34,38.76179042
,,,,,,,35,38.76366952
,,,,,,,36,38.80344642
,,,,,,,37,38.85071475
,,,,,,,38,38.86581147
,,,,,,,39,38.89765373
,,,,,,,40,38.96915647
,,,,,,,41,39.00595068
,,,,,,,42,39.03393145
,,,,,,,43,39.10730144
,,,,,,,44,39.17934858
,,,,,,,45,39.30736109
,,,,,,,46,39.33754439
,,,,,,,47,39.4213203
,,,,,,,48,39.52228242
,,,,,,,49,39.69904012
,,,,,,,50,39.85711928
,,,,,,,51,39.99404618
,,,,,,,52,40.10012604
,,,,,,,53,40.32106971
,,,,,,,54,40.42876067
,,,,,,,55,40.63516218
,,,,,,,56,40.78671677
,,,,,,,57,40.95237287
,,,,,,,58,41.14755398
,,,,,,,59,41.40792652
,,,,,,,60,41.68284121
,,,,,,,61,42.15826168
,,,,,,,62,42.59845305
,,,,,,,63,42.98576379
,,,,,,,64,43.40171821
,,,,,,,65,43.79986164
,,,,,,,66,44.29098687
,,,,,,,67,44.89668683
