Resource,onshore_wind,solar_pv_sat,solar_btm,hydro,battery4,battery8,pumped_hydro
t188,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t189,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t190,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t191,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t192,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t193,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t194,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t195,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t196,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t197,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t198,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t199,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t200,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t201,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t202,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t203,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t204,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t205,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t206,0.0,0.0,0.0,0.0,0.13799999999999998,-0.16304347826086954,-0.4322046313799628
t207,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t208,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t209,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t210,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t211,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t212,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t213,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t214,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t215,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t216,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t217,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t218,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t219,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t220,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t221,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t222,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t223,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t224,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t225,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t226,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t227,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t228,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t229,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t230,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t231,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t232,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t233,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t234,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t235,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t236,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t237,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t238,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t239,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t240,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t241,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t242,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t243,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t244,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t245,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t246,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t247,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t248,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t249,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t250,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t251,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t252,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t253,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t254,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t255,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t256,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t257,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t258,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t259,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t260,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t261,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.4322046313799628
t262,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.6753197365311917
t263,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.6753197365311917
t264,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.6753197365311917
t265,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.6753197365311917
t266,0.0,0.0,0.0,0.0,1.7968750000000013,-0.16304347826086954,-0.6753197365311917
t267,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.6753197365311917
t268,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.6753197365311917
t269,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.6753197365311917
t270,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.6753197365311917
t271,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t272,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t273,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t274,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t275,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t276,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t277,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t278,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t279,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t280,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t281,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t282,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t283,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t284,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t285,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
t286,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.4090264650283553
