Resource,onshore_wind,solar_pv_sat,solar_btm,hydro,battery4,battery8,pumped_hydro,Total
t222,277.92574342742734,0.0,0.0,0.0,0.0,0.0,0.0,277.92574342742734
t223,288.965834714722,0.0,0.0,0.0,0.0,0.0,0.0,288.965834714722
t224,300.005924749769,0.0,0.0,0.0,0.0,0.0,0.0,300.005924749769
t225,311.0460160370637,0.0,0.0,0.0,0.0,0.0,0.0,311.0460160370637
t226,322.0861060721107,0.0,0.0,0.0,0.0,0.0,0.0,322.0861060721107
t227,333.1261973594054,0.0,0.0,0.0,0.0,0.0,0.0,333.1261973594054
t228,344.16628739445235,0.0,0.0,0.0,0.0,0.0,0.0,344.16628739445235
t229,355.2063786817471,0.0,0.0,0.0,0.0,0.0,0.0,355.2063786817471
t230,353.69774202139496,0.0,0.0,0.0,0.0,0.0,0.0,353.69774202139496
t231,352.1891053610429,0.0,0.0,0.0,0.0,0.0,0.0,352.1891053610429
t232,350.68046870069077,0.0,0.0,0.0,0.0,0.0,0.0,350.68046870069077
t233,349.17183078809103,0.0,0.0,0.0,0.0,0.0,0.0,349.17183078809103
t234,347.6631941277389,0.0,0.0,0.0,0.0,0.0,0.0,347.6631941277389
t235,346.15455746738684,0.0,0.0,0.0,0.0,0.0,0.0,346.15455746738684
t236,344.6459208070347,0.0,0.0,0.0,0.0,0.0,0.0,344.6459208070347
t237,343.13728414668265,0.0,0.0,0.0,0.0,0.0,0.0,343.13728414668265
t238,341.6286474863305,0.0,0.0,0.0,0.0,0.0,0.0,341.6286474863305
t239,340.1200095737308,0.0,0.0,0.0,0.0,0.0,0.0,340.1200095737308
t240,338.61137291337866,0.0,0.0,0.0,0.0,0.0,0.0,338.61137291337866
t241,337.1027362530266,0.0,0.0,0.0,0.0,0.0,0.0,337.1027362530266
t242,332.06935038385063,0.0,0.0,0.0,0.0,0.0,0.0,332.06935038385063
t243,327.0359657669224,0.0,0.0,0.0,0.0,0.0,0.0,327.0359657669224
t244,322.0025798977464,0.0,0.0,0.0,0.0,0.0,0.0,322.0025798977464
t245,316.9691940285704,0.0,0.0,0.0,0.0,0.0,0.0,316.9691940285704
t246,311.93580815939447,0.0,0.0,0.0,0.0,0.0,0.0,311.93580815939447
t247,306.90242354246624,0.0,0.0,0.0,0.0,0.0,0.0,306.90242354246624
t248,301.8690376732903,0.0,0.0,0.0,0.0,0.0,0.0,301.8690376732903
t249,296.83565180411426,0.0,0.0,0.0,0.0,0.0,0.0,296.83565180411426
t250,291.8022659349383,0.0,0.0,0.0,0.0,0.0,0.0,291.8022659349383
t251,286.7688813180101,0.0,0.0,0.0,0.0,0.0,0.0,286.7688813180101
t252,281.73549544883406,0.0,0.0,0.0,0.0,0.0,0.0,281.73549544883406
t253,276.7021095796581,0.0,0.0,0.0,0.0,0.0,0.0,276.7021095796581
t254,296.8105592645435,0.0,0.0,0.0,0.0,0.0,0.0,296.8105592645435
t255,316.9190102016766,0.0,0.0,0.0,0.0,0.0,0.0,316.9190102016766
t256,337.0274598865619,0.0,0.0,0.0,0.0,0.0,0.0,337.0274598865619
t257,357.1359095714473,0.0,0.0,0.0,0.0,0.0,0.0,357.1359095714473
t258,377.2443605085804,0.0,0.0,0.0,0.0,0.0,0.0,377.2443605085804
t259,397.35281019346576,0.0,0.0,0.0,0.0,0.0,0.0,397.35281019346576
t260,417.46125987835114,0.0,0.0,0.0,0.0,0.0,0.0,417.46125987835114
t261,437.56971081548414,0.0,0.0,0.0,0.0,0.0,0.0,437.56971081548414
t262,457.6781605003696,0.0,0.0,0.0,0.0,0.0,0.0,457.6781605003696
t263,477.786610185255,0.0,0.0,0.0,0.0,0.0,0.0,477.786610185255
t264,497.895061122388,0.0,0.0,0.0,0.0,0.0,0.0,497.895061122388
t265,518.0035108072733,0.0,0.0,0.0,0.0,0.0,0.0,518.0035108072733
t266,531.9228088442383,0.0,0.0,0.0,0.0,0.0,0.0,531.9228088442383
t267,545.842108133451,0.0,0.0,0.0,0.0,0.0,0.0,545.842108133451
t268,559.7614061704159,0.0,0.0,0.0,0.0,0.0,0.0,559.7614061704159
t269,573.6807054596285,0.0,0.0,0.0,0.0,0.0,0.0,573.6807054596285
t270,587.6000034965936,0.0,0.0,0.0,0.0,0.0,0.0,587.6000034965936
t271,601.5193027858062,0.0,0.0,0.0,0.0,0.0,0.0,601.5193027858062
t272,615.438600822771,0.0,0.0,0.0,0.0,0.0,0.0,615.438600822771
t273,629.357898859736,0.0,0.0,0.0,0.0,0.0,0.0,629.357898859736
t274,643.2771981489486,0.0,0.0,0.0,0.0,0.0,0.0,643.2771981489486
t275,657.1964961859136,0.0,0.0,0.0,0.0,0.0,0.0,657.1964961859136
t276,671.1157954751263,0.0,0.0,0.0,0.0,0.0,0.0,671.1157954751263
t277,685.0350935120913,0.0,0.0,0.0,0.0,0.0,0.0,685.0350935120913
t278,684.2242656257248,0.0,0.0,0.0,0.0,0.0,0.0,684.2242656257248
t279,683.4134377393585,0.0,0.0,0.0,0.0,0.0,0.0,683.4134377393585
t280,682.6026098529921,0.0,0.0,0.0,0.0,0.0,0.0,682.6026098529921
t281,681.7917819666258,0.0,0.0,0.0,0.0,0.0,0.0,681.7917819666258
t282,680.9809540802594,0.0,0.0,0.0,0.0,0.0,0.0,680.9809540802594
t283,680.1701261938931,0.0,0.0,0.0,0.0,0.0,0.0,680.1701261938931
t284,679.3592995597745,0.0,0.0,0.0,0.0,0.0,0.0,679.3592995597745
t285,678.5484716734081,0.0,0.0,0.0,0.0,0.0,0.0,678.5484716734081
t286,677.7376437870417,0.0,0.0,0.0,0.0,0.0,0.0,677.7376437870417
t287,676.9268159006754,0.0,0.0,0.0,0.0,0.0,0.0,676.9268159006754
t288,676.1159880143091,0.0,0.0,0.0,0.0,0.0,0.0,676.1159880143091
t289,675.3051601279426,0.0,0.0,0.0,0.0,0.0,0.0,675.3051601279426
t290,664.7533465191581,0.0,0.0,0.0,0.0,0.0,0.0,664.7533465191581
t291,654.2015329103733,0.0,0.0,0.0,0.0,0.0,0.0,654.2015329103733
t292,643.6497205538362,0.0,0.0,0.0,0.0,0.0,0.0,643.6497205538362
t293,633.0979069450516,0.0,0.0,0.0,0.0,0.0,0.0,633.0979069450516
t294,622.5460933362668,0.0,0.0,0.0,0.0,0.0,0.0,622.5460933362668
t295,611.9942797274821,0.0,0.0,0.0,0.0,0.0,0.0,611.9942797274821
