Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
SD,onshore_wind,1,1,1.6184174601600814e8,1.6184174601600814e8
SD,solar_pv_sat,1,1,4.047774042768436e8,4.047774042768436e8
SD,solar_btm,1,1,2.0888299131153645e6,2.0888299131153645e6
SD,hydro,1,1,0.0,0.0
SD,battery4,1,1,-8.155552402252685e8,-8.155552402252685e8
SD,battery8,1,1,2.475020145065531e9,2.475020145065531e9
SD,pumped_hydro,1,1,-5.244442028442293e-9,-5.244442028442293e-9
