Resource,Zone,AnnualSum,Capacity,CapacityFactor
onshore_wind,1,1116.8077056842583,11.380068136238378,0.0009335727943579353
solar_pv_sat,1,221760.45430952034,58.677161607510975,0.03595254618866108
solar_btm,1,779721.2754186686,32.11,0.2310009291389269
solar_btm_curt,1,37848.74908226717,8.12,0.04434147636369991
hydro,1,11080.204741759357,5.99999999138744,0.01756754940014885
battery4,1,13151.843302811161,33.80467626687264,0.0
battery8,1,0.19360929776902058,2.984663788624567e-5,0.0
pumped_hydro,1,3.9194464668099424e6,178.824215038735,0.0
geothermal,1,6.505088470790232e6,121.04276676945338,0.5112449287554375
