Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
SD,onshore_wind,1,1,390705.5370591914,390705.5370591914
SD,solar_pv_sat,1,1,3.2912659997028597e6,3.2912659997028597e6
SD,solar_btm,1,1,1.2139755023164772e6,1.2139755023164772e6
SD,solar_btm_curt,1,1,306991.0021429397,306991.0021429397
SD,hydro,1,1,1.32341180153045e6,1.32341180153045e6
SD,battery4,1,1,-431568.5000292035,-431568.5000292035
SD,battery8,1,1,1.780705083268825,1.780705083268825
SD,pumped_hydro,1,1,990509.9075453223,990509.9075453223
SD,geothermal,1,1,1.1406312494072004e8,1.1406312494072004e8
