Zone,1
t1,-7.2240067362848495e-9
t2,-7.246172035684279e-9
t3,-7.373868604083952e-9
t4,-7.349789233748039e-9
t5,-7.251788163611465e-9
t6,-8.034431440855378e-9
t7,-8.059582997754289e-9
t8,-8.05965831304593e-9
t9,-8.007449343229289e-9
t10,-7.876395979406759e-9
t11,-8.604977152141893e-9
t12,-8.600221769849492e-9
t13,-8.601070660728388e-9
t14,-8.490177001477633e-9
t15,-8.364483814185464e-9
t16,-9.060293815068669e-9
t17,-8.991562435778073e-9
t18,-8.891096821704076e-9
t19,-8.74352617988887e-9
t20,-8.516204597788272e-9
t21,-9.17686751962204e-9
t22,-9.098339804003642e-9
t23,-8.982429359550597e-9
t24,-8.836374575664309e-9
t25,-8.431612134802722e-9
t26,-9.176791934192283e-9
t27,-9.015596514253624e-9
t28,-8.775378703929497e-9
t29,-8.397548571284142e-9
t30,-8.253196167044644e-9
t31,-8.816672612669193e-9
t32,-8.650783706155615e-9
t33,-8.408268777821398e-9
t34,-8.362518739073764e-9
t35,-8.083831658289989e-9
t36,-8.754769246902612e-9
t37,-8.495960575985348e-9
t38,-8.400363757495995e-9
t39,-8.162170986941378e-9
t40,-7.809572483787195e-9
t41,-8.278046770960441e-9
t42,-8.08532365555971e-9
t43,-7.924856256383261e-9
t44,-7.716409485075057e-9
t45,-7.321270720060546e-9
t46,-7.984389880968092e-9
t47,-7.80941350801328e-9
t48,-7.610422123951227e-9
t49,-7.2585474699631954e-9
t50,-7.075973036807454e-9
t51,-7.567909084725833e-9
t52,-7.3590471764920135e-9
t53,-6.980437934612544e-9
t54,-6.853718018825613e-9
t55,-6.49233339140048e-9
t56,-6.899976145736444e-9
t57,-6.442257582883661e-9
t58,-6.287396942028132e-9
t59,-5.8952267409164885e-9
t60,-5.397632658249193e-9
t61,-5.451190268419336e-9
t62,-5.1922205173913916e-9
t63,-4.9224371770696854e-9
t64,-4.611427289498845e-9
t65,-3.898069435758147e-9
t66,-4.292163732652109e-9
t67,-3.7172635265771716e-9
t68,-3.1020869178698647e-9
t69,-2.4651949053543084e-9
t70,-1.770923068091102e-9
t71,-1.8880323445889083e-9
t72,-1.304918884802477e-9
t73,-2.6927196890239665e-10
t74,9.411868113591543e-10
t75,2.1484903782132646e-9
t76,2.532843137009528e-9
t77,3.548567388440025e-9
t78,4.456174249844133e-9
t79,5.304755629327684e-9
t80,7.452623286881223e-9
t81,6.578839624544352e-9
t82,7.874211577598754e-9
t83,8.3108710317014e-9
t84,8.620281843352878e-9
t85,8.272445546377988e-9
t86,6.731345561850375e-9
t87,6.390114355709812e-9
t88,5.781376851436559e-9
t89,5.187873815447524e-9
t90,4.3307040368106465e-9
t91,2.423990934425777e-9
t92,1.7115346424622106e-9
t93,1.19512746784747e-9
t94,3.1067018296954753e-10
t95,-3.5452314695170017e-10
t96,-1.7898411590216485e-9
t97,-1.9461433906887462e-9
t98,-2.347698438632155e-9
t99,-2.3662111911649486e-9
t100,-2.2914523027584897e-9
t101,-2.901281251775696e-9
t102,-3.1863485465925823e-9
t103,-3.3305500092447267e-9
t104,-3.6165866918928417e-9
t105,-3.725324167852395e-9
t106,-5.073872833803373e-9
t107,-5.466612635682222e-9
t108,-5.856853788373513e-9
t109,-6.036543206573441e-9
t110,-6.603326626436379e-9
t111,-7.810423505793723e-9
t112,-8.425371719722095e-9
t113,-8.718756338683897e-9
t114,-9.476787508696282e-9
t115,-9.84513225907789e-9
t116,-1.097336499420206e-8
t117,-1.1160087701279465e-8
t118,-1.1812088217301297e-8
t119,-1.2103869370712805e-8
t120,-1.2213883477227652e-8
t121,-1.2728062810109813e-8
t122,-1.299239947857779e-8
t123,-1.3109235480696332e-8
t124,-1.3127342077807317e-8
t125,-1.2696079577825275e-8
t126,-1.3630411153432523e-8
t127,-1.3683861511771598e-8
t128,-1.3752734407089043e-8
t129,-1.3485541821938774e-8
t130,-1.3866772392794974e-8
t131,-1.4579382245498408e-8
t132,-1.4756111930523654e-8
t133,-1.440087988625154e-8
t134,-1.480197640446387e-8
t135,-1.474048617824848e-8
t136,-1.540729090291109e-8
