Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,0.0
SD,solar_pv_sat,1,1,0.0
SD,solar_btm,1,1,0.0
SD,solar_btm_curt,1,1,0.0
SD,hydro,1,1,0.0
SD,battery4,1,1,-8.587726235672202e6
SD,battery8,1,1,-4.722525051982434
SD,pumped_hydro,1,1,-3.257452106403738e7
SD,geothermal,1,1,0.0
