Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
SD,onshore_wind,1,1,827038.1234982077,827038.1234982077
SD,solar_pv_sat,1,1,1.6695872916198738e7,1.6695872916198738e7
SD,solar_btm,1,1,972632.1422546995,972632.1422546995
SD,solar_btm_curt,1,1,245959.91887599372,245959.91887599372
SD,hydro,1,1,3.363205946118112e6,3.363205946118112e6
SD,battery4,1,1,1423.7770852277617,1423.7770852277617
SD,battery8,1,1,6.050867354883857e6,6.050867354883857e6
SD,pumped_hydro,1,1,759941.86038091,759941.86038091
SD,geothermal,1,1,1.8415783061530182e8,1.8415783061530182e8
