Constraint,CapRes_1
t151,7.785427342806562e-10
t152,7.893629444439636e-10
t153,6.631358869147129e-10
t154,8.044838936745397e-10
t155,8.085912100314758e-10
t156,7.766285489630011e-10
t157,6.565417871665935e-10
t158,7.923857847168854e-10
t159,7.943959887975632e-10
t160,8.007477064393228e-10
t161,6.469840217958975e-10
t162,7.787501669906026e-10
t163,7.791376971360131e-10
t164,7.87017148441047e-10
t165,6.440287451366864e-10
t166,7.585024350825497e-10
t167,7.605986940402158e-10
t168,7.638572301212451e-10
t169,6.520506165692115e-10
t170,7.652435400248892e-10
t171,7.063932280067052e-10
t172,6.973690283444228e-10
t173,6.994367205112078e-10
t174,6.970563497668753e-10
t175,7.006254940198993e-10
t176,6.661011372946462e-10
t177,6.786925693549182e-10
t178,6.84963625569135e-10
t179,6.928324429431212e-10
t180,7.028394582959115e-10
t181,6.789056813295499e-10
t182,6.977049561842834e-10
t183,6.952246937488645e-10
t184,6.865504778625999e-10
t185,6.821481680220984e-10
t186,6.460605100110357e-10
t187,6.471496196222425e-10
t188,6.433652875540688e-10
t189,6.422806424496372e-10
t190,6.376315163608125e-10
t191,6.116135914197308e-10
t192,6.060050937954401e-10
t193,6.002153584517767e-10
t194,6.110698736319128e-10
t195,6.452468105766093e-10
t196,6.315399971570362e-10
t197,6.664783851256549e-10
t198,6.757662252415294e-10
t199,6.880215746546761e-10
t200,7.00945740629141e-10
t201,6.825501727773893e-10
t202,6.931322082904995e-10
t203,6.8937729362583e-10
t204,6.472675847748781e-10
t205,5.893018417215827e-10
t206,5.821545305056027e-10
t207,5.690606412693734e-10
t208,5.770476260000039e-10
t209,5.830954770082397e-10
t210,5.709755576123371e-10
t211,7.184185468297167e-10
t212,7.35081834219645e-10
t213,6.224454421451979e-10
t214,7.471122582610681e-10
t215,7.462425845241096e-10
t216,7.151274338643719e-10
t217,6.14244649603798e-10
t218,7.131282011336829e-10
t219,7.168026058166379e-10
t220,7.27089908020752e-10
t221,6.313413002140076e-10
t222,7.593782229720893e-10
t223,7.683669200869034e-10
t224,7.761848315257381e-10
t225,6.525545863630782e-10
t226,7.732997757192082e-10
t227,7.743859035270962e-10
t228,7.744849575624343e-10
t229,6.603478108848938e-10
t230,7.724728208580051e-10
t231,7.601510847395666e-10
t232,7.636133505716681e-10
t233,6.499306878218858e-10
t234,7.626078937916728e-10
t235,7.607065163852617e-10
t236,7.505777267504758e-10
t237,6.450784150051333e-10
t238,7.506939548285384e-10
t239,7.496727600525185e-10
t240,7.486681886164292e-10
t241,6.387008073393638e-10
t242,7.388945700223986e-10
t243,7.398932770886375e-10
t244,7.435385797856253e-10
t245,6.24806570721141e-10
t246,7.348269643050596e-10
t247,7.346644305966226e-10
t248,7.351370501174195e-10
t249,6.156696056056211e-10
t250,7.358211788352209e-10
t251,7.231204505621696e-10
t252,7.266076746014632e-10
t253,6.097168405505083e-10
t254,7.363517952531756e-10
t255,7.389325042221815e-10
t256,7.327973576136713e-10
t257,6.308134129419802e-10
t258,7.405548513517045e-10
t259,7.442317997755425e-10
t260,7.486056696815748e-10
t261,7.437704093846617e-10
t262,7.473453694044769e-10
t263,7.447238456247419e-10
t264,7.430162286231295e-10
t265,7.422727031514552e-10
t266,7.30931615882028e-10
t267,7.301057769989479e-10
t268,7.272792497926471e-10
t269,7.252972468954232e-10
t270,7.219323604345952e-10
t271,7.070562136230613e-10
t272,7.050220412339512e-10
t273,7.024058082651675e-10
t274,6.998076133700812e-10
t275,6.978218454855149e-10
t276,6.828882635988781e-10
t277,6.805118681107002e-10
t278,6.796425086440881e-10
t279,6.795383589898409e-10
t280,6.808415205580041e-10
t281,6.695970695354809e-10
t282,6.692773135866838e-10
t283,6.709752173206619e-10
t284,6.725656610797985e-10
t285,6.744578238101254e-10
t286,6.617362162215231e-10
t287,6.631124798597721e-10
t288,6.643583610653401e-10
t289,6.660580376053389e-10
t290,6.669307424852242e-10
t291,6.557434540851535e-10
t292,6.583284355381919e-10
t293,6.614200018594239e-10
t294,6.62650741246234e-10
t295,6.646242617176983e-10
t296,6.544242318349015e-10
t297,6.578834184866424e-10
t298,6.591683146369897e-10
t299,6.611950304924686e-10
t300,6.640443449787729e-10
t301,6.541469826033216e-10
t302,6.539104492096953e-10
t303,6.55256563588424e-10
t304,6.565057553585174e-10
t305,6.591141636369856e-10
t306,6.464840633912572e-10
t307,6.471326895395635e-10
t308,6.478496556064979e-10
t309,6.485565907843485e-10
t310,6.46461453296289e-10
t311,6.311470024116663e-10
t312,6.265201898795318e-10
t313,6.310776512426623e-10
t314,6.408030728268271e-10
t315,6.488875415060472e-10
t316,6.416465066707099e-10
t317,6.491324325133484e-10
t318,6.534605471799503e-10
t319,6.587434242480611e-10
t320,6.618201041321189e-10
t321,6.531681547279543e-10
t322,6.545656891796756e-10
t323,6.541488577054209e-10
t324,6.570319004000292e-10
t325,5.526002474162627e-10
t326,6.51487399970193e-10
t327,6.525040697077603e-10
t328,6.541707550321164e-10
t329,5.48757763238445e-10
t330,6.598258814771179e-10
t331,6.494251319658296e-10
t332,6.533547556456784e-10
t333,6.597284358353093e-10
t334,6.62203771854457e-10
t335,6.661461650176043e-10
t336,6.583365564491846e-10
t337,6.644543446329757e-10
t338,6.687335585755535e-10
t339,6.729102525867798e-10
t340,6.777279066040783e-10
t341,6.723671779119351e-10
t342,6.765894247236847e-10
t343,6.754979077658728e-10
t344,6.76044034653413e-10
t345,6.773069879325672e-10
t346,6.643888167106638e-10
t347,6.635705864449732e-10
t348,6.613329774710137e-10
t349,6.606636731103844e-10
t350,6.572734510372348e-10
t351,6.371104786246268e-10
t352,6.284786019178663e-10
t353,6.317717690444321e-10
t354,6.434490293469925e-10
t355,6.531862806049377e-10
t356,6.407933199942459e-10
t357,6.511488161612578e-10
t358,6.574189951269059e-10
t359,6.643695612734672e-10
t360,6.731785554594744e-10
t361,6.627622628535488e-10
t362,6.720519511008234e-10
t363,6.913899488294303e-10
t364,7.191026770532551e-10
t365,7.384060134136708e-10
t366,7.060474322481258e-10
t367,7.503092674809635e-10
t368,7.680578927018027e-10
t369,7.308422683514813e-10
t370,6.88812367979329e-10
t371,5.809792185035866e-10
t372,5.864436017150714e-10
t373,5.799376004087833e-10
t374,5.438913191618556e-10
t375,6.015473827098383e-10
t376,5.32434026294925e-10
t377,5.299272979905339e-10
t378,5.391670965638178e-10
t379,5.460416424267329e-10
t380,5.843493868741786e-10
t381,5.745231148380532e-10
t382,5.760265629679852e-10
t383,5.714942801109499e-10
t384,5.693080306450266e-10
t385,5.75685053379102e-10
t386,5.667839001704516e-10
t387,5.68734900650454e-10
t388,5.821749576202784e-10
t389,5.958004579814595e-10
t390,6.013836985545898e-10
t391,5.886436688468168e-10
t392,6.069894212353806e-10
t393,6.264969320235939e-10
t394,6.395760330154906e-10
t395,6.575453451827818e-10
t396,6.731501140761786e-10
t397,7.017953693684918e-10
t398,6.704361380670764e-10
t399,6.426349576835065e-10
t400,6.197700541915936e-10
t401,5.929430747024629e-10
t402,5.761302494105522e-10
t403,5.66017713805548e-10
t404,5.742796238133002e-10
t405,5.836491866337722e-10
t406,5.487870960848209e-10
t407,5.545531908893739e-10
t408,5.552869737575897e-10
t409,5.602072862912741e-10
t410,5.653496069148577e-10
t411,5.597581751624846e-10
t412,5.686402174052635e-10
t413,5.752073967483478e-10
t414,5.768871129168487e-10
t415,5.824544149165317e-10
t416,5.673475798891493e-10
t417,5.651757585824239e-10
t418,5.610708754397846e-10
t419,5.588366406664908e-10
t420,5.573340044755037e-10
t421,5.44102985346559e-10
t422,5.40248456311444e-10
t423,5.349343115628187e-10
t424,5.311600747936676e-10
t425,5.289089092306648e-10
t426,5.152494059631276e-10
t427,5.107218861312563e-10
t428,5.12553606443059e-10
t429,5.142267996777773e-10
t430,5.159883721418328e-10
t431,5.134854337972546e-10
t432,5.174627970462059e-10
t433,5.217242698798651e-10
t434,5.199620031704525e-10
t435,5.200626131416742e-10
t436,5.17090491476343e-10
t437,5.194460828116587e-10
t438,5.202565169672769e-10
t439,5.21628854565208e-10
t440,5.221649094755349e-10
t441,5.177835097493454e-10
t442,5.168215698157795e-10
t443,5.156138218060373e-10
t444,5.1509439003764e-10
t445,5.163305826750056e-10
t446,5.116960319585369e-10
t447,5.117425976142503e-10
t448,5.111568665271248e-10
t449,5.107656010612296e-10
t450,5.096710762227889e-10
t451,5.050026456508878e-10
t452,5.04015707409919e-10
t453,5.032275457018534e-10
t454,5.01862025987027e-10
t455,5.019188073622673e-10
t456,4.996003510312635e-10
t457,4.993658422041049e-10
t458,5.04937529546135e-10
t459,5.079033416769783e-10
t460,5.126082610416438e-10
t461,5.167447997547211e-10
t462,5.178262412786279e-10
t463,5.2555137508007e-10
t464,5.293523092024608e-10
t465,5.360201602071787e-10
t466,5.215422776270129e-10
t467,5.341119535580523e-10
t468,5.411092064525189e-10
t469,5.47944264134787e-10
t470,5.520279778858908e-10
t471,5.370870644061463e-10
t472,5.393049629580725e-10
t473,5.408692062286311e-10
t474,5.397835537646617e-10
t475,5.41986176875101e-10
t476,5.341753932271741e-10
t477,5.319233317896824e-10
t478,5.267282586023827e-10
t479,5.214337801347253e-10
t480,5.176691749423072e-10
t481,5.099350831277658e-10
t482,5.149100018276049e-10
t483,5.186495948331463e-10
t484,5.240443682455594e-10
t485,5.298828266339842e-10
t486,5.24826562182161e-10
t487,5.287202668241212e-10
t488,5.383409000788036e-10
t489,5.501831282454676e-10
t490,5.662649690637247e-10
t491,5.570426604733648e-10
t492,5.760087102463085e-10
t493,5.722729116255498e-10
t494,5.73346572253178e-10
t495,5.588368301014556e-10
t496,5.443075114007045e-10
t497,5.720512963446575e-10
t498,5.628446130905921e-10
t499,5.963105230676151e-10
t500,6.056799911914364e-10
t501,5.548887260507299e-10
t502,5.61488680612608e-10
t503,5.653664946925546e-10
t504,5.682204855923076e-10
t505,5.720062131498157e-10
t506,5.686008394113359e-10
t507,5.739034094663439e-10
t508,5.794060600909857e-10
t509,5.850497283344086e-10
t510,5.884136100510869e-10
t511,5.827063020917198e-10
t512,5.855326468705443e-10
t513,5.88030372006313e-10
t514,5.892361043668567e-10
t515,5.902650000073071e-10
t516,5.821781314805074e-10
t517,5.828503587483254e-10
t518,5.819352577025965e-10
t519,5.815630925242951e-10
t520,5.815912004873768e-10
t521,5.728334033078385e-10
t522,5.722285458773876e-10
t523,5.72200330157217e-10
t524,5.715885369220737e-10
t525,5.718910159883985e-10
t526,5.61811376662858e-10
t527,5.615486231767166e-10
t528,5.614369201768795e-10
t529,5.621336538186541e-10
t530,5.615591535633492e-10
t531,5.529696704920287e-10
t532,5.537457986150449e-10
t533,5.550639560127115e-10
t534,5.552938391017378e-10
t535,5.564860418507866e-10
t536,5.484544299201796e-10
t537,5.497329966868477e-10
t538,5.503385008742799e-10
t539,5.51622897035594e-10
t540,5.523039377636527e-10
t541,5.446774994994898e-10
t542,5.451831209515111e-10
t543,5.468571966767714e-10
t544,5.485936745251375e-10
t545,5.502202011487199e-10
t546,5.42113971754427e-10
t547,5.433527062982558e-10
t548,5.454386291595489e-10
t549,5.483351929085912e-10
t550,5.500000896958635e-10
t551,5.431027592672636e-10
t552,5.450526643650088e-10
t553,5.468700559302673e-10
t554,5.489971859015822e-10
t555,5.519387608919811e-10
t556,5.451993198673551e-10
t557,5.483679694081454e-10
t558,5.507872575893876e-10
t559,5.534566019368249e-10
t560,5.565087628778246e-10
t561,5.488165402156443e-10
t562,5.503286899051578e-10
t563,5.523047597302916e-10
t564,5.5393246490906e-10
t565,5.545477610231282e-10
t566,5.437397918375394e-10
t567,5.455260925577703e-10
t568,5.594626767299868e-10
t569,5.856151638662706e-10
t570,6.354096167878887e-10
t571,6.256459070926261e-10
t572,6.280571214585694e-10
t573,6.38537351153449e-10
t574,6.493048035842306e-10
t575,6.573437237994421e-10
t576,6.517916350291079e-10
t577,6.585509478414051e-10
t578,6.578785984501332e-10
t579,6.589096608222352e-10
t580,6.605137680915125e-10
t581,5.523746975841666e-10
t582,6.5579520417499e-10
t583,6.548181218621311e-10
t584,6.557791430737445e-10
t585,5.431630741779548e-10
t586,6.494316633450016e-10
t587,6.507775331696706e-10
t588,6.517636373849866e-10
t589,5.452019615700325e-10
t590,6.564936782279836e-10
t591,6.487837965835257e-10
t592,6.536824315643392e-10
t593,5.435000772378618e-10
t594,6.588143899948169e-10
t595,6.594104568521756e-10
t596,6.548392995730992e-10
t597,5.482389471153401e-10
t598,6.58986890308008e-10
t599,6.603601116701504e-10
t600,6.614073370774505e-10
t601,5.517451659372953e-10
t602,6.569152707160136e-10
t603,6.59904180182016e-10
t604,6.647466256819493e-10
t605,5.551866791949082e-10
t606,6.631513291460432e-10
t607,6.65526658474187e-10
t608,6.687157903160602e-10
t609,5.579313727233176e-10
t610,6.753132833634642e-10
t611,6.686629292162296e-10
t612,6.737148126743404e-10
t613,5.566718718869453e-10
t614,6.724930636113659e-10
t615,6.677489598006187e-10
t616,6.399452944971528e-10
t617,5.476326154676967e-10
t618,6.338496359147313e-10
t619,6.317440954221347e-10
t620,6.319540332667874e-10
t621,5.455959124135017e-10
t622,6.197270349738452e-10
t623,6.227776040877997e-10
t624,6.311289186508165e-10
t625,5.543824959622625e-10
t626,6.33907039238975e-10
t627,6.456092863883963e-10
t628,6.750131782293602e-10
t629,5.656555239230362e-10
t630,6.936062740105213e-10
t631,6.909051368248579e-10
t632,6.972734599282864e-10
t633,7.000099162645536e-10
t634,6.995415296706192e-10
t635,7.007268127538063e-10
t636,6.893873376680443e-10
t637,6.903942503821962e-10
t638,6.898696460395666e-10
t639,6.903225043552131e-10
t640,6.919748338648361e-10
t641,6.817157744889999e-10
t642,6.818282458842826e-10
t643,6.834888716595539e-10
t644,6.85666266112196e-10
t645,6.874191778870112e-10
t646,6.688800482550725e-10
t647,6.678709597556557e-10
t648,6.66026315095655e-10
t649,6.637551981427916e-10
t650,6.560657802307239e-10
t651,6.222437533309738e-10
t652,5.968244904258987e-10
t653,6.15324363865128e-10
t654,6.190130785402415e-10
t655,6.343484625617663e-10
t656,5.834816952411949e-10
t657,5.552935217938567e-10
t658,5.53834863028004e-10
t659,5.717082854957712e-10
t660,5.878978044038174e-10
t661,6.117026098408906e-10
t662,6.070487311091349e-10
t663,6.925723534060975e-10
t664,6.826505109079302e-10
t665,6.759185469106618e-10
t666,6.8703298480858e-10
t667,7.026018554323315e-10
t668,7.135315516184116e-10
t669,7.185099843577125e-10
t670,7.219767703044564e-10
t671,6.962869590022504e-10
t672,6.989844393214937e-10
t673,7.026977470625089e-10
t674,7.076966221543016e-10
t675,7.159725378189549e-10
t676,6.848612328497747e-10
t677,6.865938408143983e-10
t678,6.887148695729224e-10
t679,7.04654120785959e-10
t680,7.217381389939582e-10
t681,7.005920385979927e-10
t682,7.11872074128863e-10
t683,7.223708002705206e-10
t684,7.331040670149325e-10
t685,6.305854892287644e-10
t686,7.321830445425561e-10
t687,7.456574912827312e-10
t688,7.478009202227575e-10
t689,7.462037910135221e-10
t690,7.385503052514723e-10
t691,6.859355544966619e-10
t692,6.740944710827671e-10
t693,6.72525224949472e-10
t694,6.771332376521593e-10
t695,6.926920685052387e-10
t696,6.638756316602909e-10
t697,6.787644670568667e-10
t698,6.929522293133673e-10
t699,7.075741330334335e-10
t700,7.229732939747029e-10
t701,7.058995387042974e-10
t702,7.10698334389831e-10
t703,6.975063154775295e-10
t704,6.554972944157828e-10
t705,6.25945734573937e-10
t706,6.280527050773214e-10
t707,6.273161962677102e-10
t708,6.264800770202769e-10
t709,6.254120929990232e-10
t710,6.212468024247001e-10
t711,6.142022980018049e-10
t712,6.108082042304576e-10
t713,6.061998097858099e-10
t714,6.026075958205041e-10
t715,6.011937530997433e-10
t716,6.019468856318943e-10
t717,6.060455285855361e-10
t718,6.094600352946795e-10
t719,6.120363899261239e-10
t720,6.103925927489629e-10
t721,6.162743699414215e-10
t722,6.140211415589308e-10
t723,6.074097641135289e-10
t724,6.081464936631644e-10
t725,6.018266718869447e-10
t726,5.943961728528628e-10
t727,5.894303458953395e-10
t728,5.856169988892335e-10
t729,5.822940043958489e-10
t730,5.805860880578296e-10
t731,5.770281134916203e-10
t732,5.750152266925717e-10
t733,5.727745812237069e-10
t734,5.677771818665605e-10
t735,5.640199700278199e-10
t736,5.574536040039851e-10
t737,5.536123263521863e-10
t738,5.482120365516183e-10
t739,5.436262367493233e-10
t740,5.3545424476202e-10
t741,5.266609998722458e-10
t742,5.210616961465683e-10
t743,5.142289563372931e-10
t744,5.076850488964286e-10
t745,5.018555211925858e-10
t746,4.975173125664982e-10
t747,4.941062344386737e-10
t748,4.909299096543488e-10
t749,4.883910744061782e-10
t750,4.858144206912136e-10
t751,4.845538025983768e-10
t752,4.844136130800446e-10
t753,4.835148736449888e-10
t754,4.829028435676519e-10
t755,4.832466816704691e-10
t756,4.836998104887824e-10
t757,4.843920304616617e-10
t758,4.857200189075647e-10
t759,4.877828450085495e-10
t760,4.906955214326797e-10
t761,4.920258019096691e-10
t762,4.944730000713269e-10
t763,4.961793909109965e-10
t764,4.926855802728507e-10
t765,4.90384846124555e-10
t766,4.865840722724773e-10
t767,4.845700944934208e-10
t768,4.811120556067987e-10
t769,4.77564432789438e-10
t770,4.828965551061736e-10
t771,4.848407867770463e-10
t772,4.896269064826672e-10
t773,4.933378995472758e-10
t774,4.96368639569518e-10
t775,5.0189629872278e-10
t776,4.974485478426166e-10
t777,5.016784226897481e-10
t778,5.122208249245467e-10
t779,5.267834884695284e-10
t780,5.504431267476392e-10
t781,5.120815283197046e-10
t782,5.338828734544319e-10
t783,5.354870185441501e-10
t784,5.332078607712636e-10
t785,5.1987519592102e-10
t786,5.139996187339059e-10
t787,5.648550507098937e-10
t788,5.620099580013356e-10
t789,5.656951541695199e-10
t790,5.703065935635988e-10
t791,5.487780173856366e-10
t792,5.585582531899748e-10
t793,5.682978666801224e-10
t794,5.783179283606434e-10
t795,5.874846249673758e-10
t796,5.882947545186202e-10
t797,5.985770898432925e-10
t798,6.084791563638879e-10
t799,6.181603716791835e-10
t800,6.248900579036156e-10
t801,6.204945038447122e-10
t802,6.243023504927376e-10
t803,6.29130824550392e-10
t804,6.491015618092937e-10
t805,6.957261611474701e-10
t806,6.329665640867307e-10
t807,6.211114558529349e-10
t808,6.186792545444443e-10
t809,6.162399272949768e-10
t810,6.119018493794812e-10
t811,5.98208998035265e-10
t812,5.950119600164679e-10
t813,5.914349916321225e-10
t814,5.875992556477202e-10
t815,5.840661724079685e-10
t816,5.711273709304584e-10
t817,5.687482652770401e-10
t818,5.675810035268651e-10
t819,5.671328709208484e-10
t820,5.665552576833944e-10
t821,5.566841530255382e-10
t822,5.558877409895162e-10
t823,5.555641943466041e-10
t824,5.552640288687857e-10
t825,5.552943943211618e-10
t826,5.445818583754833e-10
t827,5.438734216172327e-10
t828,5.438640046940049e-10
t829,5.444618631925391e-10
t830,5.439986657725869e-10
t831,5.350229098242651e-10
t832,5.350115481698749e-10
t833,5.359601194846364e-10
t834,5.358502352517524e-10
t835,5.359845342975833e-10
t836,5.279689478758888e-10
t837,5.282806359381491e-10
t838,5.274789351803884e-10
t839,5.280034543343585e-10
t840,5.28179638079512e-10
t841,5.200826277313867e-10
t842,5.199516139736172e-10
t843,5.197622459665681e-10
t844,5.19841477100881e-10
t845,5.204556558564437e-10
t846,5.124823033910297e-10
t847,5.116835233513486e-10
t848,5.116810204476762e-10
t849,5.119611936699915e-10
t850,5.118773716715334e-10
t851,5.052455384750689e-10
t852,5.046069908039204e-10
t853,5.036472567949363e-10
t854,5.029533719468881e-10
t855,5.028910632762066e-10
t856,4.977407033009313e-10
t857,4.977929664017688e-10
t858,4.972121369271987e-10
t859,4.976901517107612e-10
t860,4.980358602306394e-10
t861,4.940116808982905e-10
t862,4.931981372016166e-10
t863,4.931027825674982e-10
t864,4.938046321725074e-10
t865,4.947777559762356e-10
t866,4.897483417775442e-10
t867,4.893889566661325e-10
t868,4.896171816874693e-10
t869,4.908513276824101e-10
t870,4.911312340707921e-10
t871,4.868659647730569e-10
t872,4.868659474222528e-10
t873,4.872830285125527e-10
t874,4.876738633043239e-10
t875,4.890508824832771e-10
t876,4.853096268939686e-10
t877,4.858110438063957e-10
t878,4.860545749601923e-10
t879,4.8655396595685e-10
t880,4.87991979252909e-10
t881,4.847550069503885e-10
t882,4.846496064679214e-10
t883,4.850717890476865e-10
t884,4.859105691501276e-10
t885,4.878430570837391e-10
t886,4.839767208652446e-10
t887,4.844502117883209e-10
t888,4.847488851148795e-10
t889,4.865394690872653e-10
t890,4.874542485756287e-10
t891,4.837464101998767e-10
t892,4.842491231780254e-10
t893,4.850913310149752e-10
t894,4.860787173080668e-10
t895,4.871974336288406e-10
t896,4.84133621278015e-10
t897,4.849266592430868e-10
t898,4.849901163297718e-10
t899,4.858143511145742e-10
t900,4.874711088006628e-10
t901,4.845742802692934e-10
t902,4.847433837664038e-10
t903,4.850272043385917e-10
t904,4.863876640525131e-10
t905,4.879335351767387e-10
t906,4.842600187231727e-10
t907,4.848323786134335e-10
t908,4.853442479295782e-10
t909,4.86775477343268e-10
t910,4.881279468290315e-10
t911,4.842110676430966e-10
t912,4.844335941832758e-10
t913,4.851437990420181e-10
t914,4.861282192498018e-10
t915,4.872334281525174e-10
t916,4.840891558673414e-10
t917,4.847457435132644e-10
t918,4.851703580275293e-10
t919,4.853460570322415e-10
t920,4.867291627399306e-10
t921,4.84088730690136e-10
t922,4.843654571080844e-10
t923,4.847005469448835e-10
t924,4.848611323609801e-10
t925,4.859693001813533e-10
t926,4.836113412877177e-10
t927,4.837134289206575e-10
t928,4.840733585856175e-10
t929,4.843736034592387e-10
t930,4.84171770546937e-10
t931,4.82190289180995e-10
t932,4.820939885165478e-10
t933,4.823079043815876e-10
t934,4.817438925499747e-10
t935,4.811811369605097e-10
t936,4.780333983998033e-10
t937,4.779751289840609e-10
t938,4.830717934517765e-10
t939,4.866965726082748e-10
t940,4.921151473822398e-10
t941,4.844562323664881e-10
t942,4.963166725549382e-10
t943,5.054404190499717e-10
t944,4.689453767761853e-10
t945,4.873392076684296e-10
t946,4.897242093086512e-10
t947,4.93330915455887e-10
t948,4.93422718356474e-10
t949,4.748495789293778e-10
t950,5.132100218281597e-10
t951,4.84078193142457e-10
t952,4.855831613780895e-10
t953,4.838173434270068e-10
t954,4.836477982928373e-10
t955,4.842944329351007e-10
t956,4.814893515304798e-10
t957,4.808317067120827e-10
t958,4.785187967421436e-10
t959,4.755183547618716e-10
t960,4.723221680670351e-10
t961,4.683159461861873e-10
t962,4.659350811726646e-10
t963,4.621636475417219e-10
t964,4.588779733617859e-10
t965,4.5634146308867854e-10
t966,4.534620845279593e-10
t967,4.5226733593454385e-10
t968,4.5315105212217333e-10
t969,4.545070373731228e-10
t970,4.5670026942296175e-10
t971,4.582839575684363e-10
t972,4.6154065055641983e-10
t973,4.656890809319386e-10
t974,4.694680894989004e-10
t975,4.732709470738595e-10
t976,4.760215441390265e-10
t977,4.803362279963421e-10
t978,4.843029465549022e-10
t979,4.89079680325211e-10
t980,4.93062183946399e-10
t981,4.957681205234214e-10
t982,5.001880048314588e-10
t983,5.045917014986209e-10
t984,5.090380302910422e-10
t985,5.131871183999174e-10
t986,5.154060363127968e-10
t987,5.191472104919969e-10
t988,5.234615517422198e-10
t989,5.276865398900141e-10
t990,5.318387674231463e-10
t991,5.333414097348336e-10
t992,5.366848271454105e-10
t993,5.402419413479936e-10
t994,5.432234833849439e-10
t995,5.463510389495827e-10
t996,5.472901257473711e-10
t997,5.519373884321714e-10
