Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,755881.7336744032
SD,solar_pv_sat,1,1,437108.26767147536
SD,solar_btm,1,1,-6.663989086803708e6
SD,solar_btm_curt,1,1,2235.65214853218
SD,hydro,1,1,4.21174043068529e6
SD,battery4,1,1,-301204.0520656578
SD,battery8,1,1,-3.8731679086451377e6
SD,pumped_hydro,1,1,-1.1273756725790411e7
SD,geothermal,1,1,2.3622425988171846e7
