Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,0.0
SD,solar_pv_sat,1,1,0.0
SD,solar_btm,1,1,0.0
SD,solar_btm_curt,1,1,0.0
SD,hydro,1,1,0.0
SD,battery4,1,1,-496263.96790246374
SD,battery8,1,1,-1.219925328643203e7
SD,pumped_hydro,1,1,-1.873459655294202e7
SD,geothermal,1,1,0.0
