Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
SD,onshore_wind,1,1,1.9609687120347115e8,1.9609687120347115e8
SD,solar_pv_sat,1,1,3.3413732383880025e8,3.3413732383880025e8
SD,solar_btm,1,1,1.6544860167742937e6,1.6544860167742937e6
SD,solar_btm_curt,1,1,418387.6193150814,418387.6193150814
SD,hydro,1,1,3.58496915948019e7,3.58496915948019e7
SD,battery4,1,1,-1.5743010443184584e8,-1.5743010443184584e8
SD,battery8,1,1,1.1004610867552447e9,1.1004610867552447e9
SD,pumped_hydro,1,1,-3.1463285367408584e-5,-3.1463285367408584e-5
