Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro
Zone,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,-0.1630434782630543,-0.16304347826091686,-0.3612740804220615
t2,0.0,0.0,0.0,0.0,0.0,-0.16304347826305596,-0.1630434782609166,-0.36301271988512024
t3,0.0,0.0,0.0,0.0,0.0,-0.16304347826305676,-0.16304347826091636,-0.3653584163546634
t4,0.0,0.0,0.0,0.0,0.0,-0.16304347826305687,-0.16304347826091609,-0.36827265286180605
t5,0.0,0.0,0.0,0.0,0.0,-0.16304347826305643,-0.1630434782609158,-0.371695644279271
t6,0.0,0.0,0.0,0.0,0.0,-0.16304347826303509,-0.16304347826091495,-0.3579429670494277
t7,0.0,0.0,0.0,0.0,0.0,-0.16304347826303384,-0.16304347826091467,-0.3615672648426197
t8,0.0,0.0,0.0,0.0,0.0,-0.16304347826303217,-0.16304347826091437,-0.36500010092849483
t9,0.0,0.0,0.0,0.0,0.0,-0.1630434782630302,-0.1630434782609141,-0.36854532936231615
t10,0.0,0.0,0.0,0.0,0.0,-0.163043478263028,-0.16304347826091378,-0.3723401924846978
t11,0.0,0.0,0.0,0.0,0.0,-0.16304347826300433,-0.16304347826091292,-0.3593261702309809
t12,0.0,0.0,0.0,0.0,0.0,-0.16304347826300167,-0.16304347826091262,-0.36311614533072856
t13,0.0,0.0,0.0,0.0,0.0,-0.16304347826299867,-0.1630434782609123,-0.3666803849163512
t14,0.0,0.0,0.0,0.0,0.0,-0.1630434782629955,-0.163043478260912,-0.37032725477944023
t15,0.0,0.0,0.0,0.0,0.0,-0.163043478262992,-0.1630434782609117,-0.37420175480823514
t16,0.0,0.0,0.0,0.0,0.0,-0.16304347826296645,-0.16304347826091076,-0.3610480799935437
t17,0.0,0.0,0.0,0.0,0.0,-0.16304347826296245,-0.16304347826091045,-0.3648939151840347
t18,0.0,0.0,0.0,0.0,0.0,-0.1630434782629582,-0.16304347826091015,-0.36867368760090713
t19,0.0,0.0,0.0,0.0,0.0,-0.1630434782629536,-0.16304347826090979,-0.3725390519438405
t20,0.0,0.0,0.0,0.0,0.0,-0.1630434782629487,-0.16304347826090945,-0.3766442847146619
t21,0.0,0.0,0.0,0.0,0.0,-0.16304347826292082,-0.1630434782609085,-0.3634394554312007
t22,0.0,0.0,0.0,0.0,0.0,-0.16304347826291535,-0.16304347826090815,-0.36760054543194065
t23,0.0,0.0,0.0,0.0,0.0,-0.16304347826290955,-0.1630434782609078,-0.3717467170590957
t24,0.0,0.0,0.0,0.0,0.0,-0.16304347826290344,-0.16304347826090745,-0.3757072416035481
t25,0.0,0.0,0.0,0.0,0.0,-0.16304347826289692,-0.1630434782609071,-0.3795752463504391
t26,0.0,0.0,0.0,0.0,0.0,-0.16304347826286636,-0.163043478260906,-0.3653485372184622
t27,0.0,0.0,0.0,0.0,0.0,-0.1630434782628591,-0.16304347826090565,-0.3686104438374518
t28,0.0,0.0,0.0,0.0,0.0,-0.16304347826285143,-0.16304347826090526,-0.3716352924822346
t29,0.0,0.0,0.0,0.0,0.0,-0.16304347826284332,-0.16304347826090484,-0.37462287468548344
t30,0.0,0.0,0.0,0.0,0.0,-0.16304347826283477,-0.1630434782609044,-0.37777190954726547
t31,0.0,0.0,0.0,0.0,0.0,-0.1630434782628009,-0.16304347826090326,-0.3630574441676742
t32,0.0,0.0,0.0,0.0,0.0,-0.16304347826279159,-0.16304347826090282,-0.3660520414372254
t33,0.0,0.0,0.0,0.0,0.0,-0.16304347826278162,-0.16304347826090235,-0.36870004613212587
t34,0.0,0.0,0.0,0.0,0.0,-0.16304347826277127,-0.16304347826090188,-0.37146041324711443
t35,0.0,0.0,0.0,0.0,0.0,-0.16304347826276053,-0.1630434782609014,-0.3745188370633207
t36,0.0,0.0,0.0,0.0,0.0,-0.16304347826272303,-0.16304347826090018,-0.35994754874459667
t37,0.0,0.0,0.0,0.0,0.0,-0.16304347826271143,-0.16304347826089968,-0.3630883661238438
t38,0.0,0.0,0.0,0.0,0.0,-0.16304347826269924,-0.16304347826089918,-0.36598661038220487
t39,0.0,0.0,0.0,0.0,0.0,-0.1630434782626867,-0.16304347826089868,-0.36902537316111766
t40,0.0,0.0,0.0,0.0,0.0,-0.1630434782626737,-0.16304347826089818,-0.3723629173507023
t41,0.0,0.0,0.0,0.0,0.0,-0.16304347826263257,-0.16304347826089688,-0.3582215185686735
t42,0.0,0.0,0.0,0.0,0.0,-0.1630434782626188,-0.16304347826089635,-0.3615835783409501
t43,0.0,0.0,0.0,0.0,0.0,-0.16304347826260468,-0.16304347826089582,-0.36469109021146384
t44,0.0,0.0,0.0,0.0,0.0,-0.16304347826259014,-0.16304347826089524,-0.3679019222188619
t45,0.0,0.0,0.0,0.0,0.0,-0.16304347826257515,-0.1630434782608947,-0.37137926061037696
t46,0.0,0.0,0.0,0.0,0.0,-0.16304347826253057,-0.16304347826089333,-0.3573658155770071
t47,0.0,0.0,0.0,0.0,0.0,-0.16304347826251492,-0.16304347826089274,-0.36080531596811805
t48,0.0,0.0,0.0,0.0,0.0,-0.16304347826249893,-0.16304347826089213,-0.36400794413263243
t49,0.0,0.0,0.0,0.0,0.0,-0.16304347826248258,-0.16304347826089155,-0.36730182354275404
t50,0.0,0.0,0.0,0.0,0.0,-0.16304347826246576,-0.1630434782608909,-0.3708638703570413
t51,0.0,0.0,0.0,0.0,0.0,-0.16304347826241786,-0.1630434782608895,-0.3568881075537668
t52,0.0,0.0,0.0,0.0,0.0,-0.16304347826240032,-0.16304347826088886,-0.3603893587347129
t53,0.0,0.0,0.0,0.0,0.0,-0.16304347826238239,-0.1630434782608882,-0.36364415116405924
t54,0.0,0.0,0.0,0.0,0.0,-0.16304347826236398,-0.16304347826088755,-0.3669655051257578
t55,0.0,0.0,0.0,0.0,0.0,-0.163043478262345,-0.16304347826088686,-0.3705367424122101
t56,0.0,0.0,0.0,0.0,0.0,-0.16304347826229315,-0.16304347826088533,-0.35647449685332405
t57,0.0,0.0,0.0,0.0,0.0,-0.16304347826227322,-0.1630434782608846,-0.359970382242824
t58,0.0,0.0,0.0,0.0,0.0,-0.16304347826225282,-0.1630434782608839,-0.36322652627529073
t59,0.0,0.0,0.0,0.0,0.0,-0.16304347826223184,-0.16304347826088314,-0.36655143481371927
t60,0.0,0.0,0.0,0.0,0.0,-0.1630434782622102,-0.16304347826088236,-0.37012534296934335
t61,0.0,0.0,0.0,0.0,0.0,-0.16304347826215324,-0.16304347826088064,-0.35595236960972587
t62,0.0,0.0,0.0,0.0,0.0,-0.1630434782621303,-0.16304347826087984,-0.359446737616389
t63,0.0,0.0,0.0,0.0,0.0,-0.16304347826210674,-0.163043478260879,-0.36269348153220116
t64,0.0,0.0,0.0,0.0,0.0,-0.1630434782620823,-0.16304347826087814,-0.3659924583398005
t65,0.0,0.0,0.0,0.0,0.0,-0.16304347826205695,-0.16304347826087726,-0.36952296895988695
t66,0.0,0.0,0.0,0.0,0.0,-0.1630434782619927,-0.1630434782608754,-0.3551307807571082
t67,0.0,0.0,0.0,0.0,0.0,-0.16304347826196527,-0.16304347826087448,-0.3584965838766189
t68,0.0,0.0,0.0,0.0,0.0,-0.16304347826193671,-0.16304347826087354,-0.3615523609711157
t69,0.0,0.0,0.0,0.0,0.0,-0.16304347826190682,-0.16304347826087257,-0.36459489249711574
t70,0.0,0.0,0.0,0.0,0.0,-0.1630434782618755,-0.16304347826087157,-0.36778428753948
t71,0.0,0.0,0.0,0.0,0.0,-0.16304347826179985,-0.1630434782608694,-0.352678190667736
t72,0.0,0.0,0.0,0.0,0.0,-0.16304347826176527,-0.16304347826086835,-0.3554010692148943
t73,0.0,0.0,0.0,0.0,0.0,-0.16304347826172877,-0.16304347826086726,-0.3575793610653925
