Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,6752.154337836388
SD,solar_pv_sat,1,1,1417.5290956950053
SD,solar_btm,1,1,-607161.200986016
SD,solar_btm_curt,1,1,0.774669402370728
SD,hydro,1,1,-2.0967607228071034e7
SD,battery4,1,1,-9.22482669862225e8
SD,battery8,1,1,-4.716304543221364e8
SD,pumped_hydro,1,1,-0.00022597344415312132
