Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,Total
Zone,1,1,1,1,1,1,1,1,0
AnnualSum,5.85950913127411e7,1.6935780678353488e8,0.0,102202.18125149235,0.0,0.0,0.0,0.0,2.2805510027752748e8
t1,788.1075808835376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.1075808835376
t2,799.0854536806545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0854536806545
t3,810.0633279950672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0633279950672
t4,821.0412007921839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0412007921839
t5,832.0190735893007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0190735893007
t6,842.9969479037138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.9969479037138
t7,853.9748207008304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.9748207008304
t8,864.952693497947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.952693497947
t9,875.93056781236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.93056781236
t10,886.9084406094767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.9084406094767
t11,897.8863134065936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.8863134065936
t12,908.8641877210066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.8641877210066
t13,919.8420605181232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.8420605181232
t14,923.697036628678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.697036628678
t15,927.5520127392327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.5520127392327
t16,931.4069888497875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.4069888497875
t17,935.2619649603424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.2619649603424
t18,939.1169410708972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.1169410708972
t19,942.9719171814518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942.9719171814518
t20,946.8268917747105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.8268917747105
t21,950.6818678852654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.6818678852654
t22,954.5368439958202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.5368439958202
t23,958.391820106375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.391820106375
t24,962.2467962169297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.2467962169297
t25,966.1017723274842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.1017723274842
t26,947.9931614573234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.9931614573234
t27,929.8845505871623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.8845505871623
t28,911.7759412342972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.7759412342972
t29,893.6673303641361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.6673303641361
t30,875.5587194939748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.5587194939748
t31,857.4501086238138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.4501086238138
t32,839.3414977536527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.3414977536527
t33,821.2328868834915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.2328868834915
t34,803.1242775306265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.1242775306265
t35,785.0156666604653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0156666604653
t36,766.9070557903042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.9070557903042
t37,748.7984449201431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.7984449201431
t38,739.2941671054162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.2941671054162
t39,729.7898877733934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.7898877733934
t40,720.2856084413704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.2856084413704
