Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro
Zone,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,3512.747122661381,275.66834599608495,6799.215914464405,1.4893246392465462e-9
t2,0.0,0.0,0.0,0.0,3507.662991168914,273.7075629851553,6762.970412812095,1.492366297179119e-9
t3,0.0,0.0,0.0,0.0,3502.567977847237,271.7403102128517,6726.857515127676,1.4975961729579048e-9
t4,0.0,0.0,0.0,0.0,3497.4617437741076,269.77351930302956,6690.950760319904,1.5059513343401553e-9
t5,0.0,0.0,0.0,0.0,3492.3441204456485,267.8060107379898,6655.148345721693,1.5180602118071331e-9
t6,0.0,0.0,0.0,0.0,3487.2150285255616,265.8112605170056,6619.632467518579,1.5096726756607666e-9
t7,0.0,0.0,0.0,0.0,3482.0741892810406,263.8213533617681,6584.272368793193,1.5060136979991465e-9
t8,0.0,0.0,0.0,0.0,3476.922469451634,261.8262862069689,6549.060043339102,1.5063026700272791e-9
t9,0.0,0.0,0.0,0.0,3471.7595633009655,259.8335872988275,6514.036820018783,1.5109780791912236e-9
t10,0.0,0.0,0.0,0.0,3466.5853198319123,257.84156174012196,6479.1847550772845,1.5202482840652864e-9
t11,0.0,0.0,0.0,0.0,3461.3996039980466,255.82237683706396,6444.48942670842,1.5102404593542814e-9
t12,0.0,0.0,0.0,0.0,3456.2021812651556,253.80966835322823,6409.968451202936,1.5054124852995902e-9
t13,0.0,0.0,0.0,0.0,3450.994007186063,251.79000143213693,6375.686036515139,1.5047028698870855e-9
t14,0.0,0.0,0.0,0.0,3445.7783464586596,249.77258615117776,6341.6239476328565,1.5087584863655805e-9
t15,0.0,0.0,0.0,0.0,3440.5550882845278,247.75545779865078,6307.767384583006,1.5177682145587192e-9
t16,0.0,0.0,0.0,0.0,3435.324391882629,245.7160947217739,6274.029180007526,1.507856607704873e-9
t17,0.0,0.0,0.0,0.0,3430.086356680566,243.6751142696261,6240.499676959485,1.5029762970891245e-9
t18,0.0,0.0,0.0,0.0,3424.8413246006126,241.63198696830685,6207.055346162785,1.502878615816437e-9
t19,0.0,0.0,0.0,0.0,3419.5895656179146,239.58652573488104,6173.723198243838,1.5075362663164432e-9
t20,0.0,0.0,0.0,0.0,3414.3303839835953,237.5383725173399,6140.451204417696,1.5171587902299553e-9
t21,0.0,0.0,0.0,0.0,3409.063797824648,235.46349889114722,6107.271056978488,1.5077054957184374e-9
t22,0.0,0.0,0.0,0.0,3403.7850729394568,233.38250120592429,6074.130546152651,1.5033930976580142e-9
t23,0.0,0.0,0.0,0.0,3398.4933947415416,231.29531136151851,6041.041070192514,1.5038731899242406e-9
t24,0.0,0.0,0.0,0.0,3393.191815644633,229.2039685416429,6008.014480675233,1.5091344324288988e-9
t25,0.0,0.0,0.0,0.0,3387.881215583727,227.10897953182788,5974.973153217452,1.5192092360513724e-9
t26,0.0,0.0,0.0,0.0,3382.5708156888886,224.98671388496803,5942.030081266301,1.510263782276432e-9
t27,0.0,0.0,0.0,0.0,3377.260613480365,222.86128054657755,5909.169298767543,1.5065173741006844e-9
t28,0.0,0.0,0.0,0.0,3371.950691315862,220.7326438568275,5876.423412750576,1.5075792874846447e-9
t29,0.0,0.0,0.0,0.0,3366.641092288119,218.60031836963807,5843.687051748434,1.5133777163683042e-9
t30,0.0,0.0,0.0,0.0,3361.3317930435196,216.46365534745115,5810.923024216067,1.524099315104908e-9
t31,0.0,0.0,0.0,0.0,3356.0227405427504,214.29168801872987,5778.275338838081,1.5150596901837255e-9
t32,0.0,0.0,0.0,0.0,3350.71374259403,212.13063130412553,5745.731003965534,1.5117479958281262e-9
t33,0.0,0.0,0.0,0.0,3345.4055845738562,209.95123470269755,5713.253648295026,1.5123839939308573e-9
t34,0.0,0.0,0.0,0.0,3340.0980257477618,207.77020878411494,5680.772914235146,1.5177508646221791e-9
t35,0.0,0.0,0.0,0.0,3334.7909946038926,205.58567323538543,5648.373638838016,1.5281077826401294e-9
t36,0.0,0.0,0.0,0.0,3329.484585284904,203.36612608775332,5616.038945963722,1.5186638750508414e-9
t37,0.0,0.0,0.0,0.0,3324.17898826115,201.15395873365398,5583.608133350233,1.5150524322880795e-9
t38,0.0,0.0,0.0,0.0,3318.8802987832137,198.9231700904733,5551.201566156258,1.515519228175236e-9
t39,0.0,0.0,0.0,0.0,3313.5890163189,196.68897985548367,5518.824621304086,1.5207600642066993e-9
t40,0.0,0.0,0.0,0.0,3308.3055996193298,194.44917619856113,5486.39808209123,1.530889065259478e-9
t41,0.0,0.0,0.0,0.0,3303.0317283005083,192.16906835066243,5454.070046580239,1.5210852921928985e-9
t42,0.0,0.0,0.0,0.0,3297.7673534473533,189.88261567534357,5421.745723516227,1.5165280096058447e-9
t43,0.0,0.0,0.0,0.0,3292.511986070898,187.5877967999581,5389.349537674015,1.5166561711446526e-9
t44,0.0,0.0,0.0,0.0,3287.2646362803466,185.29047918654499,5356.916815732868,1.521674782242501e-9
t45,0.0,0.0,0.0,0.0,3282.0246035240634,182.9908280209565,5324.466552148238,1.5318477406499676e-9
t46,0.0,0.0,0.0,0.0,3276.7913574628647,180.6541467114974,5292.012846903156,1.5218455179544324e-9
t47,0.0,0.0,0.0,0.0,3271.564491800688,178.3175356406055,5259.589674441242,1.5173691007132741e-9
t48,0.0,0.0,0.0,0.0,3266.344361735796,175.9867501207544,5227.072489613065,1.5178240107455196e-9
t49,0.0,0.0,0.0,0.0,3261.1307023070044,173.66223724123014,5194.453181459774,1.523357339252798e-9
t50,0.0,0.0,0.0,0.0,3255.9374035319133,171.32047418028083,5161.7415671944245,1.5339526615035392e-9
t51,0.0,0.0,0.0,0.0,3250.7636187508174,168.9213517981513,5128.982545848105,1.5241286197203878e-9
t52,0.0,0.0,0.0,0.0,3245.6091740823595,166.49799194213648,5096.154012388708,1.5196672386041514e-9
t53,0.0,0.0,0.0,0.0,3240.474861337504,164.05595697064234,5063.247695283915,1.5199429430700276e-9
t54,0.0,0.0,0.0,0.0,3235.3605247330606,161.59248150314636,5030.2323515229455,1.5251319197210771e-9
t55,0.0,0.0,0.0,0.0,3230.2661162870695,159.10483635364312,4997.1097522918035,1.5354528019466196e-9
t56,0.0,0.0,0.0,0.0,3225.191675683826,156.54593491544662,4963.903734925464,1.5253517334850118e-9
t57,0.0,0.0,0.0,0.0,3220.136980233834,153.95664784595442,4930.580134625198,1.5206951762019433e-9
t58,0.0,0.0,0.0,0.0,3215.102808585944,151.34271641925332,4897.095369801701,1.520837433235466e-9
t59,0.0,0.0,0.0,0.0,3210.0889309925283,148.70208305140494,4863.411772256301,1.525959010362664e-9
t60,0.0,0.0,0.0,0.0,3205.095231047214,146.03291712133588,4829.467466773117,1.5362721380862512e-9
t61,0.0,0.0,0.0,0.0,3200.1216801803266,143.27800717952715,4795.250211051694,1.5261765295853106e-9
t62,0.0,0.0,0.0,0.0,3195.1852291981577,140.45377362360654,4760.787146107423,1.5213685063748926e-9
t63,0.0,0.0,0.0,0.0,3190.2866374600117,137.56205031916141,4726.120026270365,1.5211150448047142e-9
t64,0.0,0.0,0.0,0.0,3185.4256289315376,134.5981465357819,4691.223365803541,1.5255786889074243e-9
t65,0.0,0.0,0.0,0.0,3180.602054187636,131.5594055302554,4656.039668689293,1.5349342747118354e-9
t66,0.0,0.0,0.0,0.0,3175.8158520689512,128.36502707432282,4620.60997884069,1.5235121410489848e-9
t67,0.0,0.0,0.0,0.0,3171.0667032226543,125.08577239843048,4584.799350212041,1.5172757486940518e-9
t68,0.0,0.0,0.0,0.0,3166.3554325492228,121.71776275639236,4548.627253223445,1.5152613174115598e-9
t69,0.0,0.0,0.0,0.0,3161.681729006791,118.25426440582754,4512.101858606413,1.5175702105667559e-9
t70,0.0,0.0,0.0,0.0,3157.045422578909,114.68844749512432,4475.157189527774,1.5242156755892105e-9
t71,0.0,0.0,0.0,0.0,3152.446426609309,110.89348738320427,4437.9422847590695,1.509088696242714e-9
t72,0.0,0.0,0.0,0.0,3147.8843899955064,106.97591297187778,4400.283556626722,1.4981997635499356e-9
t73,0.0,0.0,0.0,0.0,3143.3602526560403,102.9298179101271,4362.071474601317,1.4904205708701e-9
t74,0.0,0.0,0.0,0.0,3138.8532271384215,98.79119499527542,4323.339577548577,1.48589806379205e-9
t75,0.0,0.0,0.0,0.0,3134.3631167420003,94.55291473969697,4284.173549543085,1.4843238347184603e-9
t76,0.0,0.0,0.0,0.0,3129.8898221179484,90.02584976380054,4244.830055736202,1.4580577631100212e-9
t77,0.0,0.0,0.0,0.0,3125.4330219594713,85.35211406520902,4205.292693206362,1.433450076782392e-9
t78,0.0,0.0,0.0,0.0,3120.9936637185183,80.52862236802726,4165.473538892504,1.4084541033568841e-9
t79,0.0,0.0,0.0,0.0,3116.5713692845134,75.53436759119641,4125.385456995254,1.381995869395634e-9
t80,0.0,0.0,0.0,0.0,3112.1659275047214,70.34354189885774,4085.0836550026456,1.3525181479193993e-9
