Year,Month,Day,Hour,Minute,Total (kW),,
2012,3,11,8,30,10106.99,,
2012,3,11,9,0,22271.3,,
2012,3,11,9,30,25595.46,,
2012,3,11,10,0,28365.45,,
2012,3,11,10,30,30466.28,,
2012,3,11,11,0,31906.48,,
2012,3,11,11,30,32851.15,,
2012,3,11,12,0,33159.37,,
2012,3,11,12,30,32928.96,,
2012,3,11,13,0,32234.02,,
2012,3,11,13,30,30750.02,,
2012,3,11,14,0,28702.38,,
2012,3,11,14,30,26075.77,,
2012,3,11,15,0,22908.58,,
2012,3,11,15,30,19170.136,,
2012,3,11,16,0,14901.564,,
2012,3,11,16,30,10361.079,,
2012,3,11,17,0,5782.53,,
2012,3,11,17,30,1385.497,,
2012,3,11,18,0,-21.4825,,
2012,3,11,18,30,-21.4825,,
2012,3,11,19,0,-21.4825,,
2012,3,11,19,30,-21.4825,,
2012,3,11,20,0,-21.4825,,
2012,3,11,20,30,-21.4825,,
2012,3,11,21,0,-21.4825,,
2012,3,11,21,30,-21.4825,,
2012,3,11,22,0,-21.4825,,
2012,3,11,22,30,-21.4825,,
2012,3,11,23,0,-21.4825,,
2012,3,11,23,30,-21.4825,,
2012,3,12,0,0,-21.4825,,
2012,3,12,0,30,-21.4825,,
2012,3,12,1,0,-21.4825,,
2012,3,12,1,30,-21.4825,,
2012,3,12,2,0,-21.4825,,
2012,3,12,2,30,-21.4825,,
2012,3,12,3,0,-21.4825,,
2012,3,12,3,30,-21.4825,,
2012,3,12,4,0,-21.4825,,
2012,3,12,4,30,-21.4825,,
2012,3,12,5,0,-21.4825,,
2012,3,12,5,30,-21.4825,,
2012,3,12,6,0,-21.4825,,
2012,3,12,6,30,1747.799,,
2012,3,12,7,0,5544.836,,
2012,3,12,7,30,5751.189,,
2012,3,12,8,0,14022.159,,
2012,3,12,8,30,18052.21,,
2012,3,12,9,0,21691.18,,
2012,3,12,9,30,24861.58,,
2012,3,12,10,0,27571.57,,
2012,3,12,10,30,29764.69,,
2012,3,12,11,0,31182.82,,
2012,3,12,11,30,32181.06,,
2012,3,12,12,0,32554.47,,
2012,3,12,12,30,32373.55,,
2012,3,12,13,0,31716.74,,
2012,3,12,13,30,30386.25,,
2012,3,12,14,0,28373.18,,
2012,3,12,14,30,25802.85,,
2012,3,12,15,0,22470.51,,
2012,3,12,15,30,18777.201,,
2012,3,12,16,0,14464.687,,
2012,3,12,16,30,9986.533,,
2012,3,12,17,0,5598.782,,
2012,3,12,17,30,1394.7817,,
2012,3,12,18,0,-21.4825,,
2012,3,12,18,30,-21.4825,,
2012,3,12,19,0,-21.4825,,
2012,3,12,19,30,-21.4825,,
2012,3,12,20,0,-21.4825,,
2012,3,12,20,30,-21.4825,,
2012,3,12,21,0,-21.4825,,
2012,3,12,21,30,-21.4825,,
2012,3,12,22,0,-21.4825,,
2012,3,12,22,30,-21.4825,,
2012,3,12,23,0,-21.4825,,
2012,3,12,23,30,-21.4825,,
2012,3,13,0,0,-21.4825,,
2012,3,13,0,30,-21.4825,,
2012,3,13,1,0,-21.4825,,
2012,3,13,1,30,-21.4825,,
2012,3,13,2,0,-21.4825,,
2012,3,13,2,30,-21.4825,,
2012,3,13,3,0,-21.4825,,
2012,3,13,3,30,-21.4825,,
2012,3,13,4,0,-21.4825,,
2012,3,13,4,30,-21.4825,,
2012,3,13,5,0,-21.4825,,
2012,3,13,5,30,-21.4825,,
2012,3,13,6,0,-21.4825,,
2012,3,13,6,30,1764.193,,
2012,3,13,7,0,490.8009,,
2012,3,13,7,30,1776.348,,
2012,3,13,8,0,3849.449,,
2012,3,13,8,30,7742.39,,
2012,3,13,9,0,15341.31,,
2012,3,13,9,30,25346.82,,
2012,3,13,10,0,28532.32,,
2012,3,13,10,30,30660.27,,
2012,3,13,11,0,32204.32,,
2012,3,13,11,30,33210.61,,
2012,3,13,12,0,33565.53,,
2012,3,13,12,30,33293.29,,
2012,3,13,13,0,32350.97,,
2012,3,13,13,30,30893.39,,
2012,3,13,14,0,28791.5,,
2012,3,13,14,30,26247.11,,
2012,3,13,15,0,22929.78,,
2012,3,13,15,30,19202.614,,
2012,3,13,16,0,14728.581,,
2012,3,13,16,30,10186.605,,
2012,3,13,17,0,5652.565,,
2012,3,13,17,30,1485.1428,,
2012,3,13,18,0,-21.4825,,
2012,3,13,18,30,-21.4825,,
2012,3,13,19,0,-21.4825,,
2012,3,13,19,30,-21.4825,,
2012,3,13,20,0,-21.4825,,
2012,3,13,20,30,-21.4825,,
2012,3,13,21,0,-21.4825,,
2012,3,13,21,30,-21.4825,,
2012,3,13,22,0,-21.4825,,
2012,3,13,22,30,-21.4825,,
2012,3,13,23,0,-21.4825,,
2012,3,13,23,30,-21.4825,,
2012,3,14,0,0,-21.4825,,
2012,3,14,0,30,-21.4825,,
2012,3,14,1,0,-21.4825,,
2012,3,14,1,30,-21.4825,,
2012,3,14,2,0,-21.4825,,
2012,3,14,2,30,-21.4825,,
2012,3,14,3,0,-21.4825,,
2012,3,14,3,30,-21.4825,,
2012,3,14,4,0,-21.4825,,
2012,3,14,4,30,-21.4825,,
2012,3,14,5,0,-21.4825,,
2012,3,14,5,30,-21.4825,,
2012,3,14,6,0,-21.4825,,
2012,3,14,6,30,793.734,,
2012,3,14,7,0,2699.502,,
2012,3,14,7,30,4722.877,,
2012,3,14,8,0,5020.35,,
2012,3,14,8,30,18787.46,,
2012,3,14,9,0,22514.5,,
2012,3,14,9,30,25712.53,,
2012,3,14,10,0,28401.42,,
2012,3,14,10,30,30453.51,,
2012,3,14,11,0,31896.07,,
2012,3,14,11,30,32853.68,,
2012,3,14,12,0,33176.89,,
2012,3,14,12,30,32906.4,,
2012,3,14,13,0,32362.97,,
2012,3,14,13,30,30877.93,,
2012,3,14,14,0,28881.29,,
2012,3,14,14,30,26288.18,,
2012,3,14,15,0,23104.49,,
2012,3,14,15,30,19416.596,,
2012,3,14,16,0,15157.08,,
2012,3,14,16,30,10613.207,,
2012,3,14,17,0,6073.477,,
2012,3,14,17,30,1818.7893,,
2012,3,14,18,0,-21.4825,,
2012,3,14,18,30,-21.4825,,
2012,3,14,19,0,-21.4825,,
2012,3,14,19,30,-21.4825,,
2012,3,14,20,0,-21.4825,,
2012,3,14,20,30,-21.4825,,
2012,3,14,21,0,-21.4825,,
2012,3,14,21,30,-21.4825,,
2012,3,14,22,0,-21.4825,,
2012,3,14,22,30,-21.4825,,
2012,3,14,23,0,-21.4825,,
2012,3,14,23,30,-21.4825,,
2012,3,15,0,0,-21.4825,,
2012,3,15,0,30,-21.4825,,
2012,3,15,1,0,-21.4825,,
2012,3,15,1,30,-21.4825,,
2012,3,15,2,0,-21.4825,,
2012,3,15,2,30,-21.4825,,
2012,3,15,3,0,-21.4825,,
2012,3,15,3,30,-21.4825,,
2012,3,15,4,0,-21.4825,,
2012,3,15,4,30,-21.4825,,
2012,3,15,5,0,-21.4825,,
2012,3,15,5,30,-21.4825,,
2012,3,15,6,0,-21.4825,,
2012,3,15,6,30,2136.493,,
2012,3,15,7,0,1694.118,,
2012,3,15,7,30,1184.427,,
2012,3,15,8,0,2078.923,,
2012,3,15,8,30,3432.544,,
2012,3,15,9,0,5351.074,,
2012,3,15,9,30,16082.22,,
2012,3,15,10,0,28134.52,,
2012,3,15,10,30,30117.8,,
2012,3,15,11,0,31657.51,,
2012,3,15,11,30,32593.91,,
2012,3,15,12,0,32832.64,,
2012,3,15,12,30,32727.91,,
2012,3,15,13,0,31966.58,,
2012,3,15,13,30,30509.46,,
2012,3,15,14,0,28514.79,,
2012,3,15,14,30,17243.63,,
2012,3,15,15,0,15079.68,,
2012,3,15,15,30,9860.193,,
2012,3,15,16,0,5771.077,,
2012,3,15,16,30,2165.77,,
2012,3,15,17,0,1377.081,,
2012,3,15,17,30,1846.5006,,
2012,3,15,18,0,-21.4825,,
2012,3,15,18,30,-21.4825,,
2012,3,15,19,0,-21.4825,,
2012,3,15,19,30,-21.4825,,
2012,3,15,20,0,-21.4825,,
2012,3,15,20,30,-21.4825,,
2012,3,15,21,0,-21.4825,,
2012,3,15,21,30,-21.4825,,
2012,3,15,22,0,-21.4825,,
2012,3,15,22,30,-21.4825,,
2012,3,15,23,0,-21.4825,,
2012,3,15,23,30,-21.4825,,
2012,3,16,0,0,-21.4825,,
2012,3,16,0,30,-21.4825,,
2012,3,16,1,0,-21.4825,,
2012,3,16,1,30,-21.4825,,
2012,3,16,2,0,-21.4825,,
2012,3,16,2,30,-21.4825,,
2012,3,16,3,0,-21.4825,,
2012,3,16,3,30,-21.4825,,
2012,3,16,4,0,-21.4825,,
2012,3,16,4,30,-21.4825,,
2012,3,16,5,0,-21.4825,,
2012,3,16,5,30,-21.4825,,
2012,3,16,6,0,-21.4825,,
2012,3,16,6,30,2263.08,,
2012,3,16,7,0,990.124,,
2012,3,16,7,30,1946.151,,
2012,3,16,8,0,3464.889,,
2012,3,16,8,30,5321.627,,
2012,3,16,9,0,3764.052,,
2012,3,16,9,30,3140.871,,
2012,3,16,10,0,3818.503,,
2012,3,16,10,30,4944.078,,
2012,3,16,11,0,8066.47,,
2012,3,16,11,30,14999.1,,
2012,3,16,12,0,32737.33,,
2012,3,16,12,30,32439.39,,
2012,3,16,13,0,31449.55,,
2012,3,16,13,30,24342.92,,
2012,3,16,14,0,22028.09,,
2012,3,16,14,30,25598.31,,
2012,3,16,15,0,22372.86,,
2012,3,16,15,30,18785.712,,
2012,3,16,16,0,14616.107,,
2012,3,16,16,30,10156.599,,
2012,3,16,17,0,5712.987,,
2012,3,16,17,30,1756.1434,,
2012,3,16,18,0,-21.4825,,
2012,3,16,18,30,-21.4825,,
2012,3,16,19,0,-21.4825,,
2012,3,16,19,30,-21.4825,,
2012,3,16,20,0,-21.4825,,
2012,3,16,20,30,-21.4825,,
2012,3,16,21,0,-21.4825,,
2012,3,16,21,30,-21.4825,,
2012,3,16,22,0,-21.4825,,
2012,3,16,22,30,-21.4825,,
2012,3,16,23,0,-21.4825,,
2012,3,16,23,30,-21.4825,,
2012,3,17,0,0,-21.4825,,
2012,3,17,0,30,-21.4825,,
2012,3,17,1,0,-21.4825,,
2012,3,17,1,30,-21.4825,,
2012,3,17,2,0,-21.4825,,
2012,3,17,2,30,-21.4825,,
2012,3,17,3,0,-21.4825,,
2012,3,17,3,30,-21.4825,,
2012,3,17,4,0,-21.4825,,
2012,3,17,4,30,-21.4825,,
2012,3,17,5,0,-21.4825,,
2012,3,17,5,30,-21.4825,,
2012,3,17,6,0,-21.4825,,
2012,3,17,6,30,-21.4825,,
2012,3,17,7,0,9.33673,,
2012,3,17,7,30,1094.349,,
2012,3,17,8,0,43.63193,,
2012,3,17,8,30,5450.013,,
2012,3,17,9,0,4349.573,,
2012,3,17,9,30,4121.448,,
2012,3,17,10,0,9118.61,,
2012,3,17,10,30,6534.972,,
2012,3,17,11,0,5950.822,,
2012,3,17,11,30,4692.434,,
2012,3,17,12,0,6050.675,,
2012,3,17,12,30,2285.612,,
2012,3,17,13,0,2155.653,,
2012,3,17,13,30,4449.116,,
2012,3,17,14,0,1701.997,,
2012,3,17,14,30,1383.348,,
2012,3,17,15,0,822.935,,
2012,3,17,15,30,559.8646,,
2012,3,17,16,0,6283.448,,
2012,3,17,16,30,335.1018,,
2012,3,17,17,0,766.246,,
2012,3,17,17,30,97.5141,,
2012,3,17,18,0,-21.4825,,
2012,3,17,18,30,-21.4825,,
2012,3,17,19,0,-21.4825,,
2012,3,17,19,30,-21.4825,,
2012,3,17,20,0,-21.4825,,
2012,3,17,20,30,-21.4825,,
2012,3,17,21,0,-21.4825,,
2012,3,17,21,30,-21.4825,,
2012,3,17,22,0,-21.4825,,
2012,3,17,22,30,-21.4825,,
2012,3,17,23,0,-21.4825,,
2012,3,17,23,30,-21.4825,,
2012,3,18,0,0,-21.4825,,
2012,3,18,0,30,-21.4825,,
2012,3,18,1,0,-21.4825,,
2012,3,18,1,30,-21.4825,,
2012,3,18,2,0,-21.4825,,
2012,3,18,2,30,-21.4825,,
2012,3,18,3,0,-21.4825,,
2012,3,18,3,30,-21.4825,,
2012,3,18,4,0,-21.4825,,
2012,3,18,4,30,-21.4825,,
2012,3,18,5,0,-21.4825,,
2012,3,18,5,30,-21.4825,,
2012,3,18,6,0,-21.4825,,
2012,3,18,6,30,2125.547,,
2012,3,18,7,0,5692.583,,
2012,3,18,7,30,6846.965,,
2012,3,18,8,0,14159.94,,
2012,3,18,8,30,18381.57,,
2012,3,18,9,0,16561.83,,
2012,3,18,9,30,15776.74,,
2012,3,18,10,0,29506.47,,
2012,3,18,10,30,31737.13,,
2012,3,18,11,0,33545.08,,
2012,3,18,11,30,23491.58,,
2012,3,18,12,0,34957.62,,
2012,3,18,12,30,34625.89,,
2012,3,18,13,0,2739.893,,
2012,3,18,13,30,9716.97,,
2012,3,18,14,0,5629.08,,
2012,3,18,14,30,14695.81,,
2012,3,18,15,0,17359.75,,
2012,3,18,15,30,14391.08,,
2012,3,18,16,0,12616.892,,
2012,3,18,16,30,10551.894,,
2012,3,18,17,0,1310.921,,
2012,3,18,17,30,324.7981,,
2012,3,18,18,0,-21.4825,,
2012,3,18,18,30,-21.4825,,
2012,3,18,19,0,-21.4825,,
2012,3,18,19,30,-21.4825,,
2012,3,18,20,0,-21.4825,,
2012,3,18,20,30,-21.4825,,
2012,3,18,21,0,-21.4825,,
2012,3,18,21,30,-21.4825,,
2012,3,18,22,0,-21.4825,,
2012,3,18,22,30,-21.4825,,
2012,3,18,23,0,-21.4825,,
2012,3,18,23,30,-21.4825,,
2012,3,19,0,0,-21.4825,,
2012,3,19,0,30,-21.4825,,
2012,3,19,1,0,-21.4825,,
2012,3,19,1,30,-21.4825,,
2012,3,19,2,0,-21.4825,,
2012,3,19,2,30,-21.4825,,
2012,3,19,3,0,-21.4825,,
2012,3,19,3,30,-21.4825,,
2012,3,19,4,0,-21.4825,,
2012,3,19,4,30,-21.4825,,
2012,3,19,5,0,-21.4825,,
2012,3,19,5,30,-21.4825,,
2012,3,19,6,0,-21.4825,,
2012,3,19,6,30,96.4551,,
2012,3,19,7,0,438.9925,,
2012,3,19,7,30,340.131,,
2012,3,19,8,0,4594.339,,
2012,3,19,8,30,18852.56,,
2012,3,19,9,0,22822.97,,
2012,3,19,9,30,26116.23,,
2012,3,19,10,0,29179.02,,
2012,3,19,10,30,31197.87,,
2012,3,19,11,0,10083.77,,
2012,3,19,11,30,8256.58,,
2012,3,19,12,0,10845.33,,
2012,3,19,12,30,24819.83,,
2012,3,19,13,0,22747.59,,
2012,3,19,13,30,22896.13,,
2012,3,19,14,0,17304.58,,
2012,3,19,14,30,26880.99,,
2012,3,19,15,0,23579.23,,
2012,3,19,15,30,19807.49,,
2012,3,19,16,0,15503.215,,
2012,3,19,16,30,10889.48,,
2012,3,19,17,0,6318.104,,
2012,3,19,17,30,2210.5989,,
2012,3,19,18,0,-21.4825,,
2012,3,19,18,30,-21.4825,,
2012,3,19,19,0,-21.4825,,
2012,3,19,19,30,-21.4825,,
2012,3,19,20,0,-21.4825,,
2012,3,19,20,30,-21.4825,,
2012,3,19,21,0,-21.4825,,
2012,3,19,21,30,-21.4825,,
2012,3,19,22,0,-21.4825,,
2012,3,19,22,30,-21.4825,,
2012,3,19,23,0,-21.4825,,
2012,3,19,23,30,-21.4825,,
2012,3,20,0,0,-21.4825,,
2012,3,20,0,30,-21.4825,,
2012,3,20,1,0,-21.4825,,
2012,3,20,1,30,-21.4825,,
2012,3,20,2,0,-21.4825,,
2012,3,20,2,30,-21.4825,,
2012,3,20,3,0,-21.4825,,
2012,3,20,3,30,-21.4825,,
2012,3,20,4,0,-21.4825,,
2012,3,20,4,30,-21.4825,,
2012,3,20,5,0,-21.4825,,
2012,3,20,5,30,-21.4825,,
2012,3,20,6,0,-21.4825,,
2012,3,20,6,30,3079.042,,
2012,3,20,7,0,7116.195,,
2012,3,20,7,30,11422.662,,
2012,3,20,8,0,15863.276,,
2012,3,20,8,30,19891.96,,
2012,3,20,9,0,23483.04,,
2012,3,20,9,30,26685.52,,
2012,3,20,10,0,29174.99,,
2012,3,20,10,30,31136.85,,
2012,3,20,11,0,32423.68,,
2012,3,20,11,30,33169.72,,
2012,3,20,12,0,33226.81,,
2012,3,20,12,30,32825.95,,
2012,3,20,13,0,31853.75,,
2012,3,20,13,30,30379.49,,
2012,3,20,14,0,28444.3,,
2012,3,20,14,30,25887.7,,
2012,3,20,15,0,22803.81,,
2012,3,20,15,30,19322.36,,
2012,3,20,16,0,15145.653,,
2012,3,20,16,30,10798.765,,
2012,3,20,17,0,6382.546,,
2012,3,20,17,30,2304.2758,,
2012,3,20,18,0,-21.4825,,
2012,3,20,18,30,-21.4825,,
2012,3,20,19,0,-21.4825,,
2012,3,20,19,30,-21.4825,,
2012,3,20,20,0,-21.4825,,
2012,3,20,20,30,-21.4825,,
2012,3,20,21,0,-21.4825,,
2012,3,20,21,30,-21.4825,,
2012,3,20,22,0,-21.4825,,
2012,3,20,22,30,-21.4825,,
2012,3,20,23,0,-21.4825,,
2012,3,20,23,30,-21.4825,,
2012,3,21,0,0,-21.4825,,
2012,3,21,0,30,-21.4825,,
2012,3,21,1,0,-21.4825,,
2012,3,21,1,30,-21.4825,,
2012,3,21,2,0,-21.4825,,
2012,3,21,2,30,-21.4825,,
2012,3,21,3,0,-21.4825,,
2012,3,21,3,30,-21.4825,,
2012,3,21,4,0,-21.4825,,
2012,3,21,4,30,-21.4825,,
2012,3,21,5,0,-21.4825,,
2012,3,21,5,30,-21.4825,,
2012,3,21,6,0,173.3176,,
2012,3,21,6,30,3129.519,,
2012,3,21,7,0,7117.059,,
2012,3,21,7,30,11389.272,,
2012,3,21,8,0,15747.782,,
2012,3,21,8,30,19735.31,,
2012,3,21,9,0,23144.35,,
2012,3,21,9,30,25930.24,,
2012,3,21,10,0,28102.87,,
2012,3,21,10,30,29540.86,,
2012,3,21,11,0,30318.39,,
2012,3,21,11,30,30229.75,,
2012,3,21,12,0,29401.65,,
2012,3,21,12,30,28447.13,,
2012,3,21,13,0,27617.01,,
2012,3,21,13,30,27235.24,,
2012,3,21,14,0,25989.77,,
2012,3,21,14,30,24347.2,,
2012,3,21,15,0,21966.7,,
2012,3,21,15,30,18997.33,,
2012,3,21,16,0,15083.55,,
2012,3,21,16,30,10741.019,,
2012,3,21,17,0,6392.551,,
2012,3,21,17,30,2336.7752,,
2012,3,21,18,0,-21.4825,,
2012,3,21,18,30,-21.4825,,
2012,3,21,19,0,-21.4825,,
2012,3,21,19,30,-21.4825,,
2012,3,21,20,0,-21.4825,,
2012,3,21,20,30,-21.4825,,
2012,3,21,21,0,-21.4825,,
2012,3,21,21,30,-21.4825,,
2012,3,21,22,0,-21.4825,,
2012,3,21,22,30,-21.4825,,
2012,3,21,23,0,-21.4825,,
2012,3,21,23,30,-21.4825,,
2012,3,22,0,0,-21.4825,,
2012,3,22,0,30,-21.4825,,
2012,3,22,1,0,-21.4825,,
2012,3,22,1,30,-21.4825,,
2012,3,22,2,0,-21.4825,,
2012,3,22,2,30,-21.4825,,
2012,3,22,3,0,-21.4825,,
2012,3,22,3,30,-21.4825,,
2012,3,22,4,0,-21.4825,,
2012,3,22,4,30,-21.4825,,
2012,3,22,5,0,-21.4825,,
2012,3,22,5,30,-21.4825,,
2012,3,22,6,0,145.0064,,
2012,3,22,6,30,3157.33,,
2012,3,22,7,0,7135.611,,
2012,3,22,7,30,11261.845,,
2012,3,22,8,0,15452.348,,
2012,3,22,8,30,19332.59,,
2012,3,22,9,0,22825.56,,
2012,3,22,9,30,25872.08,,
2012,3,22,10,0,28379.53,,
2012,3,22,10,30,30283.84,,
2012,3,22,11,0,31539.89,,
2012,3,22,11,30,13306.38,,
2012,3,22,12,0,13439.69,,
2012,3,22,12,30,13280.54,,
2012,3,22,13,0,12875.78,,
2012,3,22,13,30,12256.17,,
2012,3,22,14,0,11374.79,,
2012,3,22,14,30,10306.03,,
2012,3,22,15,0,8953,,
2012,3,22,15,30,7488.716,,
2012,3,22,16,0,5778.227,,
2012,3,22,16,30,4020.679,,
2012,3,22,17,0,2304.841,,
2012,3,22,17,30,706.4902,,
2012,3,22,18,0,-21.4825,,
2012,3,22,18,30,-21.4825,,
2012,3,22,19,0,-21.4825,,
2012,3,22,19,30,-21.4825,,
2012,3,22,20,0,-21.4825,,
2012,3,22,20,30,-21.4825,,
2012,3,22,21,0,-21.4825,,
2012,3,22,21,30,-21.4825,,
2012,3,22,22,0,-21.4825,,
2012,3,22,22,30,-21.4825,,
2012,3,22,23,0,-21.4825,,
2012,3,22,23,30,-21.4825,,
2012,3,23,0,0,-21.4825,,
2012,3,23,0,30,-21.4825,,
2012,3,23,1,0,-21.4825,,
2012,3,23,1,30,-21.4825,,
2012,3,23,2,0,-21.4825,,
2012,3,23,2,30,-21.4825,,
2012,3,23,3,0,-21.4825,,
2012,3,23,3,30,-21.4825,,
2012,3,23,4,0,-21.4825,,
2012,3,23,4,30,-21.4825,,
2012,3,23,5,0,-21.4825,,
2012,3,23,5,30,-21.4825,,
2012,3,23,6,0,-21.4825,,
2012,3,23,6,30,1241.198,,
2012,3,23,7,0,2874.344,,
2012,3,23,7,30,4589.056,,
2012,3,23,8,0,6343.866,,
2012,3,23,8,30,7989.3,,
2012,3,23,9,0,9456.83,,
2012,3,23,9,30,10731.44,,
2012,3,23,10,0,8571.64,,
2012,3,23,10,30,21294.62,,
2012,3,23,11,0,27723.66,,
2012,3,23,11,30,28635.86,,
2012,3,23,12,0,28491.29,,
2012,3,23,12,30,28088.96,,
2012,3,23,13,0,28469.07,,
2012,3,23,13,30,31325.44,,
2012,3,23,14,0,29345.23,,
2012,3,23,14,30,20807.16,,
2012,3,23,15,0,23594.95,,
2012,3,23,15,30,15597.08,,
2012,3,23,16,0,13561.328,,
2012,3,23,16,30,11137.445,,
2012,3,23,17,0,3726.667,,
2012,3,23,17,30,1327.697,,
2012,3,23,18,0,-21.4825,,
2012,3,23,18,30,-21.4825,,
2012,3,23,19,0,-21.4825,,
2012,3,23,19,30,-21.4825,,
2012,3,23,20,0,-21.4825,,
2012,3,23,20,30,-21.4825,,
2012,3,23,21,0,-21.4825,,
2012,3,23,21,30,-21.4825,,
2012,3,23,22,0,-21.4825,,
2012,3,23,22,30,-21.4825,,
2012,3,23,23,0,-21.4825,,
2012,3,23,23,30,-21.4825,,
2012,3,24,0,0,-21.4825,,
2012,3,24,0,30,-21.4825,,
2012,3,24,1,0,-21.4825,,
2012,3,24,1,30,-21.4825,,
2012,3,24,2,0,-21.4825,,
2012,3,24,2,30,-21.4825,,
2012,3,24,3,0,-21.4825,,
2012,3,24,3,30,-21.4825,,
2012,3,24,4,0,-21.4825,,
2012,3,24,4,30,-21.4825,,
2012,3,24,5,0,-21.4825,,
2012,3,24,5,30,-21.4825,,
2012,3,24,6,0,-21.4825,,
2012,3,24,6,30,-21.4825,,
2012,3,24,7,0,893.291,,
2012,3,24,7,30,1976.002,,
2012,3,24,8,0,3173.305,,
2012,3,24,8,30,4699.79,,
2012,3,24,9,0,7438.5,,
2012,3,24,9,30,13239.14,,
2012,3,24,10,0,19981.15,,
2012,3,24,10,30,24878.25,,
2012,3,24,11,0,23354.87,,
2012,3,24,11,30,27840.73,,
2012,3,24,12,0,28114.09,,
2012,3,24,12,30,25836.04,,
2012,3,24,13,0,23873.69,,
2012,3,24,13,30,25319.37,,
2012,3,24,14,0,23520.24,,
2012,3,24,14,30,21468.28,,
2012,3,24,15,0,14273.37,,
2012,3,24,15,30,19891.56,,
2012,3,24,16,0,10941.202,,
2012,3,24,16,30,11085.921,,
2012,3,24,17,0,6571.107,,
2012,3,24,17,30,2517.438,,
2012,3,24,18,0,-21.4825,,
2012,3,24,18,30,-21.4825,,
2012,3,24,19,0,-21.4825,,
2012,3,24,19,30,-21.4825,,
2012,3,24,20,0,-21.4825,,
2012,3,24,20,30,-21.4825,,
2012,3,24,21,0,-21.4825,,
2012,3,24,21,30,-21.4825,,
2012,3,24,22,0,-21.4825,,
2012,3,24,22,30,-21.4825,,
2012,3,24,23,0,-21.4825,,
2012,3,24,23,30,-21.4825,,
2012,3,25,0,0,-21.4825,,
2012,3,25,0,30,-21.4825,,
2012,3,25,1,0,-21.4825,,
2012,3,25,1,30,-21.4825,,
2012,3,25,2,0,-21.4825,,
2012,3,25,2,30,-21.4825,,
2012,3,25,3,0,-21.4825,,
2012,3,25,3,30,-21.4825,,
2012,3,25,4,0,-21.4825,,
2012,3,25,4,30,-21.4825,,
2012,3,25,5,0,-21.4825,,
2012,3,25,5,30,-21.4825,,
2012,3,25,6,0,231.0993,,
2012,3,25,6,30,3221.091,,
2012,3,25,7,0,6990.813,,
2012,3,25,7,30,11220.91,,
2012,3,25,8,0,15628.35,,
2012,3,25,8,30,19661.97,,
2012,3,25,9,0,23372.17,,
2012,3,25,9,30,26579.15,,
2012,3,25,10,0,28864.38,,
2012,3,25,10,30,30829.48,,
2012,3,25,11,0,32365.08,,
2012,3,25,11,30,26162.44,,
2012,3,25,12,0,25499.18,,
2012,3,25,12,30,23941.04,,
2012,3,25,13,0,20905.24,,
2012,3,25,13,30,13662.93,,
2012,3,25,14,0,22193.28,,
2012,3,25,14,30,8235.82,,
2012,3,25,15,0,4230.148,,
2012,3,25,15,30,3619.374,,
2012,3,25,16,0,616.805,,
2012,3,25,16,30,153.2089,,
2012,3,25,17,0,386.5845,,
2012,3,25,17,30,38.00546,,
2012,3,25,18,0,-21.4825,,
2012,3,25,18,30,-21.4825,,
2012,3,25,19,0,-21.4825,,
2012,3,25,19,30,-21.4825,,
2012,3,25,20,0,-21.4825,,
2012,3,25,20,30,-21.4825,,
2012,3,25,21,0,-21.4825,,
2012,3,25,21,30,-21.4825,,
2012,3,25,22,0,-21.4825,,
2012,3,25,22,30,-21.4825,,
2012,3,25,23,0,-21.4825,,
2012,3,25,23,30,-21.4825,,
2012,3,26,0,0,-21.4825,,
2012,3,26,0,30,-21.4825,,
2012,3,26,1,0,-21.4825,,
2012,3,26,1,30,-21.4825,,
2012,3,26,2,0,-21.4825,,
2012,3,26,2,30,-21.4825,,
2012,3,26,3,0,-21.4825,,
2012,3,26,3,30,-21.4825,,
2012,3,26,4,0,-21.4825,,
2012,3,26,4,30,-21.4825,,
2012,3,26,5,0,-21.4825,,
2012,3,26,5,30,-21.4825,,
2012,3,26,6,0,271.4221,,
2012,3,26,6,30,1281.519,,
2012,3,26,7,0,7118.511,,
2012,3,26,7,30,6372.574,,
2012,3,26,8,0,6490.875,,
2012,3,26,8,30,19816.91,,
2012,3,26,9,0,23491.8,,
2012,3,26,9,30,26533.23,,
2012,3,26,10,0,29345.33,,
2012,3,26,10,30,31197.14,,
2012,3,26,11,0,32564.64,,
2012,3,26,11,30,33495.25,,
2012,3,26,12,0,33775.44,,
2012,3,26,12,30,33502.13,,
2012,3,26,13,0,32624.41,,
2012,3,26,13,30,31154.91,,
2012,3,26,14,0,29219.89,,
2012,3,26,14,30,26531.97,,
2012,3,26,15,0,23325.45,,
2012,3,26,15,30,19670.16,,
2012,3,26,16,0,15463.065,,
2012,3,26,16,30,10914.901,,
2012,3,26,17,0,6476.745,,
2012,3,26,17,30,2479.141,,
2012,3,26,18,0,-21.4825,,
2012,3,26,18,30,-21.4825,,
2012,3,26,19,0,-21.4825,,
2012,3,26,19,30,-21.4825,,
2012,3,26,20,0,-21.4825,,
2012,3,26,20,30,-21.4825,,
2012,3,26,21,0,-21.4825,,
2012,3,26,21,30,-21.4825,,
2012,3,26,22,0,-21.4825,,
2012,3,26,22,30,-21.4825,,
2012,3,26,23,0,-21.4825,,
2012,3,26,23,30,-21.4825,,
2012,3,27,0,0,-21.4825,,
2012,3,27,0,30,-21.4825,,
2012,3,27,1,0,-21.4825,,
