Year,Month,Day,Hour,Minute,Total (kW),,
2012,7,5,13,0,31815.27,,
2012,7,5,13,30,30723.42,,
2012,7,5,14,0,29263.53,,
2012,7,5,14,30,27275.36,,
2012,7,5,15,0,24745.78,,
2012,7,5,15,30,21811.45,,
2012,7,5,16,0,18329.46,,
2012,7,5,16,30,14368.503,,
2012,7,5,17,0,10166.338,,
2012,7,5,17,30,6351.196,,
2012,7,5,18,0,3216.172,,
2012,7,5,18,30,1146.9235,,
2012,7,5,19,0,-21.4825,,
2012,7,5,19,30,-21.4825,,
2012,7,5,20,0,-21.4825,,
2012,7,5,20,30,-21.4825,,
2012,7,5,21,0,-21.4825,,
2012,7,5,21,30,-21.4825,,
2012,7,5,22,0,-21.4825,,
2012,7,5,22,30,-21.4825,,
2012,7,5,23,0,-21.4825,,
2012,7,5,23,30,-21.4825,,
2012,7,6,0,0,-21.4825,,
2012,7,6,0,30,-21.4825,,
2012,7,6,1,0,-21.4825,,
2012,7,6,1,30,-21.4825,,
2012,7,6,2,0,-21.4825,,
2012,7,6,2,30,-21.4825,,
2012,7,6,3,0,-21.4825,,
2012,7,6,3,30,-21.4825,,
2012,7,6,4,0,-21.4825,,
2012,7,6,4,30,-21.4825,,
2012,7,6,5,0,137.2919,,
2012,7,6,5,30,1675.971,,
2012,7,6,6,0,3936.279,,
2012,7,6,6,30,7227.428,,
2012,7,6,7,0,2160.073,,
2012,7,6,7,30,3414.426,,
2012,7,6,8,0,4457.195,,
2012,7,6,8,30,7882.68,,
2012,7,6,9,0,12365.33,,
2012,7,6,9,30,27094.92,,
2012,7,6,10,0,29083.02,,
2012,7,6,10,30,30736.15,,
2012,7,6,11,0,31817.19,,
2012,7,6,11,30,32635.54,,
2012,7,6,12,0,33129.89,,
2012,7,6,12,30,32977.98,,
2012,7,6,13,0,32552.8,,
2012,7,6,13,30,31450.04,,
2012,7,6,14,0,29860.51,,
2012,7,6,14,30,27885.79,,
2012,7,6,15,0,25288.7,,
2012,7,6,15,30,22298.76,,
2012,7,6,16,0,18818.01,,
2012,7,6,16,30,14782.543,,
2012,7,6,17,0,10575.618,,
2012,7,6,17,30,6546.74,,
2012,7,6,18,0,3291.55,,
2012,7,6,18,30,1200.4469,,
2012,7,6,19,0,-21.4825,,
2012,7,6,19,30,-21.4825,,
2012,7,6,20,0,-21.4825,,
2012,7,6,20,30,-21.4825,,
2012,7,6,21,0,-21.4825,,
2012,7,6,21,30,-21.4825,,
2012,7,6,22,0,-21.4825,,
2012,7,6,22,30,-21.4825,,
2012,7,6,23,0,-21.4825,,
2012,7,6,23,30,-21.4825,,
2012,7,7,0,0,-21.4825,,
2012,7,7,0,30,-21.4825,,
2012,7,7,1,0,-21.4825,,
2012,7,7,1,30,-21.4825,,
2012,7,7,2,0,-21.4825,,
2012,7,7,2,30,-21.4825,,
2012,7,7,3,0,-21.4825,,
2012,7,7,3,30,-21.4825,,
2012,7,7,4,0,-21.4825,,
2012,7,7,4,30,-21.4825,,
2012,7,7,5,0,161.37141,,
2012,7,7,5,30,1610.715,,
2012,7,7,6,0,3894.546,,
2012,7,7,6,30,7279.196,,
2012,7,7,7,0,2271.179,,
2012,7,7,7,30,3448.967,,
2012,7,7,8,0,5345.955,,
2012,7,7,8,30,9870.57,,
2012,7,7,9,0,25444.75,,
2012,7,7,9,30,27786.7,,
2012,7,7,10,0,29859.3,,
2012,7,7,10,30,31538.06,,
2012,7,7,11,0,32823,,
2012,7,7,11,30,33555.34,,
2012,7,7,12,0,33792.76,,
2012,7,7,12,30,33604.64,,
2012,7,7,13,0,32926.67,,
2012,7,7,13,30,31700.94,,
2012,7,7,14,0,30045.48,,
2012,7,7,14,30,28020.72,,
2012,7,7,15,0,25423.63,,
2012,7,7,15,30,22275.17,,
2012,7,7,16,0,18800.67,,
2012,7,7,16,30,14798.335,,
2012,7,7,17,0,10556.694,,
2012,7,7,17,30,6567.322,,
2012,7,7,18,0,3260.314,,
2012,7,7,18,30,1189.9701,,
2012,7,7,19,0,-21.4825,,
2012,7,7,19,30,-21.4825,,
2012,7,7,20,0,-21.4825,,
2012,7,7,20,30,-21.4825,,
2012,7,7,21,0,-21.4825,,
2012,7,7,21,30,-21.4825,,
2012,7,7,22,0,-21.4825,,
2012,7,7,22,30,-21.4825,,
2012,7,7,23,0,-21.4825,,
2012,7,7,23,30,-21.4825,,
2012,7,8,0,0,-21.4825,,
2012,7,8,0,30,-21.4825,,
2012,7,8,1,0,-21.4825,,
2012,7,8,1,30,-21.4825,,
2012,7,8,2,0,-21.4825,,
2012,7,8,2,30,-21.4825,,
2012,7,8,3,0,-21.4825,,
2012,7,8,3,30,-21.4825,,
2012,7,8,4,0,-21.4825,,
2012,7,8,4,30,-21.4825,,
2012,7,8,5,0,103.39342,,
2012,7,8,5,30,1548.903,,
2012,7,8,6,0,3765.759,,
2012,7,8,6,30,7083.748,,
2012,7,8,7,0,4383.427,,
2012,7,8,7,30,7934.3,,
2012,7,8,8,0,18646.27,,
2012,7,8,8,30,21853.89,,
2012,7,8,9,0,24595.76,,
2012,7,8,9,30,27062.19,,
2012,7,8,10,0,28943.92,,
2012,7,8,10,30,30525.44,,
2012,7,8,11,0,31406.75,,
2012,7,8,11,30,32078.88,,
2012,7,8,12,0,32308.85,,
2012,7,8,12,30,32074.19,,
2012,7,8,13,0,31459.15,,
2012,7,8,13,30,30498.18,,
2012,7,8,14,0,28882.11,,
2012,7,8,14,30,26778.07,,
2012,7,8,15,0,24175.55,,
2012,7,8,15,30,21273.07,,
2012,7,8,16,0,17798.74,,
2012,7,8,16,30,13933.21,,
2012,7,8,17,0,9846.126,,
2012,7,8,17,30,6100.47,,
2012,7,8,18,0,3007.706,,
2012,7,8,18,30,959.2608,,
2012,7,8,19,0,-21.4825,,
2012,7,8,19,30,-21.4825,,
2012,7,8,20,0,-21.4825,,
2012,7,8,20,30,-21.4825,,
2012,7,8,21,0,-21.4825,,
2012,7,8,21,30,-21.4825,,
2012,7,8,22,0,-21.4825,,
2012,7,8,22,30,-21.4825,,
2012,7,8,23,0,-21.4825,,
2012,7,8,23,30,-21.4825,,
2012,7,9,0,0,-21.4825,,
2012,7,9,0,30,-21.4825,,
2012,7,9,1,0,-21.4825,,
2012,7,9,1,30,-21.4825,,
2012,7,9,2,0,-21.4825,,
2012,7,9,2,30,-21.4825,,
2012,7,9,3,0,-21.4825,,
2012,7,9,3,30,-21.4825,,
2012,7,9,4,0,-21.4825,,
2012,7,9,4,30,-21.4825,,
2012,7,9,5,0,50.72282,,
2012,7,9,5,30,1455.895,,
2012,7,9,6,0,3611.828,,
2012,7,9,6,30,6781.303,,
2012,7,9,7,0,10579.212,,
2012,7,9,7,30,14483.22,,
2012,7,9,8,0,17953.43,,
2012,7,9,8,30,20954.01,,
2012,7,9,9,0,23586.15,,
2012,7,9,9,30,25952.6,,
2012,7,9,10,0,27674.38,,
2012,7,9,10,30,29154.1,,
2012,7,9,11,0,30029.76,,
2012,7,9,11,30,30708.71,,
2012,7,9,12,0,31093.27,,
2012,7,9,12,30,30954.17,,
2012,7,9,13,0,30489.05,,
2012,7,9,13,30,29719.1,,
2012,7,9,14,0,28181.38,,
2012,7,9,14,30,26373.07,,
2012,7,9,15,0,23887.14,,
2012,7,9,15,30,21068.24,,
2012,7,9,16,0,17663.02,,
2012,7,9,16,30,13834.324,,
2012,7,9,17,0,9758.971,,
2012,7,9,17,30,6033.594,,
2012,7,9,18,0,2972.188,,
2012,7,9,18,30,950.2729,,
2012,7,9,19,0,-21.4825,,
2012,7,9,19,30,-21.4825,,
2012,7,9,20,0,-21.4825,,
2012,7,9,20,30,-21.4825,,
2012,7,9,21,0,-21.4825,,
2012,7,9,21,30,-21.4825,,
2012,7,9,22,0,-21.4825,,
2012,7,9,22,30,-21.4825,,
2012,7,9,23,0,-21.4825,,
2012,7,9,23,30,-21.4825,,
2012,7,10,0,0,-21.4825,,
2012,7,10,0,30,-21.4825,,
2012,7,10,1,0,-21.4825,,
2012,7,10,1,30,-21.4825,,
2012,7,10,2,0,-21.4825,,
2012,7,10,2,30,-21.4825,,
2012,7,10,3,0,-21.4825,,
2012,7,10,3,30,-21.4825,,
2012,7,10,4,0,-21.4825,,
2012,7,10,4,30,-21.4825,,
2012,7,10,5,0,-21.4825,,
2012,7,10,5,30,409.8839,,
2012,7,10,6,0,1352.298,,
2012,7,10,6,30,4060.021,,
2012,7,10,7,0,9097.806,,
2012,7,10,7,30,13654.16,,
2012,7,10,8,0,15219.91,,
2012,7,10,8,30,17431.2,,
2012,7,10,9,0,22955.77,,
2012,7,10,9,30,25318.1,,
2012,7,10,10,0,27072.28,,
2012,7,10,10,30,28544.86,,
2012,7,10,11,0,29658.87,,
2012,7,10,11,30,26524.75,,
2012,7,10,12,0,26907.39,,
2012,7,10,12,30,30480.56,,
2012,7,10,13,0,29970.37,,
2012,7,10,13,30,29192.06,,
2012,7,10,14,0,27696.83,,
2012,7,10,14,30,25970.23,,
2012,7,10,15,0,23508.6,,
2012,7,10,15,30,20633.37,,
2012,7,10,16,0,13476.5,,
2012,7,10,16,30,12026.466,,
2012,7,10,17,0,7080.621,,
2012,7,10,17,30,4919.004,,
2012,7,10,18,0,2430.283,,
2012,7,10,18,30,626.4321,,
2012,7,10,19,0,-21.4825,,
2012,7,10,19,30,-21.4825,,
2012,7,10,20,0,-21.4825,,
2012,7,10,20,30,-21.4825,,
2012,7,10,21,0,-21.4825,,
2012,7,10,21,30,-21.4825,,
2012,7,10,22,0,-21.4825,,
2012,7,10,22,30,-21.4825,,
2012,7,10,23,0,-21.4825,,
2012,7,10,23,30,-21.4825,,
2012,7,11,0,0,-21.4825,,
2012,7,11,0,30,-21.4825,,
2012,7,11,1,0,-21.4825,,
2012,7,11,1,30,-21.4825,,
2012,7,11,2,0,-21.4825,,
2012,7,11,2,30,-21.4825,,
2012,7,11,3,0,-21.4825,,
2012,7,11,3,30,-21.4825,,
2012,7,11,4,0,-21.4825,,
2012,7,11,4,30,-21.4825,,
2012,7,11,5,0,-21.4825,,
2012,7,11,5,30,1323.215,,
2012,7,11,6,0,3440.855,,
2012,7,11,6,30,6323.399,,
2012,7,11,7,0,5159.589,,
2012,7,11,7,30,13585.79,,
2012,7,11,8,0,16892.68,,
2012,7,11,8,30,19957.94,,
2012,7,11,9,0,22402.2,,
2012,7,11,9,30,24336.16,,
2012,7,11,10,0,25859.49,,
2012,7,11,10,30,27202.42,,
2012,7,11,11,0,28322.77,,
2012,7,11,11,30,28968.47,,
2012,7,11,12,0,29212.31,,
2012,7,11,12,30,24937.75,,
2012,7,11,13,0,28738.67,,
2012,7,11,13,30,27836.06,,
2012,7,11,14,0,23509.79,,
2012,7,11,14,30,16846.74,,
2012,7,11,15,0,14833.3,,
2012,7,11,15,30,15431.64,,
2012,7,11,16,0,6982.015,,
2012,7,11,16,30,7643.99,,
2012,7,11,17,0,5723.845,,
2012,7,11,17,30,2791.187,,
2012,7,11,18,0,2819.284,,
2012,7,11,18,30,808.0397,,
2012,7,11,19,0,-21.4825,,
2012,7,11,19,30,-21.4825,,
2012,7,11,20,0,-21.4825,,
2012,7,11,20,30,-21.4825,,
2012,7,11,21,0,-21.4825,,
2012,7,11,21,30,-21.4825,,
2012,7,11,22,0,-21.4825,,
2012,7,11,22,30,-21.4825,,
2012,7,11,23,0,-21.4825,,
2012,7,11,23,30,-21.4825,,
2012,7,12,0,0,-21.4825,,
2012,7,12,0,30,-21.4825,,
2012,7,12,1,0,-21.4825,,
2012,7,12,1,30,-21.4825,,
2012,7,12,2,0,-21.4825,,
2012,7,12,2,30,-21.4825,,
2012,7,12,3,0,-21.4825,,
2012,7,12,3,30,-21.4825,,
2012,7,12,4,0,-21.4825,,
2012,7,12,4,30,-21.4825,,
2012,7,12,5,0,-21.4825,,
2012,7,12,5,30,737.271,,
2012,7,12,6,0,2116.638,,
2012,7,12,6,30,2795.029,,
2012,7,12,7,0,2019.689,,
2012,7,12,7,30,7873.36,,
2012,7,12,8,0,5955.275,,
2012,7,12,8,30,4706.463,,
2012,7,12,9,0,7247.12,,
2012,7,12,9,30,11993.37,,
2012,7,12,10,0,10363.83,,
2012,7,12,10,30,12013.42,,
2012,7,12,11,0,14265.31,,
2012,7,12,11,30,13620.45,,
2012,7,12,12,0,13711.58,,
2012,7,12,12,30,12094.29,,
2012,7,12,13,0,23884.33,,
2012,7,12,13,30,10828.52,,
2012,7,12,14,0,3238.877,,
2012,7,12,14,30,4248.472,,
2012,7,12,15,0,817.021,,
2012,7,12,15,30,6646.724,,
2012,7,12,16,0,797.923,,
2012,7,12,16,30,2421.387,,
2012,7,12,17,0,443.5692,,
2012,7,12,17,30,671.3781,,
2012,7,12,18,0,-21.4825,,
2012,7,12,18,30,-21.4825,,
2012,7,12,19,0,-21.4825,,
2012,7,12,19,30,-21.4825,,
2012,7,12,20,0,-21.4825,,
2012,7,12,20,30,-21.4825,,
2012,7,12,21,0,-21.4825,,
2012,7,12,21,30,-21.4825,,
2012,7,12,22,0,-21.4825,,
2012,7,12,22,30,-21.4825,,
2012,7,12,23,0,-21.4825,,
2012,7,12,23,30,-21.4825,,
2012,7,13,0,0,-21.4825,,
2012,7,13,0,30,-21.4825,,
2012,7,13,1,0,-21.4825,,
2012,7,13,1,30,-21.4825,,
2012,7,13,2,0,-21.4825,,
2012,7,13,2,30,-21.4825,,
2012,7,13,3,0,-21.4825,,
2012,7,13,3,30,-21.4825,,
2012,7,13,4,0,-21.4825,,
2012,7,13,4,30,-21.4825,,
2012,7,13,5,0,-21.4825,,
2012,7,13,5,30,749.834,,
2012,7,13,6,0,2187.905,,
2012,7,13,6,30,1458.332,,
2012,7,13,7,0,6228.775,,
2012,7,13,7,30,9633.98,,
2012,7,13,8,0,8708.46,,
2012,7,13,8,30,7040.045,,
2012,7,13,9,0,7334.8,,
2012,7,13,9,30,7746.69,,
2012,7,13,10,0,3798.475,,
2012,7,13,10,30,8357.27,,
2012,7,13,11,0,9228.62,,
2012,7,13,11,30,6945.38,,
2012,7,13,12,0,5602.519,,
2012,7,13,12,30,7495.44,,
2012,7,13,13,0,14314.91,,
2012,7,13,13,30,22084.23,,
2012,7,13,14,0,21097.52,,
2012,7,13,14,30,24216.8,,
2012,7,13,15,0,22074.92,,
2012,7,13,15,30,19472.56,,
2012,7,13,16,0,16479.85,,
2012,7,13,16,30,12961.23,,
2012,7,13,17,0,9192.317,,
2012,7,13,17,30,4730.07,,
2012,7,13,18,0,2331.756,,
2012,7,13,18,30,496.925,,
2012,7,13,19,0,-21.4825,,
2012,7,13,19,30,-21.4825,,
2012,7,13,20,0,-21.4825,,
2012,7,13,20,30,-21.4825,,
2012,7,13,21,0,-21.4825,,
2012,7,13,21,30,-21.4825,,
2012,7,13,22,0,-21.4825,,
2012,7,13,22,30,-21.4825,,
2012,7,13,23,0,-21.4825,,
2012,7,13,23,30,-21.4825,,
2012,7,14,0,0,-21.4825,,
2012,7,14,0,30,-21.4825,,
2012,7,14,1,0,-21.4825,,
2012,7,14,1,30,-21.4825,,
2012,7,14,2,0,-21.4825,,
2012,7,14,2,30,-21.4825,,
2012,7,14,3,0,-21.4825,,
2012,7,14,3,30,-21.4825,,
2012,7,14,4,0,-21.4825,,
2012,7,14,4,30,-21.4825,,
2012,7,14,5,0,-21.4825,,
2012,7,14,5,30,1282.191,,
2012,7,14,6,0,3364.718,,
2012,7,14,6,30,6290.132,,
2012,7,14,7,0,3094.993,,
2012,7,14,7,30,4449.256,,
2012,7,14,8,0,7456.29,,
2012,7,14,8,30,13068.7,,
2012,7,14,9,0,22669.14,,
2012,7,14,9,30,25039.07,,
2012,7,14,10,0,27415.03,,
2012,7,14,10,30,29047.44,,
2012,7,14,11,0,29965.67,,
2012,7,14,11,30,30927.27,,
2012,7,14,12,0,31279.83,,
2012,7,14,12,30,31148.93,,
2012,7,14,13,0,30348.56,,
2012,7,14,13,30,29259.87,,
2012,7,14,14,0,27833.12,,
2012,7,14,14,30,25969.7,,
2012,7,14,15,0,23600,,
2012,7,14,15,30,20725.4,,
2012,7,14,16,0,17431.7,,
2012,7,14,16,30,13635.227,,
2012,7,14,17,0,9691.585,,
2012,7,14,17,30,6013.358,,
2012,7,14,18,0,2986.135,,
2012,7,14,18,30,850.1903,,
2012,7,14,19,0,-21.4825,,
2012,7,14,19,30,-21.4825,,
2012,7,14,20,0,-21.4825,,
2012,7,14,20,30,-21.4825,,
2012,7,14,21,0,-21.4825,,
2012,7,14,21,30,-21.4825,,
2012,7,14,22,0,-21.4825,,
2012,7,14,22,30,-21.4825,,
2012,7,14,23,0,-21.4825,,
2012,7,14,23,30,-21.4825,,
2012,7,15,0,0,-21.4825,,
2012,7,15,0,30,-21.4825,,
2012,7,15,1,0,-21.4825,,
2012,7,15,1,30,-21.4825,,
2012,7,15,2,0,-21.4825,,
2012,7,15,2,30,-21.4825,,
2012,7,15,3,0,-21.4825,,
2012,7,15,3,30,-21.4825,,
2012,7,15,4,0,-21.4825,,
2012,7,15,4,30,-21.4825,,
2012,7,15,5,0,-21.4825,,
2012,7,15,5,30,1365.716,,
2012,7,15,6,0,3498.895,,
2012,7,15,6,30,6664.844,,
2012,7,15,7,0,4860.795,,
2012,7,15,7,30,14745.6,,
2012,7,15,8,0,18656.91,,
2012,7,15,8,30,22033.35,,
2012,7,15,9,0,25034.4,,
2012,7,15,9,30,27657.54,,
2012,7,15,10,0,29724.09,,
2012,7,15,10,30,31453.05,,
2012,7,15,11,0,32775.31,,
2012,7,15,11,30,33552.91,,
2012,7,15,12,0,33889.78,,
2012,7,15,12,30,33665.48,,
2012,7,15,13,0,32914.34,,
2012,7,15,13,30,31859.02,,
2012,7,15,14,0,30148.19,,
2012,7,15,14,30,28022.87,,
2012,7,15,15,0,25298.9,,
2012,7,15,15,30,22220.18,,
2012,7,15,16,0,18717.55,,
2012,7,15,16,30,14651.471,,
2012,7,15,17,0,10388.256,,
2012,7,15,17,30,6437.88,,
2012,7,15,18,0,3194.007,,
2012,7,15,18,30,993.0702,,
2012,7,15,19,0,-21.4825,,
2012,7,15,19,30,-21.4825,,
2012,7,15,20,0,-21.4825,,
2012,7,15,20,30,-21.4825,,
2012,7,15,21,0,-21.4825,,
2012,7,15,21,30,-21.4825,,
2012,7,15,22,0,-21.4825,,
2012,7,15,22,30,-21.4825,,
2012,7,15,23,0,-21.4825,,
2012,7,15,23,30,-21.4825,,
2012,7,16,0,0,-21.4825,,
2012,7,16,0,30,-21.4825,,
2012,7,16,1,0,-21.4825,,
2012,7,16,1,30,-21.4825,,
2012,7,16,2,0,-21.4825,,
2012,7,16,2,30,-21.4825,,
2012,7,16,3,0,-21.4825,,
2012,7,16,3,30,-21.4825,,
2012,7,16,4,0,-21.4825,,
2012,7,16,4,30,-21.4825,,
2012,7,16,5,0,-21.4825,,
2012,7,16,5,30,1435.41,,
2012,7,16,6,0,3607.433,,
2012,7,16,6,30,6915.113,,
2012,7,16,7,0,6760.454,,
2012,7,16,7,30,15171.06,,
2012,7,16,8,0,19160.44,,
2012,7,16,8,30,22724.71,,
2012,7,16,9,0,25849.14,,
2012,7,16,9,30,28581.84,,
2012,7,16,10,0,30817.35,,
2012,7,16,10,30,32628.2,,
2012,7,16,11,0,33949.35,,
2012,7,16,11,30,34701.83,,
2012,7,16,12,0,34988.37,,
2012,7,16,12,30,34720.38,,
2012,7,16,13,0,33984.27,,
2012,7,16,13,30,32640.29,,
2012,7,16,14,0,30829.38,,
2012,7,16,14,30,28631.61,,
2012,7,16,15,0,25834.3,,
2012,7,16,15,30,22643.01,,
2012,7,16,16,0,19028.3,,
2012,7,16,16,30,14884.775,,
2012,7,16,17,0,10524.062,,
2012,7,16,17,30,6491.639,,
2012,7,16,18,0,3218.061,,
2012,7,16,18,30,981.0157,,
2012,7,16,19,0,-21.4825,,
2012,7,16,19,30,-21.4825,,
2012,7,16,20,0,-21.4825,,
2012,7,16,20,30,-21.4825,,
2012,7,16,21,0,-21.4825,,
2012,7,16,21,30,-21.4825,,
2012,7,16,22,0,-21.4825,,
2012,7,16,22,30,-21.4825,,
2012,7,16,23,0,-21.4825,,
2012,7,16,23,30,-21.4825,,
2012,7,17,0,0,-21.4825,,
2012,7,17,0,30,-21.4825,,
2012,7,17,1,0,-21.4825,,
2012,7,17,1,30,-21.4825,,
2012,7,17,2,0,-21.4825,,
2012,7,17,2,30,-21.4825,,
2012,7,17,3,0,-21.4825,,
2012,7,17,3,30,-21.4825,,
2012,7,17,4,0,-21.4825,,
2012,7,17,4,30,-21.4825,,
2012,7,17,5,0,-21.4825,,
2012,7,17,5,30,1440.162,,
2012,7,17,6,0,3611.134,,
2012,7,17,6,30,6845.744,,
2012,7,17,7,0,10903.428,,
2012,7,17,7,30,15073.57,,
2012,7,17,8,0,19025.43,,
2012,7,17,8,30,22575.63,,
2012,7,17,9,0,25664.59,,
2012,7,17,9,30,28355.78,,
2012,7,17,10,0,30502.05,,
2012,7,17,10,30,32258.27,,
2012,7,17,11,0,33421.57,,
2012,7,17,11,30,34188.45,,
2012,7,17,12,0,34475.34,,
2012,7,17,12,30,34154.43,,
2012,7,17,13,0,33414.37,,
2012,7,17,13,30,32106.77,,
2012,7,17,14,0,30368.75,,
2012,7,17,14,30,28205.65,,
2012,7,17,15,0,25485.04,,
2012,7,17,15,30,22349.04,,
2012,7,17,16,0,18791.2,,
2012,7,17,16,30,14695.33,,
2012,7,17,17,0,10401.815,,
2012,7,17,17,30,6394.587,,
2012,7,17,18,0,3124.019,,
2012,7,17,18,30,911.353,,
2012,7,17,19,0,-21.4825,,
2012,7,17,19,30,-21.4825,,
2012,7,17,20,0,-21.4825,,
2012,7,17,20,30,-21.4825,,
2012,7,17,21,0,-21.4825,,
2012,7,17,21,30,-21.4825,,
2012,7,17,22,0,-21.4825,,
2012,7,17,22,30,-21.4825,,
2012,7,17,23,0,-21.4825,,
2012,7,17,23,30,-21.4825,,
2012,7,18,0,0,-21.4825,,
2012,7,18,0,30,-21.4825,,
2012,7,18,1,0,-21.4825,,
2012,7,18,1,30,-21.4825,,
2012,7,18,2,0,-21.4825,,
2012,7,18,2,30,-21.4825,,
2012,7,18,3,0,-21.4825,,
2012,7,18,3,30,-21.4825,,
2012,7,18,4,0,-21.4825,,
2012,7,18,4,30,-21.4825,,
2012,7,18,5,0,-21.4825,,
2012,7,18,5,30,-21.4825,,
2012,7,18,6,0,352.7116,,
2012,7,18,6,30,1933.988,,
2012,7,18,7,0,10188.383,,
2012,7,18,7,30,12373.61,,
2012,7,18,8,0,12604.08,,
2012,7,18,8,30,14594.17,,
2012,7,18,9,0,18113.41,,
2012,7,18,9,30,26820.75,,
2012,7,18,10,0,28668.98,,
2012,7,18,10,30,30325.73,,
2012,7,18,11,0,31328.29,,
2012,7,18,11,30,31992.87,,
2012,7,18,12,0,27422.04,,
2012,7,18,12,30,23470.27,,
2012,7,18,13,0,26929.97,,
2012,7,18,13,30,26059.05,,
2012,7,18,14,0,23463.17,,
2012,7,18,14,30,21742.16,,
2012,7,18,15,0,23580.58,,
2012,7,18,15,30,20753.27,,
2012,7,18,16,0,17393.49,,
2012,7,18,16,30,13556.195,,
2012,7,18,17,0,9512.112,,
2012,7,18,17,30,5816.47,,
2012,7,18,18,0,2809.957,,
2012,7,18,18,30,646.8457,,
2012,7,18,19,0,-21.4825,,
2012,7,18,19,30,-21.4825,,
2012,7,18,20,0,-21.4825,,
2012,7,18,20,30,-21.4825,,
2012,7,18,21,0,-21.4825,,
2012,7,18,21,30,-21.4825,,
2012,7,18,22,0,-21.4825,,
2012,7,18,22,30,-21.4825,,
2012,7,18,23,0,-21.4825,,
2012,7,18,23,30,-21.4825,,
2012,7,19,0,0,-21.4825,,
2012,7,19,0,30,-21.4825,,
2012,7,19,1,0,-21.4825,,
2012,7,19,1,30,-21.4825,,
2012,7,19,2,0,-21.4825,,
2012,7,19,2,30,-21.4825,,
2012,7,19,3,0,-21.4825,,
2012,7,19,3,30,-21.4825,,
2012,7,19,4,0,-21.4825,,
2012,7,19,4,30,-21.4825,,
2012,7,19,5,0,-21.4825,,
2012,7,19,5,30,1153.9621,,
2012,7,19,6,0,3187.465,,
2012,7,19,6,30,6219.855,,
2012,7,19,7,0,9945.28,,
2012,7,19,7,30,13862.69,,
2012,7,19,8,0,17532.16,,
2012,7,19,8,30,20757.09,,
2012,7,19,9,0,23608.58,,
2012,7,19,9,30,26022.52,,
2012,7,19,10,0,28232.85,,
2012,7,19,10,30,29888.54,,
2012,7,19,11,0,30877.15,,
2012,7,19,11,30,31592.17,,
2012,7,19,12,0,31908.23,,
2012,7,19,12,30,32013.55,,
2012,7,19,13,0,31292.02,,
2012,7,19,13,30,30136.07,,
2012,7,19,14,0,28541.92,,
2012,7,19,14,30,26557.64,,
2012,7,19,15,0,23967.24,,
2012,7,19,15,30,21029.04,,
2012,7,19,16,0,17625.99,,
2012,7,19,16,30,13761.717,,
2012,7,19,17,0,9672.11,,
2012,7,19,17,30,5900.747,,
2012,7,19,18,0,2826.524,,
2012,7,19,18,30,664.0568,,
2012,7,19,19,0,-21.4825,,
2012,7,19,19,30,-21.4825,,
2012,7,19,20,0,-21.4825,,
2012,7,19,20,30,-21.4825,,
2012,7,19,21,0,-21.4825,,
2012,7,19,21,30,-21.4825,,
2012,7,19,22,0,-21.4825,,
2012,7,19,22,30,-21.4825,,
2012,7,19,23,0,-21.4825,,
2012,7,19,23,30,-21.4825,,
2012,7,20,0,0,-21.4825,,
2012,7,20,0,30,-21.4825,,
2012,7,20,1,0,-21.4825,,
2012,7,20,1,30,-21.4825,,
2012,7,20,2,0,-21.4825,,
2012,7,20,2,30,-21.4825,,
2012,7,20,3,0,-21.4825,,
2012,7,20,3,30,-21.4825,,
2012,7,20,4,0,-21.4825,,
2012,7,20,4,30,-21.4825,,
2012,7,20,5,0,-21.4825,,
2012,7,20,5,30,1198.6142,,
2012,7,20,6,0,3214.28,,
2012,7,20,6,30,6370.74,,
2012,7,20,7,0,10151.176,,
2012,7,20,7,30,14184.36,,
2012,7,20,8,0,17901.84,,
2012,7,20,8,30,21132.89,,
2012,7,20,9,0,23963.71,,
2012,7,20,9,30,26460.79,,
2012,7,20,10,0,28330.61,,
2012,7,20,10,30,29892.94,,
2012,7,20,11,0,31153.09,,
2012,7,20,11,30,31848.85,,
2012,7,20,12,0,31943.71,,
2012,7,20,12,30,31789.77,,
2012,7,20,13,0,31171.84,,
2012,7,20,13,30,30266.82,,
2012,7,20,14,0,28669.07,,
2012,7,20,14,30,26572,,
2012,7,20,15,0,24010.39,,
2012,7,20,15,30,21081.52,,
2012,7,20,16,0,17702.59,,
2012,7,20,16,30,13824.169,,
2012,7,20,17,0,9734.164,,
2012,7,20,17,30,5932.265,,
2012,7,20,18,0,2778.579,,
2012,7,20,18,30,590.0652,,
2012,7,20,19,0,-21.4825,,
2012,7,20,19,30,-21.4825,,
2012,7,20,20,0,-21.4825,,
2012,7,20,20,30,-21.4825,,
2012,7,20,21,0,-21.4825,,
2012,7,20,21,30,-21.4825,,
2012,7,20,22,0,-21.4825,,
2012,7,20,22,30,-21.4825,,
2012,7,20,23,0,-21.4825,,
2012,7,20,23,30,-21.4825,,
2012,7,21,0,0,-21.4825,,
2012,7,21,0,30,-21.4825,,
2012,7,21,1,0,-21.4825,,
2012,7,21,1,30,-21.4825,,
2012,7,21,2,0,-21.4825,,
2012,7,21,2,30,-21.4825,,
2012,7,21,3,0,-21.4825,,
2012,7,21,3,30,-21.4825,,
2012,7,21,4,0,-21.4825,,
2012,7,21,4,30,-21.4825,,
2012,7,21,5,0,-21.4825,,
2012,7,21,5,30,1130.342,,
2012,7,21,6,0,3186.426,,
2012,7,21,6,30,6178.494,,
2012,7,21,7,0,9832.072,,
2012,7,21,7,30,13642.88,,
