Resource,Zone,AnnualSum,Capacity,CapacityFactor
onshore_wind,1,178945.08406260374,255.01401980340123,0.00667529345623854
solar_pv_sat,1,4.820167723944596e6,402.72555150770967,0.11385906502399794
hydro,1,0.0,0.0,0.0
battery,1,2.418779485548807e6,803.2242038620851,0.0
pumped_hydro,1,0.0,0.0,0.0
