Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
SD,onshore_wind,1,1,3.4757498392516774e8,3.4757498392516774e8
SD,solar_pv_sat,1,1,4.366282813218456e8,4.366282813218456e8
SD,hydro,1,1,0.0,0.0
SD,battery,1,1,-2.9770198038048183e10,-2.9770198038048183e10
SD,pumped_hydro,1,1,3.890080846423864e10,3.890080846423864e10
