Time,Weight
1,11.030219780219781
2,11.030219780219781
3,11.030219780219781
4,11.030219780219781
5,11.030219780219781
6,11.030219780219781
7,11.030219780219781
8,11.030219780219781
9,11.030219780219781
10,11.030219780219781
11,11.030219780219781
12,11.030219780219781
13,11.030219780219781
14,11.030219780219781
15,11.030219780219781
16,11.030219780219781
17,11.030219780219781
18,11.030219780219781
19,11.030219780219781
20,11.030219780219781
21,11.030219780219781
22,11.030219780219781
23,11.030219780219781
24,11.030219780219781
25,11.030219780219781
26,11.030219780219781
27,11.030219780219781
28,11.030219780219781
29,11.030219780219781
30,11.030219780219781
31,11.030219780219781
32,11.030219780219781
33,11.030219780219781
34,11.030219780219781
35,11.030219780219781
36,11.030219780219781
37,11.030219780219781
38,11.030219780219781
39,11.030219780219781
40,11.030219780219781
41,11.030219780219781
42,11.030219780219781
43,11.030219780219781
44,11.030219780219781
45,11.030219780219781
46,11.030219780219781
47,11.030219780219781
48,11.030219780219781
49,11.030219780219781
50,11.030219780219781
51,11.030219780219781
52,11.030219780219781
53,11.030219780219781
54,11.030219780219781
55,11.030219780219781
56,11.030219780219781
57,11.030219780219781
58,11.030219780219781
59,11.030219780219781
60,11.030219780219781
61,11.030219780219781
62,11.030219780219781
63,11.030219780219781
64,11.030219780219781
65,11.030219780219781
66,11.030219780219781
67,11.030219780219781
68,11.030219780219781
69,11.030219780219781
70,11.030219780219781
71,11.030219780219781
72,11.030219780219781
73,11.030219780219781
74,11.030219780219781
75,11.030219780219781
76,11.030219780219781
77,11.030219780219781
78,11.030219780219781
79,11.030219780219781
80,11.030219780219781
81,11.030219780219781
82,11.030219780219781
83,11.030219780219781
84,11.030219780219781
85,11.030219780219781
86,11.030219780219781
87,11.030219780219781
88,11.030219780219781
89,11.030219780219781
90,11.030219780219781
91,11.030219780219781
92,11.030219780219781
93,11.030219780219781
94,11.030219780219781
95,11.030219780219781
96,11.030219780219781
97,11.030219780219781
98,11.030219780219781
99,11.030219780219781
100,11.030219780219781
101,11.030219780219781
102,11.030219780219781
103,11.030219780219781
104,11.030219780219781
105,11.030219780219781
106,11.030219780219781
107,11.030219780219781
108,11.030219780219781
109,11.030219780219781
110,11.030219780219781
111,11.030219780219781
112,11.030219780219781
113,11.030219780219781
114,11.030219780219781
115,11.030219780219781
116,11.030219780219781
117,11.030219780219781
118,11.030219780219781
119,11.030219780219781
120,11.030219780219781
121,11.030219780219781
122,11.030219780219781
123,11.030219780219781
124,11.030219780219781
125,11.030219780219781
126,11.030219780219781
127,11.030219780219781
128,11.030219780219781
129,11.030219780219781
130,11.030219780219781
131,11.030219780219781
132,11.030219780219781
133,11.030219780219781
134,11.030219780219781
135,11.030219780219781
136,11.030219780219781
137,11.030219780219781
138,11.030219780219781
139,11.030219780219781
140,11.030219780219781
141,11.030219780219781
142,11.030219780219781
143,11.030219780219781
144,11.030219780219781
145,11.030219780219781
146,11.030219780219781
147,11.030219780219781
148,11.030219780219781
149,11.030219780219781
150,11.030219780219781
151,11.030219780219781
152,11.030219780219781
153,11.030219780219781
154,11.030219780219781
155,11.030219780219781
156,11.030219780219781
157,11.030219780219781
158,11.030219780219781
159,11.030219780219781
160,11.030219780219781
161,11.030219780219781
162,11.030219780219781
163,11.030219780219781
164,11.030219780219781
165,11.030219780219781
166,11.030219780219781
167,11.030219780219781
168,11.030219780219781
169,11.030219780219781
170,11.030219780219781
171,11.030219780219781
172,11.030219780219781
173,11.030219780219781
174,11.030219780219781
175,11.030219780219781
176,11.030219780219781
177,11.030219780219781
178,11.030219780219781
179,11.030219780219781
180,11.030219780219781
181,11.030219780219781
182,11.030219780219781
183,11.030219780219781
184,11.030219780219781
185,11.030219780219781
186,11.030219780219781
187,11.030219780219781
188,11.030219780219781
189,11.030219780219781
190,11.030219780219781
191,11.030219780219781
192,11.030219780219781
193,11.030219780219781
194,11.030219780219781
195,11.030219780219781
196,11.030219780219781
197,11.030219780219781
198,11.030219780219781
199,11.030219780219781
200,11.030219780219781
201,11.030219780219781
202,11.030219780219781
203,11.030219780219781
204,11.030219780219781
205,11.030219780219781
206,11.030219780219781
207,11.030219780219781
208,11.030219780219781
209,11.030219780219781
210,11.030219780219781
211,11.030219780219781
212,11.030219780219781
213,11.030219780219781
214,11.030219780219781
215,11.030219780219781
216,11.030219780219781
217,11.030219780219781
218,11.030219780219781
219,11.030219780219781
220,11.030219780219781
221,11.030219780219781
222,11.030219780219781
223,11.030219780219781
224,11.030219780219781
225,11.030219780219781
226,11.030219780219781
227,11.030219780219781
228,11.030219780219781
229,11.030219780219781
230,11.030219780219781
231,11.030219780219781
232,11.030219780219781
233,11.030219780219781
234,11.030219780219781
235,11.030219780219781
236,11.030219780219781
237,11.030219780219781
238,11.030219780219781
239,11.030219780219781
240,11.030219780219781
241,11.030219780219781
242,11.030219780219781
243,11.030219780219781
244,11.030219780219781
245,11.030219780219781
246,11.030219780219781
247,11.030219780219781
248,11.030219780219781
249,11.030219780219781
250,11.030219780219781
251,11.030219780219781
252,11.030219780219781
253,11.030219780219781
254,11.030219780219781
255,11.030219780219781
256,11.030219780219781
257,11.030219780219781
258,11.030219780219781
259,11.030219780219781
260,11.030219780219781
261,11.030219780219781
262,11.030219780219781
263,11.030219780219781
264,11.030219780219781
265,11.030219780219781
266,11.030219780219781
267,11.030219780219781
268,11.030219780219781
269,11.030219780219781
270,11.030219780219781
271,11.030219780219781
272,11.030219780219781
273,11.030219780219781
274,11.030219780219781
275,11.030219780219781
276,11.030219780219781
277,11.030219780219781
278,11.030219780219781
279,11.030219780219781
280,11.030219780219781
281,11.030219780219781
282,11.030219780219781
283,11.030219780219781
284,11.030219780219781
285,11.030219780219781
286,11.030219780219781
287,11.030219780219781
288,11.030219780219781
289,11.030219780219781
290,11.030219780219781
291,11.030219780219781
292,11.030219780219781
293,11.030219780219781
294,11.030219780219781
295,11.030219780219781
296,11.030219780219781
297,11.030219780219781
298,11.030219780219781
299,11.030219780219781
300,11.030219780219781
301,11.030219780219781
302,11.030219780219781
303,11.030219780219781
304,11.030219780219781
305,11.030219780219781
306,11.030219780219781
307,11.030219780219781
308,11.030219780219781
309,11.030219780219781
310,11.030219780219781
311,11.030219780219781
312,11.030219780219781
313,11.030219780219781
314,11.030219780219781
315,11.030219780219781
316,11.030219780219781
317,11.030219780219781
318,11.030219780219781
319,11.030219780219781
320,11.030219780219781
321,11.030219780219781
322,11.030219780219781
323,11.030219780219781
324,11.030219780219781
325,11.030219780219781
326,11.030219780219781
327,11.030219780219781
328,11.030219780219781
329,11.030219780219781
330,11.030219780219781
331,11.030219780219781
332,11.030219780219781
333,11.030219780219781
334,11.030219780219781
335,11.030219780219781
336,11.030219780219781
337,11.030219780219781
338,11.030219780219781
339,11.030219780219781
340,11.030219780219781
341,11.030219780219781
342,11.030219780219781
343,11.030219780219781
344,11.030219780219781
345,11.030219780219781
346,11.030219780219781
347,11.030219780219781
348,11.030219780219781
349,11.030219780219781
350,11.030219780219781
351,11.030219780219781
352,11.030219780219781
353,11.030219780219781
354,11.030219780219781
355,11.030219780219781
356,11.030219780219781
357,11.030219780219781
358,11.030219780219781
359,11.030219780219781
360,11.030219780219781
361,11.030219780219781
362,11.030219780219781
363,11.030219780219781
364,11.030219780219781
365,11.030219780219781
366,11.030219780219781
367,11.030219780219781
368,11.030219780219781
369,11.030219780219781
370,11.030219780219781
371,11.030219780219781
372,11.030219780219781
373,11.030219780219781
374,11.030219780219781
375,11.030219780219781
376,11.030219780219781
377,11.030219780219781
378,11.030219780219781
379,11.030219780219781
380,11.030219780219781
381,11.030219780219781
382,11.030219780219781
383,11.030219780219781
384,11.030219780219781
385,11.030219780219781
386,11.030219780219781
387,11.030219780219781
388,11.030219780219781
389,11.030219780219781
390,11.030219780219781
391,11.030219780219781
392,11.030219780219781
393,11.030219780219781
394,11.030219780219781
395,11.030219780219781
396,11.030219780219781
397,11.030219780219781
398,11.030219780219781
399,11.030219780219781
400,11.030219780219781
401,11.030219780219781
402,11.030219780219781
403,11.030219780219781
404,11.030219780219781
405,11.030219780219781
406,11.030219780219781
407,11.030219780219781
408,11.030219780219781
409,11.030219780219781
410,11.030219780219781
411,11.030219780219781
412,11.030219780219781
413,11.030219780219781
414,11.030219780219781
415,11.030219780219781
416,11.030219780219781
417,11.030219780219781
418,11.030219780219781
419,11.030219780219781
420,11.030219780219781
421,11.030219780219781
422,11.030219780219781
423,11.030219780219781
424,11.030219780219781
425,11.030219780219781
426,11.030219780219781
427,11.030219780219781
428,11.030219780219781
429,11.030219780219781
430,11.030219780219781
431,11.030219780219781
432,11.030219780219781
433,11.030219780219781
434,11.030219780219781
435,11.030219780219781
436,11.030219780219781
437,11.030219780219781
438,11.030219780219781
439,11.030219780219781
440,11.030219780219781
441,11.030219780219781
442,11.030219780219781
443,11.030219780219781
444,11.030219780219781
445,11.030219780219781
446,11.030219780219781
447,11.030219780219781
448,11.030219780219781
449,11.030219780219781
450,11.030219780219781
451,11.030219780219781
452,11.030219780219781
453,11.030219780219781
454,11.030219780219781
455,11.030219780219781
456,11.030219780219781
457,11.030219780219781
458,11.030219780219781
459,11.030219780219781
460,11.030219780219781
461,11.030219780219781
462,11.030219780219781
463,11.030219780219781
464,11.030219780219781
465,11.030219780219781
466,11.030219780219781
467,11.030219780219781
468,11.030219780219781
469,11.030219780219781
470,11.030219780219781
471,11.030219780219781
472,11.030219780219781
473,11.030219780219781
474,11.030219780219781
475,11.030219780219781
476,11.030219780219781
477,11.030219780219781
478,11.030219780219781
479,11.030219780219781
