Resource,Zone,AnnualSum,Capacity,CapacityFactor
onshore_wind,1,0.0,2689.3554206882345,0.0
solar_pv_sat,1,8.25191403172823e6,7002.297832120049,0.011210597593281149
hydro,1,0.0,0.0,0.0
battery,1,7.337041756610284e6,3695.902378569559,0.0
pumped_hydro,1,4.498535975401302e6,493.5489199866663,0.0
