Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,Total
t223,0.0,0.0,1231.5654159500928,0.0,1231.5654159500928
t224,0.0,1417.6214146299365,20.975946686304916,0.0,1438.5973613162414
t225,0.0,8901.343766280994,528.6846835708759,0.0,9430.02844985187
t226,0.0,15470.955057758418,0.0,0.0,15470.955057758418
t227,0.0,19651.88925101161,6.353130996794662,0.0,19658.242382008404
t228,0.0,20422.14020991202,2895.658610575158,0.0,23317.79882048718
t229,0.0,20386.175184593714,9924.856892673824,0.0,30311.03207726754
t230,0.0,20143.411263695143,16996.90873800189,0.0,37140.32000169704
t231,0.0,15171.246513439191,23895.54043850459,0.0,39066.78695194378
t232,0.0,11358.953829698643,25387.53179843221,0.0,36746.48562813085
t233,0.0,6003.162142714085,27805.2609519409,0.0,33808.42309465499
t234,0.0,449.56281647883816,27856.853314477517,0.0,28306.416130956357
t235,0.0,0.0,27292.947958456472,0.0,27292.947958456472
t236,0.0,0.0,22104.705451156988,0.0,22104.705451156988
t237,0.0,0.0,19442.436381890708,0.0,19442.436381890708
t238,0.0,0.0,19216.83673464756,0.0,19216.83673464756
t239,0.0,0.0,19601.69648176585,0.0,19601.69648176585
t240,0.0,0.0,11863.676593609038,0.0,11863.676593609038
t241,0.0,0.0,14991.08324222,0.0,14991.08324222
t242,0.0,0.0,16208.469872238893,0.0,16208.469872238893
t243,0.0,0.0,17586.13982792367,0.0,17586.13982792367
t244,0.0,0.0,15676.001131177458,0.0,15676.001131177458
t245,0.0,0.0,11078.984640576313,0.0,11078.984640576313
t246,0.0,0.0,16142.283134066422,0.0,16142.283134066422
t247,0.0,0.0,12624.599851347208,0.0,12624.599851347208
t248,0.0,533.4812088882213,4618.244993427244,0.0,5151.726202315465
t249,0.0,8475.757633347695,6802.947319721492,0.0,15278.704953069187
t250,0.0,13822.558064002676,7745.940163987184,0.0,21568.49822798986
t251,0.0,17682.8041148343,14323.683379604485,0.0,32006.487494438785
t252,0.0,14517.881886823281,16143.130216265143,0.0,30661.012103088426
t253,0.0,15938.50038689641,16264.359833273062,0.0,32202.860220169474
t254,0.0,18081.41647877887,24243.485176870563,0.0,42324.90165564943
t255,0.0,17407.07225406061,26000.874469837498,0.0,43407.94672389811
t256,0.0,14371.02470010686,24638.00569488988,0.0,39009.030394996735
t257,0.0,8454.77803524535,19432.26246281569,0.0,27887.04049806104
t258,0.0,1750.2978988242767,21732.650428011944,0.0,23482.94832683622
t259,0.0,0.0,26557.134162620878,0.0,26557.134162620878
t260,0.0,0.0,26950.24688873517,0.0,26950.24688873517
t261,0.0,0.0,26606.956307728724,0.0,26606.956307728724
t262,0.0,0.0,25410.11400708868,0.0,25410.11400708868
t263,0.0,0.0,27887.050963697155,0.0,27887.050963697155
t264,0.0,0.0,27763.19640933825,0.0,27763.19640933825
t265,0.0,0.0,27978.113333356378,0.0,27978.113333356378
t266,0.0,0.0,27824.751402435788,0.0,27824.751402435788
t267,0.0,0.0,25510.977684516252,0.0,25510.977684516252
t268,0.0,0.0,21788.4120893343,0.0,21788.4120893343
t269,0.0,0.0,15754.583052406457,0.0,15754.583052406457
t270,0.0,0.0,17799.21996897773,0.0,17799.21996897773
t271,0.0,0.0,15050.990663347437,0.0,15050.990663347437
t272,0.0,293.71437343284094,12624.150877673246,0.0,12917.865251106086
t273,0.0,6332.841541465233,6544.565655317718,0.0,12877.407196782951
t274,0.0,10280.003070149434,5026.349690697699,0.0,15306.352760847134
t275,0.0,14712.692440630775,11009.251061793528,0.0,25721.943502424303
t276,0.0,17646.839089515994,19270.328847340876,0.0,36917.16793685687
t277,0.0,16313.136067295442,26157.844579873185,0.0,42470.980647168624
t278,0.0,18363.142510438942,27486.723889545498,0.0,45849.86639998444
t279,0.0,18791.725728815432,28031.6932805391,0.0,46823.41900935453
t280,0.0,15443.981288769686,28031.6932805391,0.0,43475.67456930879
t281,0.0,9965.309098614247,28019.474602320814,0.0,37984.78370093506
t282,0.0,2469.598405190418,27923.26287389682,0.0,30392.861279087236
t283,0.0,0.0,25174.19656853729,0.0,25174.19656853729
t284,0.0,0.0,16429.404567458227,0.0,16429.404567458227
t285,0.0,0.0,19770.166957933387,0.0,19770.166957933387
t286,0.0,0.0,17431.039223918728,0.0,17431.039223918728
t287,0.0,0.0,17504.70102260993,0.0,17504.70102260993
t288,0.0,0.0,7647.964080937214,0.0,7647.964080937214
t289,0.0,0.0,5295.884989482386,0.0,5295.884989482386
t290,0.0,0.0,1813.1496883471777,0.0,1813.1496883471777
t291,0.0,0.0,245.56217620602084,0.0,245.56217620602084
t292,0.0,0.0,93.56017735570768,0.0,93.56017735570768
t293,0.0,0.0,519.1012705024843,0.0,519.1012705024843
t294,0.0,0.0,571.7004640508472,0.0,571.7004640508472
t295,0.0,0.0,1983.1820687397403,0.0,1983.1820687397403
t296,0.0,5.9941708863845085,1922.5016345378494,0.0,1928.495805424234
t297,0.0,1519.522319698473,1152.0636927917435,0.0,2671.5860124902165
t298,0.0,4930.205554051258,993.372123254143,0.0,5923.577677305401
t299,0.0,6006.1592281572775,1288.0815376519886,0.0,7294.240765809266
t300,0.0,8155.069490926125,5766.13163205297,0.0,13921.201122979095
t301,0.0,9015.233013122303,5184.844478505326,0.0,14200.077491627628
t302,0.0,15267.153247621343,11905.820778417481,0.0,27172.974026038824
t303,0.0,10166.113823308127,11730.592336400612,0.0,21896.706159708738
t304,0.0,9069.18055109976,7387.552739145257,0.0,16456.733290245018
t305,0.0,4291.826354651308,13639.314321195865,0.0,17931.14067584717
t306,0.0,0.0,12214.204678588207,0.0,12214.204678588207
t307,0.0,0.0,17772.4167683554,0.0,17772.4167683554
t308,0.0,0.0,16054.562728283476,0.0,16054.562728283476
t309,0.0,0.0,7655.770689681556,0.0,7655.770689681556
t310,0.0,0.0,3360.6827982975437,0.0,3360.6827982975437
t311,0.0,0.0,6859.034873386457,0.0,6859.034873386457
t312,0.0,0.0,3345.8520031136086,0.0,3345.8520031136086
t313,0.0,0.0,16143.43820109591,0.0,16143.43820109591
t314,0.0,0.0,24964.14235779961,0.0,24964.14235779961
t315,0.0,0.0,25575.3527217873,0.0,25575.3527217873
t316,0.0,0.0,26545.447932291285,0.0,26545.447932291285
t317,0.0,0.0,27423.5256534696,0.0,27423.5256534696
t318,0.0,0.0,27800.102586198147,0.0,27800.102586198147
t319,0.0,0.0,27850.639047426237,0.0,27850.639047426237
t320,0.0,2643.429360895568,26780.085426286925,0.0,29423.514787182492
t321,0.0,9644.620956192673,27641.358772967633,0.0,37285.9797291603
t322,0.0,13603.770826649643,28031.6932805391,0.0,41635.464107188745
t323,0.0,16040.401291964945,28031.6932805391,0.0,44072.094572504044
t324,0.0,16939.526924922622,28031.6932805391,0.0,44971.22020546172
t325,0.0,17502.978988242765,28031.6932805391,0.0,45534.67226878187
t326,0.0,17092.378282525427,28031.6932805391,0.0,45124.07156306453
t327,0.0,16882.582301501967,28031.6932805391,0.0,44914.27558204107
t328,0.0,13885.496858309714,28031.6932805391,0.0,41917.19013884882
t329,0.0,8934.31170615611,28031.6932805391,0.0,36966.00498669521
t330,0.0,2307.755791258036,28028.0893089975,0.0,30335.845100255538
t331,0.0,0.0,28010.658851313536,0.0,28010.658851313536
t332,0.0,0.0,28025.453243140386,0.0,28025.453243140386
t333,0.0,0.0,28009.037317937815,0.0,28009.037317937815
t334,0.0,0.0,28016.003198018156,0.0,28016.003198018156
t335,0.0,0.0,27288.46765346923,0.0,27288.46765346923
t336,0.0,0.0,28011.423317937817,0.0,28011.423317937817
t337,0.0,0.0,25398.158687133844,0.0,25398.158687133844
t338,0.0,0.0,26749.779174082123,0.0,26749.779174082123
t339,0.0,0.0,26902.86368112597,0.0,26902.86368112597
t340,0.0,0.0,25530.164700972568,0.0,25530.164700972568
t341,0.0,0.0,25052.466572543766,0.0,25052.466572543766
t342,0.0,0.0,23973.776777408857,0.0,23973.776777408857
t343,0.0,0.0,19258.916850000827,0.0,19258.916850000827
t344,0.0,5032.106459119795,22115.005794381283,0.0,27147.112253501076
t345,0.0,11868.458355041328,19423.484460618332,0.0,31291.942815659662
t346,0.0,16873.656942313908,8045.780197116006,0.0,24919.437139429916
t347,0.0,20098.454982047257,2220.523631357971,0.0,22318.978613405226
t348,0.0,19951.59779533084,1107.9597409000146,0.0,21059.557536230855
t349,0.0,20721.07263586308,760.0419409912881,0.0,21481.11457685437
t350,0.0,21336.25127008566,933.6499542250123,0.0,22269.901224310674
t351,0.0,19705.836788989072,1888.9025889400584,0.0,21594.73937792913
t352,0.0,14224.490558469433,3726.9074156933902,0.0,17951.397974162825
t353,0.0,7579.629085833212,6091.309702345632,0.0,13670.938788178844
t354,0.0,1813.2366931313138,4281.482648445782,0.0,6094.719341577095
t355,0.0,0.0,5193.208164089623,0.0,5193.208164089623
t356,0.0,0.0,7570.362854276147,0.0,7570.362854276147
t357,0.0,0.0,7106.9221656104055,0.0,7106.9221656104055
t358,0.0,0.0,10815.223040318358,0.0,10815.223040318358
t359,0.0,0.0,13723.105561225166,0.0,13723.105561225166
t360,0.0,0.0,17608.48927131278,0.0,17608.48927131278
t361,0.0,0.0,18956.10470277086,0.0,18956.10470277086
t362,0.0,0.0,20694.957421153253,0.0,20694.957421153253
t363,0.0,0.0,19729.179567497235,0.0,19729.179567497235
t364,0.0,0.0,19540.74182992616,0.0,19540.74182992616
t365,0.0,0.0,16205.64534058732,0.0,16205.64534058732
t366,0.0,0.0,13409.3465720216,0.0,13409.3465720216
t367,0.0,0.0,16009.98736634422,0.0,16009.98736634422
t368,0.0,647.3704557295271,10896.640774002508,0.0,11544.011229732036
t369,0.0,4112.001228059773,14589.360793770666,0.0,18701.36202183044
t370,0.0,10393.89231699074,10548.866585759482,0.0,20942.75890275022
t371,0.0,11844.481671495789,9193.362259929278,0.0,21037.843931425065
t372,0.0,13639.73585196795,11425.01853811515,0.0,25064.7543900831
t373,0.0,15270.150333064534,15041.011130945366,0.0,30311.1614640099
t374,0.0,16684.77466225128,16158.93782070821,0.0,32843.71248295949
t375,0.0,17056.41325720712,15754.521077788213,0.0,32810.934334995334
t376,0.0,14697.707013414814,11845.511905638628,0.0,26543.21891905344
t377,0.0,9252.00276313449,14614.204928164167,0.0,23866.207691298656
t378,0.0,3098.986348260791,19910.421665979422,0.0,23009.408014240213
t379,0.0,0.0,19132.592360584367,0.0,19132.592360584367
t380,0.0,0.0,17796.906530486685,0.0,17796.906530486685
t381,0.0,0.0,15805.93308699451,0.0,15805.93308699451
t382,0.0,0.0,17356.296443010517,0.0,17356.296443010517
t383,0.0,0.0,14470.717914437128,0.0,14470.717914437128
t384,0.0,0.0,13174.143538313601,0.0,13174.143538313601
t385,0.0,0.0,11885.693752511741,0.0,11885.693752511741
t386,0.0,0.0,9888.163599895928,0.0,9888.163599895928
t387,0.0,0.0,5923.514394458967,0.0,5923.514394458967
t388,0.0,0.0,2930.147700165265,0.0,2930.147700165265
t389,0.0,0.0,2137.0431186681853,0.0,2137.0431186681853
t390,0.0,0.0,2441.7160958404697,0.0,2441.7160958404697
t391,0.0,0.0,1914.0229939227365,0.0,1914.0229939227365
t392,0.0,4138.974997048503,3387.7446967456226,0.0,7526.719693794125
t393,0.0,10645.647494218887,1224.6144590855495,0.0,11870.261953304436
t394,0.0,15464.960886872033,5051.097310544884,0.0,20516.058197416918
t395,0.0,19304.22733960131,5051.348607527062,0.0,24355.575947128375
t396,0.0,20568.99739662844,9414.987218231288,0.0,29983.984614859728
t397,0.0,20906.507884254373,9764.217658241261,0.0,30670.725542495635
t398,0.0,20649.91870359463,14994.943313605956,0.0,35644.86201720059
t399,0.0,19313.218595930884,16467.075284048657,0.0,35780.29387997954
t400,0.0,15297.124102053265,13461.219910465401,0.0,28758.344012518668
t401,0.0,9662.603468851828,12086.956988152426,0.0,21749.560457004256
t402,0.0,2925.1553925556404,9032.487540744209,0.0,11957.642933299849
t403,0.0,0.0,7624.690293799367,0.0,7624.690293799367
t404,0.0,0.0,3996.894121393172,0.0,3996.894121393172
t405,0.0,0.0,3263.5625714515713,0.0,3263.5625714515713
t406,0.0,0.0,3369.5299110918218,0.0,3369.5299110918218
t407,0.0,0.0,2702.704537090417,0.0,2702.704537090417
t408,0.0,0.0,1414.9808302261904,0.0,1414.9808302261904
t409,0.0,0.0,814.327688500554,0.0,814.327688500554
t410,0.0,0.0,254.20108177639736,0.0,254.20108177639736
t411,0.0,0.0,218.76351217686198,0.0,218.76351217686198
t412,0.0,0.0,237.18280857123494,0.0,237.18280857123494
t413,0.0,0.0,355.9592750544518,0.0,355.9592750544518
t414,0.0,0.0,441.1980523548592,0.0,441.1980523548592
t415,0.0,0.0,214.1813570423236,0.0,214.1813570423236
t416,0.0,4055.0566046391205,403.7033057714623,0.0,4458.759910410583
t417,0.0,9713.553921386096,778.5989928351574,0.0,10492.152914221253
t418,0.0,13465.904896262799,914.7589842816194,0.0,14380.663880544418
t419,0.0,15318.103700155612,391.4815557302887,0.0,15709.5852558859
t420,0.0,15455.969630542459,123.62191204399865,0.0,15579.591542586457
t421,0.0,15833.60239638468,272.8962142374048,0.0,16106.498610622086
