Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
t243,0.0,0.0,0.0,17762.388056193933
t244,0.0,0.0,0.0,18847.18819574222
t245,0.0,0.0,0.0,9670.054933475869
t246,0.0,0.0,0.0,13894.779427882462
t247,0.0,0.0,0.0,13079.830897735825
t248,0.0,0.0,0.0,3902.6976354694743
t249,0.0,0.0,0.0,4464.282314520876
t250,0.0,0.0,0.0,3988.9570421717704
t251,0.0,0.0,0.0,6771.746538803307
t252,0.0,0.0,0.0,6451.69062034609
t253,0.0,0.0,0.0,7763.331035687358
t254,0.0,0.0,0.0,11367.98064285729
t255,0.0,0.0,0.0,14508.000504346874
t256,0.0,0.0,0.0,14727.811684753086
t257,0.0,0.0,0.0,10586.740931350463
t258,0.0,0.0,0.0,1409.607669084111
t259,0.0,0.0,0.0,9177.13326226635
t260,0.0,0.0,0.0,-0.0
t261,0.0,0.0,0.0,7767.525593182239
t262,0.0,0.0,0.0,9177.13326226635
t263,0.0,0.0,0.0,-0.0
t264,0.0,0.0,0.0,7767.525593182239
t265,0.0,0.0,0.0,1193.091931112792
t266,0.0,0.0,0.0,8960.617524295032
t267,0.0,0.0,0.0,183.2589206189237
t268,0.0,0.0,0.0,7950.784513801163
t269,0.0,0.0,0.0,1037.9815807009347
t270,0.0,0.0,0.0,7294.343576511235
t271,0.0,0.0,0.0,9231.754920193442
t272,0.0,0.0,0.0,5627.076700068771
t273,0.0,0.0,0.0,3931.134872827515
t274,0.0,0.0,0.0,4440.213036821031
t275,0.0,0.0,0.0,4272.691392719777
t276,0.0,0.0,0.0,7061.500729001987
t277,0.0,0.0,0.0,8650.111872619776
t278,0.0,0.0,0.0,12448.440851801479
t279,0.0,0.0,0.0,16847.865582392395
t280,0.0,0.0,0.0,18043.08835814778
t281,0.0,0.0,0.0,25810.61395133002
t282,0.0,0.0,0.0,25319.87279510823
t283,0.0,0.0,0.0,33087.398388290465
t284,0.0,0.0,0.0,25387.98771045606
t285,0.0,0.0,0.0,29963.443249596494
t286,0.0,0.0,0.0,33087.398388290465
t287,0.0,0.0,0.0,33087.398388290465
t288,0.0,0.0,0.0,33087.398388290465
t289,0.0,0.0,0.0,33087.398388290465
t290,0.0,0.0,0.0,31879.75127198631
t291,0.0,0.0,0.0,29179.542559149584
t292,0.0,0.0,0.0,26300.90541913534
t293,0.0,0.0,0.0,23571.145518476515
t294,0.0,0.0,0.0,19924.702841071772
t295,0.0,0.0,0.0,16190.102010610595
t296,0.0,0.0,0.0,11173.17400154091
t297,0.0,0.0,0.0,6215.84821106589
t298,0.0,0.0,0.0,4403.3560202940325
t299,0.0,0.0,0.0,2533.904736421486
t300,0.0,0.0,0.0,2713.027604783036
t301,0.0,0.0,0.0,2780.4560455211913
t302,0.0,0.0,0.0,10547.98163870343
t303,0.0,0.0,0.0,17852.436440437203
t304,0.0,0.0,0.0,20206.906417439623
t305,0.0,0.0,0.0,23663.429001803386
t306,0.0,0.0,0.0,22014.984555822848
t307,0.0,0.0,0.0,24727.334973127123
t308,0.0,0.0,0.0,26316.757665840632
t309,0.0,0.0,0.0,20917.229539542113
t310,0.0,0.0,0.0,11771.628284262424
t311,0.0,0.0,0.0,7607.389995306602
t312,0.0,0.0,0.0,0.0
t313,0.0,0.0,0.0,4896.7899749832195
t314,0.0,0.0,0.0,3622.882558356444
t315,0.0,0.0,0.0,11390.408151538682
t316,0.0,0.0,0.0,9177.13326226635
t317,0.0,0.0,0.0,-0.0
t318,0.0,0.0,0.0,7767.525593182239
t319,0.0,0.0,0.0,1193.0919311127916
t320,0.0,0.0,0.0,6757.692582688373
t321,0.0,0.0,0.0,4419.333905663335
t322,0.0,0.0,0.0,4027.0013754287934
t323,0.0,0.0,0.0,5762.112534948232
t324,0.0,0.0,0.0,8393.355529287846
t325,0.0,0.0,0.0,11736.080745911868
t326,0.0,0.0,0.0,14905.19246521439
t327,0.0,0.0,0.0,18039.176437551625
t328,0.0,0.0,0.0,18190.737192372333
t329,0.0,0.0,0.0,13017.700510116605
t330,0.0,0.0,0.0,3840.5672478502543
t331,0.0,0.0,0.0,9177.13326226635
t332,0.0,0.0,0.0,0.0
t333,0.0,0.0,0.0,7767.525593182239
t334,0.0,0.0,0.0,9177.13326226635
t335,0.0,0.0,0.0,-0.0
t336,0.0,0.0,0.0,7767.525593182239
t337,0.0,0.0,0.0,8960.617524295032
t338,0.0,0.0,0.0,16728.14311747727
t339,0.0,0.0,0.0,9432.384143882839
t340,0.0,0.0,0.0,255.2508816164929
t341,0.0,0.0,0.0,8022.776474798732
t342,0.0,0.0,0.0,977.0475849125917
t343,0.0,0.0,0.0,6940.552517312221
t344,0.0,0.0,0.0,5678.056471494554
t345,0.0,0.0,0.0,2961.618595709249
t346,0.0,0.0,0.0,5260.811613773932
t347,0.0,0.0,0.0,10818.287677636832
t348,0.0,0.0,0.0,16259.356057754467
t349,0.0,0.0,0.0,20385.922927138054
t350,0.0,0.0,0.0,27450.65878505267
t351,0.0,0.0,0.0,33087.398388290465
t352,0.0,0.0,0.0,33087.398388290465
t353,0.0,0.0,0.0,33087.398388290465
t354,0.0,0.0,0.0,25529.964503313593
t355,0.0,0.0,0.0,16456.493384466077
t356,0.0,0.0,0.0,9182.515987804361
t357,0.0,0.0,0.0,2165.164033252428
t358,0.0,0.0,0.0,0.0
t359,0.0,0.0,0.0,1943.8150113384936
t360,0.0,0.0,0.0,6122.28056758534
t361,0.0,0.0,0.0,13889.806160767579
t362,0.0,0.0,0.0,9177.13326226635
t363,0.0,0.0,0.0,-0.0
t364,0.0,0.0,0.0,7767.525593182239
t365,0.0,0.0,0.0,2775.648510827216
t366,0.0,0.0,0.0,5418.216693618084
t367,0.0,0.0,0.0,5463.802067802433
t368,0.0,0.0,0.0,3142.9635229942596
t369,0.0,0.0,0.0,5107.321267319899
t370,0.0,0.0,0.0,7215.68669287103
t371,0.0,0.0,0.0,4636.7246522151545
t372,0.0,0.0,0.0,3843.001847547332
t373,0.0,0.0,0.0,4764.270080165023
t374,0.0,0.0,0.0,7130.5875184070355
t375,0.0,0.0,0.0,10010.696468664579
t376,0.0,0.0,0.0,10656.995264997482
t377,0.0,0.0,0.0,7248.74481008044
t378,0.0,0.0,0.0,15016.27040326268
t379,0.0,0.0,0.0,19746.0480442086
t380,0.0,0.0,0.0,22466.839274454498
t381,0.0,0.0,0.0,23584.10595076387
t382,0.0,0.0,0.0,27262.164125391104
t383,0.0,0.0,0.0,29394.397158377837
t384,0.0,0.0,0.0,31470.56360473746
t385,0.0,0.0,0.0,33087.398388290465
t386,0.0,0.0,0.0,33087.398388290465
t387,0.0,0.0,0.0,30742.22864730923
t388,0.0,0.0,0.0,25676.4352879728
t389,0.0,0.0,0.0,20004.89431076536
t390,0.0,0.0,0.0,13663.764154348586
t391,0.0,0.0,0.0,4726.741255278577
t392,0.0,0.0,0.0,650.9303289110436
t393,0.0,0.0,0.0,-0.0
t394,0.0,0.0,0.0,6514.147208832396
t395,0.0,0.0,0.0,11573.875311357768
t396,0.0,0.0,0.0,17880.963110805547
t397,0.0,0.0,0.0,19794.829167346918
t398,0.0,0.0,0.0,26334.72624062416
t399,0.0,0.0,0.0,31676.431991932513
t400,0.0,0.0,0.0,33087.398388290465
t401,0.0,0.0,0.0,33087.398388290465
t402,0.0,0.0,0.0,33076.107677253174
t403,0.0,0.0,0.0,31091.293840426897
t404,0.0,0.0,0.0,27875.962336524266
t405,0.0,0.0,0.0,24264.907337450815
t406,0.0,0.0,0.0,21785.45387430487
t407,0.0,0.0,0.0,20002.203816736885
t408,0.0,0.0,0.0,18122.20080309954
t409,0.0,0.0,0.0,16425.61692411246
t410,0.0,0.0,0.0,14582.633812496926
t411,0.0,0.0,0.0,12927.180002357287
t412,0.0,0.0,0.0,11309.158511922542
t413,0.0,0.0,0.0,9539.936327841126
t414,0.0,0.0,0.0,6811.283819196459
t415,0.0,0.0,0.0,1755.1922461476872
t416,0.0,0.0,0.0,-0.0
t417,0.0,0.0,0.0,35.56312420776131
t418,0.0,0.0,0.0,2674.177348532951
t419,0.0,0.0,0.0,6433.5830696691155
t420,0.0,0.0,0.0,10130.314860639626
t421,0.0,0.0,0.0,14473.286393945247
t422,0.0,0.0,0.0,19447.69524444257
t423,0.0,0.0,0.0,23781.07738984535
t424,0.0,0.0,0.0,26418.95448039604
t425,0.0,0.0,0.0,26831.45304322673
t426,0.0,0.0,0.0,25411.107571830464
t427,0.0,0.0,0.0,21862.381494897043
t428,0.0,0.0,0.0,16956.463668438046
t429,0.0,0.0,0.0,12499.981834526607
t430,0.0,0.0,0.0,13484.62055090675
t431,0.0,0.0,0.0,13390.941468348376
t432,0.0,0.0,0.0,14450.722622341753
t433,0.0,0.0,0.0,14500.329790641568
t434,0.0,0.0,0.0,16742.577502157026
t435,0.0,0.0,0.0,15841.618942434709
t436,0.0,0.0,0.0,12815.494953053418
t437,0.0,0.0,0.0,12117.926325977049
t438,0.0,0.0,0.0,10676.175439267708
t439,0.0,0.0,0.0,8838.676836537139
t440,0.0,0.0,0.0,9647.308773703911
t441,0.0,0.0,0.0,14042.06861146022
t442,0.0,0.0,0.0,19720.63763065806
t443,0.0,0.0,0.0,23930.358596402235
t444,0.0,0.0,0.0,27179.988192764547
t445,0.0,0.0,0.0,29465.536777969934
t446,0.0,0.0,0.0,31743.276467827534
t447,0.0,0.0,0.0,31916.410470559447
t448,0.0,0.0,0.0,31916.410470559447
t449,0.0,0.0,0.0,30756.27471946785
t450,0.0,0.0,0.0,23862.926364312934
t451,0.0,0.0,0.0,15094.691115038378
t452,0.0,0.0,0.0,9879.664802654816
t453,0.0,0.0,0.0,5083.53313224518
t454,0.0,0.0,0.0,2803.5122810447137
t455,0.0,0.0,0.0,7519.906639346649
t456,0.0,0.0,0.0,15287.432232528889
t457,0.0,0.0,0.0,20496.13557850469
t458,0.0,0.0,0.0,22313.457943885103
t459,0.0,0.0,0.0,20345.35695983413
t460,0.0,0.0,0.0,18476.12878281417
t461,0.0,0.0,0.0,17394.724420233924
t462,0.0,0.0,0.0,13403.77032914406
t463,0.0,0.0,0.0,6663.608474271
t464,0.0,0.0,0.0,1664.8677512879997
t465,0.0,0.0,0.0,-0.0
t466,0.0,0.0,0.0,1240.9951689700906
t467,0.0,0.0,0.0,3785.0093655940555
t468,0.0,0.0,0.0,5464.91078707821
t469,0.0,0.0,0.0,8015.520446862876
t470,0.0,0.0,0.0,10688.560199169971
t471,0.0,0.0,0.0,13829.814169091542
t472,0.0,0.0,0.0,16232.833862278796
t473,0.0,0.0,0.0,15141.260219394124
t474,0.0,0.0,0.0,9355.371512539023
t475,0.0,0.0,0.0,2123.6824261199927
t476,0.0,0.0,0.0,-0.0
t477,0.0,0.0,0.0,5254.764307679399
t478,0.0,0.0,0.0,13022.289900861639
t479,0.0,0.0,0.0,9177.13326226635
t480,0.0,0.0,0.0,-0.0
t481,0.0,0.0,0.0,7767.525593182239
t482,0.0,0.0,0.0,1193.091931112792
t483,0.0,0.0,0.0,8960.617524295032
t484,0.0,0.0,0.0,183.2589206189237
t485,0.0,0.0,0.0,7950.784513801163
t486,0.0,0.0,0.0,1037.9815807009347
t487,0.0,0.0,0.0,8268.543898549435
t488,0.0,0.0,0.0,4331.322035842825
t489,0.0,0.0,0.0,4101.494622044872
t490,0.0,0.0,0.0,7676.983882084547
t491,0.0,0.0,0.0,14486.783650270232
t492,0.0,0.0,0.0,22254.309243452473
t493,0.0,0.0,0.0,13588.510310057969
t494,0.0,0.0,0.0,21356.03590324021
t495,0.0,0.0,0.0,29123.561496422448
t496,0.0,0.0,0.0,33087.398388290465
t497,0.0,0.0,0.0,31584.134145850385
t498,0.0,0.0,0.0,22963.00403103947
t499,0.0,0.0,0.0,13785.870768773117
t500,0.0,0.0,0.0,4608.737506506767
t501,0.0,0.0,0.0,9177.13326226635
t502,0.0,0.0,0.0,0.0
t503,0.0,0.0,0.0,7767.525593182239
t504,0.0,0.0,0.0,1193.091931112792
t505,0.0,0.0,0.0,7767.525593182239
t506,0.0,0.0,0.0,1193.091931112792
t507,0.0,0.0,0.0,8513.055283299167
t508,0.0,0.0,0.0,562.0756013978232
t509,0.0,0.0,0.0,8329.601194580062
t510,0.0,0.0,0.0,717.3511420896737
t511,0.0,0.0,0.0,7160.35958651754
t512,0.0,0.0,0.0,5356.861841946653
t513,0.0,0.0,0.0,3233.477730158592
t514,0.0,0.0,0.0,5856.686118140484
t515,0.0,0.0,0.0,11850.680375054377
t516,0.0,0.0,0.0,17773.428877013503
t517,0.0,0.0,0.0,23181.37852651668
t518,0.0,0.0,0.0,28357.51954818626
t519,0.0,0.0,0.0,32419.017834819493
t520,0.0,0.0,0.0,33087.398388290465
t521,0.0,0.0,0.0,33087.398388290465
t522,0.0,0.0,0.0,33087.398388290465
t523,0.0,0.0,0.0,33087.398388290465
t524,0.0,0.0,0.0,29868.53387890413
t525,0.0,0.0,0.0,30628.59850212965
t526,0.0,0.0,0.0,28254.380308437532
t527,0.0,0.0,0.0,28635.226221773795
t528,0.0,0.0,0.0,28978.703649165407
t529,0.0,0.0,0.0,27740.705258864702
t530,0.0,0.0,0.0,25748.918488408097
t531,0.0,0.0,0.0,22634.962765329135
t532,0.0,0.0,0.0,18452.678975876683
t533,0.0,0.0,0.0,13670.975300210912
t534,0.0,0.0,0.0,7936.2615185517625
t535,0.0,0.0,0.0,949.707318574557
t536,0.0,0.0,0.0,65.77297053690995
t537,0.0,0.0,0.0,-0.0
t538,0.0,0.0,0.0,2930.631673718208
t539,0.0,0.0,0.0,8976.803710453682
t540,0.0,0.0,0.0,15355.139925468806
t541,0.0,0.0,0.0,21837.842428403612
t542,0.0,0.0,0.0,26916.73625087427
t543,0.0,0.0,0.0,32025.639851928765
t544,0.0,0.0,0.0,33087.398388290465
t545,0.0,0.0,0.0,29293.86136820903
t546,0.0,0.0,0.0,20116.72810594268
t547,0.0,0.0,0.0,10939.594843676326
t548,0.0,0.0,0.0,1762.4615814099786
t549,0.0,0.0,0.0,6275.778110676833
t550,0.0,0.0,0.0,4552.122430304765
t551,0.0,0.0,0.0,5123.486904719046
t552,0.0,0.0,0.0,7511.717774218016
t553,0.0,0.0,0.0,1409.607669084111
t554,0.0,0.0,0.0,9177.13326226635
t555,0.0,0.0,0.0,-0.0
t556,0.0,0.0,0.0,7767.525593182239
t557,0.0,0.0,0.0,1601.5172083447826
t558,0.0,0.0,0.0,6412.001428039216
t559,0.0,0.0,0.0,2745.857779487568
t560,0.0,0.0,0.0,5443.4315686239615
t561,0.0,0.0,0.0,3604.0898795996836
t562,0.0,0.0,0.0,4717.023919089067
t563,0.0,0.0,0.0,11098.258275097376
t564,0.0,0.0,0.0,16377.765882779102
t565,0.0,0.0,0.0,21966.35492230169
t566,0.0,0.0,0.0,27723.535433225978
t567,0.0,0.0,0.0,32419.00444593039
t568,0.0,0.0,0.0,33087.398388290465
t569,0.0,0.0,0.0,28541.569606258243
t570,0.0,0.0,0.0,19364.43634399189
t571,0.0,0.0,0.0,10187.30308172554
t572,0.0,0.0,0.0,9177.13326226635
t573,0.0,0.0,0.0,-0.0
t574,0.0,0.0,0.0,7767.525593182239
t575,0.0,0.0,0.0,1193.091931112792
t576,0.0,0.0,0.0,8960.617524295032
t577,0.0,0.0,0.0,9828.979506075519
t578,0.0,0.0,0.0,17596.50509925776
t579,0.0,0.0,0.0,9177.13326226635
t580,0.0,0.0,0.0,-0.0
t581,0.0,0.0,0.0,7767.525593182239
t582,0.0,0.0,0.0,1677.8075058141271
t583,0.0,0.0,0.0,6347.4293202611625
t584,0.0,0.0,0.0,5638.933659924032
t585,0.0,0.0,0.0,2994.732143422538
t586,0.0,0.0,0.0,5298.8324704450315
t587,0.0,0.0,0.0,9900.03296594846
t588,0.0,0.0,0.0,15984.358547323807
t589,0.0,0.0,0.0,22080.72758435383
t590,0.0,0.0,0.0,27876.04919511723
t591,0.0,0.0,0.0,32480.20803722221
t592,0.0,0.0,0.0,33087.398388290465
t593,0.0,0.0,0.0,28489.39792009773
t594,0.0,0.0,0.0,19312.264657831376
t595,0.0,0.0,0.0,10135.131395565028
t596,0.0,0.0,0.0,17902.65698874727
t597,0.0,0.0,0.0,9177.13326226635
t598,0.0,0.0,0.0,-0.0
t599,0.0,0.0,0.0,7767.525593182239
t600,0.0,0.0,0.0,1193.091931112792
t601,0.0,0.0,0.0,8960.617524295032
t602,0.0,0.0,0.0,183.2589206189237
t603,0.0,0.0,0.0,7950.784513801163
t604,0.0,0.0,0.0,1037.9815807009345
