Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
t142,0.0,0.0,0.0,-177.60246359906148
t143,0.0,0.0,0.0,-177.60246359906148
t144,0.0,0.0,0.0,-177.60246359906148
t145,0.0,0.0,0.0,-177.60246359906148
t146,0.0,0.0,0.0,-177.60246359906148
t147,0.0,0.0,0.0,-177.60246359906148
t148,0.0,0.0,0.0,-177.60246359906148
t149,0.0,0.0,0.0,-177.60246359906148
t150,0.0,0.0,0.0,-177.60246359906148
t151,0.0,0.0,0.0,-177.60246359906148
t152,0.0,0.0,0.0,-177.60246359906148
t153,0.0,0.0,0.0,-177.60246359906148
t154,0.0,0.0,0.0,21.67239710363801
t155,0.0,0.0,0.0,21.67239710363801
t156,0.0,0.0,0.0,21.67239710363801
t157,0.0,0.0,0.0,21.67239710363801
t158,0.0,0.0,0.0,21.67239710363801
t159,0.0,0.0,0.0,21.67239710363801
t160,0.0,0.0,0.0,21.67239710363801
t161,0.0,0.0,0.0,21.67239710363801
t162,0.0,0.0,0.0,21.67239710363801
t163,0.0,0.0,0.0,21.672397103638
t164,0.0,0.0,0.0,21.672397103638
t165,0.0,0.0,0.0,21.672397103638
t166,0.0,0.0,0.0,21.672397103638
t167,0.0,0.0,0.0,21.672397103638
t168,0.0,0.0,0.0,21.672397103638
t169,0.0,0.0,0.0,21.672397103638005
t170,0.0,0.0,0.0,21.672397103638005
t171,0.0,0.0,0.0,21.672397103638005
t172,0.0,0.0,0.0,21.672397103638005
t173,0.0,0.0,0.0,21.672397103638005
t174,0.0,0.0,0.0,21.672397103638005
t175,0.0,0.0,0.0,21.672397103638005
t176,0.0,0.0,0.0,21.672397103638
t177,0.0,0.0,0.0,21.772050483187396
t178,0.0,0.0,0.0,21.772050483187396
t179,0.0,0.0,0.0,21.772050483187396
t180,0.0,0.0,0.0,21.772050483187396
t181,0.0,0.0,0.0,21.772050483187396
t182,0.0,0.0,0.0,21.772050483187396
t183,0.0,0.0,0.0,21.772050483187396
t184,0.0,0.0,0.0,21.772050483187396
t185,0.0,0.0,0.0,21.672397103638005
t186,0.0,0.0,0.0,18.619516908519206
t187,0.0,0.0,0.0,18.619516908519206
t188,0.0,0.0,0.0,18.619516908519206
t189,0.0,0.0,0.0,18.619516908519206
t190,0.0,0.0,0.0,18.619516908519206
t191,0.0,0.0,0.0,21.672397103638005
t192,0.0,0.0,0.0,21.672397103638005
t193,0.0,0.0,0.0,21.672397103638005
t194,0.0,0.0,0.0,21.672397103638005
t195,0.0,0.0,0.0,21.672397103638005
t196,0.0,0.0,0.0,21.672397103638005
t197,0.0,0.0,0.0,21.672397103638005
t198,0.0,0.0,0.0,21.672397103638005
t199,0.0,0.0,0.0,21.672397103638005
t200,0.0,0.0,0.0,21.672397103638005
t201,0.0,0.0,0.0,21.672397103638005
t202,0.0,0.0,0.0,21.772050483187396
t203,0.0,0.0,0.0,21.772050483187396
t204,0.0,0.0,0.0,21.772050483187396
t205,0.0,0.0,0.0,21.772050483187396
t206,0.0,0.0,0.0,21.772050483187396
t207,0.0,0.0,0.0,21.772050483187396
t208,0.0,0.0,0.0,21.772050483187396
t209,0.0,0.0,0.0,21.672397103638005
t210,0.0,0.0,0.0,21.672397103638005
t211,0.0,0.0,0.0,21.672397103638005
t212,0.0,0.0,0.0,21.672397103638005
t213,0.0,0.0,0.0,21.672397103638005
t214,0.0,0.0,0.0,21.672397103638005
t215,0.0,0.0,0.0,21.672397103638005
t216,0.0,0.0,0.0,21.672397103638005
t217,0.0,0.0,0.0,21.672397103638005
t218,0.0,0.0,0.0,21.672397103638005
t219,0.0,0.0,0.0,21.672397103638005
t220,0.0,0.0,0.0,21.672397103638005
t221,0.0,0.0,0.0,21.672397103638005
t222,0.0,0.0,0.0,21.672397103638005
t223,0.0,0.0,0.0,21.672397103638005
t224,0.0,0.0,0.0,21.672397103638005
t225,0.0,0.0,0.0,21.672397103638005
t226,0.0,0.0,0.0,21.672397103638005
t227,0.0,0.0,0.0,21.672397103638005
t228,0.0,0.0,0.0,21.672397103638005
t229,0.0,0.0,0.0,21.672397103638005
t230,0.0,0.0,0.0,21.672397103638005
t231,0.0,0.0,0.0,21.672397103638005
t232,0.0,0.0,0.0,21.672397103638005
t233,0.0,0.0,0.0,21.672397103638005
t234,0.0,0.0,0.0,21.672397103638005
t235,0.0,0.0,0.0,21.672397103638005
t236,0.0,0.0,0.0,21.672397103638005
t237,0.0,0.0,0.0,21.672397103638005
t238,0.0,0.0,0.0,21.672397103638005
t239,0.0,0.0,0.0,21.672397103638005
t240,0.0,0.0,0.0,21.672397103638005
t241,0.0,0.0,0.0,21.672397103638005
t242,0.0,0.0,0.0,21.672397103638005
t243,0.0,0.0,0.0,21.672397103638005
t244,0.0,0.0,0.0,21.672397103638005
t245,0.0,0.0,0.0,21.672397103638005
t246,0.0,0.0,0.0,21.672397103638005
t247,0.0,0.0,0.0,21.672397103638005
t248,0.0,0.0,0.0,21.672397103638005
t249,0.0,0.0,0.0,21.672397103638005
t250,0.0,0.0,0.0,21.672397103638005
t251,0.0,0.0,0.0,21.672397103638005
t252,0.0,0.0,0.0,21.672397103638005
t253,0.0,0.0,0.0,21.672397103638005
t254,0.0,0.0,0.0,21.672397103638005
t255,0.0,0.0,0.0,21.672397103638005
t256,0.0,0.0,0.0,21.672397103638005
t257,0.0,0.0,0.0,21.672397103638005
t258,0.0,0.0,0.0,21.672397103638005
t259,0.0,0.0,0.0,21.672397103638005
t260,0.0,0.0,0.0,21.672397103638
t261,0.0,0.0,0.0,21.672397103638005
t262,0.0,0.0,0.0,21.672397103638005
t263,0.0,0.0,0.0,21.672397103638005
t264,0.0,0.0,0.0,21.672397103638005
t265,0.0,0.0,0.0,21.672397103638005
t266,0.0,0.0,0.0,21.672397103638005
t267,0.0,0.0,0.0,21.672397103638005
t268,0.0,0.0,0.0,21.672397103638005
t269,0.0,0.0,0.0,21.672397103638005
t270,0.0,0.0,0.0,21.672397103638005
t271,0.0,0.0,0.0,21.672397103638005
t272,0.0,0.0,0.0,21.672397103638005
t273,0.0,0.0,0.0,21.672397103638005
t274,0.0,0.0,0.0,21.672397103638005
t275,0.0,0.0,0.0,21.672397103638005
t276,0.0,0.0,0.0,21.672397103638005
t277,0.0,0.0,0.0,21.672397103638005
t278,0.0,0.0,0.0,21.672397103638005
t279,0.0,0.0,0.0,21.672397103638005
t280,0.0,0.0,0.0,21.672397103638005
t281,0.0,0.0,0.0,21.672397103638005
t282,0.0,0.0,0.0,21.672397103638005
t283,0.0,0.0,0.0,21.672397103638005
t284,0.0,0.0,0.0,21.672397103638005
t285,0.0,0.0,0.0,21.672397103638005
t286,0.0,0.0,0.0,21.672397103638005
t287,0.0,0.0,0.0,21.672397103638005
t288,0.0,0.0,0.0,-168.71618359906148
t289,0.0,0.0,0.0,-182.90097876848074
t290,0.0,0.0,0.0,-182.90097876848074
t291,0.0,0.0,0.0,-182.90097876848074
t292,0.0,0.0,0.0,-182.90097876848074
t293,0.0,0.0,0.0,-182.90097876848074
t294,0.0,0.0,0.0,-182.90097876848074
t295,0.0,0.0,0.0,-182.90097876848074
t296,0.0,0.0,0.0,-182.90097876848074
t297,0.0,0.0,0.0,-182.90097876848074
t298,0.0,0.0,0.0,-182.90097876848074
t299,0.0,0.0,0.0,-182.90097876848074
t300,0.0,0.0,0.0,-182.90097876848074
t301,0.0,0.0,0.0,-182.90097876848074
t302,0.0,0.0,0.0,-182.90097876848074
t303,0.0,0.0,0.0,-182.90097876848074
t304,0.0,0.0,0.0,-182.90097876848074
t305,0.0,0.0,0.0,-182.90097876848074
t306,0.0,0.0,0.0,-182.90097876848074
t307,0.0,0.0,0.0,-182.90097876848074
t308,0.0,0.0,0.0,-182.90097876848074
t309,0.0,0.0,0.0,-182.90097876848074
t310,0.0,0.0,0.0,-182.90097876848074
t311,0.0,0.0,0.0,-182.90097876848074
t312,0.0,0.0,0.0,-182.90097876848074
t313,0.0,0.0,0.0,21.672397103638005
t314,0.0,0.0,0.0,21.672397103638005
t315,0.0,0.0,0.0,21.672397103638005
t316,0.0,0.0,0.0,21.672397103638005
t317,0.0,0.0,0.0,21.672397103638005
t318,0.0,0.0,0.0,21.672397103638005
t319,0.0,0.0,0.0,21.672397103638005
t320,0.0,0.0,0.0,21.672397103638005
t321,0.0,0.0,0.0,21.672397103638005
t322,0.0,0.0,0.0,21.672397103638005
t323,0.0,0.0,0.0,21.672397103638005
t324,0.0,0.0,0.0,21.672397103638005
t325,0.0,0.0,0.0,21.672397103638005
t326,0.0,0.0,0.0,21.672397103638005
t327,0.0,0.0,0.0,21.672397103638005
t328,0.0,0.0,0.0,21.672397103638005
t329,0.0,0.0,0.0,21.672397103638005
t330,0.0,0.0,0.0,21.672397103638005
t331,0.0,0.0,0.0,21.672397103638005
t332,0.0,0.0,0.0,21.672397103638005
t333,0.0,0.0,0.0,21.672397103638005
t334,0.0,0.0,0.0,21.672397103638005
t335,0.0,0.0,0.0,21.672397103638
t336,0.0,0.0,0.0,21.672397103638005
t337,0.0,0.0,0.0,21.672397103638005
t338,0.0,0.0,0.0,21.672397103638005
t339,0.0,0.0,0.0,21.672397103638005
t340,0.0,0.0,0.0,21.672397103638005
t341,0.0,0.0,0.0,21.672397103638005
t342,0.0,0.0,0.0,21.672397103638
t343,0.0,0.0,0.0,21.672397103638005
t344,0.0,0.0,0.0,21.672397103638005
t345,0.0,0.0,0.0,21.772050483187396
t346,0.0,0.0,0.0,21.772050483187396
t347,0.0,0.0,0.0,21.772050483187396
t348,0.0,0.0,0.0,21.772050483187396
t349,0.0,0.0,0.0,21.772050483187396
t350,0.0,0.0,0.0,21.772050483187396
t351,0.0,0.0,0.0,21.772050483187396
t352,0.0,0.0,0.0,21.772050483187396
t353,0.0,0.0,0.0,1.7968750000000022
t354,0.0,0.0,0.0,-166.73385959906145
t355,0.0,0.0,0.0,-166.73385959906145
t356,0.0,0.0,0.0,-166.73385959906145
t357,0.0,0.0,0.0,-166.73385959906145
t358,0.0,0.0,0.0,-166.73385959906145
t359,0.0,0.0,0.0,21.672397103638005
t360,0.0,0.0,0.0,21.672397103638005
t361,0.0,0.0,0.0,21.672397103638005
t362,0.0,0.0,0.0,21.672397103638005
t363,0.0,0.0,0.0,21.672397103638
t364,0.0,0.0,0.0,21.672397103638005
t365,0.0,0.0,0.0,21.672397103638005
t366,0.0,0.0,0.0,21.672397103638005
t367,0.0,0.0,0.0,21.672397103638005
t368,0.0,0.0,0.0,21.672397103638005
t369,0.0,0.0,0.0,21.672397103638005
t370,0.0,0.0,0.0,21.672397103638005
t371,0.0,0.0,0.0,21.672397103638005
t372,0.0,0.0,0.0,21.672397103638005
t373,0.0,0.0,0.0,21.672397103638005
t374,0.0,0.0,0.0,21.672397103638005
t375,0.0,0.0,0.0,21.672397103638005
t376,0.0,0.0,0.0,21.672397103638005
t377,0.0,0.0,0.0,21.672397103638005
t378,0.0,0.0,0.0,21.672397103638005
t379,0.0,0.0,0.0,21.672397103638005
t380,0.0,0.0,0.0,21.672397103638005
t381,0.0,0.0,0.0,21.672397103638005
t382,0.0,0.0,0.0,21.672397103638005
t383,0.0,0.0,0.0,21.672397103638005
t384,0.0,0.0,0.0,21.672397103638005
t385,0.0,0.0,0.0,21.672397103638005
t386,0.0,0.0,0.0,21.672397103638005
t387,0.0,0.0,0.0,-166.73385959906145
t388,0.0,0.0,0.0,-166.73385959906145
t389,0.0,0.0,0.0,-166.73385959906145
t390,0.0,0.0,0.0,-166.73385959906145
t391,0.0,0.0,0.0,-166.73385959906145
t392,0.0,0.0,0.0,-166.73385959906145
t393,0.0,0.0,0.0,18.703863528969816
t394,0.0,0.0,0.0,21.772050483187396
t395,0.0,0.0,0.0,21.772050483187396
t396,0.0,0.0,0.0,21.772050483187396
t397,0.0,0.0,0.0,21.772050483187396
t398,0.0,0.0,0.0,21.772050483187396
t399,0.0,0.0,0.0,21.772050483187396
t400,0.0,0.0,0.0,21.772050483187396
t401,0.0,0.0,0.0,21.672397103638005
t402,0.0,0.0,0.0,-166.73385959906145
t403,0.0,0.0,0.0,-166.73385959906145
t404,0.0,0.0,0.0,-166.73385959906145
t405,0.0,0.0,0.0,-166.73385959906145
t406,0.0,0.0,0.0,-166.73385959906145
t407,0.0,0.0,0.0,-166.73385959906145
t408,0.0,0.0,0.0,-166.73385959906145
t409,0.0,0.0,0.0,-166.73385959906145
t410,0.0,0.0,0.0,-166.73385959906145
t411,0.0,0.0,0.0,-166.73385959906145
t412,0.0,0.0,0.0,-166.73385959906145
t413,0.0,0.0,0.0,-166.73385959906145
t414,0.0,0.0,0.0,-166.73385959906145
t415,0.0,0.0,0.0,-166.73385959906145
t416,0.0,0.0,0.0,-166.73385959906145
t417,0.0,0.0,0.0,-166.73385959906145
t418,0.0,0.0,0.0,-166.73385959906145
t419,0.0,0.0,0.0,-166.73385959906145
t420,0.0,0.0,0.0,-166.73385959906145
t421,0.0,0.0,0.0,-166.73385959906145
t422,0.0,0.0,0.0,-166.73385959906145
t423,0.0,0.0,0.0,-166.73385959906145
t424,0.0,0.0,0.0,-166.73385959906145
t425,0.0,0.0,0.0,-166.73385959906145
t426,0.0,0.0,0.0,-166.73385959906145
t427,0.0,0.0,0.0,-166.73385959906145
t428,0.0,0.0,0.0,-166.73385959906145
t429,0.0,0.0,0.0,-166.73385959906145
t430,0.0,0.0,0.0,-166.73385959906145
t431,0.0,0.0,0.0,-166.73385959906145
t432,0.0,0.0,0.0,-166.73385959906145
t433,0.0,0.0,0.0,-166.73385959906145
t434,0.0,0.0,0.0,-166.73385959906145
t435,0.0,0.0,0.0,-166.73385959906145
t436,0.0,0.0,0.0,-166.73385959906145
t437,0.0,0.0,0.0,-166.73385959906145
t438,0.0,0.0,0.0,-166.73385959906145
t439,0.0,0.0,0.0,-166.73385959906145
t440,0.0,0.0,0.0,-166.73385959906145
t441,0.0,0.0,0.0,-166.73385959906145
t442,0.0,0.0,0.0,-166.73385959906145
t443,0.0,0.0,0.0,-166.73385959906145
t444,0.0,0.0,0.0,-166.73385959906145
t445,0.0,0.0,0.0,-166.73385959906145
t446,0.0,0.0,0.0,-166.73385959906145
t447,0.0,0.0,0.0,-166.73385959906145
t448,0.0,0.0,0.0,-166.73385959906145
t449,0.0,0.0,0.0,-166.73385959906145
t450,0.0,0.0,0.0,-166.73385959906145
t451,0.0,0.0,0.0,-166.73385959906145
t452,0.0,0.0,0.0,-166.73385959906145
t453,0.0,0.0,0.0,-166.73385959906145
t454,0.0,0.0,0.0,-166.73385959906145
t455,0.0,0.0,0.0,-166.73385959906145
t456,0.0,0.0,0.0,-166.73385959906145
t457,0.0,0.0,0.0,-166.73385959906145
t458,0.0,0.0,0.0,-166.73385959906145
t459,0.0,0.0,0.0,-166.73385959906145
t460,0.0,0.0,0.0,-166.73385959906145
t461,0.0,0.0,0.0,-166.73385959906145
t462,0.0,0.0,0.0,-166.73385959906145
t463,0.0,0.0,0.0,-166.73385959906145
t464,0.0,0.0,0.0,-166.73385959906145
t465,0.0,0.0,0.0,-166.73385959906145
t466,0.0,0.0,0.0,1.796875000000002
t467,0.0,0.0,0.0,1.796875000000002
t468,0.0,0.0,0.0,1.796875000000002
t469,0.0,0.0,0.0,1.796875000000002
t470,0.0,0.0,0.0,1.796875000000002
t471,0.0,0.0,0.0,1.796875000000002
t472,0.0,0.0,0.0,1.796875000000002
t473,0.0,0.0,0.0,1.796875000000002
t474,0.0,0.0,0.0,1.796875000000002
t475,0.0,0.0,0.0,1.796875000000002
t476,0.0,0.0,0.0,1.796875000000002
t477,0.0,0.0,0.0,21.672397103638005
t478,0.0,0.0,0.0,21.672397103638005
t479,0.0,0.0,0.0,21.672397103638005
t480,0.0,0.0,0.0,21.672397103638
t481,0.0,0.0,0.0,21.672397103638005
t482,0.0,0.0,0.0,21.672397103638005
t483,0.0,0.0,0.0,21.672397103638005
t484,0.0,0.0,0.0,21.672397103638005
t485,0.0,0.0,0.0,21.672397103638005
t486,0.0,0.0,0.0,21.672397103638005
t487,0.0,0.0,0.0,21.672397103638005
t488,0.0,0.0,0.0,21.672397103638005
t489,0.0,0.0,0.0,21.772050483187396
t490,0.0,0.0,0.0,21.772050483187396
t491,0.0,0.0,0.0,21.772050483187396
t492,0.0,0.0,0.0,21.772050483187396
t493,0.0,0.0,0.0,21.772050483187396
t494,0.0,0.0,0.0,21.772050483187396
t495,0.0,0.0,0.0,21.772050483187396
t496,0.0,0.0,0.0,21.772050483187396
t497,0.0,0.0,0.0,21.672397103638005
t498,0.0,0.0,0.0,21.672397103638005
t499,0.0,0.0,0.0,21.672397103638005
t500,0.0,0.0,0.0,21.672397103638005
t501,0.0,0.0,0.0,21.672397103638005
t502,0.0,0.0,0.0,21.672397103638
t503,0.0,0.0,0.0,21.672397103638005
t504,0.0,0.0,0.0,21.672397103638005
t505,0.0,0.0,0.0,21.672397103638
t506,0.0,0.0,0.0,21.672397103638
t507,0.0,0.0,0.0,21.672397103638
t508,0.0,0.0,0.0,21.672397103638005
t509,0.0,0.0,0.0,21.672397103638005
t510,0.0,0.0,0.0,21.672397103637998
t511,0.0,0.0,0.0,21.672397103638
t512,0.0,0.0,0.0,21.672397103638
t513,0.0,0.0,0.0,21.772050483187392
t514,0.0,0.0,0.0,21.772050483187392
t515,0.0,0.0,0.0,21.772050483187392
t516,0.0,0.0,0.0,21.772050483187392
t517,0.0,0.0,0.0,21.772050483187392
t518,0.0,0.0,0.0,21.772050483187392
t519,0.0,0.0,0.0,21.772050483187392
t520,0.0,0.0,0.0,21.772050483187392
t521,0.0,0.0,0.0,21.672397103638
t522,0.0,0.0,0.0,21.672397103638
t523,0.0,0.0,0.0,-166.73385959906145
t524,0.0,0.0,0.0,-166.73385959906147
t525,0.0,0.0,0.0,-166.73385959906147
t526,0.0,0.0,0.0,-166.73385959906147
t527,0.0,0.0,0.0,-166.73385959906147
t528,0.0,0.0,0.0,-166.73385959906147
t529,0.0,0.0,0.0,-166.73385959906147
t530,0.0,0.0,0.0,-166.73385959906147
t531,0.0,0.0,0.0,-166.73385959906147
t532,0.0,0.0,0.0,-166.73385959906147
t533,0.0,0.0,0.0,-166.73385959906147
t534,0.0,0.0,0.0,-166.73385959906147
t535,0.0,0.0,0.0,-166.73385959906147
t536,0.0,0.0,0.0,-166.73385959906147
t537,0.0,0.0,0.0,18.703863528969812
t538,0.0,0.0,0.0,21.772050483187392
t539,0.0,0.0,0.0,21.772050483187392
t540,0.0,0.0,0.0,21.772050483187392
t541,0.0,0.0,0.0,21.772050483187392
t542,0.0,0.0,0.0,21.772050483187392
t543,0.0,0.0,0.0,21.772050483187392
t544,0.0,0.0,0.0,21.772050483187392
t545,0.0,0.0,0.0,21.672397103638
t546,0.0,0.0,0.0,21.672397103638
t547,0.0,0.0,0.0,21.672397103638
t548,0.0,0.0,0.0,21.672397103638
t549,0.0,0.0,0.0,21.672397103638
t550,0.0,0.0,0.0,21.672397103638
t551,0.0,0.0,0.0,21.672397103638
t552,0.0,0.0,0.0,21.672397103638
t553,0.0,0.0,0.0,21.672397103638
t554,0.0,0.0,0.0,21.672397103638
t555,0.0,0.0,0.0,21.672397103638
t556,0.0,0.0,0.0,21.672397103638
t557,0.0,0.0,0.0,21.672397103638
t558,0.0,0.0,0.0,21.672397103638
t559,0.0,0.0,0.0,21.672397103638
t560,0.0,0.0,0.0,21.672397103638
t561,0.0,0.0,0.0,21.672397103638
t562,0.0,0.0,0.0,21.772050483187392
t563,0.0,0.0,0.0,21.772050483187392
t564,0.0,0.0,0.0,21.772050483187392
t565,0.0,0.0,0.0,21.772050483187392
t566,0.0,0.0,0.0,21.772050483187392
t567,0.0,0.0,0.0,21.772050483187392
t568,0.0,0.0,0.0,21.772050483187392
t569,0.0,0.0,0.0,21.672397103638
t570,0.0,0.0,0.0,21.672397103638
t571,0.0,0.0,0.0,21.672397103638
t572,0.0,0.0,0.0,21.672397103638
t573,0.0,0.0,0.0,21.672397103638
t574,0.0,0.0,0.0,21.672397103638
t575,0.0,0.0,0.0,21.672397103638
t576,0.0,0.0,0.0,21.672397103638
t577,0.0,0.0,0.0,21.672397103638
t578,0.0,0.0,0.0,21.672397103638
t579,0.0,0.0,0.0,21.672397103638
t580,0.0,0.0,0.0,21.672397103638
t581,0.0,0.0,0.0,21.672397103638
t582,0.0,0.0,0.0,21.672397103638
t583,0.0,0.0,0.0,21.672397103638
t584,0.0,0.0,0.0,21.672397103638
t585,0.0,0.0,0.0,21.772050483187392
t586,0.0,0.0,0.0,21.772050483187392
t587,0.0,0.0,0.0,21.772050483187392
t588,0.0,0.0,0.0,21.772050483187392
t589,0.0,0.0,0.0,21.772050483187392
t590,0.0,0.0,0.0,21.772050483187392
t591,0.0,0.0,0.0,21.772050483187392
t592,0.0,0.0,0.0,21.772050483187392
t593,0.0,0.0,0.0,21.672397103638
t594,0.0,0.0,0.0,21.672397103638
t595,0.0,0.0,0.0,21.672397103638
t596,0.0,0.0,0.0,21.672397103638
t597,0.0,0.0,0.0,21.672397103638
t598,0.0,0.0,0.0,21.672397103638
t599,0.0,0.0,0.0,21.672397103638
t600,0.0,0.0,0.0,21.672397103638
t601,0.0,0.0,0.0,21.672397103638
t602,0.0,0.0,0.0,21.672397103638
t603,0.0,0.0,0.0,21.672397103638
