Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.5202140616340065e7,15250.0,0.11379699540639378
solar_pv,1,5.055712944137571e7,30000.855287209753,0.19237324246674908
onshore_wind,1,5.555568056342181e7,28031.6932805391,0.22624293879029447
battery,1,2.2794710309174243e7,8442.962601285042,0.0
