Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,Total
t215,0.0,0.0,0.0,5439.856848291365,5439.856848291365
t216,0.0,0.0,0.0,6276.6839450855305,6276.6839450855305
t217,0.0,0.0,0.0,4180.973075568305,4180.973075568305
t218,0.0,0.0,0.0,4311.589454485442,4311.589454485442
t219,0.0,0.0,0.0,7104.395526541856,7104.395526541856
t220,0.0,0.0,0.0,5972.931019368589,5972.931019368589
t221,0.0,0.0,0.0,6390.670925211968,6390.670925211968
t222,0.0,0.0,0.0,3070.0441304581805,3070.0441304581805
t223,0.0,0.0,0.0,0.0,0.0
t224,0.0,0.0,0.0,0.0,0.0
t225,0.0,0.0,0.0,2594.215259527342,2594.215259527342
t226,0.0,0.0,0.0,5625.202050271359,5625.202050271359
t227,0.0,0.0,0.0,6624.261706554238,6624.261706554238
t228,0.0,0.0,0.0,7083.772696994884,7083.772696994884
