Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
natural_gas_combined_cycle,1,0.0,0.0,15250.0,15250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_pv,1,0.0,0.0,30000.855287209753,30000.855287209753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onshore_wind,1,0.0,0.0,28031.6932805391,28031.6932805391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery,1,0.0,0.0,8442.962601285042,8442.962601285042,0.0,0.0,33087.398388290465,33087.398388290465,0.0,0.0,0.0,0.0
Total,n/a,0.0,0.0,81725.51116903388,81725.51116903388,0.0,0.0,33087.398388290465,33087.398388290465,0.0,0.0,0.0,0.0
