BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,4.765071742179087e6,2.571054821786062e6,-3.037635659009995e6,0.0,0.0,0.0,0.0,0.0,0.0,-4.298490904955146e6
t1,133.97415683126928,0.0,-106.96050325126929,0.0,0.0,0.0,0.0,0.0,0.0,-27.01365358
t2,134.2700347144563,0.0,-107.2883143744563,0.0,0.0,0.0,0.0,0.0,0.0,-26.98172034
t3,134.56591240697384,0.0,-107.70866642697383,0.0,0.0,0.0,0.0,0.0,0.0,-26.85724598
t4,134.86179029016017,0.0,-108.14576422016017,0.0,0.0,0.0,0.0,0.0,0.0,-26.71602607
t5,135.1576681733465,0.0,-108.52930452334651,0.0,0.0,0.0,0.0,0.0,0.0,-26.62836365
t6,135.45354586586407,0.0,-108.98775888586407,0.0,0.0,0.0,0.0,0.0,0.0,-26.46578698
t7,135.74942374905038,0.0,-109.32767266905037,0.0,0.0,0.0,0.0,0.0,0.0,-26.42175108
t8,136.19805133744524,0.0,-109.78480489744524,0.0,0.0,0.0,0.0,0.0,0.0,-26.41324644
t9,136.64667873517132,0.0,-110.19919174517132,0.0,0.0,0.0,0.0,0.0,0.0,-26.44748699
t10,137.09530632356615,0.0,-110.64045980356615,0.0,0.0,0.0,0.0,0.0,0.0,-26.45484652
t11,137.543933911961,0.0,-110.993726781961,0.0,0.0,0.0,0.0,0.0,0.0,-26.55020713
t12,137.9925613096871,0.0,-111.4214671196871,0.0,0.0,0.0,0.0,0.0,0.0,-26.57109419
t13,138.44118889808195,0.0,-111.76239524808194,0.0,0.0,0.0,0.0,0.0,0.0,-26.67879365
t14,139.00130585222843,0.0,-112.17370003222842,0.0,0.0,0.0,0.0,0.0,0.0,-26.82760582
t15,139.56142280637494,0.0,-112.57046261637494,0.0,0.0,0.0,0.0,0.0,0.0,-26.99096019
t16,140.12153995119021,0.0,-112.99234369119021,0.0,0.0,0.0,0.0,0.0,0.0,-27.12919626
t17,140.68165690533672,0.0,-113.47732328533672,0.0,0.0,0.0,0.0,0.0,0.0,-27.20433362
t18,141.24177385948323,0.0,-113.97199767948322,0.0,0.0,0.0,0.0,0.0,0.0,-27.26977618
t19,141.80189081362974,0.0,-114.44287576362974,0.0,0.0,0.0,0.0,0.0,0.0,-27.35901505
t20,142.39333140453348,0.0,-114.79996457453348,0.0,0.0,0.0,0.0,0.0,0.0,-27.59336683
t21,142.98477218610597,0.0,-115.21213755610597,0.0,0.0,0.0,0.0,0.0,0.0,-27.77263463
t22,143.57621277700972,0.0,-115.65824208700971,0.0,0.0,0.0,0.0,0.0,0.0,-27.91797069
t23,144.16765336791343,0.0,-116.08453856791343,0.0,0.0,0.0,0.0,0.0,0.0,-28.0831148
t24,144.75909414948595,0.0,-116.60734239948594,0.0,0.0,0.0,0.0,0.0,0.0,-28.15175175
t25,145.35053474038966,0.0,-117.06712995038967,0.0,0.0,0.0,0.0,0.0,0.0,-28.28340479
t26,145.66543717163248,0.0,-117.11675141163248,0.0,0.0,0.0,0.0,0.0,0.0,-28.54868576
t27,145.98033941220652,0.0,-117.17915212220652,0.0,0.0,0.0,0.0,0.0,0.0,-28.80118729
t28,146.29524165278056,0.0,-117.24992564278057,0.0,0.0,0.0,0.0,0.0,0.0,-29.04531601
t29,146.61014408402337,0.0,-117.32009875402338,0.0,0.0,0.0,0.0,0.0,0.0,-29.29004533
t30,146.92504651526616,0.0,-117.35061138526616,0.0,0.0,0.0,0.0,0.0,0.0,-29.57443513
t31,147.2399487558402,0.0,-117.3119383458402,0.0,0.0,0.0,0.0,0.0,0.0,-29.92801041
t32,146.7662562329066,0.0,-116.44320204290662,0.0,0.0,0.0,0.0,0.0,0.0,-30.32305419
t33,146.292563709973,0.0,-115.55463551997299,0.0,0.0,0.0,0.0,0.0,0.0,-30.73792819
t34,145.81887118703938,0.0,-114.56207039703938,0.0,0.0,0.0,0.0,0.0,0.0,-31.25680079
t35,145.3451786641058,0.0,-113.67773706410578,0.0,0.0,0.0,0.0,0.0,0.0,-31.6674416
