Resource,onshore_wind,solar_pv_sat,hydro,battery,pumped_hydro
Zone,1,1,1,1,1
t1,0.0,0.0,-0.0,98.40366299116775,0.0
t2,0.0,0.0,-0.0,197.10891221566754,-0.0
t3,0.0,0.0,-0.0,296.2008853284835,-0.0
t4,0.0,0.0,-0.0,395.69498841103086,0.0
t5,0.0,0.0,-0.0,495.5419485725097,-0.0
t6,0.0,0.0,-0.0,595.8106867475046,0.0
t7,0.0,0.0,-0.0,696.3921456030309,-0.0
t8,0.0,0.0,-0.0,797.3941661086806,0.0
t9,0.0,0.0,-0.0,898.7774225142382,-0.0
t10,0.0,0.0,-0.0,1000.566645533519,-0.0
t11,0.0,0.0,-0.0,1102.6808741729233,-0.0
t12,0.0,0.0,-0.0,1205.1886239230355,-0.0
t13,0.0,0.0,-0.0,1308.010027551271,0.0
t14,0.0,0.0,-0.0,1411.209831580921,-0.0
t15,0.0,0.0,-0.0,1514.774657187986,0.0
t16,0.0,0.0,-0.0,1618.727613383881,-0.0
t17,0.0,0.0,-0.0,1723.1267508063906,-0.0
t18,0.0,0.0,-0.0,1827.9809886715152,0.0
t19,0.0,0.0,-0.0,1933.2684343740546,-0.0
t20,0.0,0.0,-0.0,2038.8844017826254,-0.0
t21,0.0,0.0,-0.0,2144.879568334243,-0.0
t22,0.0,0.0,-0.0,2251.285151054292,-0.0
t23,0.0,0.0,-0.0,2358.0829265367724,-0.0
t24,0.0,0.0,-0.0,2465.3616815442997,-0.0
t25,0.0,0.0,-0.0,2573.063441098658,-0.0
t26,0.0,0.0,-0.0,2680.81085239736,-0.0
t27,0.0,0.0,-0.0,2788.61567234979,-0.0
t28,0.0,0.0,-0.0,2896.4856039411484,-0.0
t29,0.0,0.0,-0.0,3004.42009479485,-0.0
t30,0.0,0.0,-0.0,3112.3826572692947,-0.0
t31,0.0,0.0,-0.0,3220.3096405474676,-0.0
t32,0.0,0.0,-0.0,3327.437386426942,-0.0
t33,0.0,0.0,-0.0,3433.747651105317,-0.0
t34,0.0,0.0,-0.0,3539.144755870593,-0.0
t35,0.0,0.0,-0.0,3643.7282739695706,-0.0
t36,0.0,0.0,-0.0,3747.498610818649,-0.0
t37,0.0,0.0,-0.0,3850.3799532014286,-0.0
t38,0.0,0.0,-0.0,3951.209080728515,-0.0
t39,0.0,0.0,-0.0,4050.0159941668926,-0.0
t40,0.0,0.0,-0.0,4146.7123125027765,-0.0
t41,0.0,0.0,-0.0,4241.398738862567,-0.0
t42,0.0,0.0,-0.0,4334.06189428365,-0.0
t43,0.0,0.0,-0.0,4424.656372083839,-0.0
t44,0.0,0.0,-0.0,4510.042334682532,-0.0
t45,0.0,0.0,-0.0,4590.246134440744,-0.0
t46,0.0,0.0,-0.0,4665.258851967059,0.0
t47,0.0,0.0,-0.0,4734.983624601478,-0.0
t48,0.0,0.0,-0.0,4799.444372215817,-0.0
t49,0.0,0.0,-0.0,4858.611499090259,-0.0
t50,0.0,0.0,-0.0,4907.965561707073,-0.0
t51,0.0,0.0,-0.0,4947.42304390146,-0.0
t52,0.0,0.0,-0.0,4977.019622482219,-0.0
t53,0.0,0.0,-0.0,4996.683416156551,0.0
t54,0.0,0.0,-0.0,5006.373883091255,-0.0
t55,0.0,0.0,-0.0,5005.964968808973,-0.0
t56,0.0,0.0,-0.0,4995.929940742459,-0.0
t57,0.0,0.0,-0.0,4976.328193608376,-0.0
t58,0.0,0.0,-0.0,4947.092189842235,0.0
t59,0.0,0.0,-0.0,4908.243340237514,-0.0
t60,0.0,0.0,-0.0,4859.810863032616,0.0
t61,0.0,0.0,-0.0,4801.737758489137,-0.0
t62,0.0,0.0,-0.0,4743.144626641311,0.0
t63,0.0,0.0,-0.0,4684.064996902181,-0.0
t64,0.0,0.0,-0.0,4624.474919695659,-0.0
t65,0.0,0.0,-0.0,4564.440844967398,-0.0
t66,0.0,0.0,-0.0,4504.002049989137,-0.0
t67,0.0,0.0,-0.0,4443.172425521746,-0.0
t68,0.0,0.0,-0.0,4382.04213417392,-0.0
t69,0.0,0.0,-0.0,4320.754873347833,0.0
t70,0.0,0.0,-0.0,4259.208617891311,-0.0
t71,0.0,0.0,-0.0,4197.5121629021805,-0.0
t72,0.0,0.0,-0.0,4135.566357184789,-0.0
t73,0.0,0.0,-0.0,4073.356352032615,-0.0
t74,0.0,0.0,-0.0,4010.8608237500066,-0.0
t75,0.0,0.0,-0.0,3948.067318565224,-0.0
t76,0.0,0.0,-0.0,3884.9394331521808,0.0
t77,0.0,0.0,-0.0,3821.379719119572,-0.0
t78,0.0,0.0,-0.0,3757.2483110326157,-0.0
t79,0.0,0.0,-0.0,3692.533713076094,0.0
t80,0.0,0.0,-0.0,3627.637822869572,-0.0
t81,0.0,0.0,-0.0,3562.7881612934852,-0.0
t82,0.0,0.0,-0.0,3498.046039228268,-0.0
t83,0.0,0.0,-0.0,3433.5752957173986,-0.0
t84,0.0,0.0,-0.0,3369.330905586964,-0.0
t85,0.0,0.0,-0.0,3305.2573058152248,-0.0
t86,0.0,0.0,-0.0,3241.5278297717464,-0.0
t87,0.0,0.0,-0.0,3178.017939706529,-0.0
t88,0.0,0.0,-0.0,3114.752543195659,-0.0
t89,0.0,0.0,-0.0,3051.802149945659,-0.0
t90,0.0,0.0,-0.0,2989.1179028804418,-0.0
t91,0.0,0.0,-0.0,2926.7247095326156,-0.0
t92,0.0,0.0,-0.0,2864.5654272391375,-0.0
t93,0.0,0.0,-0.0,2802.6606526304417,-0.0
t94,0.0,0.0,-0.0,2741.0214025108767,-0.0
t95,0.0,0.0,-0.0,2679.4858220869637,-0.0
t96,0.0,0.0,-0.0,2618.1765331195725,-0.0
t97,0.0,0.0,-0.0,2556.964686978268,-0.0
t98,0.0,0.0,-0.0,2495.906067728268,-0.0
t99,0.0,0.0,-0.0,2435.0088182173986,-0.0
t100,0.0,0.0,-0.0,2374.263358608703,0.0
t101,0.0,0.0,-0.0,2313.713502304355,-0.0
t102,0.0,0.0,-0.0,2253.4502576521813,-0.0
t103,0.0,0.0,-0.0,2193.3203474239203,-0.0
t104,0.0,0.0,-0.0,2133.5546961195723,0.0
t105,0.0,0.0,-0.0,2073.974161000007,-0.0
t106,0.0,0.0,-0.0,2014.6802882173981,-0.0
t107,0.0,0.0,-0.0,1955.7146361630503,-0.0
t108,0.0,0.0,-0.0,1896.9809275869634,-0.0
t109,0.0,0.0,-0.0,1838.573523793485,-0.0
t110,0.0,0.0,-0.0,1780.3743659021807,-0.0
t111,0.0,0.0,-0.0,1722.5324202500067,-0.0
t112,0.0,0.0,-0.0,1665.0074515543545,-0.0
t113,0.0,0.0,-0.0,1607.7317494891372,-0.0
t114,0.0,0.0,-0.0,1550.8145240760937,0.0
t115,0.0,0.0,-0.0,1494.1594980543546,-0.0
t116,0.0,0.0,-0.0,1437.853043891311,-0.0
t117,0.0,0.0,-0.0,1381.8889347065285,-0.0
