Resource,onshore_wind,solar_pv_sat,hydro,battery,pumped_hydro,Total
Zone,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,3.037635659009995e6,0.0,3.037635659009995e6
t1,0.0,0.0,0.0,106.96050325126929,-0.0,106.96050325126929
t2,0.0,0.0,0.0,107.2883143744563,0.0,107.2883143744563
t3,0.0,0.0,0.0,107.70866642697383,0.0,107.70866642697383
t4,0.0,0.0,0.0,108.14576422016017,0.0,108.14576422016017
t5,0.0,0.0,0.0,108.52930452334651,0.0,108.52930452334651
t6,0.0,0.0,0.0,108.98775888586407,0.0,108.98775888586407
t7,0.0,0.0,0.0,109.32767266905037,0.0,109.32767266905037
t8,0.0,0.0,0.0,109.78480489744524,0.0,109.78480489744524
t9,0.0,0.0,0.0,110.19919174517132,0.0,110.19919174517132
t10,0.0,0.0,0.0,110.64045980356615,0.0,110.64045980356615
t11,0.0,0.0,0.0,110.993726781961,0.0,110.993726781961
t12,0.0,0.0,0.0,111.4214671196871,0.0,111.4214671196871
t13,0.0,0.0,0.0,111.76239524808194,0.0,111.76239524808194
t14,0.0,0.0,0.0,112.17370003222842,0.0,112.17370003222842
t15,0.0,0.0,0.0,112.57046261637494,0.0,112.57046261637494
t16,0.0,0.0,0.0,112.99234369119021,0.0,112.99234369119021
t17,0.0,0.0,0.0,113.47732328533672,0.0,113.47732328533672
t18,0.0,0.0,0.0,113.97199767948322,0.0,113.97199767948322
t19,0.0,0.0,0.0,114.44287576362974,0.0,114.44287576362974
t20,0.0,0.0,0.0,114.79996457453348,0.0,114.79996457453348
t21,0.0,0.0,0.0,115.21213755610597,0.0,115.21213755610597
t22,0.0,0.0,0.0,115.65824208700971,0.0,115.65824208700971
t23,0.0,0.0,0.0,116.08453856791343,0.0,116.08453856791343
t24,0.0,0.0,0.0,116.60734239948594,0.0,116.60734239948594
t25,0.0,0.0,0.0,117.06712995038967,0.0,117.06712995038967
t26,0.0,0.0,0.0,117.11675141163248,0.0,117.11675141163248
t27,0.0,0.0,0.0,117.17915212220652,0.0,117.17915212220652
t28,0.0,0.0,0.0,117.24992564278057,0.0,117.24992564278057
t29,0.0,0.0,0.0,117.32009875402338,0.0,117.32009875402338
t30,0.0,0.0,0.0,117.35061138526616,0.0,117.35061138526616
t31,0.0,0.0,0.0,117.3119383458402,0.0,117.3119383458402
t32,0.0,0.0,0.0,116.44320204290662,0.0,116.44320204290662
t33,0.0,0.0,0.0,115.55463551997299,0.0,115.55463551997299
