Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,Total
t99,0.0,0.0,0.0,0.0,0.0,5.987015204763744,89.01721254073342,2.287518192181703e-10,95.00422774572593
t100,0.0,0.0,0.0,0.0,0.0,5.781134732925881,92.28874009852103,2.3225469139749715e-10,98.06987483167917
t101,0.0,0.0,0.0,0.0,0.0,5.470853157430178,90.88925124642411,2.1514260497776587e-10,96.36010440406943
t102,0.0,0.0,0.0,0.0,0.0,5.323784640038054,95.24586647823769,2.187447368770334e-10,100.56965111849449
t103,0.0,0.0,0.0,0.0,0.0,5.169165106441875,98.38130341713494,2.2223186331438076e-10,103.55046852379905
t104,0.0,0.0,0.0,0.0,0.0,5.029680124357516,100.34655841349692,2.258982139600944e-10,105.37623853808034
t105,0.0,0.0,0.0,0.0,0.0,4.886762703968725,100.37439945344512,2.300551948601152e-10,105.2611621576439
t106,0.0,0.0,0.0,0.0,0.0,4.7232037446442465,99.46767117638367,2.1370163426383463e-10,104.19087492124163
t107,0.0,0.0,0.0,0.0,0.0,4.61177060085541,101.03904523063119,2.1764598224081475e-10,105.65081583170425
t108,0.0,0.0,0.0,0.0,0.0,4.5120120500135235,102.74169066134698,2.2139055714367442e-10,107.2537027115819
t109,0.0,0.0,0.0,0.0,0.0,4.406005747914336,102.53532065794207,2.2525024081085874e-10,106.94132640608166
t110,0.0,0.0,0.0,0.0,0.0,4.322542024714853,105.40520514495728,2.295568280214418e-10,109.72774716990169
t111,0.0,0.0,0.0,0.0,0.0,4.21915734500785,102.26385756704015,2.1337062038118006e-10,106.48301491226137
t112,0.0,0.0,0.0,0.0,0.0,4.15287490577549,103.82696444650847,2.1738971031369787e-10,107.97983935250134
t113,0.0,0.0,0.0,0.0,0.0,4.007363856790431,100.46180363130642,2.2119851549542176e-10,104.46916748831805
t114,0.0,0.0,0.0,0.0,0.0,4.003398849347754,105.68198247147458,2.250986945333606e-10,109.68538132104743
t115,0.0,0.0,0.0,0.0,0.0,3.930054024063282,106.60636909768644,2.2943563005051526e-10,110.53642312197915
t116,0.0,0.0,0.0,0.0,0.0,3.865096304665285,101.55748805985489,2.1328309068575033e-10,105.42258436473345
t117,0.0,0.0,0.0,0.0,0.0,3.750115768835843,98.89841253193525,2.1732852560065933e-10,102.64852830098842
t118,0.0,0.0,0.0,0.0,0.0,3.7534070934470702,102.9288378408413,2.2114238510416778e-10,106.68224493450951
t119,0.0,0.0,0.0,0.0,0.0,3.693162064828953,103.2661492183008,2.2505731672750816e-10,106.95931128335481
t120,0.0,0.0,0.0,0.0,0.0,3.637187699272098,101.90407254214085,2.2940130747185677e-10,105.54126024164235
t121,0.0,0.0,0.0,0.0,0.0,3.5500628120453315,96.02995904481278,2.13263921134696e-10,99.58002185707139
t122,0.0,0.0,0.0,0.0,0.0,3.5606789247214246,99.41610909187324,2.1730574930909433e-10,102.97678801681197
t123,0.0,0.0,0.0,0.0,0.0,3.5122821230204107,99.52142436428674,2.211269851547946e-10,103.03370648752828
t124,0.0,0.0,0.0,0.0,0.0,3.4654345100133592,98.07842600111641,2.2504474780192856e-10,101.54386051135482
t125,0.0,0.0,0.0,0.0,0.0,3.3693003421852574,95.46598414933028,2.2939768701192036e-10,98.83528449174494
t126,0.0,0.0,0.0,0.0,0.0,3.4099250382097144,96.0669159696744,2.132530146830659e-10,99.47684100809737
t127,0.0,0.0,0.0,0.0,0.0,3.371673548495158,96.26461211786906,2.1729886689717376e-10,99.63628566658151
t128,0.0,0.0,0.0,0.0,0.0,3.333621059361058,95.50343637901645,2.2112078858117324e-10,98.83705743859863
t129,0.0,0.0,0.0,0.0,0.0,3.251616898297173,93.34961573390045,2.2504508877318363e-10,96.60123263242266
t130,0.0,0.0,0.0,0.0,0.0,3.2706552672173514,97.79709098378612,2.2939311187879122e-10,101.06774625123286
t131,0.0,0.0,0.0,0.0,0.0,3.270654322815711,95.22988317110742,2.1324835400594198e-10,98.50053749413638
t132,0.0,0.0,0.0,0.0,0.0,3.2402485066653783,94.7251992453873,2.1729444935216864e-10,97.96544775226998
t133,0.0,0.0,0.0,0.0,0.0,3.169050204398334,92.57095411959055,2.211221585993705e-10,95.74000432421
t134,0.0,0.0,0.0,0.0,0.0,3.1939795658356998,96.3525091116017,2.25041705551547e-10,99.54648867766245
t135,0.0,0.0,0.0,0.0,0.0,3.168666196928526,96.85072771980504,2.2939190334341022e-10,100.01939391696295
t136,0.0,0.0,0.0,0.0,0.0,3.177352872831639,93.17043161382998,2.132453905958883e-10,96.34778448687486
t137,0.0,0.0,0.0,0.0,0.0,3.1147005425247807,91.01805275910851,2.1729685400602815e-10,94.13275330185058
t138,0.0,0.0,0.0,0.0,0.0,3.143911588829793,94.71031191245164,2.2112045212680574e-10,97.85422350150256
t139,0.0,0.0,0.0,0.0,0.0,3.1234008686038144,95.14335893509445,2.2504152918483488e-10,98.2667598039233
t140,0.0,0.0,0.0,0.0,0.0,3.1048204453331056,93.89093609622269,2.2939146060165443e-10,96.99575654178518
t141,0.0,0.0,0.0,0.0,0.0,3.0829734702586085,89.38846719163972,2.1324841775917874e-10,92.47144066211158
t142,0.0,0.0,0.0,0.0,0.0,3.117924516981287,92.82091822604974,2.17296493978426e-10,95.93884274324833
t143,0.0,0.0,0.0,0.0,0.0,3.1031045829364,93.03224558328576,2.2112100583282073e-10,96.13535016644327
t144,0.0,0.0,0.0,0.0,0.0,3.08941620654442,91.74698247356457,2.250415588220247e-10,94.83639868033403
t145,0.0,0.0,0.0,0.0,0.0,3.031074017217652,89.78204509431892,2.2939437671607502e-10,92.81311911176596
t146,0.0,0.0,0.0,0.0,0.0,3.1119650676538284,91.15717807206188,2.1324878704025683e-10,94.26914313992896
t147,0.0,0.0,0.0,0.0,0.0,3.1041887863249307,91.98148592253767,2.1729673343358306e-10,95.0856747090799
t148,0.0,0.0,0.0,0.0,0.0,3.09599106822414,91.37381880601686,2.2112026853582902e-10,94.46980987446211
t149,0.0,0.0,0.0,0.0,0.0,3.0441015509028913,89.96976482906541,2.250441271719678e-10,93.01386638019335
t150,0.0,0.0,0.0,0.0,0.0,3.086576905328368,94.19715336916057,2.293937752619856e-10,97.28373027471834
t151,0.0,0.0,0.0,0.0,0.0,3.13061070578489,92.19067182582496,2.1324990752366617e-10,95.3212825318231
t152,0.0,0.0,0.0,0.0,0.0,3.1277862360146695,92.14001690899194,2.1729656781346415e-10,95.26780314522391
t153,0.0,0.0,0.0,0.0,0.0,3.0822581013530077,91.06509869081889,2.211239267248132e-10,94.14735679239301
t154,0.0,0.0,0.0,0.0,0.0,3.1326331668908782,95.34228487237573,2.2504414685809047e-10,98.47491803949166
t155,0.0,0.0,0.0,0.0,0.0,3.1342604065394815,96.68151738112437,2.2939365252332986e-10,99.81577778789324
t156,0.0,0.0,0.0,0.0,0.0,3.186107671475972,93.73609996243195,2.1325080065118523e-10,96.92220763412118
t157,0.0,0.0,0.0,0.0,0.0,3.147259142946602,92.59179654929385,2.1730200934657997e-10,95.73905569245775
t158,0.0,0.0,0.0,0.0,0.0,3.2053157763862448,96.70371078990159,2.2112552141098064e-10,99.90902656650896
t159,0.0,0.0,0.0,0.0,0.0,3.21232389209519,97.735068666907,2.2504570690337315e-10,100.94739255922724
t160,0.0,0.0,0.0,0.0,0.0,3.222080301007383,97.13554547284346,2.293937259174063e-10,100.35762577408023
t161,0.0,0.0,0.0,0.0,0.0,3.2404508557669134,93.2590180832804,2.132593351277235e-10,96.49946893926057
t162,0.0,0.0,0.0,0.0,0.0,3.308964114118493,97.48092493958134,2.173066474918086e-10,100.78988905391714
t163,0.0,0.0,0.0,0.0,0.0,3.324617469952178,98.60182832646821,2.211301385302889e-10,101.92644579664152
t164,0.0,0.0,0.0,0.0,0.0,3.3422676936622264,98.03796812873311,2.2504885699008998e-10,101.38023582262039
t165,0.0,0.0,0.0,0.0,0.0,3.308244593060932,97.13484420280844,2.2940199210810043e-10,100.44308879609878
t166,0.0,0.0,0.0,0.0,0.0,3.448094112447645,98.31517507255215,2.1326845100753778e-10,101.76326918521306
t167,0.0,0.0,0.0,0.0,0.0,3.475831847809613,99.52408239409031,2.1731610222667036e-10,102.99991424211724
t168,0.0,0.0,0.0,0.0,0.0,3.5043903493123763,99.0954783630733,2.2113951485063551e-10,102.59986871260682
t169,0.0,0.0,0.0,0.0,0.0,3.479693370471596,98.13157551289974,2.250671843818195e-10,101.61126888359641
t170,0.0,0.0,0.0,0.0,0.0,3.570367726176841,102.42023818543035,2.29420007696477e-10,105.99060591183661
t171,0.0,0.0,0.0,0.0,0.0,3.6730970407785324,99.48669128959351,2.1329538064363107e-10,103.15978833058534
t172,0.0,0.0,0.0,0.0,0.0,3.712260494623939,98.84804606972986,2.1734773789691867e-10,102.56030656457115
t173,0.0,0.0,0.0,0.0,0.0,3.6970958831893967,97.30648917890917,2.2118832804609925e-10,101.00358506231976
t174,0.0,0.0,0.0,0.0,0.0,3.805611889253008,101.43882212092396,2.2512356957372625e-10,105.24443401040209
t175,0.0,0.0,0.0,0.0,0.0,3.851542141058506,102.1427796682057,2.2949480726452232e-10,105.99432180949371
t176,0.0,0.0,0.0,0.0,0.0,3.9765795792982264,97.96548251012524,2.1339114763655286e-10,101.94206208963686
t177,0.0,0.0,0.0,0.0,0.0,3.9751982686353564,96.40665925317431,2.174825869493725e-10,100.38185752202715
t178,0.0,0.0,0.0,0.0,0.0,4.107033700436779,100.59230758576116,2.2135768170607423e-10,104.6993412864193
t179,0.0,0.0,0.0,0.0,0.0,4.171026886989084,101.26985811378269,2.2535042213836534e-10,105.44088500099713
t180,0.0,0.0,0.0,0.0,0.0,4.249885788377253,100.4182444495191,2.2979444583384452e-10,104.66813023812614
t181,0.0,0.0,0.0,0.0,0.0,4.339598312806558,95.39277355191963,2.1380569313512096e-10,99.73237186493999
t182,0.0,0.0,0.0,0.0,0.0,4.508476961610365,99.44879158301742,2.1802669588056207e-10,103.95726854484582
t183,0.0,0.0,0.0,0.0,0.0,4.606430583046433,99.81551268913056,2.2208961373076543e-10,104.42194327239908
t184,0.0,0.0,0.0,0.0,0.0,4.732963990660221,100.4598598402942,2.26332923766345e-10,105.19282383118076
t185,0.0,0.0,0.0,0.0,0.0,4.766793755933001,96.90231509058337,2.3112322558091625e-10,101.66910884674749
t186,0.0,0.0,0.0,0.0,0.0,5.092699456246543,97.5441732527937,2.1561252317923756e-10,102.63687270925585
t187,0.0,0.0,0.0,0.0,0.0,5.261695119856665,97.89855726228421,2.2045326595362671e-10,103.16025238236134
t188,0.0,0.0,0.0,0.0,0.0,5.471006423180576,94.50757646771962,2.2535586911229307e-10,99.97858289112554
t189,0.0,0.0,0.0,0.0,0.0,5.584721139551176,86.86990368841765,2.3074181450674712e-10,92.45462482819957
t190,0.0,0.0,0.0,0.0,0.0,5.94329877518537,85.6234971760176,2.3708017564976963e-10,91.56679595144004
t191,0.0,0.0,0.0,0.0,0.0,6.360388339188152,77.93179720322529,2.2383883772056002e-10,84.29218554263727
t192,0.0,0.0,0.0,0.0,0.0,6.761005789244886,72.46710357108557,2.3154439433075758e-10,79.228109360562
t193,0.0,0.0,0.0,0.0,0.0,7.089017860405524,64.6607244915291,2.403752882784997e-10,71.74974235217499
t194,0.0,0.0,0.0,0.0,0.0,7.728401701185536,56.785084417674774,2.511474274123857e-10,64.51348611911146
t195,0.0,0.0,0.0,0.0,0.0,8.399772177965149,46.21033871486979,2.6489240617112455e-10,54.61011089309983
t196,0.0,0.0,0.0,0.0,0.0,9.425937368832148,33.46159424152795,2.6322299022759764e-10,42.88753161062332
t197,0.0,0.0,0.0,0.0,0.0,10.01544874348573,22.609161045271584,2.8572940790392894e-10,32.62460978904304
t198,0.0,0.0,0.0,0.0,0.0,10.105750360214783,10.284089732080684,3.1593643646290943e-10,20.3898400926114
t199,0.0,0.0,0.0,0.0,0.0,0.4612220967116798,0.1351758808690454,3.59145888444034e-10,0.596397977939871
t200,0.0,0.0,0.0,0.0,0.0,2.663907988127338e-10,8.868159181109334e-11,1.0823191448663196e-10,4.633043051104591e-10
t201,0.0,0.0,0.0,0.0,0.0,2.662256562626726e-10,8.872328558124217e-11,1.1864944737464705e-10,4.735983892185618e-10
t202,0.0,0.0,0.0,0.0,0.0,2.662520263639185e-10,8.871558527847672e-11,1.3092618563677805e-10,4.858937972791733e-10
t203,0.0,0.0,0.0,0.0,0.0,2.6621212027644706e-10,8.874952778006468e-11,1.4111264884429609e-10,4.960742969008078e-10
t204,0.0,0.0,0.0,0.0,0.0,2.663060471239456e-10,8.87928944504719e-11,1.5010292126834158e-10,5.052018628427591e-10
t205,0.0,0.0,0.0,0.0,0.0,8.883447665482173e-11,8.867516727080808e-11,1.5206941302166176e-10,3.2957905694729157e-10
t206,0.0,0.0,0.0,0.0,0.0,8.880366425812408e-11,8.871388549933258e-11,1.4809524182528882e-10,3.256127915827455e-10
t207,0.0,0.0,0.0,0.0,0.0,8.880582313535265e-11,8.871743894643437e-11,1.5378204069330665e-10,3.313053027750937e-10
t208,0.0,0.0,0.0,0.0,0.0,8.880288211428145e-11,8.872113636868103e-11,1.588575953715151e-10,3.3638161385447757e-10
t209,0.0,0.0,0.0,0.0,0.0,8.880199867598634e-11,8.869939885730802e-11,1.6356728229117983e-10,3.410686798244742e-10
t210,0.0,0.0,0.0,0.0,0.0,8.880509871935723e-11,8.872695855370992e-11,1.68132766993986e-10,3.4566482426705316e-10
t211,0.0,0.0,0.0,0.0,0.0,8.880363677788463e-11,8.871989909537217e-11,1.5935079297208256e-10,3.3687432884533936e-10
t212,0.0,0.0,0.0,0.0,0.0,8.880501077924356e-11,8.872159838359538e-11,1.6302344442403296e-10,3.405500535868719e-10
t213,0.0,0.0,0.0,0.0,0.0,8.880361590672894e-11,8.870031231971e-11,1.6646416426517587e-10,3.439680924916148e-10
t214,0.0,0.0,0.0,0.0,0.0,8.880649558314788e-11,8.872568528165218e-11,1.6984160537815463e-10,3.473737862429547e-10
t215,0.0,0.0,0.0,0.0,0.0,8.880739126658969e-11,8.872845180634355e-11,1.733269218493498e-10,3.5086276492228305e-10
t216,0.0,0.0,0.0,0.0,0.0,8.880582726176382e-11,8.872043757816776e-11,1.6293303596920747e-10,3.4045930080913904e-10
