Zone,1
t1,0.02762287334593573
t2,0.02762287334593573
t3,0.02762287334593573
t4,0.02762287334593573
t5,0.02762287334593573
t6,0.02762287334593573
t7,0.02762287334593573
t8,0.02762287334593573
t9,0.02762287334593573
t10,0.02762287334593573
t11,0.02762287334593573
t12,0.02762287334593573
t13,0.0004
t14,0.0004
t15,0.0004
t16,0.0004
t17,0.0004
t18,0.0004
t19,0.0004
t20,0.0004
t21,0.0004
t22,0.0004
t23,0.0004
t24,0.0004
t25,0.0004
t26,0.0004
t27,0.0004
t28,0.0004
t29,0.0004
t30,0.0004
t31,0.02762287334593573
t32,0.02762287334593573
t33,0.02762287334593573
t34,0.02762287334593573
t35,0.02762287334593573
t36,0.02762287334593573
t37,0.02762287334593573
t38,0.02762287334593573
t39,0.02762287334593573
t40,0.02762287334593573
t41,0.02762287334593573
t42,0.02762287334593573
t43,0.02762287334593573
t44,0.02762287334593573
t45,0.02762287334593573
t46,0.02762287334593573
t47,0.02762287334593573
t48,0.02762287334593573
t49,0.02762287334593573
t50,0.02762287334593573
t51,0.02762287334593573
t52,0.02762287334593573
t53,0.02762287334593573
t54,0.02762287334593573
t55,0.02762287334593573
t56,0.02762287334593573
t57,0.02762287334593573
t58,0.02762287334593573
t59,0.02762287334593573
t60,0.02762287334593573
t61,0.02762287334593573
t62,0.02762287334593573
t63,0.02762287334593573
t64,0.02762287334593573
t65,0.02762287334593573
t66,0.02762287334593573
t67,0.02762287334593573
t68,0.02762287334593573
t69,0.02762287334593573
t70,0.02762287334593573
t71,0.02762287334593573
t72,0.02762287334593573
t73,0.02762287334593573
t74,0.02762287334593573
t75,0.02762287334593573
t76,0.02762287334593573
t77,0.02762287334593573
t78,0.02762287334593573
t79,0.02762287334593573
t80,0.02762287334593573
t81,0.02762287334593573
t82,0.02762287334593573
t83,0.02762287334593573
t84,0.02762287334593573
t85,0.02762287334593573
t86,0.02762287334593573
t87,0.02762287334593573
t88,0.0004
t89,0.0004
t90,0.0004
t91,0.0004
t92,0.0003
t93,0.0003
t94,0.0002999999999999999
t95,0.0003
t96,0.0002999999999999999
t97,0.0003
t98,0.0003
t99,0.0003
t100,0.0003
t101,0.0003
t102,0.0003
t103,0.0003
t104,0.0003
t105,0.0003
t106,0.0003
t107,0.0003
t108,0.0003
t109,0.0003
t110,0.0003
t111,0.0003
t112,0.0003
t113,0.0003
t114,0.0003
t115,0.0003
t116,0.0003
t117,0.0003
t118,0.0003
t119,0.0003
t120,0.0003
t121,0.0003
t122,0.0003
t123,0.0003
t124,0.0003
t125,0.0003
t126,0.0003
t127,0.0003
t128,0.0003
t129,0.0003
t130,0.0003
t131,0.0003
t132,0.0003
t133,0.0003
t134,0.0003
t135,0.0003
t136,0.0003
t137,0.0003
t138,0.0003
t139,0.0003
t140,0.0003
t141,0.0003
t142,0.0003
t143,0.0003
t144,0.0003
t145,0.0003
t146,0.0003
t147,0.0003
t148,0.0003
t149,0.0003
t150,0.0003
t151,0.0003
t152,0.0003
t153,0.0003
t154,0.0003
t155,0.0003
t156,0.0003
t157,0.0003
t158,0.0003
t159,0.0003
t160,0.0003
t161,0.0003
t162,0.0003
t163,0.0003
t164,0.0003
t165,0.0003
t166,0.0003
t167,0.0003
t168,0.0003
t169,0.0003
t170,0.0003
t171,0.0003
t172,0.0003
t173,0.0003
t174,0.0003
t175,0.0003
t176,0.0003
t177,0.0003
t178,0.0003
t179,0.0003
t180,0.0003
t181,0.0003
t182,0.0003
t183,0.0003
t184,0.0003
t185,0.0003
t186,0.0003
t187,0.0003
t188,0.0003
t189,0.0003
t190,0.0003
t191,0.0002999999999999999
t192,0.0002999999999999999
t193,0.0003
t194,0.0002999999999999999
t195,0.0002999999999999999
t196,0.0004
t197,0.0004
t198,0.0004
t199,0.02762287334593573
t200,0.02762287334593573
t201,0.02762287334593573
