Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro_long,pumped_hydro_short,geothermal
t224,0.0,0.0,0.0,0.0,1489.4095800304042,0.0,741.8106575692227,0.0,0.0,0.0
t225,0.0,0.0,0.0,0.0,1485.868629624404,0.0,717.9927397363065,0.0,0.0,0.0
t226,0.0,0.0,0.0,0.0,1482.314691114404,0.0,694.9341654749941,0.0,0.0,0.0
t227,0.0,0.0,0.0,0.0,1478.747764500404,0.0,672.5625809649247,0.0,0.0,0.0
t228,0.0,0.0,0.0,0.0,1475.167849776404,0.0,651.02216250472,0.0,0.0,0.0
t229,0.0,0.0,0.0,0.0,1471.574946942404,0.0,630.4302630240192,0.0,0.0,0.0
t230,0.0,0.0,0.0,0.0,1467.9606387664041,0.0,610.1313298462609,0.0,0.0,0.0
t231,0.0,0.0,0.0,0.0,1464.324925248404,0.0,589.9490941562278,0.0,0.0,0.0
t232,0.0,0.0,0.0,0.0,1460.6678063944041,0.0,569.9003206713113,0.0,0.0,0.0
t233,0.0,0.0,0.0,0.0,1456.989282192404,0.0,549.944325287959,0.0,0.0,0.0
t234,0.0,0.0,0.0,0.0,1453.289352654404,0.0,530.1055366640711,0.0,0.0,0.0
t235,0.0,0.0,0.0,0.0,1449.5680177744039,0.0,510.34803043008225,0.0,0.0,0.0
t236,0.0,0.0,0.0,0.0,1445.8252775524038,0.0,490.81226696642733,0.0,0.0,0.0
t237,0.0,0.0,0.0,0.0,1442.0611319884038,0.0,471.3315572731063,0.0,0.0,0.0
t238,0.0,0.0,0.0,0.0,1438.2755810824037,0.0,451.9997836653365,0.0,0.0,0.0
t239,0.0,0.0,0.0,0.0,1434.4686248344037,0.0,432.80704760478324,0.0,0.0,0.0
t240,0.0,0.0,0.0,0.0,1430.6402632444037,0.0,413.7035340645638,0.0,0.0,0.0
t241,0.0,0.0,0.0,0.0,1426.7904963124038,0.0,394.7730665229392,0.0,0.0,0.0
t242,0.0,0.0,0.0,0.0,1422.9132961144037,0.0,375.7764345140529,0.0,0.0,0.0
t243,0.0,0.0,0.0,0.0,1419.0086626504037,0.0,356.6748398262397,0.0,0.0,0.0
t244,0.0,0.0,0.0,0.0,1415.0765959204036,0.0,337.4323580081213,0.0,0.0,0.0
t245,0.0,0.0,0.0,0.0,1411.1170959244037,0.0,318.1054043749151,0.0,0.0,0.0
t246,0.0,0.0,0.0,0.0,1407.1301626564036,0.0,298.7682225896646,0.0,0.0,0.0
t247,0.0,0.0,0.0,0.0,1403.1157961224037,0.0,279.35087997331334,0.0,0.0,0.0
t248,0.0,0.0,0.0,0.0,1399.0739963284036,0.0,259.9253228788308,0.0,0.0,0.0
t249,0.0,0.0,0.0,0.0,1395.0047632624037,0.0,240.51358491491268,0.0,0.0,0.0
t250,0.0,0.0,0.0,0.0,1390.9080969304036,0.0,221.07734677721112,0.0,0.0,0.0
t251,0.0,0.0,0.0,0.0,1386.7839973324037,0.0,201.66018865623482,0.0,0.0,0.0
t252,0.0,0.0,0.0,0.0,1382.6324644684037,0.0,182.24247181799683,0.0,0.0,0.0
t253,0.0,0.0,0.0,0.0,1378.4534983384037,0.0,162.85580970814934,0.0,0.0,0.0
t254,0.0,0.0,0.0,0.0,1374.2454324304038,0.0,144.90592072183705,0.0,0.0,0.0
t255,0.0,0.0,0.0,0.0,1370.0082667444037,0.0,128.53506534304694,0.0,0.0,0.0
t256,0.0,0.0,0.0,0.0,1365.7420012804037,0.0,113.6455292834442,0.0,0.0,0.0
t257,0.0,0.0,0.0,0.0,1361.4466360444037,0.0,100.36794066259408,0.0,0.0,0.0
t258,0.0,0.0,0.0,0.0,1357.1221710304037,0.0,88.66637522535311,0.0,0.0,0.0
t259,0.0,0.0,0.0,0.0,1352.7686062444036,0.0,78.50969843338646,0.0,0.0,0.0
t260,0.0,0.0,0.0,0.0,1348.3859416804037,0.0,69.89729888452024,0.0,0.0,0.0
t261,0.0,0.0,0.0,0.0,1343.9741773384037,0.0,62.84881531274143,0.0,0.0,0.0
