Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro_long,pumped_hydro_short,geothermal,Total
t11981,0.0,61.54531150405054,20.68700955464,5.231345922879999,0.0,0.0,0.0,0.0,0.0,16.0,103.46366698157054
t11982,0.0,62.011811458831914,20.31253400072,5.136648274239999,0.0,0.0,0.0,0.0,0.0,16.0,103.46099373379192
t11983,0.0,16.544650377830003,19.938058414689998,5.0419506174799995,0.0,0.0,0.0,0.0,0.0,16.0,57.52465941
t11984,0.0,16.842937606919996,19.47271762956,4.92427490352,0.0,0.0,0.0,0.0,0.0,16.0,57.23993014
t11985,0.0,63.82623381805878,19.007376876539997,4.806599197679999,0.0,0.0,0.0,0.0,0.0,16.0,103.64020989227878
t11986,0.0,64.286731948364,18.54203609141,4.68892348372,0.0,0.0,0.0,0.0,0.0,16.0,103.517691523494
t11987,0.0,64.65647916377378,18.076695306279998,4.571247769759999,0.0,0.0,0.0,0.0,0.0,16.0,103.30442223981377
t11988,0.0,19.520616813049994,17.61135452115,4.4535720558,0.0,0.0,0.0,0.0,0.0,16.0,57.58554339
t11989,0.0,20.19188603191,17.14601376813,4.33589634996,0.0,0.0,0.0,0.0,0.0,16.0,57.67379615
t11990,0.0,65.85181729087364,16.62438232273,4.203985813159999,0.0,0.0,0.0,0.0,0.0,16.0,102.68018542676364
t11991,0.0,65.83609788243447,16.102750909439997,4.0720752844799994,0.0,0.0,0.0,0.0,0.0,16.0,102.01092407635446
t11992,0.0,66.1396831597317,15.58111949615,3.9401647557999997,0.0,0.0,0.0,0.0,0.0,16.0,101.6609674116817
t11993,0.0,23.672386900250004,15.05948805075,3.8082542189999997,0.0,0.0,0.0,0.0,0.0,16.0,58.54012917
t11994,0.0,24.286902572219997,14.53785663746,3.6763436903199995,0.0,0.0,0.0,0.0,0.0,16.0,58.50110289999999
t11995,0.0,67.22602346516794,14.01622522417,3.5444331616399998,0.0,0.0,0.0,0.0,0.0,16.0,100.78668185097794
t11996,0.0,67.47314753083054,13.39890440538,3.38832462696,0.0,0.0,0.0,0.0,0.0,16.0,100.26037656317054
t11997,0.0,67.74190540040478,12.781583586590001,3.23221609228,0.0,0.0,0.0,0.0,0.0,16.0,99.75570507927478
t11998,0.0,27.220222514600003,12.164262767799999,3.0761075575999994,0.0,0.0,0.0,0.0,0.0,16.0,58.460592840000004
t11999,0.0,27.77219860807,11.54694194901,2.91999902292,0.0,0.0,0.0,0.0,0.0,16.0,58.23913958
t12000,0.0,69.00855813919966,10.92962113022,2.7638904882399995,0.0,0.0,0.0,0.0,0.0,16.0,98.70206975765966
t12001,0.0,69.4249409627577,10.31230031143,2.6077819535599995,0.0,0.0,0.0,0.0,0.0,16.0,98.3450232277477
t12002,0.0,69.26726051104589,9.69867772978,2.45260863176,0.0,0.0,0.0,0.0,0.0,16.0,97.41854687258589
t12003,0.0,30.055108011909997,9.08505514813,2.2974353099599996,0.0,0.0,0.0,0.0,0.0,16.0,57.43759847
t12004,0.0,30.630705455359998,8.47143256648,2.14226198816,0.0,0.0,0.0,0.0,0.0,16.0,57.24440000999999
t12005,0.0,68.788111920948,7.857809984829999,1.9870886663599998,0.0,0.0,0.0,0.0,0.0,16.0,94.63301057213799
t12006,0.0,68.63774273173615,7.24418740318,1.8319153445599998,0.0,0.0,0.0,0.0,0.0,16.0,93.71384547947616
t12007,0.0,68.48874275336455,6.63056482153,1.6767420227599998,0.0,0.0,0.0,0.0,0.0,16.0,92.79604959765454
t12008,0.0,32.81619928683,6.03493254169,1.5261181014799998,0.0,0.0,0.0,0.0,0.0,16.0,56.37724993
t12009,0.0,66.19427955285707,5.43930026185,1.3754941801999998,0.0,0.0,0.0,0.0,0.0,16.0,89.00907399490706
